,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X2881.TT.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0,0.0577159507322057,0,-0.0221591101596277,0.350058760998069,0.691217901917807,0,0,-0.0518565471113915,0,0.1659553503256,0,0,0,0,0,0,0,0,-0.116650043420375,-0.0249500465098811,-0.145126013185042,-0.0232052660385097,0,0,0,0,0,0,0,0,0,0,-0.0822668246417382,0,0,0,0,0,0,0,0,0,0.0140370112710712,0,0,0,0,0
X601939.CH.EQUITY,0.0632835255890005,0,0.00375315687217553,0,0,0,0,0,0.00854872441061476,0,0,0,0,0,0,0,0,0,0,0,0,0.868349001977733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141412514891536,0,0,0,0.0831848240800147,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.010990425852275,0,0,0.575877089335075,-0.00957072807461525,0,0,0,0.0154051587083584,0,0,1.35525271560688e-20,-0.0132515697329232,0.0170328222952812,0,0,0.0377903881052116,0,0.139682844172989,0,0,0,0,0,0,0,-0.0956090201436847,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.177987327338334,0,0,0,0,0,0,0,0,0,0.155324394956026,0,0
X601988.CH.EQUITY,0,0,0.273283333281259,0,-0.018799298983158,0.0116614709992855,0,0,0,-0.0350761025793539,0,0,0.0479813111715338,0,0,0,0,0,0.666467724823961,0,0,0,0,0,0,-0.0653998284380607,0,0.00661327735406701,0,0,0,0,-0.0400959633914936,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.0614257058966367,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460564321546407,0.172753422582789,0,0.150629696266184,0,-0.242599430189487,0,0,0,0.0812539075974044,0,0.160693235569571,0.0556874629198407,0,0,0,0,0,0,0,-0.172282820994178,0,0,0.108342268638218,0,0,0.100325992659303,0,0,0,0
X601658.CH.Equity,0.240004688180994,0,0,0,0,0,0.157281990665773,0.094312751624101,0.318816062098627,0,0,0,0,0,0,0,0.0351225567073902,0,0,0,0,0,-0.0347018575593207,0.155556694349875,0.0643703136287983,0,0,0,0,0.184233351449188,0.0584397517479274,0,-0.179132386961101,0,0,0,0,0,0.0419591934139201,0.224846735902895,0,-0.174391410758888,0,0,0,-0.0225328318162678,0,0,0,0
X601328.CH.EQUITY,0.890798634446832,0,-0.0990778107820146,0,0,0.0848008651919536,0,0,0,0,0,0,0.0301687850522903,-0.0128277405940306,0,0,0.139961560326761,-0.0262112567318702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0859768511110238,0,-0.268710860471142,0,0.0902041876827036,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.0160686333872632,0,0,0.128095810977124,0,0,0,0,0.137508099803524,0.0112848611960604,0.00335374439460883,0,0,0.152243065717195,0.0938329252531983,0,0,0,0,0,0,0,0,0,0,0,0,0.227131461255486,0,0,0.0376680786363846,0,0,0.157637610559254,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.207571379300395,0,0,0.197923333623119,0,0,0,0,0,0,0,0,0,0,0.17775334187131,0,0,0,0,0,0,0.319917172799654,0,0,0,0.110107922708642,0,0,0,0,0,0.0966361880223699,0,0,0,0,0,0,0,0.110227769879772,0,0,8.67361737988404e-19,0,0,0,0,0
X267.HK.EQUITY,0,0,0,-0.15582968219082,0,0,0,0,0,0,1.11648022683623,0,0,0,0,0,0,0,0,0,0,0,0,-0.0869572454032063,0,0,0,0.0102745546756179,0,0,0,0,0.0638514551475775,0,0,0,0,0,0,0,0,0.00437037562031715,0,-0.0392339835206824,0,0,0,0,0,0.0892113798780892
