,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X002142.CH.EQUITY,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2883.TT.EQUITY,X2884.TT.EQUITY,X601838.CH.EQUITY,X600837.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0.046864598971997,0,0.157447437809581,0,0,0.0648173455427607,0,0,0.0203994955328677,0.0586091533428943,0,0,0,-3.46944695195361e-18,0,0.102888397631278,0.180277792497249,0,0,0.342049616087005,0,-8.67361737988404e-19,0,0,0,0,0,0.0230006695535836,0,0,0,0.0148268141549035,0,0,0,0,0,0,0,0,0,0,0.0112101367435956,0.0508259442493486,0,0,0,0,0
X601939.CH.EQUITY,0,0,0.180939961141302,0,0.0636841255548374,0.12115036599413,0,0,0.186824482299113,0.0376156805184607,0.13508735508309,0,0,0,0,0.127601897035195,0,0,0,0,0,0,0,0,0.187028921193591,0,0,0,0,0,0,0,0,-0.0515183655152547,0,0,0.0250150192629687,-0.0673163107971574,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0.0905969229705853,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.281374751201152,0.239884897630436,0,0,0,0.0527533061386987,0,0,0,-0.0106034401473445,0,0,0,0,0,0,0,0.146674980082086,0,0,-0.0327975158341027,0.0293929628793193,0,0,0,0,0,0,0,0,0,-0.0948801600714036,0,0.129646924372518,0,0.00716509590262539,0
X601988.CH.EQUITY,0,0.368048562402063,0.452503227265882,0,0,0,0,0,0,0,0,0,0,0.0379405159808723,0,0,-1.38777878078145e-17,0,0,0,-0.0397673934552691,0,0,0,0,0,0,0,0,0,-0.117870713289742,0.0341942868534131,0.121784608915873,0,0,0,0.151002672662544,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0260383772726313
X5.HK.EQUITY,0,0,0,0,0,0,-0.161228246962575,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.740360406069998,0,0,0,0,0.19773913974021,0,0,0.157452233688213,0,0,0,0,0,0,-0.096748321975702,0,0,0,0,0.323455248286573,0,0.114217219197126,0.00279212177167621,0,0,0,0,0,0,0
X601658.CH.Equity,0,0.236610915631948,0,0,0,0,0,0.0484965570773646,0,0,0.103716299716497,0,0,0,0.253264423757567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0844843549741177,0.0492183616741239,0,0,0,0.0990388280047433,0,0,0,0,0,0,0,0,0,0,-0.0520553108146955,0,0,0,-0.0243804801782691
X601328.CH.EQUITY,0.168831580577127,0,0.218525534228773,0,0,0,0,0,0.0546468671223388,0.0436662034684854,0.0981243735206658,0.170915495675871,0,0,0.0987354661440304,0,0.110643944922962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246335699629103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.141931220017126,0,0,0,0,0,0,0,0,0,0.0485377060281023,0,0,0,0,0,0,0,0,0,-0.0643037802987927,0,0.0781892864503917,0,0,0.58669094556482,0,0,0,0,0,0,0,0,0,0,-0.0793231555573105,0,0,0,0.0623400137811254,0,0,0,-0.040204290984209,0,0,0,0
X600036.CH.EQUITY,0,0.195252754473597,0,0,0.0450455555888794,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0983086224470648,0.472497306158957,0,0,0,0,0,0,0,0.288976694153694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220316787917507,0,0,0.258543248618537,0,0,0
X601166.CH.EQUITY,0.115049410860713,0,0,0,0,0,0.217089141712321,0,0,0,0.0846810037859313,0,0.0992929452289632,0,0,0.0466686236917976,0.0458969058435929,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.196234521164682,0.0580546564092081,0,0,0,0,0,-0.00682444260091033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0.525910475943464,0.383782945133899,0,0,0,0.00401239207043299,0.0302348811650992,0,0,0,0,0,0,0,0,0,0,0,0.295676038858666,0.117719157494611,0,0,0,-0.287604810339133,0,0,-0.00702753848742595,0,-0.125372734801162,0,0,-0.400623963807305,0,0,0.108876364427382,0,0,0.34022797281318,0,0,0,0,0,-0.129077460815837,0,0,0,0,0,0
