,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600926.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600918.CH.Equity,X2886.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X600919.CH.EQUITY,X601881.CH.EQUITY,X2884.TT.EQUITY,X601901.CH.EQUITY,X601788.CH.EQUITY
X388.HK.EQUITY,0,0,0,0,0,0,-0.00193712986265291,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.0114505433747032,0,-0.110518618722723,0,0,0,0,-0.30216087233176,0,0,-0.192449473754937,0,0.145407688369644,0.0880000359631071,0,0,0,0.554510297791043,0,0,0,0,0,0,0.162021787708808,0,0,0,-0.0919184955711202,0
X601658.CH.Equity,0,0,0,0,0,0.00977473603176154,-8.67361737988404e-19,0.160065402790559,0.0800085584450057,0,0,0,0,0.148698088356909,0,0,0,0,-0.0762706819875741,0,0,0.454480744521317,0,0,0,0.062406782957225,-0.246156381316659,0,0,0,0,0,0,0.245304459804773,-0.209042284785673,0,0,0,0,0,0,0,-0.13286138764879,0,0,0.254401866599118,0,0,0,0
X000001.CH.EQUITY,0,0.095887942522884,0.131144678668001,0,0,0,0,0,0,0.472134414238046,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435632074930208,0,0.0754323005758667,0,0,0,0,0,0,0,-0.0666326990496257,-0.0989609155823384,0,0,0,0,0,0,0,0,0,0,0,0,0.210316855125207,0
X601601.CH.EQUITY,0,0.424063746423405,0,0,0,0.0837023399294328,0,0.0128369700986163,0,0.0167562522910703,0,0,0,0,0,0,0.0268530042333841,0,0,0.0389400009204448,0,0,0.164274465816382,0,0,0,-0.116298359656697,0,0,0,0,0.255333104102071,0.181293390269997,0,0,0,0,0,0,0,0,0,0.109981168939913,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,-0.026100480067452,0,0,-0.044509909214838,0,0,0.118909877263118,0.0702001233216523,0,0,0.0410806851346122,0,0,0.151996729995148,0,0,0,0,0,0,0,0,0.246383689691786,0,0,0,0.0189069026262258,0,0.0431210416090063,0,0.216174665552326,0.0947853564407518,0,-0.0372750554528225,0,0,0,0,0,0,0.147984544322216,0,0,0
X600000.CH.EQUITY,0.0586097405335996,0,0,0,0,0,0,0,0,0,0,0.0379054945181794,0.0930591962068819,0,0,0,0,0.188611764447184,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.00532572427715699,0,0,0.0222452330662362,0,0,0,0,0,0,0.309508381710561,0,0,0,0,0,0,0,-0.069359794444466,0.149641356138979,0
X300059.CH.EQUITY,0,0.21334437260362,0,0,0,0,0,0,-0.0610621683041851,-0.0104799146782028,0.0871044217969743,-0.0793510757614727,0,0,0.335083217859407,0,0,0,0,0,0.0800419341383998,0,-0.113156449731796,0,0,0,6.93889390390723e-18,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0168645326237505,0,0.101276393195782,0,0,0,0,0.11183677459187,0,0,0.187868579289384
X601328.CH.EQUITY,0,0,0,0,0,-1.73472347597681e-18,0.15607552232376,0.117817815270252,0,0,0,0.0014638670922931,0,0,0,0.188769342727148,0,0,0,0,0,0.000901426912533366,0,0.110075008868982,0,0,0,0.0847413024960341,0,0,0,0.15318659795299,0,0.0194001048772998,0,0,0,0,0,0,0,0,0,0,0,0.0959325251284697,0,0.0805166401405215,0,0
X002142.CH.EQUITY,0,0,0,-0.0238190201037101,0,0,0,0,-0.041605817713979,0.154940131128291,0,0,0.309367051682575,0,0,0,0,0,0,0,0,0.0389550915430495,0,0,0,0,0,-0.0661944121808399,0,0,0.150930829799042,0,0,0,0.0630622174747787,0,0,0,0.32265463528635,-0.00230851099731304,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.13522380670196,0,0,0,-0.122303881333583,0,0,0.022445992971156,0,0,0,0,0,0,0,0,0,-0.0556552531915872,0,0,0,0.245010716697217,0,0,-0.176331263186883,0,0,0.0329214082773579,0,0.191373794849556,0,0,-0.0134097391751748,0,0.0915375047759556,0,0,0,0,0,0,0.158432307769288,0.151592303379675
X601319.CH.EQUITY,0,0.0741986324778104,0,0,0,0,0.105849320595107,0,0,0,0,0,-0.0232245337294447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090575144689899,0,0,0,0.0129689991483757,-0.0802113235189285,0,0,0,0.0770463162316984,0,0.0778105666749184,0,0,0,0.170455390419681,0.112691127219926,0,0,0
X601998.CH.EQUITY,0,-0.0541059859875926,0.220895277283816,0,0.30531162967235,0.0561027405743549,0.25286811599141,0,0,-0.172820764208407,0.0856078736377378,0,0,0,0,0.0967911336496003,0,0,0,0,0,0,0,0,0.319101112403903,-0.125831791874296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506851581396253,0,0.0390983021549907,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0.115870001928615,0,0,0.525322008592987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677382666662752,0,0.0735772816538206,0,0.268774348005539,0,0,0,0,0,0.00326150015528749,0,0,0,0,-0.0736812056379945,0,-0.13726660071343,0,0,0,0,-0.107820501789724,0,0.0489192594085934,0,0
X600016.CH.EQUITY,0,0.105696004315358,0,0.0745091878287168,0,0,0,0,0,0.0897499499258981,0,0,0,0,0,0.0663980187552449,0,0.19845012551915,0,0,0,0,0,0,0.0597846180824435,0.0666302243665452,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.439423470885938,0,0,0,0,0,0,-0.0487972457634087,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0.0646898655269889,0,0.0610281393081917,0,0.124850036817441,0,0,0,0.171086619816261,0,0,0.213458605642849,0,0,0.159643639985137,0,0,0,0,0,0,0,0,0,0,0.0860643068690059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134059509737843
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.167331410311525,0,0.134682400537781,0,-0.0777523387253807,0,0,0,0.0813039833278417,0,0,-0.0898816971927217,0,0,0.521123489276897,0,0,0,0,0,0.0659995468379815,0,0,0.083226273451038,0,0,0,0,0,0,0,0.124925705927742,0,-0.249878989483,0,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0.192756184502622,0,0,0,0,0,0,0,-0.0739584928067259,0,-0.170081408681021,0,0,0,0,0.22722791443272,0,0,0.177035133575482,-0.209241099256706,0,0,0,0,0,0,0.0110748815062498,0.245905896310579,1.73472347597681e-18,0,0,0,-0.158847425989428,0.204014548075736,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152892248974405,-3.46944695195361e-18
X267.HK.EQUITY,0.301940895057917,0,0.0715967161859399,0,0,0,0,0,0,0,0,0,0,0.174997708049418,0,0,0,0,0.277404100667435,0,-0.344728214920086,0,0,0,0,0,0,0,0,0,0.0213338114382691,0,0,0.0508219474845548,0,0,0,0,0,0,0,0.00521155046839031,0.135039393394903,0,0,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0.0243467044658676,0,0.0265450632244042,0.0516375846840077,0,0,0,0.305778792213712,0,0.0610615168094091,0,0,0,0,0,0,0,0,0.109024287986421,0.0986190364462719,0,0,0.42043453027149,0,0,0,0,0,0,0,0.0473827529725791,0,0,0,0,0,0,0,0,0,0,0,0.0124385178991225
X601211.CH.EQUITY,0,0,0,0,0,0.00515813372049547,0,0,0,0,0,0,0,0,0,0,0,0.278818927172905,0,0,0,0,0,0,0,0,0.0344425172884754,0,0.100586091472333,0,0,0,0,0,0.0524930552769222,0,0,0.204805133752985,0,0,0,0.0873988369546395,0,0,0,0,0.225435727375171,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.155150176174193,0,0,0,0,0.0543826997638765,0,0,0,0.156148271313651,0,0,0,-0.00650642873128124,0.276446697470419,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,-0.700697322332631,0,0,0.0296909313967674,0,0,0.131326134892763,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.146049903681359,0,0.0514602046669529,0,0,0,0,0.190698106598358,0,0.0110021187947902,0,0,0.228150069210132,0.0354388776533525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185927322787092,0,0,0,0,0,0,0,0
X601336.CH.EQUITY,0,0.182356497820198,0.0935426873766427,0,0,0,0,0.287250411007019,0,0,0.0332001797318642,0,0,0.18945227660312,0.0178067962151827,0,0,0,0,0,0,0,0,0,0,0,0.195830460067984,-0.176616820337271,0,0,0,0,0,0,0,0,0,0.0870225274704336,0.0649941062149458,0,0,0,0,0,0,0,0,0,0.0280346548441958,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0477617767762914,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.178550822246827,0,0,0,0,0,-0.00366605540600317,0,0,0,-0.0462229747037159,0,0.0194338208244647,0.483800327151765,0,0,0,0,-0.0157553443549433,0,0.142647768526115,0,0,0,0,0.180690845752646,0,0
X002736.CH.EQUITY,0,0,0,0.0426305891825537,0,0,0,0,0.0501102804820393,0,0.0128247263697334,0,-0.229652077789626,0,0,-0.336071570656318,0,0,0.379922951303749,0,0.151823332887776,0,0,0.205307309639211,0,0.0903176629687111,0.298253436257671,-0.0834113097331907,0,0,0,-0.0120039353701119,0,0,0,0,0.134346718784666,0,0,0,-0.1404752534091,0.237993859674034,-0.141774492494835,0,0,0,0,0,0.207142765068043,0
X2881.TT.EQUITY,0,0,0,0.105718289692791,0,0,0,0,0.211380869647369,0.0908016462847954,0.160778957146915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03435669875006,0,0,0,0,0,0,0,0.342537440962543,0,0,0,0,0,0,0,0,0.230799718877952,0,0,-0.0840234390354262,0,0,0,0.00409920762317692
X000166.CH.EQUITY,0,-0.0615544769034501,-0.0332273970029386,0,0,0.0879881247057891,0,0,0,0,-0.213885463356609,0,0,0,0.117404221272626,0,0.0443039632900882,0,0.0521597029147273,-0.0296098161483191,0,0,0,0,0,0.116363069953616,0,0,0,0.496403596827129,0,0,0,0,0,0,0,0,0,0,0,0.289948994708189,0,0.143953664089819,-0.140007456954424,0,0.151937397165732,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0921930512696466,0,0,0.0657342597444247,0,0,0.207711721959526,0,0,0.190881544722791,0,0,0,0,0,0,0,0,0,0.144165369482688,0,0,0,0,0,0,0.0456347191292653,0,0,0,0,0,0,0,-0.208034002067258,0,0.206148607604066,0,0,0
X600926.CH.EQUITY,0,0,0.0675067503223464,0,0,-0.00382245641379951,0,0,0,0.644787240810859,0,0,0,0,0,0,0,-0.0696960512357926,0,0,0,0,-0.0360521884107585,0,0,0,0.0365599065457384,0,0,0,0,0,0,0,0.113591006209594,0,0,-0.0791944002071492,0,0,0,0,0,0,0,0,0,0,-0.117159927639404,-0.0276706375827985
X601169.CH.EQUITY,0,0.0606377549917457,0,0.160364230017093,0,0,0,0,0.0731339821706623,0,0,0,0,0,0,0,0,0,0,-0.0462777397446151,0.0516557411663171,0,0,0.72131224086073,0.0148245386860049,0,0,0,0,0,0,0,0,0,0,-0.193929351447506,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,-0.00668582095462851,0,0,0,0.147399419463189,0.0352203930907024,0,0,0,0,0,0,0,0.0611970314400059,0,0.0262859315393884,0,0,0,0,0.0936725639494403,0,0,0,0,0,0,0,0,0,0.0470206669155599,0,0,0,0.0498197612304825,0,0,0,0,0,0,0.0409525686888807,0,0.597336177841991,0,0,0,0
X600918.CH.Equity,0.0758661939873622,0.00229326490589733,0,0,0,0,0,0,0,0,-0.154511508322923,0,-0.0817572677703826,0,0,0,0,0,0,0.18240334667321,0.008974473285558,0,0,0,0,0,0,0,0,0,0,0,0.0390111791070567,0,0,0,0,0.280571516760939,0,0,0,0,0,0,0,0,0.227816740653007,0,0,0
X2886.TT.EQUITY,0,0,0,0,0,0.0638879365524776,-0.00567433356183779,0,0,0,-0.145711500579827,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.012146722652749,-0.0622532650672345,0,0,0,0.062756365398164,0,0,0,0,0,0.321724595489138,-0.0643401322548395,0.305281856242692,0,0,0,0,0.156574321294508,0,0,0,0.292220004117511,0.0181151146344983,0,0,0,0
X601009.CH.EQUITY,0,-0.0567621957286694,0,0.111826902834709,0,0.0866867368487169,0,0,0,0,0,0,0.0484153426544848,0,0,0,0.139124171960722,0,0,0,0.0367506798112676,0.120119749917854,0,0,0.165862432812307,0,0,0,0,0,0,0,0,-0.072398411774087,-0.0377692928530857,0,0.0671521741412699,0,0,0,0.193577087510677,0,0,0,0,0.0930925962367018,0,0,0,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0.0202179609195692,0,0,0,0,0,-0.0817954881728554,0,-0.000716239193657154,0,0,0,0,0.046464693810549,0,0,0,0,0,0,0,0,0.096645293401763,0,0,0.460978310037432,0,0.291825953915629,-0.0502100421346323,0,-0.0969829391674466,0,0,0,0.0946888626398611,0,0,0.00374976307573742,0,0,0,0
X600919.CH.EQUITY,0,0,0,0.233176887512751,0.380818712891399,0,0,0,0.0517835636685316,0,0.0547962634517854,0.464313098319719,0,0,0,0.181593398267634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576405282271362,0,0,0,0,0,0,-0.0902611711065015,0.0441148114121884,0,0,0,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,-0.0442841468297709,0,0,0,0,0,0,0,0,0.0459645529459053,0,0,0.224167933452623,0,0,0,0,0,0,-0.0455203596230527,0,0,0,0,0,0.394546787210098,0,0,0.0558469230979409,0,0.014211872652819,0.0198169485001314,0.216428380952696,0,0,-0.0712114457361117,0,0.219891999808461,0,0,0.0254292867834038,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,0,0,0,0.116116444253434,-0.208443657421669,0,0,0,0,-0.108181457600827,0.0861214654039392,0,0,0,0,0.178957211046015,0,0,-0.0922922072855898,0,0,0,-0.200704344163428,0,0,0,0,0,0,0,0,0,0.263755257286455,0,0.209783151303068,0,0,0,0,0.282486844886225,0,0,0,0.0144387930867706,0,-0.161010224512382,0
X601901.CH.EQUITY,0.193365949018107,0,0,0,0,0,0,0,0,0,-0.262930298678648,0.0370967888510713,0,0,0,0,0,0,-0.239671845564198,0,0,-8.67361737988404e-19,0,0,6.93889390390723e-18,-0.116420813610893,0,-0.250167044656481,0,0,0,0,0.298480173835774,0,0,-0.154321127689379,0.415699260637392,0,-0.0161297623212524,0,-0.173068027840948,0,0,0,0,0,0,0,0,0
X601788.CH.EQUITY,0,0,0,0,0,0,0,-0.096457606724319,-0.0416795778703179,0,0,-0.104924166172572,0,0,0,-0.140651513143844,0.155466666222009,0,0,0,0,0,0,0,-0.0459145487244892,0,0.0271217397176247,0,0,0.212934309961636,0,0,0,0,0,0.0433192762528259,0.114232495907016,0,0,0,0,0.245430469527062,0.0758052406578107,0,0,0,0.178430522119436,0,0,0
