,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,X600919.CH.EQUITY,X601881.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY,X601901.CH.EQUITY,X2892.TT.EQUITY
X601166.CH.EQUITY,0.0777078721982294,0.218787865780041,0,0,0,0,0.208533887591925,0,0.119597329592375,0.0139850803942014,0,0,0,0,0,0.13107074403287,0,0,0,0,0,0.0107047856557549,0,0,0,0,0,0,0,0,0.0871462013403806,0,0,0,0,0,0,0,0,0,0,0,0,0.0547277531839073,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.0830396557740075,0,0,0,0,0,0,0,0,-0.0782397738202109,0.136315996895023,0,0.701869801902735,0.0201713323148929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23021340596386,0.0961871421987545,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.12181626891469,0.0127188370499488,0,6.93889390390723e-18,0.33636229377512,0.0855220247141406,0,0,0,0,0,0.0143220552262785,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.28631439163194,0,0,0,0,0,0,0,0,0.0579818230159344,0,0,0,0,0,0,0,0,0,0.0413853109376972
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.221880348834249,0,0,0,0,0,0,0,0,0,0,0,0,0.309180186191961,0,0,0.53839935468217,0,0,0,0,0,0,0,-0.23633552983273,-0.0380502407751011,0,0,0,0,0,0,0,0,0.0165430202236053,0.07685343299514,0.294150607078815,0.035899652772595,0,0.0497752664634572,-6.93889390390723e-18
X2388.HK.EQUITY,0,0,0,0,0.295950398663322,-0.299364679389623,0,0,0,0,0,0.147783895975551,0,0,0,0,0,0.262796092543223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181932161531328,0.369368364516462,0.0143251583595811,0,0,0,0,0,0.394766131470719,0,0,-0.418378263361064,-0.160436009800293
X601601.CH.EQUITY,0.0498372464019107,0.161834070217271,0.083641043001738,0,0,0,0.140095206756924,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0192794198930713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187931899691044,0,0,0,0.0388526666531628,0,0,0,0,0,0,0.0624434771892505
X267.HK.EQUITY,0,0,0,0,0.2388825083784,-0.261683839379172,-0.141849301110178,-0.199332873479801,0,0,0,0,0,0,0.364015410390312,0,0,0.242634891828184,0,0,0,0,0.036618826170855,0.255052400017607,0,0,-0.366657228977199,0,0.141591086385635,0,0,0,0,0,0,0,0,0,0,0.169691850638632,0,0,0,0.323816640099792,0,0.247120040435633,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.290110970398974,0,0,0,0,0.191516059107904,-0.0808074570024551,0.142642947902762,0.237935069781128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065305351316644,0,0,0,0,0,0,0,0.146310899163662
X601998.CH.EQUITY,0,0,0,0.110580758055553,0,0.0271448575666032,0,0,0,0.354027786209052,0,0,0,0,0,0,0,0,0,0.10851537399542,0,0,0,0,0,0,0,0,0,0,0,0.173418209948523,0,0,0,0,0,0,0,0.084258255738475,0,0,0,0,0.0114756804723553,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.128157221229575,0.217877961529615,0,0.0842650049893316,0,0,0.082061091349667,0,0,0,0,0,0,0.0562065498089143,0,0,0,0,0.0347145663319731,0.0506726169284367,0,0.011285572991894,0.300992025413944,0,0,0,0,0,0,0,0.0149818714642814,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0.0165239917056795,0,0,0,0.00444676023443418,0,0,0,0,0.00989851443728333,0.0199705291804528,0,0,0,0,0,0.104124377984083,0.384398839108748,0.198479903781011,0,0,0,0,0,0,0,0.0540156683790979,0,0,3.46944695195361e-18,0,0,0.00869255382043486,0.203351395376792,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0.160499057290172,0,0,0,0,0,0,0.0575350102307888,0,0,0,0,0,0,0,0,0,0,0.240876795298521,0,0,0,0.263785219277728,0.0147620116021055,0,0,0,0,0,0,0.00969992370476745,0,0,0,0,0.0428556545459065,0,0,0,0
X601818.CH.EQUITY,0,0.0510448795256234,0,-1.38777878078145e-17,-0.0795109009891475,0,0.244939108338024,0,0,0.286307972755027,0,0,0,0,0,0,0,0.00278957832261351,0,0.246381189351517,0,0,0,-0.0372575488940987,0,0,0,0.0516047109774708,0,0,0.0425338085066541,0,0,0,0,0,0,0,0,0.0267040812443006,0,0,0.100335289061101,0,0,0,0,0
X601066.CH.EQUITY,0,-0.252369700884513,0,0,0,0,0,0.050278778571261,0,0,0,0,0,0.482869864384999,0,0,0.137278774368653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261039772749727,0,0,0,0.122018352204535,0,-0.152118811766795,0,-0.0226902892936817,0.0319854143119237,-0.00894068578078786,0,-0.00107649499031935,0,-0.165933011313192,0,0.102283894360989
X601688.CH.EQUITY,0,0,0,0.0746201414013297,0,0,0,0,0,0,0,0,0,0,0,0.00750329453827492,0,0,0,0,0.293193639155976,0,0,0,0,0,0.0576403546803071,0,0,0.0492680118139088,0,0,0,0.186294403407772,0,0,0.175903717213175,0,0,0,0,0,0.101082570528692,0,0,0.00770668710576556,0.0423306448394348,0
X601211.CH.EQUITY,0,0,0,0.0497106022625713,0,0,0,0,0,0,0,0,0,0,0,0.0376013141099538,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227100392506421,0,0.0569098831494323,0,0.1073004754268,0.102981375092911,0,0.343620646501198,0,6.93889390390723e-18,-0.0332241109161101,0,0.0140586164277587,0,0,0,0,0.132785881810352,0.0896835421567092
X601336.CH.EQUITY,0,0,0,0,0,0,0,0.101587396119176,0.139962748136327,0.00293275512592886,0,0,0,0,0,0,0,0.10048352306521,0,0,0,0.434275350098135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191341185465468,0,0.115262248455058,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0.187021217594237,0,0,0.106687376717314,0,0.0981392027732094,0.121599431398526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248518860603585,0,0,0.154098931705573,0.0232816701645894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0.054545710576091,0,0,0,0,0,0,0,0,0.0556746130815815,0,0,0.373479699490178,0,0,0.081729444111341,0,0,0,0,0,0,0,0,0,0.190709563693587,0,0,0,0,0,0.282256830161836,0,0,0,0,0,0,0,0.0128956448705126,0,0,0,0,6.93889390390723e-18,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660368529580773,0,0,0,0,0.240980599404406,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.00524223227042675,0.0860840863836298,0,0.167654087835966,0,0.122436097631047,0,0,0,0,0,0.185667840977297,0,0,6.93889390390723e-18
X002142.CH.EQUITY,0,0.0801644461392877,0,0,0,0,0,0,0,0,0,-0.00057563654511713,0,0,0,0,0,0,0,0,0,0.0253348805220443,0,0,0,0,0.12068710046457,0,0,0,0,0.0739039584772068,0,0,0,0,0.254777837551861,0,0,0,0,0,0,0.412628466119002,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.209263514986464,0,0,0.0491180940556032,0,0,0,0,0,0.0527214222220236,0,0,0.363974211559988,0,0.0904522174106602,0,0,0.32965484910686,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385166863837967,0,0,0,0,0,0,0,0,0,-0.0608666492906176
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694330616587914,-0.327678160928389,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.11079076552607,0.914390212710434,0,1.0842021724855e-19,0,-0.120368751288667,0,0,0,0,0,0.0119039776101822,0,0.211912602259849
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,-0.115309684651703,0,-0.00430256408867877,0.00670843650845638,0,0,0,0,0,0,0,0,0,0,0,0.0748462313550641,0.175552708022902,0.0758516115994781,0,0,0,0.0903170850591352,0,0,0,0,0.0399351179260271,0,0,0,0.461812851995593,-0.0002992930439053,0,0,0,-0.0354409301479544,0.0827813335785466,0,0.186480203938705,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516708606760294,0,0,0,0,0,0,0,0,0,-0.0858157268353608,0,0.0833367966540959,0,0,0,0.185576334528103,0,0,0,0,0,0,0,0,0,0,0.118516761345389,0,0.107041086891881,0.043123905246144,0.436146163391238,0,0,0
X2881.TT.EQUITY,0,0,0,0,0.118883344186743,-0.200793189177901,0,0,0,0,0,0,0,0,0,0,-0.086465679583112,0,0,0,0,0,0,0.0786400336487423,0,0,0,0,0,0,0,0,0.890924500184343,0,0,0,0,0,0,0.1559300917327,0.130720650738884,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00456588401356935,0,0,0.366755405010531,0,0,0,0,0.217728956210733,0,0,0,0.090701953784045,0,0,0,0.102108137377803,0.0165146383070166,0,0,0,0.19194751540399,0,0,0,0,0,-8.67361737988404e-19,0,0,0.000904707089902693
X2886.TT.EQUITY,0,0,-0.00424106586656917,0,0,0,0,0,0,-0.0995916291683118,0,0.286392459144877,0,0,0,0,0,0.194140968781205,0,0,0,0,0,0,0,0,-0.119044571180309,0,0,0,0,0,0.101025281726365,0,0.0128911234212565,0,0,0,0,0,-0.236773931657562,0,0,0,0,0,0,0.425089514910114
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0.0509461620341316,0,0,0,0,0,0,0,0,0,0,0,0.20494634951096,0,0,0.05273428487269,0.129293615106077,0,0,0,0,0.024480051473776,0,0,0.0452865651100992,0.0720747094255736,0,0,0.416532317296778,-0.013598523754688,0,0,0,0,0,0.0871762032414281,0,0,0,0
X2891.TT.EQUITY,0,0,-0.213082609152777,0,0,0,0,0,0,0,0,0,0.206348553212721,0,-0.197655331316634,0,0.523208642493829,0,0,0,0,0,0.0487545789896296,0,0,0,0,0,0,0,0,0,0,0,0,0.1890100875471,-0.233476146352184,0.234456017377062,0,0,0,0,0.136224600445538,-0.00529258083164639,0,0.035958478333221,0,0
X300059.CH.EQUITY,0,0,-0.00734783312243455,0,0,0,0,0,0,0,0,0.140878535991297,0,0,0,0,0,0.0415237781034735,0,0,0.608538909133308,0,0,0,-1.38777878078145e-17,0,0.0873528693330016,0,0,-0.134179883649227,0,0,0,0,0,0,0,0,0,-0.0773405594803932,0,0,0.268654411604605,-0.0612526559701475,0,-0.111495646830785,0,-0.0731748308369264
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0663576153925485,0,0,0,0,0,0.0697360937153645,0.114417239682713,0,0,0,0.196932343339272,0,0,0.190570869605404,0,0,0,0,0,0,0,0,0,0,0.216767936983703,0,0,0,0,0,0,0.286982691918787,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239172241955193,0,0,0,0,0,0.0527887346322415,0,0,0,0,0,0,0,0,0.14809906559797,0,0,0,0,0.0572205816625506,0,0,0,0,0.0130489901637513,0.169396768275588,0,0,0,0.0506951022212895,0,0.381876161222516,0
X601009.CH.EQUITY,0,0.0437544098530913,0.00270872305103152,0,0,0,0,0,0,0,0.0933171372525297,0,0,0,0.0227793546371064,0,0.0765990276696255,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940847108966867,0,0,0,0,0,0,0,0,-0.129438546130791,0,0.662774334313385,0,0,0.0723781943992173,-0.0629042804302684,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276924805009128,0,0,0,0,0,0,0,0,0,0,0,0.0399150266725383,0,0,0,0,0,0,0,0.428621681998125,0,0,0.0938825690460942,0,0,0,0.135890962970018,0,0,0.0502959481666913,0,0,0.119281747512079,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0174416083756674,2.71050543121376e-20,-0.022943449205023,0.00165857556159894,0.260836394461643,0,0,0.101399272144053,0,0,0,0,0,0.0650529983230468,0.0205466976193336,0,0,0,0,0,0,0,0,0,0,0.115208468418676,0,0,0,0,0,0,-0.0104494397492381,0,-0.0543471053534098,0,0,0.509451942844792
X601901.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0476293059268489,0,0,0,0,0,0,0,0,0,0,0.170334100380894,0,0,0.108499145731975,0,0,0,0,0.223155101678526,0.0316269012553527,0,0,0,0.219430355388362,-0.0860042903506522,0.129314856831635,0,0.0717577652139557,0,0.0647641192422044,0,0,-0.09511619077543
X2892.TT.EQUITY,0,0,0,0,0,0,0,0,0.0108777821516297,0,0,0.282099350049755,0,0,0,0,0,-0.394307833275875,0,0,0,0,0,0,0,0,0,0,0,0,0.295767767575564,0,0,0,0,0,0,0.287462052173204,0,0,0.238420202288596,-0.136839537966668,0.137877181724782,0,0,0.212611930227585,0,0
