,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,-0.0185504432464322,0,0,0,0,0,-0.190708304828075,0,0,0,0,-0.188279552253531,-0.289591522304513,0,0,0.038431916700473,0.0332016717784781,0.860512811709005,0,0,0,0,0,0,0.119988095150428,0,0,0.219355840114364,0,0,0,0,0,0,0,0,0,-0.125443648746236,0,0,0.177042163920831,0,0,0,0,-0.0506687367820731
X601939.CH.EQUITY,0,0,0,0,0.0376248753398393,-0.100826070365813,0,0,0,0,0,0,0,0,0.0193674757221,0.176690447700422,0,0.0397896144065978,0,0,0.00666292614711453,0,0,0,0,0,-0.0373503008996222,0,0,0.0808924564637815,0,0,0,0,0,-0.161614764984718,0,0.0159465770649215,0,-3.46944695195361e-18,-0.199269525741619,0,0,0.203650711751916,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0917091400909824,0,0,0,0,0,0,0,0,0.0850998689689817,0,0,0.0221817818912524,0,0,0,0.0904828820424261,0,0,0.126858590400036,0,0,0,0,0,0,0,0,0,0,0,0.0971979692481641,0.0889323844803932,0,0,0,0.0839036991521617,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0.0236858478880274,0,0,0,0.0662679479304001,0,0,0,0,0,0,0,0,0.256484490813199,0,0,0,0.0117966883588613,0,0,0,0,0,0,0,0,0,0,-0.0778646794587326,0,0,0,0,0.160062441005999,0,0.179398813934535,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0090178026836031,-0.00722409903440106,0,0,0,0,0,0,0,0,0.142327302939223,0,0.17366701519029,0,0,0,0,-1.0842021724855e-19,0,0.411481533451841,0,0,0,0,0,0,0,-0.0859034977591091,0,0,0.184729469932023,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0.00610459626202234,0,0,0.269820360289489,0,0,0.0259271756814879,0,0,-0.0218430635191213,0,0,0,0,0,0,-0.491338108731308,0,0,0,0,0.217114522513227,-0.262935457726347,0,0,0.0704442338853792,0,0,0,0,0,0,-0.101273778383122,0.0137340783724004,0,0,0,0,0,0.104186148831314,0.0189199287040421,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0.057224606682792,0,0,0,0,0.264319041880954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0645276932782703,0.0102085179686621,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.12956119767345,0,0,0,0.280697637398535,0.159404891131673,0.0339971263482715,0.0986483226207105,0,0,0,0.0410307564833385,0,0,0,0,0,0,0,0,0,0,0.289640084093231,0.130514603192134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0958119358549508,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.0468863495304498,0,0,6.93889390390723e-18,0,0,0,0,0,0.264719260612677,0.25060659095428,0,0,0.236136751922733,0,0,0,0.0415375757263882,0,0.189691437335515,0,0.110263890579686,0,0,0,0,0,0,0,0.0137522966753184,0,0,0,0,-0.0722364859783749,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0.0402960802687923,0,0,0,0,0,0,0,0.0411497723676943,0.0592550045651596,0,0,0,0,0,0.202853957147388,0,0,0,0.100796080950948,0.0737745294496767,0.100735568182003,0,0,0,0,0.0435543343086609,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.16522578172723
X267.HK.EQUITY,0,0,0.0826502613161036,0,0,0,0,0,0,0.348292471252307,0,0,0,0,0,0,0,0,0,0.38515664470333,0,0,-0.46894668021865,0,0,-0.00706098837534826,0,0,0,0,0,0,0,0,0,0,0,0,-0.143245139996724,0.176003912351568,0.00388891719319768,0.105231899304266,0.0291028423326721,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0.0948414625158366,0,0,0,0,0,0,0.716489724754437,0.0679413891139605,0,0,0,-0.0284979854420727,0,0,0.00566774501038439,0,0,0,0,0,0,-0.0937389058963507,0,0,0.0804875403908009,0,0,0,0,0,0,0,0,0.0897650053036916,0,0,0.0913497871707372,0,0,0,0.00582063783952491,0
X601998.CH.EQUITY,0,0,0,0,0,0.0436487260050733,0,0,0,0,-0.0469662097672158,0,0,0,0,0,0,0,0,0,-0.0467302194771081,0,0,0,0,0,0,0.0219141717230093,0,0,0,0,0.340059931658659,0,0,0,0,0.00953074052232806,0,0,0,0,0,0,0,0,0.128346747679265,0,0,0
X600016.CH.EQUITY,-0.0627693058668796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697429368256789,0,0.130013514175666,0,0,0,0,0,-0.17400807432418,0,0.125376024327057,0,0,0,0,0,0,0,0.289350422052366,0,0,0,0,0,0,0.16148933628529,0.142406438329244,0,0.00409445572099704,0.342117816628676,0,-0.320274424566572,0
X601818.CH.EQUITY,0.0258744670653923,0,0,0,0,0,0,0,0,0,0,1.06698368058864,0,0,0,-0.0903888662502429,0.231926246304915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201178037879614,0,0,-0.0153365754289402,-0.0636607059118974,0,-0.225489746086404,0,0.0699956055230074,0,0,0,0.0116310851069327,0
X601628.CH.EQUITY,-0.0382493747060917,0.174086144324626,0,0,0,-0.0345839376578062,0,0,0,0,0.131020763502404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12773161718372,-0.104829166635336,0,-0.0566876697616538,0,0,0.149952165809405,0,0.0566106552556254,0.313388432983358,0,0,0,0,0,0,0,0,-0.00419126353576493,0,0,0.0783498572904993,0,0.303573019226982
X000001.CH.EQUITY,0,0,0,0,0,0,0,0.186849897359663,0.174992582075688,0.092487158488195,-0.00307262752116436,0,0,0,0,0,0,0,0,0,0.061561775889913,0,0,0,0,0.158851087424221,0.0427288226076367,0,0,-0.0577214198465009,0,0,0,0,0.192736552060644,0,-0.0222928832236167,0,0,0,0,-0.0310251459540078,0,0,0,0,0,0.121066527221372,-0.0528716664251846,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0656359731249934,0.133249676754189,0,0,0,0,0.0122004333228886,0.00560438359118135,0,0.278004771311917,0,0,0,0,0.0235549126854289,0,0,0,0.105367463111605,0,0,0,0,0,-0.386036701952692,0,-0.117217770329157,0,0,0,0,0.202279492882413,0,0,0,0,0.915480924635146,0
X601169.CH.EQUITY,0,0,0,0,0.0012439352144359,-0.00323970444849903,0,0,0,0,0,0,0,0.0054422364408472,0,0,0,0.0488691075188315,0,0,0.157811477545044,0,0.181523618201632,0,0,-0.034045240914054,0,0,-0.31854751209266,0,0,-3.46944695195361e-18,0.260513388116588,0,0,0.327438582794603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0.0297770477459553,0,0.122933374885733,0.133478261529361,0.11173360594543,0,0,0,0.0869632655038273,0,0.147818893452179,0,0,0.0381434159007023,0,0,0,0,0,0,0.0543931549153005,0,0.0408682653957042,0,0,0,0.20332183504838,0,0,0,0,0,0,0.0141616413132563,0,0,0,0,0,0,0,-0.105817088940578,0,0,0,0.0995768764916788,0,0,0,0
X1299.HK.EQUITY,0,0,-0.158558656627828,0,0.0729969277891968,-0.298752221629832,0,0.403398199245996,0,0,0,0,0,0.324979632837232,0,0,0.155246944397852,0,0,0,0,0.0758344994443392,0,0,0,0,0,0.0553419168442214,0,0.25930948399679,0,0,0,0,0,0,0,0.0972270136200175,0,0,0.0231650861894172,-0.163017940865644,0,0,0.0964138283796838,0.0329403801508661,0,0,0,0
X601229.CH.EQUITY,0.752678555711543,0,0,0,0,0,-0.17374193642498,0,0,0.0174108629864684,0.288283442250499,0,0,0,0,0,0.135887698627308,0,-0.0228738573032003,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000387716222997657,0,0,0,0,0,0,-0.0162541246563322,0,0,0,0,0.246295318394044,0.326398067047362
X600919.CH.EQUITY,0,0,0,0,0.0558292720196807,0,0,0,0,0.257289117066074,-0.1156979993917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00622840350242865,0,0.134716033105738,-0.190685387026471,0.0379762512136337,0,0,0,0,0.158681219234998,0,0.241711594164484,0,0,0,0,0.319189701076966,0,0,0,0.28225880818884,0,0
X601916.CH.Equity,0,0,0,0,0,0.0914569895239469,0,0,0,0,0.311199230413141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0468261901821193,0,0,0,0,0,0.851002831101904,0,0,-0.0784587679887053,0,0,0.18789655007183,0.00749329980174333,0,0.0466216493296535,0,0,0,0,0,-0.0323377152383475,0,0.133225954121414
