,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601788.CH.EQUITY,X2884.TT.EQUITY,X601901.CH.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0,0.203974713562987,0.0229867677636019,0.142978440209002,0.0227258127347149,0.0795914006886393,0,0,0,0,0,0,0,0,0.170700444787742,0.139002459755341,0,0,-0.0768210256572178,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0.00956214912230492,0,0,0.118083517803301,0,0,0,0.0880207074374273,0,0.0903298644043886,0,0,0,0,0,0.0516213810083461,0,0,0,0
X601318.CH.EQUITY,0,0,0.00121303092705276,0.221078722851154,0,0,0,0,0.136560877884752,0,0,2.16840434497101e-19,0.0930031037061707,0,0,0,0.0820835552926508,0,0.136731582308147,0,0,0,0,0,0,0,0,0,0,0,0.0429740564820746,0,0,0,0,0,0,0,0,0,0,0,0,0.00295913271395935,0,0.0378615080141834,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.0908603328006768,0,-0.0106009477823748,0,0,0,-0.0165233995705706,0.146782873605602,0,0,0,0,0,0,0,0,0,0,0.594577779543036,0,0.150983733274353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0599377760172174,0,0,0,0.125407805255364,0.156536905035273,0.110445538144426,0,0,0,0,0.283448517218982,0,0,0,0,0,0,0.0921779467672132,0,0,0,0.18455655648003,0,0,0,0,0,0,0,0,0.039696456998073,0,0,0,0,0,0,0,0,0,0.022483380323479,0,0,0.0661837975283637,0,0,0,0
X601288.CH.EQUITY,0.0575761181520973,0.176404082893677,0.176033730711701,0,0,0.221262119823988,0,0.15111903577932,0,0,0,0.0161905021271256,0,0,0.113547278729085,0.0580429113563917,0,0,0,0,0,0,0,0,0,0.0387018822357506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00894561284135642,0,0,0,0,0,0.206709459613632,0,0
X601628.CH.EQUITY,0,0,0,-0.0588059322592789,0.0104991045722497,0,0,0,0,-0.0151689886249219,0,0,0,0,0,0,0,0,0,0,0.119945448476751,0,0,-0.0730106126932641,0,0,0,0.0680062467025476,0.647017604095413,-0.097983558732896,0,0,0,0.12710004293699,0,0,0,0,0,0,-0.104747822518624,0.125848515260843,0,0,0,0,0,0,-0.0666607220271554,0
X1299.HK.EQUITY,0,0,0,0,-0.230329515882086,0,0,0,0,0,0.0491589807658555,0,-0.0587282226610989,0,0.034727704904177,0,0,0,0,0.0904777867301886,0.00502311270254971,0.250301067419072,0,0,0,-0.267455219182526,0,0,0,0,0.154651090242716,0,0,0.324228675768246,0,0.190203012966344,0,0,0,0,0,0,0.0360786705349584,0,-0.067261959003888,0,0,0,0,0.220428908588192
X601988.CH.EQUITY,0.25620898195039,0,0.0318249982602567,0.194714940842096,0,0,0,0,0,0,0,-0.0253650410485976,0.0824357896313864,0,0,0,0,0,0,0,0,0.167228665392787,0,0.0814748751335438,0,0,-0.0853320885234693,0,0,0,0.04447056116027,0,0,0,0,0,0,0,0,0,0.378157728370814,0,0,-0.00899359737990191,0,0.0800513622341286,-0.0582160129541107,0,0.0864359933469561,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.231373098777669,0,0,0,0.00208844380271736,0,0,0,0,0,0,0,0.175880272484173,0.0391689086451862,0.0735168323976015,0,0,0,0,0,0,0,0,0.167584076329023,0,-0.15423231950706,0.247117528704212,0,0,0.0703468554604389,0,0,0,0,0,0,0,0,0,0,0.104770325975268,0,0
X601166.CH.EQUITY,0,0,0.117179741612021,0.0787077284736529,0,0.0168733645659803,0,0,0,0,0,0.0538761894446674,0.157207828243962,0,0,0,0,0,0,0,0,0,0,0.128582718781255,0,0.384003642255985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140723852366298,-1.73472347597681e-18,0,0,0,0,-0.0265897033755908,0
X388.HK.EQUITY,0,0,-0.139558061671011,-0.18384434549584,0,-0.118280000709593,0.220464220360263,0,0,0,0,0,0.100357564666142,0,0,0,0,0.242035029071282,0,0,0.293373512986118,0,0,0,0,0,0.002575005736265,0,0,0,0,0,0.0338317761780226,0.0694765128925304,0,0.00120036615696486,0,0,0,0,0,0.0934923953106219,0,0,0,0,0,0,0.209361905387397,-0.0389443104013457
X601658.CH.Equity,0,0,0.115011966816191,0,0,0,-0.101161905150531,0,0,0.503532313485945,-0.0208447250088208,0,0,0,0,0.135041187037046,0,-0.00404764001748509,0,0.0374268093932016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206185956954945,0,0,0,0,0,0,0,0,0,0.348220767105227,-0.0365784786659772,0,0,0
X000001.CH.EQUITY,0,0,0,0.217019131632346,0.0186392209556124,0,0,0,0,0.0695865611652606,0.15738711097196,0,0,0,0,0,0,0,0.095741813134839,0,0,0.0865763571748735,0,0.448058486215625,0,0,0,0,0.0839959802303555,0,-0.242459325962226,0,0,0,0,0,0,-0.166208521760887,-0.0285456682375499,0,0,0.0411250500111158,0,0,0.281203712201117,0,-0.0710628194852574,0,0.0720979339777472,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395477686935079,0,0,0,0,0,0,0.00144306438105995,0,0,0.0511552704549568,0.0174809907817309,0.166939666896795,0,0.0825057864862738,0,0,0.270554629946539,0.0692790849204366,0,0.0103503381205623,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0523872274984703,0
X601601.CH.EQUITY,0,0.227083678138569,0,0.084389852108119,0.145597131814711,0,0,0,0,0.0207563649373091,-0.0698714051501139,0,0,0,0,0,0,0,0.395252241547223,0,0,0,0,0.0248890854398762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260234018008121,0,0,0,0,0,0,0,-0.106358549409892,0
X601328.CH.EQUITY,0,0.00649655091569599,0,0,0,0,0,0,0,0,0,0.0980646979409912,0,0,0.0180595180898845,0,0.458686447483048,0,0,0,0,0,0,0,0.161434140089916,0,0,0,0,0.03781903618372,0.0741737471548555,0.0397639502883972,0,0,0,0,0,0,0,0.0705747552088746,0,0,0.0681627660745845,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.166231644598559,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389799788442647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719805711416554,0,0,0,0,0.0259413598172674,0,0.0300486952047724,0.00687028060559327,0,0,0,0.0309579659253468,0,0
X601066.CH.EQUITY,0,0,0.113495198234946,0,0,0,0,0,0,0,0,0,0,0.354428942361653,0,0,0,0,0,0,0,-0.141703053892035,0,0,0.0805966848810705,0,0.058574171233747,0,0,0,0,0,0.150156508241404,-0.108077293615184,0,0,0,0,0,0,0,0.159294538148885,0,0,0,0,0.064690300429375,0,0.0828454870989008,0
X601319.CH.EQUITY,0,0.025157064636636,0,0.029374899774054,0,0,0,0,0,0,0,0,0.0602067968921978,0,0,0.00296654244364648,0,0,0,0,0,0,0,0.0266978334958364,0,0,0,0,0.347465459922369,0.0861422234583641,0,0,0,0,0,0,0.410936269230941,0,0,0,0,0,0,0,0.00099861971731444,0.027906246006814,0.118546612361986,0,0,0
X2388.HK.EQUITY,0,-0.0330590378828273,0,0,0,0,0,0,0.264288066876596,0,0.142035567270805,0.155248233614367,0.115122695968347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.240339700221316,0,0.411841085660672,0,0,0,0,0,0,-0.061347205143617,0,0,0,-0.314110250467558,0,0,0.0212299978833627,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0.0553535137842834,0,0,0,0,0.0204416341319878,0,0.092613948742409,0,0,-0.0800148471356822,0,0.0549542506929964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510250488416109,0.289801406948277,0,0.353037659088226,0,0,0,0.218130580885638,0,0,0,0,0,0,0.0229030514519726,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.251514877344138,0.396688196921134,0,0,-0.0767053127283531,0,0,0,0,0,0,0,0.165997793883421,0,0,0,-0.0560410140181784,0,0,0,0,0,0,0.0749990085936077,0,0,0,0,0,0,0,0,0,0,0,0.236472851007513,0,0,0,0,0,0.122671964072925,0
