,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000001.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X601236.CH.EQUITY
X601398.CH.EQUITY,0,-0.314940357351135,0,-0.236466412827647,0,0,0,0,0,0,0,0.773150685582947,0,0,0,0,0,-0.0400173903431344,0,0,0,-0.116531183807909,0,0,0,0,0,0,0,0.713961811222351,0.000757228121619681,0,0,0,0,-0.20648183988478,0,0,0,0,-6.93889390390723e-18,0,0,-0.0931761259777,-1.38777878078145e-17,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0584289899253369,0,0.0342149655833147,0.0388031962486879,0,-2.77555756156289e-17,0,0.192974446548103,-0.0466855879821775,0.0634421468076814,0,0,0,0,0,0,0,0,0,0,0,0.0555769949594882,0.409392656341619,0,0,0,0,0,0,0,0,0,0,0.108168698471873,0,0,0.0474755025833653,0,0.0416254067830054,-0.0265343490839378,0,0
X601939.CH.EQUITY,0.25236571047244,0,0,0,0,0,0,0.116749233147655,0,0.0335206627717446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135200805333691,0,0,0,0,0,0,0,0,0,0.0193182240261475,0,0,0,0.0559860393859732,0,0,0.228565106685837,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.322767246875661,0,-0.0550999156983838,0.035247629395712,0.0436626809611376,0,0.105374861024522,0,0,0,0,0.0519073631040658,0,0,0,0,0,0.156660348803359,0.00878819078110296,0,0,0,0,0.256621699517924,0,0,0,0,0,0,0,0.0491246279191966,0,0,0,0.0807174406541529,0,0,0,0,0,0.0679760066701831,0
X5.HK.EQUITY,0,0,0,0,0,-0.0519519485598263,0,0,0,0,0,0,-0.00173329165576692,0,0,0,0,0,0.0266573274786001,0,0,0.410898865879421,0,0,0,0,0,0,0,0,0.0555715141092534,0.0793026749833694,0,0,-0.108792360822216,0,0,0,0,0,0.332715754648288,0,0,0.113420619045957,1.73472347597681e-18,0,0.0355488258832063,0.073734673015934
X601988.CH.EQUITY,0.298973036538291,0,0,0.500553796998707,0,0,0,0,0,0,0.18223203535959,-1.73472347597681e-18,0,0,0,-0.0445343379731247,0,0.0273916589971367,0,0,0.00934804676512671,0.0934612358812611,0,0,0,0,0,0,0,0,0,0,0,0,0.114968928495906,0,0,0,0,0.0346418124246702,-0.0884341306511894,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.027523459432714,0,0,0,0,0,0,0,0.0827999187393853,0,0,0.37662264212264,0.0496181856624807,0,0,0,0.104729904434722,0,0,0,0,0.210827207911778,0,0.124251302944258,0,0,0,0.161697434472677,0,0,0,0,0,-0.114341527376969,0,0,0,0,0,-0.0471622497271986,-0.194886518283445,0.270845280168316,0,0,-0.00218189527370108,0,0
X1299.HK.EQUITY,0,0.27483055921252,0.0218367753917999,0,0,0,0,0,0,0,-0.0326870446486511,0,0,0,0.328796119139962,-0.196495603632958,0.200230599168221,0.31326300152926,0,0,-0.0344005239520032,0,0,0,0,0,0,0.0622186934257416,0,-0.189264738741573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211988870139711,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0245991006162884,0.0164416981076931,0,0.322302864164369,0,0.0954858902601841,0.0724301969918976,0,0,0,0,0,0,0,0,0,0,0,0.178794926482833,0,0,0,0,0,0,0,0,0.0548206355167974,0,0,0,0.14664069863912,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.183526045349479,0.0695996292891763,0.373867805206682,0,0,0.0431625282476761,0,0,0,0,0,0,0,0,0,0.194871489848627,0.158186639051395,0,0,0.0386920920378669,0,0.129480534129135,0,0,0,0,0,0,0,0,0.140589865168764,0,0,0,0,0,0,0,0,-0.0912344748308907,-0.467249822213061,0,0.0329379235185623,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0541595804343817,0,0.263593333982342,0,0,0.260738730104889,0,0,0,0,0.367572291248752,0,0,0,0,-0.189247829314333,0,0,0,0,0.151919653343956,0,0,0,0.291524940572614,0,0,-0.144005233574217,0,0,-0.0336106180358818,0,0,0,0,0,0,0,0,0,0,0,0,0.132502637819207,0
X601319.CH.EQUITY,0.0849101137158864,0,0,0,0,0,0,0,0.475899821995647,0,0,0,0,0,-0.0358634692679227,0,0,0,0,0,0,0.17498613297099,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.218402013821588,0,0,0,0,0,0,0.0358547406663605,0,0.0983452055796032,0,-0.0303510349190448,0,0,0.111010435833501,-0.0222921677135238
X600000.CH.EQUITY,0,0,0.0187676873175896,0,0,0,0.30259285595249,0,-0.139828214505255,0.0896347389625797,0,0,0,0.470383630936886,0,0,0.00749918020783032,0,0,0,0,0.0799858751716051,0,0,0,0,0,0,-0.0679731060445328,0,0,0.0790458342108812,0,0.0635589271365499,0,0,0,0,0,-0.0709395315563865,0,-0.119197589740047,0.112288879924692,0.212584028777027,0,0,0.144781458185576,0
X601601.CH.EQUITY,0,0.0158757437341438,0,0,0,-0.23247263505671,0.104572394897559,0,0.521707126052563,0,0,0,0.157177744086191,0,0,0.238470515330987,-0.124022208706949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564804980490691,0,0,0,0.0364080582748907,0,0,0,0,0,0,-0.143116195906667,0,0,0,0,0
X11.HK.EQUITY,0.113552947910601,-0.0419059336061823,0,0.186513289332447,0.244544624528216,0,0,0.458017895562255,0,0,0,-0.0879748176011063,0,0,0,0,0,0,0.0160743866080163,0,0,0,0,0.0244876460948943,0,0,0,-0.121611973086183,0,0,-0.103885581249998,0,0,0,0,0,0,0,0,-0.0834523512239728,0,0,0,0.0162344147151375,0,0,-0.0805781636058861,0
X000001.CH.EQUITY,0,0.199017863789711,0,0.187553091871252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126642332448282,0,0.0684773840426409,0,0,0,0,0,0,0,0,0,0.125761000358991,0,0,0,0.0324503645146314,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0.166896932619018,0,0,0.0822068383412637,0,0,0,0,0.255544134822696,0,0,0.191179508916016,8.67361737988404e-19,0,0,0.00184849849532803,0,-0.0684392417607745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1007435434892,0.140458167811638,0,-0.0819219360916166,0,0.199838488366217,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.46108531149213,0,0,0,0,0,0.0334584358971105,0.0936902599133553,0.126298466063417,0,0,0,0,0,0,0,0,0,0,-0.429218887726928,0,0,0,-0.12732273433265,0.0243950519070196,0,0,0,0.503682374587414,0,0,0,0.0303360344324651,0.0625322240385047,0,1.38777878078145e-17,0,0,-0.0295812201094465,0,0
X2388.HK.EQUITY,0,0,0,0,0.351451748919554,0.0407434957401056,0,0,0,0,0,0,0,0,0.630016316106149,0,-0.113246821045924,0,0,0,0,0.00828339706904487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232998705818286,0,0,0,0,0.136743805900832,0,0.206097386756146,0,0.0651882125140948,0,0,0.148852328678679
X600030.CH.EQUITY,0.109499940837715,0,0,0,0,0.113525606587128,0,0,0,0,0,0,0,0,0.0178208913077594,0.0162462521198417,0,0,0,0,0,0,0,0,0,0.449630435180224,0,0,0.00501097932765218,0,0,0,0,0,0,0.0295191369000076,0,0,0,0,0,0.135366560165392,0,0.0189069677358136,0.113591554360941,0,0,0
X600016.CH.EQUITY,0,0,0,0,0.0743984287642433,0.169947908814612,0,0,0,0.0268491024207452,0,0,0.0336990214859262,0,0,0,0,0,0,0,0,0,0,0,0,0.300269482247439,0.0811356735551916,0,0,0,0,1.73472347597681e-18,0,0,0,0.146754965428414,0,0,0,0,0,0,0.144956452427584,0,0,0,0,-0.803133961580451
