,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000001.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X601236.CH.EQUITY
X601998.CH.EQUITY,-0.0668884073838537,0,0,0,0.294287647715154,0,0,0,-0.108578568901615,0,0,0.593887903209872,1.73472347597681e-18,0,0,0,0.139944743730532,0,0,0,0,0,0,0,0,0,0,-0.0628162791364525,0,0.0436109634323734,-0.510157224313414,2.77555756156289e-17,0,0,0,0,0.255106150330852,0,0,0,0,0,0,-0.0841558000744641,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.444212744180934,0,0,0.444089826404388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159360884893028,0,0,0,0,-0.184705563986548,0,0,0,0,0,-0.000655175168243981,-0.356321804185733,0,0,0,0,0,0.586400505683635,-0.363179556583821,0,0.184447234696536,0,0.013473699400651,0
X601066.CH.EQUITY,-0.0253217944978141,0,0,0.226660822930271,0,0,0,-0.277933908693123,0,0,0.00228825707288263,0,0,0,0,0,0,-0.0618450816708505,0,0,0,0,0.349058425771584,0,0,0,0,0,-0.122151933243531,0,0,0,0,0,-0.124665122383895,0.156734516682347,0,0.0218454147539555,0,-0.200998864885155,0,0,0,0.00668456403651945,0,0,0,0
X601688.CH.EQUITY,0.0549800824169206,0,0,0,0,0,0,0,0,0.00523672964478991,0.122554391039792,0,0,0,0,0,0,0,0,0,0,0,-0.0735547070010353,0.015941012065332,0,0,0,0,0,0,0,0,0,0.120503579184131,-0.0383849769715038,0,0.165063629920439,0,0.549712119871122,0,0,0.171917487529365,0,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0492087604500117,0.033556072402375,0,0,0,-0.0340903386769713,0,0,0,0.243140580648845,0.0360680091583773,0,0,0,0,0,0.0789927799508912,0,0,0,0,0,0,0,0,0.067541956927177,0,0,0.247295703982378,0,0.0729656421733211,0.114408085988552,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.121492358398623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00961885746047928,0,0,0.10794394596684,0,0,0,0.339607217909328,0.236827332844438,0,0,0,0.0625656374375376,0,0,0,0,0,0.0107787840013293
X002142.CH.EQUITY,0,0.218813715301792,0.307623521133525,0,0,0,0,0,0.0288962483337101,0,0.0660002037692417,0,0,0,0,0.16952131299984,-0.108079614602153,-0.0810941336505863,0,0,0,-0.0409284387751102,0,0,0,0,0,0,0,0.117181101500848,0,0,0,0,0.0944833444735691,0,0,0,0,0,0,-0.0617088012585269,-0.136862942019898,-0.0477224192719592,0.100148795299549,0.120829186512592,0,0
X601336.CH.EQUITY,0,0,0,1.73472347597681e-18,0,0,0.117265551786521,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214562196170352,0,0,0,0,0.123746876772248,0.0271661430816135,0.322990495532956,0,0.112560773353547,0,0,0.0678117089445191,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0.505334557093564,0,0,0,0,-0.0389224969911599,-0.0756923131688221,0,-0.087581323028191,-0.07627999511081,0,0,0,0.0841406724677908,0,0.267776147710793,0,0,0,0,0,0.103147071967803,-0.15908574481971,0.170683160723928,0,0,0,0.111343846565144,0,0,0,0,0,0,0.225169191510393,0,0,0,0,0,0,0,0,-0.0123403838895771,0,0,0,0.0805441578212182
X2882.TT.EQUITY,0,0,0,0,0.173178486108155,0,0,-0.00212403883231917,0,0,0,0,0,0,-0.00945649458094673,0,0,-0.0291351765227793,0,0,0,0,0,0,0,0.299264114405584,0,0,0,0.00484750871986231,0,0,0,0,0.537029399174439,0,0,0,0,0,0,0,0,0,-0.0430433736993488,0,0,0
X600015.CH.EQUITY,0,0,0,0,0.0128782855248787,0.101243733263276,0,0,0,0,0,0,0.119389083936296,0,0,0.0532700550478852,0,0.141389945558902,0,0,0.159366500621502,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.497441372435904,0,0,0,0,0,0,0,0,0,0,0.0355943731753027,0,-0.0196060121016064,0
X000166.CH.EQUITY,0,0.0506069011486471,0,0,0,0,0,0,0.0160130547263063,0,0,0.0665354905351498,0,0,0,0,-0.0184615908026739,0,0,0,0,0,0,0,0,0,0,0,0.123338656319997,0,0,0,0,0,0,0.157225116670302,0.150605057491882,0.0436892931667226,0.102798697898269,-0.0139908796963063,-0.0404150052739135,0,0,0,0,0.377308368041012,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,-0.147184657821771,0,0,0,0,-0.399700572761901,0,0,0,0,0,0,0,0,0,0.121340786167777,0,0,0,0,0,0,0.0795986155354243,1.02977349622265,0,0,0,0,0,0,0,0,0.070730787578173,0,0,-0.270220121338929,0,0,0.158664557290525,0
X2881.TT.EQUITY,0,0,1.38777878078145e-17,0,0,0,0,0,0.234004055787664,-0.0841776632329844,0,-0.529467103919622,0,0,-0.0433346756646898,0,0.231955389057378,0,0,0,0,0,0,0,0,0,0.274334074369379,0,0.397169294299218,0.286223889210667,0,0,0,0,0,0,-0.00344834925833285,0,0,0,0,0,0,0,-0.0989880493322921,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0.017884886141972,0,-0.0175709933663257,0,0,0,0,0.175742199214742,0,0,0,0.139891948921442,0,0.288417647424019,0,0,0,0,0,0.191928090275331,0,0,0,0,0,0.10166525412749,0,0,-0.0057762172122994,0,0,0.000295891461637041,0,0,0,0,0,0.0746301373945631,0,0,0,0
X300059.CH.EQUITY,0,0,0,-1.73472347597681e-18,0,0,0,0.103498000314204,0,0,0,0.0861680196054117,0,-0.100057188301581,0,0,0,0,0,0,0,0.0926285312107537,0.0876001270782223,0,0,0,0.129359684010652,0,0,0.0579798733379839,0,0,0.265717145149404,0,0.0481722053691987,0,0,0,0,0,0,0.278651247092156,0,0,0,0,0,0.152830683942168
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.159790622840821,0,0.213348707984945,0,0,0,0.0383546613186834,0,0,0,0,0.0389918480338699,0,0,0,0,0.0650685826314293,0,0,0,0,0,0,0,0,0.117851141189186,0,0,0,0,0,0,-4.33680868994202e-19,0.0610007481404973,-0.0692311131612396,0.298425322409775,0,0
X000776.CH.EQUITY,0,0,0,0,0,0.10375825068527,0,0,0,0,0,0.181896455437938,0,0,0,-0.0259259712194666,0,0,0,0,0,0,0,-0.0275730783228759,0.525225733882979,0,1.73472347597681e-18,0,0,-0.00127868462711991,0,0,0,0,0,0.20461442469566,0,0,0,0,0,0,0,0,0,-0.0264513765695255,-0.0183293465124041,-0.0346346338931526
X2891.TT.EQUITY,0,0,0,0,0,0.107411544099926,0,0,0,0,0,0.0560567259974192,0,0,0,0.175164408183482,0,0.60696016277647,0,0,0,0.00543885146477052,0,0,0,0,0,0.678408297664015,0,0,0,0,0,0,0,0,-0.899943645083703,0,0,0,0,-0.2145466156011,0.298946324614477,0.00721653931505308,0,0,0,0
X2886.TT.EQUITY,-0.189872177544326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638735806708396,-0.0859361900625065,0.0929221793411652,0,0,0,0,0,-0.0776366397538068,0,0,0,0,0,0,0,0,-0.012728312701735,0,0,0,0,0,0,0,-0.0152777140290193,0,0,0,0,0,0,0.778543610441863,0
X601881.CH.EQUITY,0.119021204417839,0,-0.0424927301839033,0,0,0,0,0,0,0,0,0,0,0,0.0531764190305409,0.00142103186431342,0,0,0,0,0.07470088413705,0.198021461614832,0.227401597511628,0.275928360058333,0.030749994177907,0,0,0,0,0,0,0,-1.38777878078145e-17,-0.0592459599234435,0,-0.0706047993592712,0.277707711359093,0,0,0,0,0,-0.0363921163586573,0.104760403997566,0,0,0,0
X600919.CH.EQUITY,0,0.436207382557439,0,0,0,0.246655780065864,0.320572898210374,0,-1.30265375916535,0,0,0,0,0,0,0,0.218862768886067,-0.0544119485057269,0.217394162737566,0,0,0,0,0,0,0,0,0,0,0,0.0242890612929748,3.46944695195361e-18,0.0499187178957294,0,0,0.455593203483336,0,0,0,0,0,0,0,0,0.0529214750944895,0,0,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,0,0,0.0358320941451062,0,0,0.010538327688648,-0.0635659627329406,0,0,0,-0.103658500774668,-3.46944695195361e-18,0,0,0,-0.204272699784892,0.347922323542328,0,0,0,0,0,0.0654334535484389,0.115298144921539,0,0,0,0,0.239765592000063,0,3.46944695195361e-18,0.018105355664952,0,0,0,0,0,0,0,0,0.0921898992941799
X601009.CH.EQUITY,0,0.244787683803283,0.0572777608342454,0,0,0,0,0.00344182424357817,0,0,0,0,0,0,0,0.446275127770927,0,0,0,0,0,0,0.439682910474012,0.0893415226659128,0,0,-0.0410274498925799,0,0,-0.0534796071159682,0,0,0,0,0,0,0,0,0,0.157441342975497,0.0849946441385952,0,0,-0.265489692850424,0,0,0,0
X600958.CH.EQUITY,0,0,0.112701417490158,0,0,0,0,0,0,0,0,0,0,0.00319883886355553,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.225855415943053,0.0371995421022631,0,0.0126271783446721,0,0,0.260152292888008,0,0,0,0.220313113690494,0,0,0,0,0.0321487531338251,0,0,0,0,0,0
X2892.TT.EQUITY,0,0,0,0.0215430133741458,0.133317841394474,0,0,0,0,0,0,0.0788650164224696,0,0,0,0,0,0,0.035371960236789,0,0,0,0.0278395399811175,0,0,0,0,0,0,0,0,0,0.0149728834148327,0.08399270622968,0,0,0,0,0,0,0.781832491682692,-0.0403650254841198,0,0,0,0,0,0
X601236.CH.EQUITY,0,0,0,-0.0534626210116411,0,0,-0.117791993281646,0.0936350410375109,0,0,1.73472347597681e-18,0.207079198804533,0,0.0138086259321702,0,0,0,0,0.059873284132637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100932088805703,0.135899065896454,0,0,0,0,0,0,0,0,0,0,0
