,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X2886.TT.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601901.CH.EQUITY,X601788.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0,0.278318191495278,0.175478982102736,0,0,0.119001896097284,0,0,0,-0.00921636169237149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607944344870924,0,0,0,0,0,0,0,0,0,0,0.181575069381096,0,0.0296103723280564,0,0,0,0,0,0.196167282238451,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.121679631472431,0.0762449346707165,0,0.0324832067935255,0,0,0,0.0191896274626018,0,0,0,0.0361683399818257,0.104245334271498,0.403030937795389,0,0,0.0219165823829839,0.0583637982213554,0.0903202647618169,0,0,0,0,0,0,0,0.0404988530618299,0,0,0,0,0,0,0,0,0,0,0,0.0303858552975638,0,0,0,0.0662982210539958,0,0
X601939.CH.EQUITY,0,0,0,0.168197199631919,-0.00558227056547485,0,0,0,0,-0.0426361583723825,0,0,0,0,0,0,0,-0.0644848311343532,0,0.958708695947712,0.0282810222617729,-0.210940152055453,-0.232566735260347,0.138426743827853,0,0,0,0,0,-0.0719598293216419,0,0,0,0,-0.114740746979203,-0.107932147130496,0,0,0,0,0,0,0,0,0,0,0.0426962463898498,0,0,0
X601288.CH.EQUITY,0.405963243932817,0.232918927480684,0.0912629835333394,0,0,0,0,0,0,0,0,0,0,0,0.00816569777456348,0,0.0600885686210457,0,0,0.0100473360742845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287643766017131,0,0,0,0,-0.0974393396755166,0,0,0.0662834092007375,0
X601628.CH.EQUITY,0,0,0,0,0,0.0760363131747649,0,0,0,0.00547216076069721,0,0,0,0,0,0,0.244031480504354,0,0,0,0.0352273937635412,0.288566410574264,-0.135023812445874,0,0,0,0.469622208049487,0,0.0464061283381986,0,0,0,-0.0371549056596797,0,0.0603026013171107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0653087068635533
X600036.CH.EQUITY,0,8.67361737988404e-19,0.152677413605439,0,0.0971340518841,0,0.101569987939137,0.199175735865083,0,0,0,0,0.206260735998701,0,0,0,0,0,0,0,0,0,0,0,0.279644364980149,0,0,0,0,0,0,0.0987488407540126,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.101475672195931,0,0
X601988.CH.EQUITY,0,0,0.193955235697939,0.0658554764702115,0,0.415212054991515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0507465930156795,-0.0439737589572726,0,-0.0114360178225157,0,0,0,0,0,0,0,0,0,0.382210440657061,0,0,0,0,0.0728694650211793,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.147651100857506,-0.0235502745346071,0,0.143852619531161,0,0,-0.0472850475087726,0.321749095678233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317079321981647,0,0,0,0,0,0,0,0.125327864604163,0,0,0.12894950448607,0,0,0,0,0.00974249531741565,0,0,0,0,0,-0.0417861770898971,0,0,0,0
X5.HK.EQUITY,0,0.222861355572123,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.0751830979971182,0,-0.0538658161834675,0,0,-0.0866240209125456,0,0,0,0,0.0938978069776967,0.43240083913162,0,0,0,0,0,0,0,0,0.236953492455457,-0.0541169497493841,0,0.301035601415581,0.10764374851603,0,0,0.135565361006188,0,0,0,0,0,0,-0.166002769256707,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,-0.294930109687681,0,0.05337020305901,0,0,0,0,0.0290994102349644,0,0,-0.0879936420767039,0,0,0,0,0,0.320902611241054,0.212842646568695,0,0,0,0.250685376076517,0,0,0,0,0.238769461620122,0.0831771476176765,0,0,-0.449726558354645,-1.73472347597681e-18,0,-0.0684797074325543,0,0.395121607403639,0,0,0.164843618227228,0,0.0486050192437345,0,0,0,-0.10464484792143
X601658.CH.Equity,0.369765661754494,0,0,0,0,0,0,0,-0.107349489422982,0,0,0.0236383778301967,0.136610455792323,0,0,0,0,0.226687224678869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572411068016223,0,0,0,0,0,0.0359997798220516,0,0,0,0.00334797193162192,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0433695899791659,0,0.0270297918064441,0,0,0,0.0602057691180185,0,0,0,0,0,0,0,0,0.110228392968152,0.0257996443283588,0,0,0,0,0,0,0,0,0.214470961341555,0.0696302796823143,0,0,0.179172024856716,0,0,0,0,0.107533114159077,0,0.0626314429523735,0,0,0
X000001.CH.EQUITY,0,0,0,0.0175952995668969,0,0.36727049599753,0,-0.0114062708129738,0,0.0568581118823408,0,0,0,0.13056904627225,0,0,0,0,0.012946723804017,0,0,0,0,0,0.0257796181298094,0.440636978885956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0235140820655977,0.263353356198078,0,-0.244662758555839,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,-0.00586671297767444,0,0,0,0,0,0,0,0.551595346659923,0,0,0.281470938162147,0,0,0.113135844940484,0,-0.175458926414374,0,0,0,0,0,0.0459737602342791,0,0,0.020212163496351,0,0.0632602977497364,0,0,0,0,0,0,0,0,0,0,0.0295226404575255,0,0,0,0.0923030547530485
X601328.CH.EQUITY,0,0.0746568255018142,0,0.139529473806749,0,0,0,0,0,0,0.0694581095871338,0,0,0,0,0,0,0.363421693998759,0.0801447464569684,0,0.122675107926136,0,0,0,0,0,0,0,0,0,0.0883380197773781,0,0,0.0619364590242333,0,0,0,0.0856560927272438,0,0,0,0,0,0,-0.0179967267315329,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0563099580076291,0,0,0,0,0,0,0.0403773290735426,0,0,0,0.494177772365409,0,0,-0.0866528969863657,0,-0.107500729695362,0,0,0,0,0,0,0,0,0.0559556159095489,0,0.0149040557586691,0,0,0.189785616111975,0,-8.67361737988404e-19,0,0,0,-0.0427234061457412,0,0,0.107989424541271,0.0416705285324495,0,-0.0146324419569261,0,0.00917604882150096,0,0,0
X601601.CH.EQUITY,0,0.320575261969653,0,0.114260144478999,0.23450037038605,0,0,0,0,-0.0802919511447066,0,0.210546340077094,0,0,0,0,0,0,0.221584892755091,0,0,0,0,0,0,0,0,0,0.0978202713129995,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0107488186640315,4.33680868994202e-19,-0.148339230044508,0,0,0.0324236557937973,0
X600000.CH.EQUITY,0,0.0471354909489356,0,0,0,0,0,0,0,0,0,0.0227478783725799,0,0,0.444404329719876,0,0,0,0,0.0224988900791204,0,0,0,0,0,0,0,0,0,0,0,0.0186513383763234,0,0,0,0.0601893068307261,0.0729510562282975,0,0,0,0,0,0,0.0414243131601162,0,0,0,0.0782904989493307,0,0
X601319.CH.EQUITY,0,0.00639445629793247,0,0,0,0,0,-0.0294590403183398,0,0,0,0,0.31281704590487,0,0.189054626691512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33047842272937,0,0,-0.0200444533259263,0,0,0,0.10854564150117,0,0,0,0,0,0,0,0,0.0326574242899543,0,0,0,-0.0778771793821224,0
X601998.CH.EQUITY,0,0,0.216203667124697,0,0,0,0,0,0,0,0.105894687266921,0,0,0,0,0.00935801339259481,0,0.326425937589673,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210010331365349,-8.67361737988404e-19,0,0,0,0,0,0.020248684430567,0,0,0.126104447250975,0,0,0,0
X600016.CH.EQUITY,0,0,0.0849162255235123,0,0.0403734189247995,0,0,0,0,0,-0.105133417808755,0,0,0,0.147012460503602,0,0,0,0,0,0,0,0,0,0,0.076618326572978,0,0.813878990311776,0,0,0.100957257633844,0,0,0,0,0.120398104366804,0,0,0,0,-0.187921527833506,0,0,0,0,0,0,0.0689008064978238,0,-0.336494975116111
