,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,X601788.CH.EQUITY,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X601696.CH.Equity,X2884.TT.EQUITY,X600919.CH.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.0341276724050159,0.0434822043938113,0.186095196104173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527643365636461,0,0,0.0360382169172474,-0.329187498454567,0,0,0,-0.0740036575211624,0,0,0,0,0,0,0,0,0,0,0.143196274839996,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,1.38777878078145e-17,0,0,0.235609646619284,0,0,0,-0.0724906023623536,0,0,0.140049740387825,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0943897196971873,0,0,0.262359193978824,0,0.0155261789041514,0,0,0,0,0,0,0.163875696355622,0,0,0,0,0,0,0,0.0135423937838173,0,-6.93889390390723e-18,0
X601939.CH.EQUITY,0,0.0601699731970251,0,0.79692385174285,0,0,0,0,0,0,0.0309535411170931,0,0,-0.0445541483259735,0,0,0.102354075534414,0,0,0.0165238930129112,0,0.0290318362627559,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0712810784077428,0,0,0,0,0,0,0,0,0.0377929092923031,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.853066668574107,0,0,0,-0.0583574284197476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752578308741332,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024701040346202,0,0.00133109735295784,0,0,0.162749752011683,0,-0.0766815861368009,0.0314271530467992,-0.169686967826665,0,0,0
X601628.CH.EQUITY,0.00979297184658661,0,0,0,0,0,0,0,0,0.228364984014261,0,0.175581341534172,0,0,0,0,0,0,0.232405409445572,0,0,-0.123435797508707,0,0,0,0,0,0.00919661576594834,0,0,0,0.294804074716002,0,0,0,0,0,0.213413751244938,0,0,0,0,0,0,0,0,0.121470531668185,0,0,0
X600036.CH.EQUITY,0,0,0.133193899021046,0.247025309264129,0,0,0,0,0.0675798701010907,-0.0183112430841463,0,0,0,0,0,0.141384001828206,0,0,0.0253757293872865,0,0,0.0570379234881005,0,0.129599328546545,0,0,0.064436680388689,0,0,0,0,0,0,0,0,0,0,0,0,0.0209698979801101,0,0,0,0.000302038320669074,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.246098108440728,0,0,0,0,0,0,0,0,0,0,-0.147109955362109,0.0817340138209899,0.133255130940683,0,0,0,0.189057250046107,0,0,0,0,0,0,0,0,0,0.293154404078352,0.0100686508577655,0,0,0,0,0,0,-0.142526998431128,0,0.0871811842100843,0.240079810665296,0,0
X601988.CH.EQUITY,0,0,0,0.0631393246420559,-0.0485357492351267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00653318852159532,0,-0.121554698041301,0,0.98740762200498,0,0,0,0.0816825700355992,0,0,0,-0.0125341356373979,-0.0126631936620173,0,-0.0108658546169336
X5.HK.EQUITY,0,0,0,0,0,0,-0.0678095313991761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454680413139138,0,0,0,0.165395768544587,0,0,-0.130334553009314,0,0,0,0,0,0.191188043611986,0,-0.189136325098432,0,0.192327742706237,0,0,0,0,0,-0.208384285221806,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.411166677543552,0,0.215519406934171,0,0.287423435929736,0,0,0,0,0,0,-0.00302517938670993,0,0,0,0,0,-0.200129590718824,0,0.0199903349154143,0.198205446606715,-0.219369140435893,0.392619867815567,0,0,0,0,0,0,-0.241058717051879,0,0,0,0,0,-0.288341351318699,0.199129304886462,0,0,0,0,-0.127920345393604,0,0,0,0
X601658.CH.Equity,0,0,0.233143582151703,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140355201346897,0.199174817869099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140446127048653,0,0.0175722368815751,-0.0149558305087663,0,0.0627396562997523,-0.118589583708374,0,0,0.0138046754118231,0,0,0,0,0.0802278598875429,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.166607591362433,0,-0.0404758147728642,0,-0.05750241931977,0.062552582552249,0.0369712116677697,0,0,0.318393715578042,0.00488474192952511,0,0.0181970617991473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00785446227793326,0.0247064020030973,0.0728685578851022,0,0,0.148663860613788,0,0,0,0,0.155554663743496,0,0,0,0,0,0,0.153914368169765
X601166.CH.EQUITY,0,0,0,0,0,0.132810811347716,0.0674972329172614,0.340814422706672,0,0,0.0618897299827715,0,0,0,0,0.0611315004409462,0,0,0,0.0840051501570328,0.0495103049303995,0,0,0,0,0,0,0,0,0,0,0.0651162405684918,0,0,0,0,0,0,0.242529551086833,0,0,0,0.00639880268615826,0,0,0,0.0315160257518366,0,0,0
X601066.CH.EQUITY,0,0,0,0,-0.0166405154989698,-3.46944695195361e-18,0,0,0,0.0386015967417591,0,0.406942193007704,0,0,0,0,0,0,-0.0287279216143667,0,0,0,0,0,0,-0.017910657106451,0,0,0,0.252877747923349,0,0,0.130134072028807,0,0.015720260700502,0,0,0,0,0,0,0,0,0.0513820045638256,0,0,0,0,0,0.0892707609737492
X601328.CH.EQUITY,0.108109922133869,0,0,0.140448683469505,0,0,0,0,0,0,0,0.0542992641516498,0,0,0,0.084951211835847,0,0,0,0.390675530091254,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0255473928392117,0,0,0.0785842388090333,0,0,0.00560334898615043,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,3.46944695195361e-18,0,0,0.0709957466956608,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.043046164320936,0,0,0,0.337064495430653,0.142518511874997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104038458613248,0,0.155143929898501,0,0.0278671385960125,0,0,0,0,0.313333520781157,0
X000001.CH.EQUITY,0,0,0,0,0,0.468950855095959,0,0,0,0,0,0.148416386543834,0,0,0,0.0308879583659267,0,0.0520499434011025,1.73472347597681e-18,0,0,0,0.0724484834147912,0,0,0,0,0,0,0,0,0,0.249514204040082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.0196329856275529,0,0,-0.121649653831262,0,0,-0.00842659355592375,0,0.0639478863367261,0,0,0,0,0,0,0.294143307252665,0,1.38777878078145e-17,0,0.0530721715063536,0,0,0,0,0.000635254012765175,0,0,0,0,0,0,0,0,0.299979852761365,0,0,0,0,0,0,0,-0.0495108985332039,0,-0.132004287756921,0,0.278394014976655,0
