,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY,X600061.CH.EQUITY
X601166.CH.EQUITY,0.235878348410686,0,0.0266154614188613,0.255999402626601,0,0.0181944485248482,0,0,0,0.0606086886581514,0,0,0.187393746214499,0,0,0,0,0.00808015219117909,0,0,0,0.0358074292988783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168817479372131,0,0,0,0
X601319.CH.EQUITY,0,0.1895454485398,0,0,-0.193920877763156,0,0.000537625445013332,0,0,0,0,0,0,0,0,0,0.0874449073744316,-0.0196452404312174,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.0542003597829154,0,0,0,0,0,0,0,0,0,0,0,0,0.683070878448141,0.125002621367929,0,0,0,-0.0298694906783162,0,0
X600000.CH.EQUITY,0,0,0,0,0.0869870463199903,0,0.298234426832513,0.0900863985376657,0,0.043031389406561,0.219719712556689,0,0,0,0,0.0445286075683849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121825261564724,0,0.0494140745879221,0,0,0,0,0,0.0134523383391311,0.203341886386247,0
X11.HK.EQUITY,0,0,0.118614678925722,0,0.317197752753118,0,0,0,0,0,0,0.145516203822042,0,0,0.221525582460761,0,0,0.129791335173369,0,0,0,0.245918608114616,0,-0.381254487718276,0,0,0,0,0,0,6.93889390390723e-18,0.240110544641989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634944927688084,0.216895442789378
X601601.CH.EQUITY,0.00752499719623965,0.1107327902553,0,0,0,0,0.143703149313193,0,0.136716648457678,0,0,0,0,0,0,0,0,0.00978366644799277,0.0327275715445488,0,0,0,0,0,0,0,0.398739962720593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0984446597727981,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,-6.93889390390723e-18,0,0,0.0648665219401394,0,0,0,-0.00111900265982855,0.141312917048039,0.202940006028536,0.120948265209203,0,0,0.288585342922703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10739026253924,0
X267.HK.EQUITY,0,0,0,0,0,-0.373731324939858,-0.00781865682995253,0,0,0,0,0,0,0,0,0.360013253054639,0,0,0,0,0,0,0,0,0.229329232109695,0,0,0,0.303089970250136,0.195314417166571,-0.332618224407618,0,-0.145318829722031,0,-0.22990145752407,0,0,0,0,0,-0.00899270734979687,-1.38777878078145e-17,0,0.179676009902349,0,0.224101136305173,0,0
X2388.HK.EQUITY,-0.00120515831576228,0.255528242315811,0,-0.225691819691998,0.185810783924572,-0.363392428969635,0,0,0,0,0,0,0,0.0178428149327769,0,0.281818236246015,0,0,0,0,0,0,0,0,-0.0959982847370127,0,0,0,0,0,0.0872177160834241,0,0,0,-0.0391298487185792,0,0,0,0,0,0,0,-4.33680868994202e-19,0.578322943286593,0,-0.0877275955125432,0,0
X600016.CH.EQUITY,0,0,0,0.0707851430916223,0,0,0,0,-8.67361737988404e-19,0.0156175645572987,0,-2.71050543121376e-20,0.22199668333947,0,0,0,0,0,0,0,0,0.0222972107068869,0.00405626760721577,0,0,0,0.0961125447518621,0,0.0951643843210968,0,0.0133134791239072,0,0,0.274661068316293,0,0,0,0,0,0,0,0,0,0.162728084091145,0,0,0,0
X600030.CH.EQUITY,0,0.147626082510095,0,0,-0.00947853105047266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142650462691367,0,0.195184954870149,0,0.215200816716456,0,0,0,0.332223590869886,0,0,0,0,0,0,0,0,0,0,0,-0.0441611015062276,0,0,0,0
X601998.CH.EQUITY,0,0,0.0565535309262502,0.0161650838146878,0,0,0,0,0,0,0,0,0,0,0,0,0.0580153482199296,0,0,0,0,0.298555378134319,0,0,0,0,-3.46944695195361e-18,0,0.0742253045797654,0.143420062464463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.103586614839815,0,0,0.114384356560074,0,0,0,0,0,0.0747815175152017,0.0434414956935071,0,0,0,0,0,0,0.114159033638289,0,0,0.149896209561655,0,0,0,0,0.179876619055804,0,0,0.0341651314982555,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,-0.083551417906754,0.0696586818539659,0,0,0,0.104697647908831,0,0,0.0716829149881943,0,0,0,0,0,0,0.0542667311172988,0,0.482682859545274,0,0,0,0,0,0,0,0,0,0,0.197160340822272,0,0,0,0,0.203029047819905,-0.0430460821710409,0,0.0132307516717322,0,0,0,0.0947030502234522,0,0,0,-0.0687796360412013,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683542082901281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174646197154648,0,-0.0451300387058554,0.170977400550377,0,0,0,0,0,0.00945119653395868,0.0215797737416598,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,-0.00729591997694077,0,0,0,0.090489067950846,-0.164375258477567,-0.0987294065839356,0,-0.05467433027324,0.260028613812165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0627943359675018,0.188804839698896,0,0,0.360179264390868,0,0,0,0,0,0,0.0763042377672558
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0.0550167662791215,0,0,0.00105958840480921,-0.0233375990908006,0,0,0,0,0,0,0.35392401686832,0,0,0,0,0,0,0,0.126143591784744,0,0,0.0240197237387793,0.0136213330352111,0.0108140434623909,0.0196088662543962,0,0.197720377588154,0,0.0307766869413882,0.186553636429229,0,0,0,0,0,0,0,0,0
X601336.CH.EQUITY,0,1.73472347597681e-18,0,0,0,0,0.00938238639941401,0.133509384101529,0.235020994025582,0,0,0.25466372505314,0,0,0.0919458605948517,0.0462305077019247,0,0,0,0,0.224213598956165,0.00644088970393732,0,0,0,0,0,0,0,0,0.101220112628995,0,0,0,0,0,0,0.0378743351540885,0,0,0,0,0,0,0,-0.0531942400652025,0,-0.0527808479119676
X600837.CH.EQUITY,0.12362408572187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00531067047313291,0,0,0,0,0.489284009867534,0,0,0,0.0166779727009581,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186370681570184,0,0,0.0555147885349419,-0.0682925702061689,0,0,0.0621214200830968,0,0,0.173528804345082
X601229.CH.EQUITY,0.00946246519125475,0.139242592335549,0,0,0,0,6.93889390390723e-18,0,0,0.0428007992950779,0,0,0.228046121117401,0,0,0.0366610966697433,0.0660073402209466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523534996002998,0,0,0,0,0,0,0,0.0971695262392703,0,0,0,0,0,0.0747708152364565
X601169.CH.EQUITY,0,0,0,0,0,0,0.133774454528357,0.105981675768688,0.059657989678921,0.0867009863200999,0,0,0,0,0,0,0,0,0,0,0.251545602727937,0,0,0,0,0,0,0,0.284855864771843,0,0,0,0.067722070868153,0.0867516230555075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0.0572055342392523,0,0,0.0265371593848376,0.146059257904963,0,0.0231402740323812,0,0,0.110860233365541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155738413949266,0,0,0,0,0,0,0,0,0,0,0,0,0.1109181779614,0,0,0,0,0.296313016542518,0,0,0.047814108020777
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.107635818875698,0,0.0546836145539812,0,0,0,0,0,0,0,0,0,0.0377084961149104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000504089147993374,0.277828779803475,0,0.397863579917107,-0.0331775824592234,0,0,0.148086204602118,0,-0.0218935127535347,0.0986545869308208
X2882.TT.EQUITY,0.344250827890004,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0708040244838255,0,0,0,-0.053174570855685,-0.0634094342319099,-0.0267368536694007,0,0,-6.93889390390723e-18,-0.200225320707651,0,0,0,0,0,0,0,0.32577873464335,0,0,0,0,0.190920294682624,0,0.846253318242812,0.224044021754458,0,0,0,-0.128988809502478,-0.137363608141779,0,0,0,0.200366378818756,-0.394399852169361
X600015.CH.EQUITY,0,0,0,0,0,0,0.464692141172281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567277921926444,0,0,0.0442421916889475,0.173726960478027,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.159698000975136,0,-0.356258069225466,-0.070018852161631,0,0,0,0,0.139360153009964
X002736.CH.EQUITY,0.00696420548361871,0,0,0,0,0.00751011488615488,0,0.0391765434583505,0,0,0,0,0,0,0,0.0145281458678675,0,0,0.0121773201712318,0.0135134152142243,0,0,0,0,0,0,3.46944695195361e-18,0,0.0598481584570285,0,0,0.215343845931624,0.0704466076881348,0,0,0,0,0,0,0,0.116902275040895,0,0,0,0.380666015255379,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143000012457034,0,0,0.0869135182545792,0,0,0,0,0,0,0,0.467520808287353,0,0,0.0323014140266772,0.0389582015460277,0,0.345725884929808,0,0,0,0,0,0,0,0,0.0347481523430091,-0.0823575986599933,0,0,0.130663765040972,0,0.00688741149920115,0
X2881.TT.EQUITY,0,0,0,0,0,-0.270559004033764,0.176424972041386,-0.0195149149993772,0,0,0,0,-0.0530762067669765,0,0,-0.135224586852838,-0.0739123539160684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865151967246737,-0.0278908404359434,0,0,0,0,0,0,0,0.0830729379610128,0.175636362881793,0,0,0.145248296601372,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,-0.0496278320077229,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0117185235453683,0,0,0,0,0,0,0.200833154171025,0,0,0,0,-0.0985195090196066,0,0,0.103398610902443,0.345466896763596,-4.33680868994202e-19,0,0,0,0,0,0.148126817939819
X000776.CH.EQUITY,0,0,0,0,0,0,-0.0259423449447409,-0.0471931286904738,0,0,0,0,0,0,0,0,0,0,0,0.469215459855379,0,0,0,0,0.0653095739229086,0.259397201521308,0,0,0,0,0,0.121825243593483,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0.240930778505393,0,0,0,0
X2886.TT.EQUITY,0,0,0,-0.120034926084412,0,0,0,0,0,-0.195728596723472,0.0395098867403972,0,0.122714797134625,0.34518623852057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797951935481686,0,0,-0.262643556073048,0,0,0,0,0,0.138432633066082,0,0,0.00217095329678503,0,0.431252596697858,0
X300059.CH.EQUITY,0,0,0,0.043355291584135,0,0,0,0,0,0,0,0.191621309104826,0,0,0,0,0,0,0,0,0,0,0,0,0.193903431066631,0,0,0,0,0,0,0.071648987205513,0,0,0.240671983308326,0,0,0.146753050871378,0,0,0,-0.038423965558984,0,0,0.210067050877114,-0.0811831820843261,-0.078273496835883,0
X2891.TT.EQUITY,0,0,0,0,0.014033938355306,0,0,-0.0638577305266102,0,0,0,-0.169324443521749,0.192129362926467,0,0,0,0.372175230571793,0,0,0,0,0,0.0845392927756944,0,0,0,-0.0780660900302447,0,0,0,0,0,0,-0.0100037239237156,0,-0.283149926923225,0.171430135428113,0,0,0.254031498314753,0,0,0,-0.0382409128795483,0,0,0.0749599750756528,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.050991096857438,0,0,0,0,0,0.232912709566177,0.0886300912102192,0,0.241385592212005,0,0.0102330223933729,0,0,0,0,0,0.0768902651355627,0,0.0762403513886015,0,0,0,0.0609917033307102,0.0642291141856816,0,0,0.00299586051648627,0,0,0,0,0.14268889899494,0,0,0,0
X601009.CH.EQUITY,0.0590519573198341,0,0,0,0,0,0,0,0,0,0.177635782515755,0,0,0,0,0,0.20487971086348,0.153598404127031,0,0,0,0.0524557996315555,0,0,0,0,0,0,0,0,0.13680180003193,0,0,0,0,0,-0.00325058260762163,0,0,0,0,-0.0632651140656764,0.372091309562971,0,0,-0.111279472022213,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383593142083389,0,0,0,0,0,0,0,0.12155268692669,0,0,0.00743947950648701,0.141233429905661,0.0410137435041022,0,0,0.191004676161273,0,0,0,0,0,0,0,0,0,0,0,0.0515541309013043
X2884.TT.EQUITY,0.214365377104967,0,0,0.173685691786855,0.0955244763184615,0,0,0,0,0,0,-0.0502036227014664,-0.269245339325937,0,0,-0.087499746900559,0,0,0,0,0,0,0,0,0.304521962831273,0,0,0,0,0,0.080520866996796,0,0,0,0,0.0263372871430587,0,-0.343170625327543,0,0.232051253000582,0,0,0.0475817052649502,0,0,0,0.549929695888498,0
X2892.TT.EQUITY,0,0,0,0,0,0.138729752541387,0,0,0,0,0,0,0.12786469053288,0,0,-0.135645842023603,0,-0.0930338851708568,0,0,-0.0436083506404221,0.243328334259184,0.0384932348187912,-0.057917269375007,0,0,0,-0.00472004624763658,0,0,0,0,0,0,0,0,0,0,0,0.270863645671849,0,0,-0.0694708026282476,0,0,0.498770562265213,0,0
X600061.CH.EQUITY,-0.219933816799632,0,0,0.0677435382122041,0,0,0,-0.0183903653842426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136488674271664,0.18440069114609,0,0,0.0532636367956663,0,0,0,0.204246071848841,0,0.0584231190015313,0,0,0.291089898183871,0,0,-0.0907267347350476,0.130318665048767,0,0,0
