,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601901.CH.EQUITY,X601788.CH.EQUITY,X601696.CH.Equity,X2884.TT.EQUITY
X601398.CH.EQUITY,0,0,0.336066287557975,0,0,0,0,0.40253499877582,0,0,0,0,0,0,0,0,-0.0401680338674623,0,0,0,0,0,0,0,0.143966966851322,0,0.0157554978617732,0,0,0,0,0.0872882279443623,0,0,0,0,0,0,0,0,0,0,0,0,0.00633383426315254,0.0224558366430383,0.0439682449327672,0,0,0
X601318.CH.EQUITY,0,0,0.30551153952705,0,0,0,0,0,0.0443123766059287,0,0.0785341579168556,0,0,0,0.238406837681582,0,0,0,0,0.00901315569174595,0,0,0,0,0,0.129004947222275,0,0,0,0,0,0,0,0,0,0.136172931294585,0,0,0,0,0,0,0,0.0392489855552976,0,0,0,0,0,0
X601939.CH.EQUITY,0.360325126114788,0.0328296632730279,0,0,0,0,0,0.25308483241791,0.212281489453712,0,0,0,0,0,0,0.0977266495392573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337586911033892,0,0,0,0
X600036.CH.EQUITY,0,0.129615132709203,0,0,0,0.140178690936489,0,0,0,-0.0898753228410498,0,-0.0970281606650515,0.00521735067847342,0,0,0,0,0,0,0,0,0,0,0,0.110966275087667,0.0405727467867786,0.0280842289415759,0,0,0,0.0278837321466888,0,0,0,0,0,0,0,0,0.400418500886953,0,0,0,0.115670479546945,0.205663163787737,0,0.0736949576345429,0,0,0
X601288.CH.EQUITY,0,0,0.137519400481777,0,0,0,0.00510821001898721,0.4748214860859,0,-0.035861618276681,0,0.0149218839559599,0,0,0,0,0,0,0,0,0.166024624550751,0,0,0,0,0.147185500712521,0,0,0,0,0,0,0,0,0,0,0,0.00269259146889458,0,0,0.0315656963807166,0,0.00402876812855778,0,0,0.0133826907315743,0,0,0,0
X1299.HK.EQUITY,0,0,0,0.0786485199003886,0,0,0,0,0,0.225968179310905,-0.0993182553790229,-0.0960341442362802,-0.0104939000513617,0,0,0,0,0,0,0,0.234727540387969,0,0.0504094534368892,0.0709715911964275,0,-0.265724048069396,0,0,0,0,0.0455026597974967,0.0430556214814993,0,0.127256272962446,0,0,0,0,0,0,0,0,0.284470389155704,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.114092023419055,0,0,-0.0751945129031206,0,0,0,0,0,0.121203253039701,0,0,0,0,0,0,0,0.171653359549172,0,0,0,-0.0752406179574411,0,0,0,0,0,0,-0.122752660878042,0,0.543673327778103,0,0,0.0544374808736307,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.000328387068711855,0,0,0,0.0529927689714384
X601988.CH.EQUITY,0,0,0.0731923861230313,0,0.449854128261078,0,0,0,-0.087860782133358,0,0,0,0,0,0,0.273718611205198,0,0,0,0,0,0.0441360148424901,0,0,0.0771000608026215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027878509769049
X5.HK.EQUITY,0,0.326486428551014,0.185512082392771,0,0,0,0,0,0,-0.0661770954047441,0,0,0,0,0,0,0,0,0,0,0.357603648011095,0,0.156484837989311,0,0,0,0,0,0,0,-0.148215808245643,0,0,0,-0.0469376716543253,0,0,0,0,-0.11471443047828,0,0,0,0.0231411789084704,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.0834829942018639,0,0.413726951385103,0,0,-0.0666156783069624,0,0,0,0,0,-0.0435871382225503,0,0,0.200410743999943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958992979113921,0,0,0,0,0,0,0,0,0,0,-0.195821610412048,0,-0.0980979591866895,0.233904874886129,0,0,0
X601166.CH.EQUITY,0,0,0,0.153305479726268,0,0,0,0,0,-0.173653963805226,0,0.0950529112232404,0.467540939223204,0,0,0,0,0,-0.120383917120034,0,0,0,0,0,0,0.253321311075862,0,0,-0.00734501542329555,0,0,0,0,0,0,0.110021584190709,0,0.0591833076384098,0,0,0,0,0,0,0.0519217412730305,0,0,-0.013516458465149,0,0
X601658.CH.Equity,0,0,0,0,0,-0.0515320202291935,0,0.187297278940506,0,0,0.362978678700966,0,0,0,0,0.137146098996202,0,0.102818190934232,0,0,0,0,0,0,0,0.0237768083623352,-0.104502222070755,0,0,0,-0.203718286163923,0,0,0,0,0,0,0,0,-0.216055983250384,0.367870050135195,-0.0264990779792265,0,0,0.20368846514735,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0.12228941047401,0,0,0,0,0,0,0.320285267564315,0,0,0,0.22350888645569,0,0,0,-0.0171712407787472,0,0,0.154292828516728,0.00273659445867302,0,0,0,0,0,0,0,0,-0.232811009607996,-0.0143541654737852,0,0,0,0,0,0,0,0,0,-0.0720948222245487,-1.73472347597681e-18,0.277521004437274,0,0,0,0,0
X600030.CH.EQUITY,0,0.0346079424459295,0,0,0,0,0,0,0,0,0,-0.0108678644216273,0,0,0,0,0.123620747883304,0,0,0,0,0,0,0,0,0,0.0105293030043318,0.226782047184739,0,0,0.0736835598457865,0,0,0,0.231415230396227,0.0471365246194931,0.0662641416718307,0,0.0394042801546452,0,0,0.0395122380575288,0,0,0,0,0,6.93889390390723e-18,0.127459570483413,0
X601601.CH.EQUITY,0,0.516117717513777,0,0,0,0,0,0.0811210380180154,0,0,0,0,0.0624271898243913,0,0,0,0,0.0511599238394959,0,0.0693796677049867,0,0,0.0780837407179,0,0,0,0,0,0,0,0.0530780920142568,0,-0.0749277444239277,0,0,0,0,0.0239985967797924,0,0,0,0,0,0,0,0,-0.170299754747227,0.10555394833518,0.149723424233289,0
X601328.CH.EQUITY,0,0,0.0306577031695388,0,0,0,0,0.0745873870734215,0,0,0,0.131828708166135,0,0,0,0,0,0,0.315959795316044,0,0.0741475957652899,0,0,0.129976532554206,0,0,0,0,0.0903951027715175,0,0,0.0730204138009434,0,0,0,0,0,0,0,0,0.135355939664295,0,0,0.0812363335889968,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0222982046560662,0,0,0,0.0172451905438884,0,0,0,0,0.0360685189001859,0,0.340360733430224,0,0,0,0,0,0,-0.16297559235448,0,-0.0479104911829111,0,0.158010369207295,0,0,-1.73472347597681e-18,0,0,0,0,0.0644569104019463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475949638456252,0.170635056975376,0,0
X300059.CH.EQUITY,0,0,0,-0.0296317046023381,0,0,0,0,0,0.0439518977633374,0,0.0561428383203199,0,0,0,0,0.294392860870372,0,0,0.074661535068563,-0.021367033749475,0,0,0,0,0,0,0,0.0468469640112033,0,0,0,0,0,0.227386415546507,0.284555422738951,0,0,0,0,0,0,-0.119520304184259,0,0,0,0,0,0,-0.0209420329614195
X600000.CH.EQUITY,0,0,0,0.144436999359483,0,0,0,0,0,0,0,0.0712920316510653,0,0,0,0.474080337985044,0,0.0349255104547812,0,0,0.00963215430800509,0,0,0,0.0183249963304162,0,0,0,0,0,0,0.0202322287598046,6.93889390390723e-18,0,0,0,0.0642179462862058,0,0.0201958155118509,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0118366180183152,0
