,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X2884.TT.EQUITY,X600919.CH.EQUITY,X601236.CH.EQUITY,X2892.TT.EQUITY,X600958.CH.EQUITY,X601009.CH.EQUITY
X600016.CH.EQUITY,0,-3.46944695195361e-18,0.0546590800287774,0,0,0,0,0,0,0,0,0.309907416998346,0.00667876820944863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169627602319936,0,0,0,0.32094487122302,0,0,0,0,0,0,0,0,0.0159372230246974,0.269938071286011,0,0,0,0
X601998.CH.EQUITY,0,0.0222568444067105,0,0,0,0,0,0,0,0,0,0.0721446555415493,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.18493543589507,0,0,0,0.0600665522297392,0.0814420993784125,0,0,0,0,0,0,0.300498416020897,0,0,0,0,0,0.175222157735736,0,0,0,0.14179591326104,0,0,0
X267.HK.EQUITY,0,0,0,0.135819400024171,0.184605362376283,-8.67361737988404e-19,0,0.0315862863805918,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.145390300524896,0.0351899791539769,0.0835593697322385,0,0,0,0,0.201753522284558,0,0,0,0,0,0.0726826276050901,0,0,0,0,0,0,0,0,0.137151728254906,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,-0.00902484981025282,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101796348833853,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261964115048675,0,0,0,0,0,0,0,-0.0871597030370859,0,0.697169364799887,-0.0656994941872422,0,0,0,0.20418064153671,-0.00291310742164464,0,0.243171966587608,-0.0427773186043252,0,0
X601818.CH.EQUITY,0,0,0,0.102966212334434,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118818534609559,0,0,0,0.31145573117398,0,0,0,0,0,0,0.0745212112426779,0,0,0,0,0,0,0,0,0,0,0,0.0333468564568552,0,0,0,0,0,0,0,0,0.390505869922248
X601688.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215980862179266,0,0,0.0434901081663644,0,0,0,0,0,0.0143904646105515,0,0,0,0.09955518870463,0,0,0,0.165532315130255,8.67361737988404e-19,0,0,0.203897035869093,0,0,0,0,0,0,0,0,0,0,0.153714458365173
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0217559046843584,0,0,0,0,0,0,0,0.369921129613579,0,0,0,0,0,0,0,0,0,0,0,0,0.206100046345829,0,0.108627133722636,0,0,0,0,0,0.0820851273217557,0,0,0,0,0,0,0.182645485449785,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161021857661303,0.418439946647808,0,0,0,0,0,0.00356566402157429,0,0.168567730409339,0,3.46944695195361e-18,0,0.187151965220754,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,-0.0191898827687593,0.255695019303221,0,0,0,0,0.407977982066375,-0.025416157757465,0,0,0,0,0,0.00823626800807309,0,0,0,0,8.67361737988404e-19,0,0,0,0,-0.0266084116313222,0,-0.209384051881385,0,0,0,0.686921463978515,0,-0.0209691164398295,8.67361737988404e-19,-0.109837547529655,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.304463292316804,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.123408441843977,0,0,0,0,0,0,0,0,0,0,0,0,0.0724021230481342,0,-2.77555756156289e-17,0.176970477325131,0.0259015110291289,0,0.0875476241870392,0,0.0658511514701604,0,0.143440674214654,0,0.0940321579140343,0,0,0,0,0,0,0,0,0.11250131359671,0,0,0.0242368730794118,0
X601229.CH.EQUITY,0,0,0.242116764804037,0,0,0,0,0,0,0.117551986554403,0.193932052941448,0.0900172278635432,0,0,0,0,0,0,0.147595982149565,0,0,0.138017108294177,0,0,0,0.132815226978204,0,0,0,0,0,0,0,0,0,0,0,0,0.0924100248635039,0,-0.23607986881076,0,0,0,0,0,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0.220610728982437,0,0,0,0.0248248273341803,0,0,0,1.38777878078145e-17,0,0,0,0,0.111374913441741,0,0,0,-0.0545958108492815,0,0,0,0,0.0166029685494941,0,0,0,0,0,0,0,0,0.415498364076041,0,-0.0436630170986532,0,0,0,0,0.312229748593297,0,0.0906053818356951,0,-0.119145194667821,0
X300059.CH.EQUITY,-0.0463092205573844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183959499466038,0.0407952855409309,0.0767874781391688,0,0,0,0,0,0,0,0,0.279210880764124,0,0,0,0,0,0,0,0,0.0282481259174033,0.265896865555138,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254030693392109,0,0,0,0,0,0.21749125353796,0.249793998468572,0,0,0,0,0,0,0,0.0201965492470127,0,0,0.336766539243213,0,0,0,0.0633222776596019,0,0,0,0,0,0,0
X000166.CH.EQUITY,0,0,0,0.0674385609722902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0960735096457291,0,0.322266850243135,0,0,0,0,0,0,0,0.118678895381864,0,0,0.0517512281015662,0,0,0.011490648755997,0,0.00819182889502497,0,0,0.013228820047227,0,0.334609472431182,0
X601169.CH.EQUITY,0.13121713091034,0,0,0,0.0544593603739932,0,0,0,0,0,0,0.285066143830057,0,0,0.0751637599732929,0,0,0,0,0,0.149875483178459,0.0279241340925547,0,0,0,0,0,0,0,0,0,0,0,0,0.0547202856775069,0,0.0333677000728249,0,0.207563086886508,0,0,0,0,0,0,0,0,0,0,0.000246773254868614
X600015.CH.EQUITY,0,0,0.0126378109266938,0,0,0,0,0,0.00549288725703424,0,0,0.0378036745129946,0.444406138755541,0,0,0,0.0449023457288834,0,0,0,0,0.10374824551932,0,0,0.00973490793422967,0,0.018316587953464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18383945589139,0.0609836991880959,0,0,0,0,0,0,0.0401853556309497
X2881.TT.EQUITY,0,0.167641518522169,0.178540400670381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0573472754076492,0,0,0,0,0,0,0,0.318104078676644,0,0,0,0,0,0,0,0.0691806460382567,0,0,0,0,0.0660823690595517,0,0,0.0504516232910033,0,0
X000776.CH.EQUITY,0,0,0,0,-0.0664632459919799,0,0,0,0,0.00883458605159104,0,0,0,0,0,0,0,0.161485461856151,0,0,0,0,0,0.0334558845124607,0,0,0,0.167531600895322,0,0,0,0,0,0.229026203558469,0.00773619866655981,0,0,0,0,0,0,0,0,0.015667956776089,0,0.150177768585762,0.0642494177458619,0,0.205869134598355,0
X2891.TT.EQUITY,0,0,0,0.232820462912414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0839206922082057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368706407431055,0,0,0.136618030431453,0,0,0,0.31087544627955,0,-0.0363368962314017,0.18060130709477,0,0
X2886.TT.EQUITY,0.279695652264095,0,0,-6.93889390390723e-18,0,0.0296017349279009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0906010794200948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327961338350871,0,0,0,0,0.294669036344733,-0.217145727729311,-0.110136488386793,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227140507120687,0,0,0,0,0,0,0,0,0,0,0,0,0.0706645720912121,0,0.0890452609047544,0,0.125206813886735,0,0.378577678551836,0,0,0,0.101300712836339,0,0,0,0,0,0,0,0,0,0.186665265296293,0
X601916.CH.Equity,-0.237882220606851,0,0,0,0,0,-0.348941217109532,0,0,0,-0.029216863860638,0,0,0,0.261489011398585,0,0,0,0,0,0,0.77149175321654,0,0.0724163335603498,0,0,0,0,0,0,0,0,0,0,0,0,0.281070335313679,0.205745202337649,0,-0.0540119934275677,0,0,0,0,0,-0.0478595678310146,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,-0.143189155997165,-0.0676187851326039,0.309141137443574,0,0,0,0,0,0,0,0,0,0,0,0,0.0995739277138181,0.0728931315819513,0,0,0,0,0,0,0,0,0,0,0,0,-0.0979379547606357,0,0,0,0,0,0,0,0,0,0,0.728531603212688,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,0,0.258602190929727,0.0210985191970602,0,0,0,0,0,0,0,0,-0.147973700224428,0,0,0,0,0,0,0,0,0,0.0123583461946307,0,0,0.145404438876177,0,0,0,0,0,0,0,0.0127929391722353,0.402255122964931,0,0,0,0,0,0,0.282042538982597,0,0
X600919.CH.EQUITY,0,0,0.261769107534489,0,0,0,0,-0.1632918214424,0,0.144959979773182,0,0.445425579456708,0.103755244211167,-0.0018379632446921,0,0,0,0,0,0,0,0,0,-0.00580815172612056,0,0,0,0,0,0,0.00537503434132693,0,0,0.0400022300704209,0,0,0,0,0,0.0758240346726034,0,0,0.0183889631911078,0,0,0,0,0,0,0
X601236.CH.EQUITY,0,0,0,0,0,0,0,0.31565192107502,0,-0.358768238503466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14730192711122,0,0.0503092333797878,0,0,0,0,0,0.114857606108148,0.281518321100838,0,0,0,0,0,0,0,0,0,0,0.0162434446642587,0,0,0,-0.215996159903326,0.350754072068083,0
X2892.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0568128645963366,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126867525519231,0,0,0,0.145614621652468,0,0,0,0,0,0.197080161539992,0,0.0752764548426929,0,0,0,0,0.20189938271827,0,0,0,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135192957554461,0,0,0,-0.0325551046538943,0.105634120475998,0.170242572755777,0.327213463925074,0,0,0,0,0,0,0,0.0188725665139259,0.225785530050534,0,0,0.151639372146784,0,0,0
X601009.CH.EQUITY,0,0,0,0.0620724030916345,0,0,0,0,0,0.0152060340410835,0.166292292806481,0.281035934591383,0,0,0.00631235198424855,0,0,0,0,0,0,0,0,0,0.127622891633271,0,0,0,0,0,0,0,0.077445339900311,0,0,0.0525347240728789,0.121703050578239,0,0.0199034091706077,0.0435823416733991,0,0,0,0,0,0,0,0,0,0
