,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X600837.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601997.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X601066.CH.EQUITY,X002958.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600958.CH.EQUITY,X600928.CH.EQUITY,X388.HK.EQUITY
X267.HK.EQUITY,0.555562242174894,0.211891468597817,0,0,-0.13385515141946,0,0,-0.13378588165483,0,0.376907064340596,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.307533209201762,0,-0.173244353461276,0,0,0,0,0,0,0,-0.0192773959209466,0,0,0,0,0,0.0392747604191445,0,0,0,0,0,0,0,0,-0.190678261785632,0
X600000.CH.EQUITY,0,-0.350196234207485,0,0,0,0,0,0,0.501683883819796,0,0,0,-4.33680868994202e-19,0,0.287704564023106,0,0,0,0,0,0,0,-0.00862599759997883,0,0,0,0,0.0757295223672966,-0.199017561695229,0.370163178933019,0,0,0,0,0,0,0,0,0,0,0.149447669924731,0,-0.270241320557594,0,0,0,-0.00219874476283963,0,0,0
X601998.CH.EQUITY,0,0.054186585103654,0.090230572601195,0,0,0.0967432399728498,0,0,0,0,0.0134485506940283,0.028375605226587,0,0,0,0,0,0.0923408858740331,0.144622215232649,0,0.0276730586931305,0.00281912121344863,0,0.0657371084704984,0,0,0,0,0,0,0,0,0.153615692612572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362052452504288,0,0.174144750119596
X600016.CH.EQUITY,0,0,0.165212616541875,0,0,0,0,0,0,0,-0.0500663154509376,0,0.0868914929816176,0,0.372911300773982,0,0,0,0,0,0,0,0,0,0.171557890101251,0,0,0,0,0,0,0,0,0.0468940882052378,-0.0607316499891942,0,0,0,0,6.93889390390723e-18,0,0,0.194608839474254,0,0.0257032366196486,0,0,-6.93889390390723e-18,0,0
X601818.CH.EQUITY,0.18574063718354,0,0.0845388401686838,0,0,0,0.134060282371118,0,0,-1.73472347597681e-18,0.0246350335833801,0.05897409982436,0,0.259108554841656,0,0,0,0.283080897671605,0,0,0.106477665389358,0.0916949734087147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04239834920607,0,0,0,0,0,0,-0.00604004215103995,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,-0.174000688273168,0,0.386276773006551,0,0.161624871999446,0,0,0,0,0,0,0,0,0,0,0,0.0381068136235945,0,0,0,0.146527235823032,0.0276539676046692,0,0,0,-0.0523188421361711,-0.207848262228083,0.230951209184006,0,0.11939515895133,0,0,0,0,0,0,0,0,0,0,0,-0.0858481686969289,0,0,0
X000001.CH.EQUITY,0.162139836666479,0.0512634334225543,0,0,0,0,0,0,0.00933555494579914,0.29657790399501,0,0,0,0,0.142343917549366,0,0,0,0,0,0,0,0,0,0,0,0,0.236970069556498,0,0,0,0,0,0,0,0,-0.0638336186071492,0,0,0,0.188645160013463,0,0,0,0,0,0.135006025921822,0,0,0.127298080604665
X600015.CH.EQUITY,0,0,0.11034274691422,0.0410407265050704,0,0,0,0,0,0,0,0,0.191814380671733,0.10816968284366,0,0,0,0,0,0,0,0,0,0.0970204947795325,0,0,0,0.0353730422586527,0,0,0.0472094725680513,0,0,6.93889390390723e-18,0,0,0,0,0,0.120185242989163,0.0880452526826255,0,0,0,0.163073849904095,0,0,-6.93889390390723e-18,0,0
X601169.CH.EQUITY,0,0,0.100156211280975,0,0,0,0.010870930316695,0,0,0,0.0468019366500692,0,0,0,0.0858711674361833,0,0.287485534915803,0.0402905426858569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522303544421841,0,0,0,0,0,0,0.0406383434473481,0.056347146255625,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.360425453424931,0,0,0,0,0,0.0914669393503484,-0.0577190069492519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43027876145031,0,0.00667311017325494,0.194211981738385,0,0,0.0236467773709346,0,0,0.0143455005555545,0,0,0,0,0,0.0517658977176562,0,0,0,0,0,0,0.0373131753144351
X601229.CH.EQUITY,0.166318434035326,0,0,0,0,0,0,0,0,0,0,0,0.202238340858409,0,0,0,0,0.0686967340885591,0.0305362049307135,0,0,0,0.0832004670077314,0.0323051897753991,0,0,0,0,0,0,0,0,0,0.336348456281544,0,0,0,0,0.0267329249835291,0,0,0.109129126763545,0,0,0,0,0,0,0,0.0514112196797899
X1299.HK.EQUITY,0,0,0,0,0.117758459404409,0,0.473621157495068,0,0.309407684710869,0,0,0.130595675637839,0,0,0,0.0988288284992336,0,0,0,0,0,0,0.28926298698631,0,-0.155021009239827,0,-0.34692100760536,0,-0.400156742559447,0,-0.136647343935224,0,0.0254764521999884,0,0,0,0.0323427550861355,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.147506979645367,0,0
X600919.CH.EQUITY,0.161508453535264,0,-0.290904654704011,0.100310641570214,0,0.0370376015934601,0,0,0,0,-0.0522773349178463,0,0.069795030002396,0.0380866570338673,0,0,0,0,0,0,0.162045603595056,0.0741565271044477,0,0,0,0,0.624917195700219,0,0,0,0,0,-0.477244611025545,0,0.331308040925973,0,0.312338201375723,0,0,0.128376139282168,0,0,0,-0.135474055146298,0,0,0,0,0,0.0601008945741607
X601916.CH.Equity,0,0,0,0,0,0.135722069039813,0,0,0,0.0155281901101734,0,0,0,0,0,0,0,0.0600101824768413,0,0,0.0896576676333921,0,0,0,0,0,0,0,0.0738447401917876,0,0,0,0.119701498532668,0,0,0,0,0,0.0955951694245429,0,0,0,0.119230166007513,0,0.108710755627292,0,0,0.0931934246242515,0.522315459070487,0
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,0.192282562500792,0,0,0,0,0.188285091762035,0,0,0,0,0,0,0,-0.120843216104234,0.0122648228515987,-0.0293279099896601,0,0,0.140394404432779,0,0.0792893735362688,0,0,0,0,0,0.0224400151567534,0,0,0,0,0,0,0,0,0,0,-0.184538333436322,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.0841921775266797,0,0.191203920215444,0,0,0,0,0.0367362544122601,0,0,0,0,0,0,0.0176866599337451,0,0,0,0,0,0.107728067680237,0,0.0137294165759252,0,0,0.534351831535891,0,0,0,0,0,0,0,0,0,0,0.0200059830969449,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.259957651948277,0,0,0.0942728116723163,0,0.277630467171947,0.0708703387257391,0,0,0,0.0436569958657998,0,0,0.0853033285337609,0.105887834812423,0,0,0,0,0,0,0,0,0,0,0.0287345208065165,0,0,0,0,0,0,-0.108311072949495,0,0,0,0,0,0.0641761124014414,0,0
X11.HK.EQUITY,0,0,0.154577974799241,0,0.0643280213673312,0,0,0,0,0,0,0,-0.209741375965753,0,0,0,0.0695920635714111,0.125107626076117,0,0.473758978671583,0,0,0,0,0.027649201986638,0,0,0,0,0,0,0,-0.134850081698021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0414794608167725,0
X600926.CH.EQUITY,0,0,0.0367955841729841,0.144825532867478,-0.109144338679858,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.220273608907798,0.260823158473075,0,0.316108541447324,0,0,-0.131855973680583,0,0.226445370053788,0,0,0,0,0.205125224733245,0,0,0,0,0,0,0,0,0,0,0,0.0623937518084123,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.138604366363129,0,0,0.00612774687267794,0,0,0,0,0.209790803837897,0,0,0,0,0.0875811953383091,0.0665561554043489,0,0.0130690256696621,0,0,0,0,0,0,0.0302576166849709,0,0,0.19581476758815,0,-0.0203073093622489,0,0.0753323967625076,0,0,0,0,0,0,0,0
X601077.CH.Equity,0,0,0,0,0,0.176359261234057,0,0,0,0,0,0,0.0474104375449037,0,0,0,0,0.206393546190025,0,0.0113313667685534,0,0,0,0.0951176060836163,0,0,0,0,0,0,0,0,0,0,0.433586646772502,0,0,0.262935834727304,0,0,0,0,0,0,0,0.0566836718568134,0,0,0,-0.0437922284925427
X600030.CH.EQUITY,0.0505496514543294,-0.087464113791561,0,0,0,0,0,0.08691918162699,0,0,-0.206805477859767,0.0118448597482506,0,0,0,0,0,0,0,0.0421542316683276,0,0.0875305667473286,0,0.0484229832634551,0,0,0,0,0,-0.128826250203278,0,0,0,0,0,0.29255112919124,0,-6.93889390390723e-18,0,0.0773294022556416,0.116287820745403,0,-0.0705640971929524,0.537406412216803,0,0,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,-0.0293602683708656,0,0,0,0,0,0.0406491509506413,0,-0.117899545016238,0.254227338190417,0,0,0,0,0,0,0,0.0228903206000269,0,0.575027674488642,0,0,0,0,0,-0.164940623246181,0,0.0311131720376237,0,0,0,0,0,0,0.0751365957485658,0,0,0,0,0,-0.00157393020290176,0.213204937480858,0,0
X601577.CH.EQUITY,0,0,0,0,-0.138249857588316,-0.00407988274351958,0,0,0,0,0,0,0,0,-0.094135969335978,0,0,0.130923884486802,0,0,0.188474121939917,0,-0.273531503700975,0.195194697151175,0,0,0,0,0,0.212707097228124,0,0,0,0,0,0,0,0,0.333523563459836,0.246126397180771,0.0508370262934606,0,0,0,0.105334374559712,0,0.00172954027940623,0,0,0
X601838.CH.EQUITY,0.246465814899991,0,0,0,0,0,-0.0704742936694942,0,0,0,0,0,0,0,0,0,0.360626943760384,0,0,0,0,-0.124994835003668,-3.46944695195361e-18,0,0.0551614980494692,0,0,0,0,0.0773655148331465,0.389068718574737,0,0.122301595774586,0,0,0,0,0,-0.0553581323649146,-0.096642475056649,0.0758969523674405,0,0,0,0,0,-0.152169686537682,0,0.112542207434995,-0.273869764078071
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.171544798311587,0,0,0,0,0,0,0,0,0,0,0.148491429379312,0,0,0,0,0,0,0,0,0,0.023299417385402,0.0551048863122773,0,0,0.0340771351101086,0,0.212724724278679,0.235669627251133,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0257602158278845,0,0,0
X601688.CH.EQUITY,0,0,0,0.0339508971390407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137610860900906,0,0,0,0,0,0.11903604788075,0.0419592607109934,0,-0.0822421986452877,0.0348318855039477,0.24548958749557,0.0929445777509983,0,0.242034641340394,0,0.137071874900246,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0712165899045247,0,0,0,0,0,0,0,0.0740869833403067,0,0.0731915558966506,0,0.0424798318161928,0,0.142991062525342,0,0.422966029183463,0,0,0,0,0.0659971043557566,0,0.404855203207779,0,0,0,0
X600999.CH.EQUITY,-0.144062788672173,0,0.0764692542843281,0.0548352224204753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.276408936432726,0,0,0,0,-0.0132824174485149,0,0,0,0,0,0,-0.0854854707377841,0,0,0,0,0.240238034326012,0,0,0,0,0.301735403892114,0.622636141358347,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0618337865768166,0,-0.208255726789219,0,0,0,0,0,0,0,0,0,-0.0252003865320995,0,0,0,0,0,0,0,-0.168338734121949,0,0.375988154765615,0.151968314052979,0,0,0,0,0,0,0,0,0,0.538330699631265,-1.38777878078145e-17,0,0,0,0.0768924374117588,0,0
X601997.CH.EQUITY,0,0,0,0,0,0,-0.153258726971364,0,0.145560618388909,0,0.0397732553505451,0.167305703913737,0,0,0,0,0,0.185278011787892,0,0,0,0,0,0,0,-0.0515436592090067,0,0,0.0808488971279205,0,0.169025714398098,0.0151528671361084,0,0,0.218565317329604,0,0,0,0,0,0,0,-0.271717662434959,0,0.363747463480807,0,0,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,-0.0087735924509716,0,0,0,0,0,0,0,0,0.141732721909627,0,0,0,0,-0.012926265723552,0,-0.0984528907834247,0,0,0,-0.01942016706193,0,0,0,0,0,0,0,-0.169125219969832,0.474644605297072,0,0,0,0,0,0,0,0,0,0.159598611462172,0.144471526806805,0,-0.018735642601271
X601881.CH.EQUITY,0,0,0,0,0.111094390017395,0.158762500444037,0,0,0,0,0,-0.135162876142542,0.0511398635620488,0,0,0,0,0,0,0.0859400728166922,0,0,0,0,0,0,0,0,0,-0.0414926836359041,0,0,0,-0.0285715031995442,0,0.136071776083704,0,0,0.0524121660185142,0.376499395480286,0,0,0,0.0560387438336349,0,0.0159144297452809,0.021616212654892,0,0.0658546112233644,0
X601066.CH.EQUITY,0,0,-0.0400871565031281,0,-0.0760552378211845,-0.145827710897977,0.375173678267922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.269755693480173,0,0,0,0,0.138319761882572,0,0,0,0,0.309303946701422,0.0595882447909481,0,0.197453231320419,0,0.0789131034553938,0,0,0,-0.108476579271378,0.161343977942016,0,0,0
X002958.CH.EQUITY,0,0,0,0,0,0,0,0.0537471887358179,0,0,0,0,0,0,0,0,0,0.403557713955265,0,0,0,0,0,0.0540955254879376,0,0,0,0,0,0,0,0.0940234821797643,0,0.0685841059887274,0,0,0,0,0,0,0.227461251819094,0,0,0.0304493499643086,0,0.0831851896872871,0,0,0,0
X002736.CH.EQUITY,-0.158464729644299,0,0,0,0,0.026391589477529,0,0,0,-0.170978569244432,0,0,0,0.127023110038276,0,0,0,0.106371921343484,0,0,0.068076630820926,0,0,0.0921415250149372,0,0,0,0,0,0,0,0,0,0,0,0,0.0636301149905416,0.452387520969729,0.230202551968891,0,0,0,0,0.0102756683334881,0.131906284065855,0,3.46944695195361e-18,0.0106463058919158,0,0
X300059.CH.EQUITY,0,0.17154530619873,0.106275074084196,0.0901818425858223,-0.0436604008357459,0,-0.0447139937975939,0,0.163375630347468,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.138133384077719,0,0,0,0,0,0,0,0,0.0859810118129985,-0.352848749008011,0,0,0,0,0.196550022644088,0,0,0,0.314924986462058,0,0.0859829324530448,0,0.123990563280262,0,0,0,0
X600958.CH.EQUITY,0,0.0519647447350715,0,0,0,0,0,0,0,0,0,0,0.00479306208632828,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193366102922873,-0.0116802502238108,0,0,0,-0.257468538613345,0.036231025756711,0,0,0,0.207707461209853,0,-0.242221284025001,0.1185169311259,0,0.861315634829921,0,0,0,0,0,0,0,0
X600928.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.119915158075883,0,0,0,0,0,0,0,0,-0.0821772928392897,-0.0516670954279295,0,0,0.234489704729806,0,0,0,0,0.10755592526388,0.214186332721822,0,0,0,0,0,0,0,0,0,0,0,0,-0.0626680921501013,0,0.592815259113717,0,0.0965502382925869,0,0,0
X388.HK.EQUITY,0,0,0,0,0.0558104067090224,-0.127721198609119,0.0748579964404328,0,0,0,0,0,0.33670187871439,0,0,-0.363654305732614,0,0,0,-3.46944695195361e-18,0,0.307069457855881,0.024360969807472,0,0,0,0,0,0.158316820520718,0,0,0,0,0,0,0,-0.126423547729916,0,0.0748118172434397,0,0,0,0,0,0,0,0,0,0,0
