,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X601009.CH.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X2884.TT.EQUITY,X601236.CH.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,0.445544495308617,0.120811511888297,0.0543827288474685,0,0.197322308726564,0,0,0,-0.0710667704058795,0.0507383336988025,0,0,-0.0535807790640979,0,0,0,0,1.73472347597681e-18,0,0,-0.00645218953407156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187121187009973,0.0715967370112669,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.193213718666624,0,0,0.043847471277477,0,0,-0.000662440695458205,0,0,0,0.196348426065157,0,-0.0254403427458603,0.313941814312103,0,0,0,0,-0.139790069936417,0.17210417282322,0,0,0,-0.042921279346897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11420927804003,-0.00108787095412556,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.268040479869992,0.173281483744752,0,0,0,0,0,0,0,0,0,0,0,0,0.136414690715731,0,0,0.0332654847480186,0,0.0922784422236319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140991688607388,0,0,0,0,0
X601288.CH.EQUITY,0.400858419485177,0,0,0,0.232545571034035,0,0,0,0,0,0,0,0,0.067055295110867,0,0,0.0728508664727612,0,0,0,0,0,0,0,0,0,0.00561605407616941,0.0459827000004006,0,0.047740391087776,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0504162693106383,0,0,0,0,0,0,0.0715365930712783,0,0
X601988.CH.EQUITY,0,0.144502017856287,0,0.323930057578091,0,0,0,0,-0.114677069711806,0.358693460821926,0,0,0,0,0.225820454784936,0,0,0,0,0,0.0293489379289884,0,0,0,0,0,0,0,0,0,0,0,0,-0.0965592833157205,0,0,0,0,0,0,0,0,0,0,0,0,0.0810068588146764,0.122820951971282,0,0
X600036.CH.EQUITY,0,0.043444872699457,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0608543300985072,0.0702293247754969,0,0.284477800858253,0,0,0,0,0,0,0.169054163650738,0,0,0,0,0,0.217943815975505,0,0,0,0,0,0.0328302042538277,0,0,0,0,0,0,0,0,0,0,0.138088612727583,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.225120796514894,0,0,0.245490250879996,0,0,0,0,0.186380198261285,0,0,0,0,0,0.303807810236638,0.175283703881817,0,0,0,0,0,0,0,-0.0976257647586515,0,0,0,0.0137341583613131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126680814892734,0,0,0,0,0,-0.394619881863105,0.766884520221238,0.487063307374865,0,0,0,0,0,-0.0894152746904225,0,0,0,0,0,-0.180510392248002,0,0.0828851373165304,0,0,0,0.433219499684155,0,-0.233276562284677,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.187943474234865,0,0,0,0,0,0,-0.178616347608473,0,0,0,0,0,0.176940203426164,0,0,0,0,0,0,0,0,0.0506341136802273,0,0,0,0.305475334147707,0.00668858553708048,0,0,0,0,0.136682979145899,0,0,0,0,0,0,0,0.105627067610591,0,0,0,0
X601658.CH.Equity,0,0.159437125930876,0,0,0.134240933572065,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,-0.204680375367084,0,0,0,0.00108835164509945,0,0,0,0,0,0,0,0,0,0,0.0405505577377735,0,0,0,0,0.439807649049637,0,0,0,0,0.392950689617466,0.00493281827525632,0,0,0,0,0.189103311058382
X601328.CH.EQUITY,0.0906811360755463,0,0,0.565226780865817,0,0,0,0,0,-0.0575724325951203,0,0,0,0,0.0879961017610757,0,0,0,0,0,0,0,0,0,0.188039537361209,-3.46944695195361e-18,0,0.0520884988039162,0,0,0,0,0,0,0,0,0,0,0,0.0865543563304006,0,0,0,0,0,0.0277069854796547,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.383497051214982,0,0,0,0.0094292969962087,0.0633539038984701,0,0,0.0190163096387491,0,0.0527795824993966,0,0,0,0,0,0,0,0,0.235514603508319,0,0,0,0,0.0389612905205715,0,0,0,0,0.0272687003937471,0,0,0.0301829599325966,0.0875315143351276,0,0,0,0,0,0,0,0,0,0.0435771421330225,0
X388.HK.EQUITY,0,0,0.262086679344879,0,0,0,0.202263629532752,0,0,0,0,0,0,0,0,0,0.00850846218148213,0,0,0,0,0,0,0,0.174592389601654,0,0,0,0,0,0,0,0,-0.104079561046858,0.0188911145275426,0.120925818831815,0,0,0,0,0,0,0,0,0,0,-0.123849856852359,0,0,0
X600000.CH.EQUITY,0.262314434849366,0.10305989186509,0,0.0133360205254745,-8.67361737988404e-19,0,0,0,0.019881055828905,0,0,0,0,0,0,0.00830685086236011,0.0307933252115855,0,0,0.0522096112593636,0,0,0,0,0,0,0,0,0,0.0120018705677562,0,0,0,0,0.0119380151924336,0,0,0,0,0,0,0,0.216701249387414,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0643200789855604,0,0,0,0,0,0,0,0.229155731466263,0.022109006225483,0,0,0,0,0.294673148265205,0.00631247212464384,0,0,0.0572340175175425,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.149246916147277,0,0,0,0,0,0.1044769439452,0,0,0
X000001.CH.EQUITY,0,0,0.27536617533521,0,0,0.0628855058342063,0,0,0,0,0.00249035217020602,0,0,0.0472877777730868,0,0,0,0,0,0.112029863924713,0.058516917806423,0,-0.0649606307398819,0,0,0.107646947151333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218925394464496,0,0,0.172475335172356,0,0,0,0
X600016.CH.EQUITY,0.154948311838857,0,0,0.359137321152946,0.0291646774957818,0,0.00411091595057895,0,0,0,0.152385581548149,0.0495127773590351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124787226669064,0,0,0,0.0602751233080719,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0
