,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X000069.CH.EQUITY
X11.HK.EQUITY,0,0,0,0,0.399519272995098,0,0.115366333375645,0,0,0,0,0,0,0.0510686419110519,0,0,0,0,0,0,0,0,0,0,0,0.285449392207704,0,-0.285013038636573,0,0,0,0,0.40452267806561,0,-0.097977004294674,0,0,0,0,0,0,0,0,0.0675229373677588,0.139810489679821,0,0.0224476210162931,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0812344127293195,0,0,0,0,0,0.141761739679692,0,0,0.592672462780969,0.0666724020440793,0,0,0,0,0,-0.127689578068891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651770488117904,0,0,0,0,0,0,0.171384939148551
X2388.HK.EQUITY,-0.0622275681828313,0.251430870200805,0,-0.235678539504103,0.162652680850133,-0.404000480825433,0,0,0,0,0,0,0,0,0.0422849306193201,0.374602831779489,0,0,0,0,0,0,0,0,0,0,0,-0.147045262236834,0,0.0705185608104503,0,0,0,0,-0.0225440217772565,0,0,0,0,0,0,0,0,0.536277606818874,-0.0350186397803502,0,-1.35525271560688e-20,0
X267.HK.EQUITY,0,0,0,0,0,-0.0108648454984433,0,0,0,0.0827989178355674,0,0,0,0,0,0,0,0,0.324380498659619,0.122176485152378,0,-0.102582966551018,0,0,0,0,0,0,0.0592012595564072,-0.283282249414752,0,-0.0106856952979499,0,-0.060288503545391,-0.149526967163654,0,0,0,0,0,0.112890706473652,0,0.0652968349338069,0,0,0,0.0742903282197978,0
X600030.CH.EQUITY,0.0392010404089561,0,0,0,0,0,0,0,0.0266135435904439,0,0,0.0252441177345449,0,0,0,0,0,0,0,0,0,0.0459594216119657,0,0.207616788891481,0.0477749753518129,0,0.364590240280138,0,3.46944695195361e-18,0,0,0.0347544331629778,0,0,0,0.0161950433832499,0,0,0,0.222875634237008,0,0.0265428362546685,0,0,0,0,0,0.00223744022993061
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0901140155670325,0.0143365019087911,0,0.0486984706090389,0,0,0,0.363176642244988,0.0587731456384213,0,0,0,0,0,0,0,0,0,0,0,0.0639017372740028,0,0,0,0,0,0,0,0.177468889722327,0,0,0,0,0,0,0.0518932207996968,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0818301763049619,0,0,0,0,0,0,0,0,0,0,0.29418566591724,0,-6.93889390390723e-18,0,0,0,0,0,0,0.230466921303251,0.0618670321411288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258375201302056
X000001.CH.EQUITY,0,0,0,0,0,0.108661307540503,0,0,0.178222717287071,0,0.114369286861956,0,0,0.0619044868823165,0,0.00793902913219858,0,0,0.0177904835303767,0,0,0,0,0,0,0,0,0,0,0.167446830902831,0,0.146265877363941,0,0,0.0865114507194177,0,0,0,0,0,0,0,0,0.0237003466584508,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.187675708101076,0,0,0.282999576186955,0,-0.0711699547546882,0,0,0,0,0,-0.0739409381729897,0,0,0,0,0,0,0,0,0,0,0,0,0.1246432565883,0,0,0,0,0,0,0,-0.191081228082659,-0.162893616324085,0,0,0,0,0.40459540356348,0,0.266034929242757,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205499155853189,0,0,0,0,0,0,0,-0.0885678494248728,0,0,0,0,0,0,0,0.0838155760199212,0,0.11005679511853,0,0,0,-0.068206062912926,0.0145825684080946,0.301366640317429,0.215497194967667,0,0.265246177974063,0,0,0.0262081948402843,0,0,0
X601211.CH.EQUITY,0,0,0,0.00547570107467878,0,0,0.0217443917874168,0,0.0148567165754837,0,0,0,0,0,0,0,0,0,0.318869175243334,0,0.0253442357200068,0,0.0225993502977227,0,0,0,0,0.0362743469221698,0,0,0,0.0400221977948169,0,0.013889521631656,0,0.203579033648322,0,0,0,0.234781937159979,0,0.10039559291615,0,0,0,0,0,0
X601336.CH.EQUITY,0,0.161399729351312,-0.177149015063653,0,0,0,0,0,0,0,0,0,0.0781887832715767,0.268304354912688,0,0.038108905315776,0,0,0.213766256609871,0,0,0,0,0,0.0925635901318054,0,0,0,0,0.130426582107412,0,0,0,-0.031399805816992,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,-0.0256983552248359,0,0,0.0805813400888832
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0.156569479089589,0,0,0,0,0,0,0,0,0,0.157175387127068,0,0,0,1.73472347597681e-18,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0.12604297348963,0,0.0131042289847801,0,0,0,0,0.329048578937561,0,0.105811288030893,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.230748779740367,0,-0.0644087083287485,0,0,0,0,0,0.219438487759036,0,0,0,0,0,0,-0.217497258911147,0,0,0,0,0,0,0,0,0.474453885404406,0,-0.0805083599542416,0,0,0,0,0,0,0
X601229.CH.EQUITY,0.386480415954677,0,0,0,0,0,0,0,0,0,0.209443687599898,0.0548035598055863,0,0.141128472800303,0,0,0,0,0,0,0,0,0.0644639835961563,0,0,0,0,0,0,0.18140569929655,0,3.46944695195361e-18,0,-0.0816869512075228,0,0.0335922997613495,0.0736253408299792,-0.0749903355285165,0,0,0,0.0221974561999851,0,0,-0.0366951539292629,0,0,0
X002142.CH.EQUITY,-0.0122905459500022,0.455276483606712,0.288055052714312,-0.0706412037403252,-0.0760427757106127,0.0701987800786366,0.108559747571707,0,0,-0.167016225801308,0,0,0,0,0,0,0,0,0,0,0,0.201258603869199,0,0,0,0,0,0,0,0,0,0,0,-0.043538666126791,0,0,0.0395541113209158,0.0494773904787125,0,0,0,0,0,0,-0.0732911277446243,0,-0.0662806699206131,0
X601169.CH.EQUITY,0,0,0,0,0,0,-0.521500731350315,0,-0.0414149235048734,0,0,0.177231861567596,0,0,0.0504415987271061,0,0.112132646949019,0,0,0,0,0,0.0248807377286146,0,0,0,0,0,0,0,0,1.51267116376777,0,0,0,0,0,0.157998198562832,0,0,0.123056675675839,0,0,0,-0.273252182952642,0,0,0
X600015.CH.EQUITY,0,0,0.00040411454124498,0,-0.471643325367557,0,0.484325362275339,0,0,0,0,-0.225848949413911,-0.143423543845387,0,0,0,0,0,0,0.311942014781375,0,0.39396378536214,0,0,0.101917223229767,0,0,0,0,0,0.32405940638894,0,0,0,0,0,0,-0.089405721720782,0,0,0,0,-0.121412602118765,0,0,0,0,0
X000166.CH.EQUITY,0,0,0,0.0484055271268169,0,0,0,0,0,0,0,0,0.0964877008977541,0,0.136345610568659,0,-0.0215726268312906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0689692808588052,0,0,-0.00514755817079815,0.51345119574383,0.304301252947583,-0.0141623359254018,0.0135589011388284,0,0,0,0,0,0
X2882.TT.EQUITY,0.0898774255744068,0,0,0,0,0,0,0,-0.0429013488724911,0,0,0,0,0,0,0,-0.119528340502624,0,0,0,0,-0.0782102608864927,0,0,0,0,0,0,0,0,0.105985859531913,0,0,0,0.0370782622711306,0,1.10574123741449,0,0,0,0,0,-0.158369793849698,0,0,0,0.0204778661501062,0
X002736.CH.EQUITY,0,0,0,0,0,0.0110477801829503,0,0.063120815584088,0,0,0,0.0436369595060723,0.0443450790396935,0,0,0,0,0,0.284970659351219,0.0225615130189203,0,0,0,0,0,0,0,0,0,0.0795426539811401,0,0,0.081190538742333,0.0686983028107748,0,0,0,0,0.252114717064638,0,0,0,0,0,0,0.154642262411763,0,0
X600999.CH.EQUITY,0,0.0638124168309214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154921159306372,0,0,0,0,0,0.42680089865391,0,0.0827865133929592,0.0438634456551907,0,0,0,0,0,0,0.260984033664338,0,0,0,0.00172814052903795,0.128660412079453,0,0,0,0,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0.162014583844073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289780920850011,0.357727187436044,0,0,0,0.731184748650739,0,0,0,0,0,0,0,0,0,-0.107211888969027,0,0,0,-0.596604355250802
X2886.TT.EQUITY,-0.14492717579243,0,0,0,0,0,-0.111990483963968,0,0,-0.249561437146625,0.287927020921144,0.00708408685061374,0,0.215371445965192,0.246418822476821,0,0,-0.0638125142345129,0,0,0,0,0,-0.195080901862228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0948438527262701,0,0,0,0.000402947728572645,0,0,0,0.443158839490024,0
X300059.CH.EQUITY,-0.0301223684832619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19256554448362,0,0,0,0,0.557208325257751,0,0,0,0.011588998181183,0,0,0,0,0.231405236549904,0,0,0,0,0,0
X000776.CH.EQUITY,0,0,0,0,-0.045686300374677,0,0,0,0,0,0,-0.0405534030738221,0,0,0,0,0,0,0,0,0,0,0,0.322688022491308,0.0103790261308437,0.0296201966541581,-8.67361737988404e-19,0,0,0,0,0,0.458876710743653,0,0,0,0,0,0,0,0,0,0,0.182509665759891,0.0637741429164581,0,0,0.124432619131785
X2891.TT.EQUITY,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,-0.0273212817245318,0,0.24316691902684,0,0.151048047184744,0,0,0,0,0,0,0,0,0,0,0.0540723150786235,0,0.294831599266384,0,0,0.0502205112358581,0,0,0.0973741577222739,0,-0.82190873675839,0,0,-0.0893997309843425,0,0,-0.0445905060637537,0,0,0
X601881.CH.EQUITY,-0.0760332206580479,0,0,0,0,0,0,-0.160152522454258,0,0,0,0,0,0,0.0756283176478272,0,0,0,0,0,0.095061553545454,0,0.104714388959947,0,0,0,0.518962608824847,0.0602023162531246,0,-0.0215871765053508,-0.0750811725585919,0,0.297031984112954,0,0,0,-0.102892022639495,0.17021569184065,0,0,-0.0321726054235265,0,-0.0814825258240521,0,-0.101543099377629,0.0682085102313178,0,0
X600919.CH.EQUITY,0,0,0,0.0919639071407344,0,0,0.684379459919079,6.93889390390723e-18,-0.0862439012118914,0,0,0,0,-0.174858841575851,0,0,0.279174690460486,0.0973121276870897,0,0,0,0,0,0,0,0,0,0.286149108720512,0,-0.243527447032531,0,0,0,0,0,0.086520442258864,0.00587153251649404,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,0,0,-0.101119740160049,0,0,0.283230861525963,0,0,0,0,0,0.193811955133382,0.130862734459632,0,0,0,0.281642662683624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0839299971751944,0,0,0,-0.113683524367668,-0.0149881917272221,0.321159226782249,0,-0.272049351076229,0,0,0.0781006188593074
X2884.TT.EQUITY,0.138060647649101,0,0,0.172736728790556,0,0,0,0.0325913478944605,0,0,0,-0.0488160789819394,-0.00136819073305327,0,0,0,-0.0253229294938492,0.0497073800247101,0,0,0,0,0,0.108565005732498,0,0,0,0.146898606617188,0,0,-0.272170829396578,0,0,0,0.287173586470245,0,0,0.328750335818968,0,0,0,-0.373140838933411,0,0,0,0,0.312029676600502,0
X600958.CH.EQUITY,0,0,0.105401169418269,0,0,0,0,0,0.0677485878801259,0,0,0,0,0,0,0,0,0,0.0243985798676035,0,0,0,0.0360579680997501,0,0,0,0.215780175495899,0,0,0.0139760101038082,0,0,0,0.0594173245613613,0.154975941352023,0,0,0,0.339637477483174,0,0,0,0,0,0,0,0,0
X2892.TT.EQUITY,0.000686740064762531,0,0,0,0,0.180040627456682,0,-0.0424434316694471,0,0,0,0.165773517622184,0,0,0,0,-0.0813466939174977,0,0,0,0,0,0,0,0,0,0,0,0.0111333873201294,0,0.101449474685281,0,0,0,0,0,0,0.404792631245691,0,0,0,0,0,-0.0173121839634122,0.492791908477782,0,0,0
X000069.CH.EQUITY,0,0,-0.0846385748752402,0,0,0.212515697264177,0,0,0,0,0,0,0,0,0.0933934209432909,0,0,0,0,0,0,0,0,0,0,0.200988578366429,0,0,0,0,0,0,0,0,0.0687266515055938,0.378131305909605,-0.195592946815406,-0.0499888033640592,0,0.00326589778421907,0,0,0,0,-0.0337420900573155,0,0,0
