,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X600000.CH.EQUITY,0,0,0,0,0,0,0.202581720974252,0,0,0.169814584762102,0.394263586407775,0,0.0342693001372469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705520596244999,-0.234662055893768,0,0.0456431995725903,0,0,0,0,-0.00713187473601003,0,-0.092816568048749,0,0,0.238440468176359,0,0.0942439530146574,0
X601601.CH.EQUITY,0,0.136057293340267,0,0,0,-0.12050708344827,0.0243461281943144,0,0.581658909178607,0,0,0.0239538527875669,0,0,0,0,0,0,0,0.00724472744940548,0.0474270956023344,-0.0554432386759041,0,0,0,0,0,0,0,0,0,0,0.0312797183060737,0,0,0,0,0,0,0,0,0,-0.0697836907543016,0,0,0,0,0
X601319.CH.EQUITY,0,0.101754671641613,0,-0.116501145666599,0,0,0,0,0,-0.0819439581421978,0,0,0.212734529005508,0,0,0,0,0,0,0,0.0858972130653503,0,0,0,0,0.29595925126023,0,0,0,0,0.176965878665163,0,0,0,0,0,0,0,0,0.0271103941951611,0,0.0285778626423899,0,0,-0.0849802141764414,0,-0.0384308473213242,0
X11.HK.EQUITY,0.110946115880233,0,0,0,0.182581660634954,0.247702028834165,0.0707790657193004,0,0,0,0.0678269511209155,0,0.0334795117934991,0,0,0,0.245477116444678,0,0,0,0,0,0,0,0,0,0,0,0,-0.0550093544284221,0,0,0,0,0,0,0,0,-0.0835063273242524,0,0,0,0,0.0618208944082973,0.128358047591092,0,0,-0.0113538677304444
X388.HK.EQUITY,0,0,0,0,0.0875242979818221,0,0,0.299663875981911,0,0.0105011229413009,-0.0369997970811874,0,0.226051496326199,0,0,0,0.273985417386173,0,0,0,0.0717771913591368,0.102391595367556,0,-0.121847135831566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942654852098015,0,0,0,-0.0709014943249682,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0.00861164461469304,0,0,0,0,0.108816305311879,0,0,0,0,0,0.559846472310305,0.193996566426136,0,0,0,0,0,0.1064176023145,0,0,0,0,0,0,0,0,0,0,-0.150680885146541,0,0,0,-0.147132272812945,0.128794562132018,0.133677624178999,0,0,0,0,0,0,0,0.230249084204219,0
X600030.CH.EQUITY,0.0399827483652714,0,0,0,0,0,0,0,0,0.00741552751406471,0,0,0,0,0,0,0,0,0.0691379735803436,0,0,0,0,0,0.130062752367155,0,0.265484836784439,0,0,0,0,0,0,0,0,0.357853225229013,0,0,0,0,0,0.232716142887879,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.051473560894127,0,0.198964739712343,0,0,0,0,0,0,0,0,-0.0886455011992194,0.171198276693975,0,0,0.0148166600670165,0,0,0,0,0,0,0.29870010679549,0.151600744334011,-0.0784719420008737,0,0,0,0,0,0,-0.0966651741085169,0,0.225118624947365,0,0,0,0,0,0.0334806575431626,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.104275631287312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501576461481119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0670182882916606,0,0.212054281830755,0,0.109311741522044,0,0,0,0,0,0.117569176145452,0,0,0,0,0,-0.157904705189612,0.332586653909195,0,0,0,0,0,0.277971774491976,0,0,0.127156110861294,0,0,0,0,0,0,-0.0668830631029157,0,0,0
X267.HK.EQUITY,0.0230984126221693,0,0,0,0,0,0,0,0,0.138484587873495,0,0,0,0,0,0,0.453037079177288,0,0,0,0,0,-0.0797921473154853,0,0,0,0,0,0,0.285799542316095,0,0,-0.00453659048992557,-0.191630859479083,0,0,0,0,-0.0202387020247142,0,0.0361128421710229,0,0.139146852209962,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.598970830896055,0,0.0616899505963982,0.207402409116866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.245031432333815,0,0,0,0,0,0.388619948388571,0,0,0,0,0,0.0177180164110311
X601688.CH.EQUITY,0,0.104463710985856,0,-0.0793602027595906,0,0,0,0,0,0,0,0,0,0,0.0423017639252141,0,0,0,0,0,0,0,-0.11439131644604,0,0,0,0,0,0,0,0.171187538332074,0,-0.023791992930085,0,0.0763898094440768,0,-0.0912166631765126,0.225034261154005,0,0.182544285972106,0,0.301224307461826,0,0,0,0,-1.0842021724855e-19,0
X601211.CH.EQUITY,0.0114582450301506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411507066829083,0,0,0.0139912040346454,0,0.022318644127605,0,0,0,0.0640940906865594,0,0,0,0,0,0,0,0,0,0.253765425419124,0,0,0,0.268028752955217,0,0.26246326238303,0,0,0,0.0427575134457612,0.0119863048768859,0
X601336.CH.EQUITY,0,0.00753791063274604,-0.227894307322119,0,0,0,0,0,0.467148812533669,0,0,0,3.46944695195361e-18,0.174593522930652,0,0.1661598765919,0,-1.38777878078145e-17,0,0,0,0,0,0,0.138478395914554,0,0,0.108448385811363,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0692337164720504,0,0,0
X600837.CH.EQUITY,0.0486874096791504,0,0,0,0,0,0,0,0.170870939207351,0,0,0,0,0,0,-0.0392123612161702,0,0.0800009405343051,0,0,0,0,0,0,0,0,0,0,0,0.0685877597886863,0,0.224337896798821,0,0,0,0,0,0.171338933587119,0,0.0313745722861769,0,0.163730253438511,0,0,0,0,0,0
X002142.CH.EQUITY,0,0.455911826916892,0.27033648652087,0,0,0,0.0143029208230546,0,0,0,0,0,0.00493253936631233,0,0,0,0,0,0.315825171662806,0,0,0,0,0,0,0.0900661366776049,0,0,0,0,0,0,-0.127108457590293,0,0,0,0.00417205836135432,0,0,0,0,0,0,0,-0.0617542423579399,0,0,0
X601229.CH.EQUITY,0.443133521805624,0,0,0,-0.0992968176478691,0,-0.0851466949074813,0,0,-0.0611382847663013,0,0.272106157093761,0,0,-0.115636325724968,0,0,0,0.252046531815928,0,0,0,0,0.065518751520617,0,-0.0178121126554225,0,0,0,0,0,0,0,0,0,0,0.284302021298899,0,0,0,0,0.0923359944316324,0,0,-0.0453264236343394,0.194715427317446,0,0
X601066.CH.EQUITY,-0.121774533902468,0,0,0,-0.351446945230693,0,-0.0587208450664166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300134349267784,0,0,0,0,0,0,0,0,0,0,0,0.0129032054142614,0.132217680391681,-0.214771709826678,0,0,0,0,0.0193311604383648,0,0,0.131733259730147,0,0,0
X000166.CH.EQUITY,0.00524242367290833,0,0,0.0190763264805083,0,0,0.0512802424158552,0,0.0581764733771085,0,0,0,0,0.0549869621442816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00542657487347465,0,0.188875025918247,0,0.169301125831861,0,0.206298428166653,0,0,0,0,0,0.264086134434337,0,0
X002736.CH.EQUITY,0,0,0.00819224591656155,0,0,0.036515851056023,0,0.100869570753339,0,0,0.113759666074778,0,0,0,0,0,0,0.342693467712004,0,0,0.0557874565498472,0.0736873401699138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123560948225423,0,0,0.232499782918682,0,0
X2882.TT.EQUITY,0,0,0,0,0.100964624095015,0,0,-0.138718632727851,0,0,0,0,0,0.0329665307484782,0,-0.104964440941972,0,0.0448542755163789,0,0,-4.33680868994202e-19,0,0,0,0.0537004149146089,0,0,0,0,0,0,0,0,0,0,0,0.0592015758807688,0,0,0,0,0.258199188969255,0.0317543117414816,0.00948804009901324,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0.0502691810394812,0,0,0,0,0,0.0531645396783478,0,0,0,0,0.0251324455435246,0.19332690360018,0,0.285758429792045,0,0,0,0,0,0,0,0,0.00940934902021252,0.043012422506191,0,0,0,0,0.460902326620738,0,0,0.0773077175635914,0,0,0,0,0,0.0585584313207204,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0.0790403588742363,-0.357467819680573,0,0,0,-0.193902278971262,0,0.154914977191456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18626844575088,0,-0.114490446684135,0,1.14799519432106,0,0,0,0,0,0,0.106934796765399,0,0,-0.156450917959213,-0.262357186278445,0,0.118344891163221,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873853760100408,0,0,0,0,0,0,0.406144648543069,0,0,0,0,0.0738791156144777,0,0.226241120341211,0,0,0,0,0.00199247133533097,0.0138243094354848,0,0.101455453324539,0,0,0,0.124801166996744,0,0.0259654427622919,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.320837180259652,-0.553989096717597,0,0,0,0,0,0,-0.2230152370792,0.00407390643712922,0,0,0,0.800408523667353,0.030708220715759,0.410785471125959,0.359310472286992,0,0,0,0.259199074021916,0,-0.259949962315856,0.0792917634799688,0,0,0,0,0,0,0.00984821634259777,-0.456244617080082,-0.194018172099632,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0437908057538703,0,0,0,0,0,0,0.121990145144853,0,0,0,0,0,0.170971918623013,0,0.105040368402364,0,0.181694844246598,0,0.0876495598945384,0,0,0.0457653505419364,0,0,0,0,0,0.0396524268241692,0,0,0,0,0,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190076620525141,0,0.324649642666975,0,0,0.5723357944458,0,0,0.139141989209558,0,0,-0.070945037610891,0,0,0,0,-0.0531709412373368,0,0,0,0,0,0,0.0205698680218193,-1.07120834967364,0,0,0,0,0.0796081291192645,0,0,0,0,0
X000776.CH.EQUITY,0,0,-0.0470403744515007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383987100047228,0.207306476317374,0.0308480751172272,0,0,0,-0.0529303610666358,0.203674334964218,0,-0.0854387111646682,0.0555546110812975,0,0,0,0.228516659899302,0,0,-0.000978624629656394,0,-0.0724915994724802,0,0,0,0,0
X2886.TT.EQUITY,-0.308071762218041,0,0,0,0,0,0,0,0,0,0,-0.0837375782600951,0,0,0.0756247412172148,0,0,0,0,0,0,0,0,0,0,0.119779573518576,0,0.0695020775552272,0,0,0,0,0,-0.0992602137137043,0,0,0.165515339813067,0,0,0,0,0,0,0,0,0,0.787618627427157,0
X601881.CH.EQUITY,-0.0742369826301203,0,0,0,0,0,0,-0.164375366876771,0,0,0,0.0595293462611192,0,0,0,0,0.143912787358677,0,0,0.0753676994053004,0,0,0.119073757561188,0,0,0,0.444717354657033,0,0,0,0.152278643461928,-0.155867584170259,-0.0847260440539574,0,0,0,-0.0436103717802697,0,0,0.243501022696927,0,0,0,0.0370333654281,0,0.117064717296498,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0.952701490509179,0,-0.856083849906524,0,0,0,0,0,0,-0.0623659785240789,0,0,0,0,0,0.0959886594461666,0,0,0,0,0,0,0,0.000717203554857982,0,0,0.152895647088399,0,0,0.0536483761941561,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0.362405345715559,0,0,0,0,0,0,0,0,0.165602380196758,-0.0175898400929365,0.131386392849193,0,0,0,0,0,0.388601428667861,0,0,0.326947957771426,0,0,0,0,0,0,-0.083713117877502,0.224776957823617,0,0,0,0,0,0,0,0,0.151867701965594,0,0,0,0,0,-0.521429908419153,-0.208370487303507,-0.132263474911811,0
X2884.TT.EQUITY,0.0976053409047573,0,0,0,0,0,0,0.00919530741444104,0,0,0,-0.0993088357402841,0,0,0.0851928760074789,0,0,0,0,0,0,0,0,0,0,0,0,-0.0802069576461302,0,0,0,0.0523430016116572,0,0,0,0,0,0,0,0,0.423467326814194,-4.33680868994202e-19,0,0,0,0,0.160989161595312,0.380602166292567
X600958.CH.EQUITY,0,0,0.105139004805854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185293076768657,0,0.00643235905836726,0,0.0486330305783808,0,0,0.227723230867254,0,0,0,0,0,0,0.333789340520587,-0.000534886755480064,0,0,0.046115231557143,0,0,0,0,0,0
X2892.TT.EQUITY,0.0257903730210827,0,0,-0.16846022195099,0.123516352545991,0.0734357455931366,0.0787957532929737,0,0,-0.0631480984368739,0,0,0,0,0,0,0.0423788572390314,0,-0.124695731335294,0,0,0.0969699721653443,0,0,0,0.125831241722383,0,0,-0.0371990219788892,0,0,0,0,0,0.152437381397751,0,0,0,0,0,0.580479187395153,-0.129273690810026,-0.0631880574878363,0,0.280831899117578,0,0,0
X5880.TT.EQUITY,0,0,0,0,0,0.141207439307026,0,0,0,0,0.185957949199548,0.278645803702715,0.0503931548951081,-0.214334365289917,0,0,-0.151996962832324,0,0,0,0,0.0504849717421668,0,0,0,0,0,0,0,0.0263979079217838,-0.059923939749612,0,0,0,0,0,0.149379414530722,0,-0.226393043987812,0,0.561555343704603,0,0,0,0.111665105534293,0,0,0
