,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X601788.CH.EQUITY,X600926.CH.EQUITY,X601901.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY
X601398.CH.EQUITY,0,0,0.0976672375275499,0.316084095266448,0,0,0.150747604454321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0330518244976982,0,0,0,0,0,0,0,0.0885420022048981,0,0,0,0,0,0.0917185389156956,0,0,0,0.172934569000571,0,0,0.104785489873598,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0133352065858791,0.0943397711517306,0.0576731315024771,0.0927264504807345,0,0,0,0,0.0910343989111916,0,0,0.0528328684999085,0.20974852929831,0.253538939482781,0,0,0,0,0.0395359518381264,0,0,0,0,0,0,0.05171348473683,0,0,0,0,0,0,0,0,0,0,0,0,0.0184984098791893,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.314717755522469,-0.030029235565758,-0.106617010560678,0,0,0,-0.0182694499536771,0.0271233373045946,-0.163660429799544,0,0,0,0,0,0,0,-0.137472252785592,0.743825301250191,0.126569454006549,0,0.135065853060636,-0.208157999953803,0,0,0,-0.011179040871511,0,0,0,0,0,0,-0.146610727935761,0,0,0,0,0,0,0,0,0,0.0366843448069192,0,0,0,0
X601288.CH.EQUITY,0.372071115009487,0.185589280544003,0.0754918679747139,0,0,0,0.0203488783378434,0,0.0280868008722129,0,0,0,0,0,0.0710623273844757,0,0.0935477032092306,0,0,0,0,0,0,0,0,0.000106452529766113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241786720470266,0,0,0,0,0,0,-0.0599179125675814,0,0.0897552632835554
X600036.CH.EQUITY,0,0.0215699717572054,0.0716445994698227,0,0,0.0761557639775596,0.157780237058884,0.10039172549091,0,0,0,0,0,0.250944113148928,0,0,0,0,0,0,0,0,0.172808283086673,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.238460177192882,0,0,0,0,1.73472347597681e-18
X601628.CH.EQUITY,0.0918591256818694,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.0481351367423402,0,0.140398492367528,0,0,0.117574146337979,0,0,-0.0948523046505275,0,-0.00715839552508976,0,0.212394626427445,0,0.0830055683576075,0,0,0.572408910396867,-0.0123604872647021,0,0,0.0634629869190114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.227917102228181,0,0.0790258436919841,0.181419303718367,0.160148206123124,-0.0572616628823767,0,0,0,0,0,-0.175042623463274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00273911632514803,-0.0406169243997403,0,0,0.194700542800594,0,0,0,0,-0.126512554412094,0,0,0,0,0,0.409826270442071,0,-0.13658829012913,-1.38777878078145e-17,0,0.20260328688031,0,0,0
X1299.HK.EQUITY,0,0,-3.46944695195361e-18,-0.23005214811719,0,0,0,0,0,0.18141454441174,0,0,0,-0.177586690045873,0,0,0,0,0,0,0,0,0,0.419144586456525,0.112077156064755,0,0,0,0,0,0,0,0,0,0.162409973596228,0,0,0,0.102937385123689,0,0,0.025909505471576,0,0,0.0568670658728025,0,0,-0.0571490875337304,0.230114846430324,0.124521682818194
X5.HK.EQUITY,0,0.245316507628874,0,0,0,0,0,0,0,0.00139089444646997,0,0,-0.053557694983622,0,0,0,0,0,0,0.0717483904533281,0,0,0,0.0510502672664004,0.29003245428877,0,0,0,0,0,0.284405091537599,0,-0.210377483114541,0,0,0.364208220239082,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0498923772620327
X388.HK.EQUITY,0,0,0,0,-0.0489061265962273,0,0,0.0394013162331352,0,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.117635342346917,0,0.418996091538662,0,0,-0.0353414388301517,0.0299324635554697,0.268946164978774,0,0.19724255314996,0,0,0,0.103060262774555,0,3.46944695195361e-18,0,0,0,-0.0934138501317948,0,-1.73472347597681e-18,0,0.021925130516938,0,0,0,0,0,0,0.198118019268187,0,0.0083454092159515
