,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,X601916.CH.Equity,X2891.TT.EQUITY,X601881.CH.EQUITY,X601236.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601696.CH.Equity,X601901.CH.EQUITY
X601398.CH.EQUITY,0,0.0865146087605194,0,0.392153692766649,0,0,0.0703694002916275,0,0.251924521017687,0.0097486997010464,0,0.143381241057505,0,0,0,0,0,0.0254398143079889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.381414111399709,0,0,0,0.0751610661453305,0,0,-0.0974718291902585,0,0.0225021815504685,0,0,0.469536186910293,0,0,0,0,0,0,0,0,-0.0155577834480797,0,-0.0265727192806677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0849460692525341,0,0,0,0,0,0,0,0,0.0364829089588545,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0184286870514988,0,0,0,0,0.248795151233436,0,0,0,0,0,0,0,0,0,0.0174690728792237,0.0733681294081552,0,0,0,0,0,0,0.0827889227270885,0,0,1.38777878078145e-17,0.0308436790669078,0,0,0.130924939601572,0,0,0,0,0,0,0,0,0,0,0.295406861824874,0,0
X601288.CH.EQUITY,0.340368349427708,0,0,0,0.324608866893551,0,0,0,0,0,0.0603849091359922,0,0,0.0602568512955307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347419353581426,0,0,0,0,0,0,0,0,0,0,0.13490459374656,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.308300969712608,0,0,0,0,0,0,0.39043577182589,0,0,0,0,0.0879910942705025,0,0,0,0,0,0,0,0.0158345675529639,0,0,0,0.0791900120925776,0,0,0,0.0544344326828232,0,0,0,0,0,0,0,0,0.0120702370147917,0,0,0.00409697193785668,0,0,0,0.105483157677914,0,0
X5.HK.EQUITY,0,0,0.0570066768027162,0,0,0,0,0,0,0.228957833935766,0,0,0,0,0,0,0,0,0,0,0,0,0.390118205514262,0,0,0,0,0,0,0,0.402989789788089,0,0.165295429241721,0,0,0,0,0,0,-0.179802924897294,0,0,0,0.0417918626904452,0,0,0,0,-0.0751254120497231,0.0791766904542449
X600036.CH.EQUITY,0,0,0.0562140944794079,0,0,0,0,0.0618394304253631,0,0.0288765129466676,0,0.378358757905838,0,0,0,0,0,0,0,0,0,0,0,0.178142888402206,0,0.0187202341563242,0,0.0043906631085646,0,0,0,0.00395590879067336,0.00270304214126059,0,0,0,0,0,0,0.166840849614071,0,0,-4.33680868994202e-19,0.0432045263811859,0,0,0.101793225419174,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0933503441662317,0,0,-1.73472347597681e-18,0.208342258783458,0,0,0,0,0,0.0296556775600253,0,0.492756443835178,0,0,0,0,0,0.0699707357950321,0,0,0,0,-0.107307586856447,-0.0323772334321615,0,0,0,0,0,0,0.359582267813286,0,0,0,0,0,0.0863792779615047,0,-0.101133233113916,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190541008402285,6.93889390390723e-18,0,0.212481742355116,0,0.383611977169253,0,0,0,0,0,0,0,0,0.0165434933307275,0,0,0,0,0,0,0,0,0,0,0,0,0.0838703190283699,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255643800624648,0,0,0,0.420261838730322,0,0,0,0,0,0.245899501952623,0,0,0,0,0,0,0,0,0,0,0,0,0.221365074354383,0.211368737116678,-0.514400010641174,0,0,0,0.0727971859091889,0
X601328.CH.EQUITY,0,0,0,0.26569615055974,0,0,0,0,0,-0.0649479005383177,0,0,0.294100527049227,0,0,0,0.177247177371752,0,0,0,0,0,0,-0.0291210846607835,0.0880356666409661,0,0,0.0219189614067809,0,0,0.0261889467958051,0,0,0,0,0.125512217669968,0,0,0,0,0,0,0,0,0,0,0,0,-0.029867311539517,0.0833609263563277
X601166.CH.EQUITY,0,0,0,0,0,0,0.161886361392711,0,0,0,0,0,0.100436756567072,0.0304365652951347,-0.0104205605043066,0,0,0,0,0,0,0,0,0,0.297590057966305,0,0,0,0,0,0,0,0,0,0,0,0.0354663179972491,0,0,0.0329828167382093,0,0,0.0857787254555602,0,0,0,0,0.301434698812733,0.00324139690336835,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0719269201650023,0,0,0,0,0,0.368407965890285,0,0,0,0.164636193889465,0,0,0,0,0,0,0,0,0.0697247202203535,0,0,0,0,0.0773360969850611,0.00785113448319187,0,0,0,0,0,0.111404858674095,0,0,0,0.0484248910290956,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0.0473928583340446,0.473249695055648,0,0,0,0,0,0,0,0.102899747151149,0,0,0,0,0,0,0,0,0,0,0,0.0705808366904455,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.042228833556076,0,0,0,0,0,0,0,0,0,0.103834267030299
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00536642150133247,0,0,0,0,0.278299178419739,0.200767633016093,0,0,0,0,0.00470102428583406,0.0200136330530403,0,0.231871179761865,0,0,0.179349124779124,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.090364176784583,0,0,0.350397517878921,0.0996660114410751,0,0,0.0019934598823496,0,0,0,0,0,0,0,0,0,0,0.131310509918352,0,0.0951334212442828,0,0.0409866015306725,0,0,0,0,0,0,0,0,0,0,0,0,0.0537113692413788,0,0.122113133448931,0.089761352832585,0,0
