,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY,X000069.CH.EQUITY
X601166.CH.EQUITY,0.0974468031788964,0,0,0.253770145779041,0,0,0,0,1.73472347597681e-18,0,0,0,0.317314460281744,0,0,0,0.0453094504682679,0,0,0,0,0,0,0,0,0,0,-0.0766160164706314,0.128518074552837,-0.00696937164923557,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0294989922988045,0,0,0,0,0.0572260639549556,0,0,0,0
X601319.CH.EQUITY,-0.0504262810988236,0,0,0,-0.132433114946651,0,0,-0.0227756069937248,0,0,0,0,0,0.0955660691035487,0,0,0,0,0,0,0,0,0,0,0.143976825724475,0,0,0,0,0,0,0,0.651727469749541,0,0,0,3.46944695195361e-18,0,0.168286145589753,0,0.0687073402860565,0,0,0,0,-0.0547173186777287,-0.0899437655714979,0
X600000.CH.EQUITY,0,0,0,0,0.0439762206658783,0,0,0,0,0.359590409136044,0.420848158235069,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036499197938523,0,0,0,0,0.277869893536501,0,0,-0.075430015585966,0,0,0,0,0.0851070906721199,0
X601601.CH.EQUITY,0,0.117315475700612,0,0,0,0,0.00526684863642084,0,0.569600583400496,0,0,0.0343493127061955,0,0,0.0263849033893034,0,0,-0.0911658931262952,0,0.0665791040654122,0,0,0,0,0,0,0,0,0,0.0640465203459672,0,0,0,0,0,0,0.0120941909658631,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0.0625720919200785,0,0.284343945262235,0,0.287232457489308,0,0,0,0,0,0,0,0,0,0.127316803835922,0,0,0,0,0,0,0,0,0,0,-0.168801050717833,0,0,0,0,0.378396317884651,0,0,0,0,0,0,0,0,0,0.110240968809851,0,0,0,0.038248688511862,0
X388.HK.EQUITY,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0155548706602537,0,0,0,0.210361236013734,0,0,0.656351881225515,0.0157357853737082,0,0,0,0,0,-0.0744107667251345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561682527762219,0,0,0,0,0,0,0.0375619088122977
X2388.HK.EQUITY,-0.0827681467786014,0.32036133198899,0,-0.244501967173257,0.111213107144573,-0.367652314379728,0,0,0,0,0,0,0,0,0,0.387039181810825,0,0,0,0,0,0,0,0,0,0,0,-0.133900922227354,0,0.0315597297040148,0,0,0,0,-0.0438530524174836,0,0,0,0.0581455687968503,0,0,0.0315999475138318,0,0.548140850016268,0,-0.0905300437155521,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0841929445310585,0,0,0,0,-0.00226516700232585,0,0,0,0.158498330299936,0.0951034022927849,0,0,0,0,0,0,0,0,0.0988614977032554,-0.218083605586679,0,0,0,-0.22177279080408,-0.138310552421019,0,0,0,0,0.0127586352921494,0.0647721443016183,0,0.122277589150878,-0.104899942768909,0,0,0.229506311448581,0
X600030.CH.EQUITY,0.0339566686449546,0,0,0,0,0,0,0,0.0364722627580351,0,0,0,0,0,0,0,0,0,0,0,0,0.04751534194615,0,0.174444625271729,0,0.0257155308362869,0.463376372123531,0,0,0,0,0.0296915915104715,0,0,0,0,0,0,0,0.211859404838997,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.00193615346887229,0,0,0,0,0,0,0,0.105241621518354,0.118910058689864,0,0.0179873711783358,0,0,0,0.336422178083179,0,0,0,0.067909643466979,0,0,0,0,0,0,0.0297072601374547,0,0.0570787704901414,0,0,0,0,0,0,0.0846488530939489,0,0,0,0,0,0,0.0488115752521972,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.040351088019951,0,0.120524808892809,0,0,0,0,0,0,0.142779228995702,0,0,0.105190560939018,0,0,0.29014897103815,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.138571937804477,0,0,0.233143601338087,0,0.0948373144924033,0,0,0,0,0.0196186880831464,0.0293876543310536,0,0.138795087005726,0,0,0,0,0,0,0,0,0,0,0.020593342698108,0,0.118468979202803,0,0,0.0679395302075309,0,0,0,0,0,0,0,0,0.0291381224331987,0,0,0,-2.16840434497101e-19
X601818.CH.EQUITY,0,0,0,0.233480302109852,0.00343513026212535,0,0.175349062849103,0.0392826978915867,0,0,0,-0.079926660658214,0,0,0,0.0147318453023258,0,0,0,0,0,0,0,0,0,0,0,0.0699047460226474,0,0,0,0,0,0,0,0,-0.0241285111194281,0,0,0,0,0.439610487444238,0,0,0,0.12571039046418,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0520018387600713,0,0.179188476823103,0,0,0,0.0414641788414309,0,0,0,-0.0773303439979006,0,0,0,0,0,0,0,0.0794507372597728,0,0.0285945172920727,-0.0121054371428594,0,0,-0.0589698130872818,0.330215778421843,0,0.219624677430759,0,0.273649288277445,0,0,0,0.00709872053703522,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,0,0.0642421045792878,0,0,0.228278031142449,0,0.128657025016542,0,0,0,0,0.100620399750775,0,0,0,0,0,0,0.0580181885547431,0,0,0,0.154507159008905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136772830277335,0,0.122438605174767
X601211.CH.EQUITY,0,0,0,0,0,0,0.0140820732451661,0,0,0,0,0,0,0,0,0,0,0,0.331624510364648,0,0.021839225605832,0,0.0377187962848619,0,0,0,0,0.0164506499852807,0,0,0,0.0536600223510982,0,0.0160047013049487,0,0.200135601992224,0,0,0,0.240758294475287,0,0.0820755421181909,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0.159446349381459,0,0,0,0,0,0,0,0,0,0.152281000210351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131340461535957,0,0.0106222976308704,0.00480340256005281,0,0,0,0.331502685845425,0,0.110625202795141,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23107768978471,0,-0.0643557799078193,0,0,0,0,0,0.212226592703394,0,0,0,0,0,0,-0.216051915028435,0,0,0,0,0,0,-6.93889390390723e-18,0.480089637245121,0,0,-0.0804130889737495,0,0,0,0,0,0,0
X601229.CH.EQUITY,0.41858404544126,0.227536067314911,0,0,-0.0011503028851502,0,0,0,0,0,0.126068068015256,0,0.0475969695928737,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0690272860330842,0,0.0156054564120068,0,0,0,0,0,0.151182477303409,0.152683302033083,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0.229095739343812,0.238446221753427,0,0,0.0652599355656556,0.161664031205974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071227141771054,0,0,0.200340314816807,0,0,0,0,0,0,0,0,-0.110595541546518,0,0,0,0,0,0,0,0,0,0,0,-0.122004565552198,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,-0.0829740110573069,0,-0.0286823878058061,0,0,-0.00714827330610204,0.0618802702603393,-0.0165653898249779,0,0,0.139030199344456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10546887747749,0,0,0,0,0,0,0.0465571097817362,0,0.182786476712541,0,0,0,0,-0.173353896642765,0,0
X600015.CH.EQUITY,0,0,0.078554744680315,0,-0.344255545124324,0,0.308710062246251,0,0,0,0,-0.0350809721026251,-0.283105563493493,0,0,0,0,0,0,0.121119963346204,0,0.492004679417707,0.0600156456052746,0,0,0,0,0,0,0,0.268345886582819,0,0,0,0,0,0,0,-0.226596097887233,0,0,0,-0.0767252287093585,0,0,0,0,0
X000166.CH.EQUITY,0,0,0,0.0489314554928622,0,0,0,0,0,0,0,0.0916647761589685,0,0,0.136651619571931,0,-0.0295486603593961,0,0,0,0,0,0,0,0,0.00483378189536729,0,0,0,0,0,0,0,0,0.0674439705432078,0,0,0.519323040563437,0,0.294709028566329,-0.0166825541394067,0.0183222710094508,0,0,0,0,0,0.00696854309431774
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0424144080915729,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406156506319176,0,0,0,0,0,1.08449503528145,0,-0.00376684781697353,0,0,0,-0.139553451568512,0,0.0366863875240847,0,0,0
X002736.CH.EQUITY,0,0,0.0138802823780323,0,0,0.0236786742708619,0,0.0690914651414631,0,0,0,0.0294545213421569,0,0,0,0,0,0,0.358369248836692,0.0281206901762691,0,0,0,0,0,0,0,0,0,0.0382753623411896,0,0,0.0907706659145973,0.0778343115571595,0,0,0,0.16797221030182,0,0,0,0.0319450055229336,0,0,0.215078847625745,0,-0.0133577655810145,0
X600999.CH.EQUITY,0,0.0121754916176733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629501529012685,0,0,0,0,0,0,0,0,0.411221161521443,0,0.0449258037299679,0.0207469374274724,0,0.00670359639820124,0,0,0,0.230833501615721,0,0,0.275778731538971,0,0.0689007454286311,0,0,0,0,0,0,0.00755244256122853,0
X2881.TT.EQUITY,-0.128102653111152,0,0,0,0.197700114186188,0,0,0,0,0,0,-0.230690564606993,0,0,0,0,-0.0930438587951408,-0.06482697056863,0,0,0,0,0,0,0.696961101425542,0,0,0,0.317990759523781,0.398039071620233,0,0,0,0.543826386918602,0,0,0,0,0,0,0,0,0,-0.265318837535373,0,0,0,-0.828298710466505
X300059.CH.EQUITY,-0.031603251622094,0,0,0,0,0,0,0,0,0,0,0.00404405214744255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190669157035593,0,0,0,0,0.556002817805034,0,0,0,0.0120188988731605,0,0,0,0,0.224707806794376,0,0,0,0,0,0
X2886.TT.EQUITY,-0.248851030582738,0,0,0,0,0,-0.0969313090769861,0,0,-0.248596204023326,0.382284641114619,0,0.0310466137080281,0.154686056899922,0.234477174267138,0,0,-0.0630358238033061,0,0,0,0,0,-0.173107916075832,0,0,0,0,0,0,0,0,0,0,0,-0.0302883242398416,0,-0.0676504655727537,0,0,0,0,0,0.0187464821675528,0,0.0673148411827453,0.417843405560782,0
X000776.CH.EQUITY,0,0,0,0,-0.0498345878870442,0,0,0,0.0230312371769592,0,0,0,-0.0864268191349134,0,0,0.0225371385803227,0,0,0,0,0,0,0,0.353131801282463,0.0267969766038581,0,-8.67361737988404e-19,0,0,0,0,0,0.454507478900177,0,0,0,0,0,-0.0187990159115055,0,0,0,0,0.154158740885316,0,0.041140511428282,0,0.120367972127163
X2891.TT.EQUITY,0,0,0,0,0.00498658166799106,0,0,0,0,0,0,0,0,0,0,0,0,0.165981575119769,0,0,0,0,0,0,0,0,0,0,0.152173874260945,0,0.203473821585022,0,0,0,-0.0103001303295838,0,0.120613049463655,-0.784466069288379,0,0,0,0,0,0,0,0,0,0
X601881.CH.EQUITY,-0.0860525978494453,0,0,0,0,0,0,-0.165920128262425,0,0,0,0,0,0,0.0359049455501417,0,0,0,0,8.67361737988404e-19,0.0909029587904291,0,0.110211506072251,0,0,0,0.463822826544141,-6.93889390390723e-18,0,-0.0307722305239305,-0.0707894822436441,0,0.342563649881304,0,0,0,-0.103695258289724,0,0.126464935047182,0,0,0,-0.0816993023071988,0,0.145633580299496,-0.0823143760067995,0,0
X600919.CH.EQUITY,-0.0406160549339795,0,0,0.0876354829248171,0,0,1.20975558605825,-0.130823967021535,-0.302411765007858,0,0,-0.196634070012579,0,0,0,0,0.216737745212698,0.158487879418881,0,0,0,-0.252033146027354,0,0,0,0,0,0.298106616184151,0,-0.260624401598328,0,0,0,0,0,0.142648412541867,0,0,0,0,0,0,0,0,0,-0.0326118634937505,0,0
X601009.CH.EQUITY,0.0732804286855135,0,0.032332010629813,0,0,0,0,-0.0673372629163886,0,0,0.299025046030825,0,0,0,0,0,0.3504480977284,0.104022325053602,0,0,0,0.105199449785829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0400471852392463,0,0,0,-0.134643313418429,-0.0530150814191374,0,0,0,-0.136670467014583,0,0.16970643878263
X600958.CH.EQUITY,0,0,0.106740046498047,0,0,0,0,0,0.099243893929511,0,0,0,0,0,0,0,0,0,0.040216116608381,0,0,0,0.0303256744871294,0,0,0,0.175648075671084,0,0,0,0,0,0,0,0.0782682317181088,0,0,0.422065215669881,0,0,0,0,0,0,0,0,0,0
X2884.TT.EQUITY,0.0740351719255655,0,0,0.100226753729802,0,0,0,0,0.0976180840642044,0,0,0,0,0,0.174639672546319,-0.0359168040583482,0,0,0,-0.097096730961819,0,0,0,0,0,0,0,0.249859473148819,0,0,0,0,0,0,0.159280069197136,0,0,-0.185939445979923,0.229646065082487,0,0,-0.212562435372239,0,0,0,0,0.372205157258013,0
X2892.TT.EQUITY,0,0,0,0,-0.00418387537366917,0.159359352316819,0,0,0,-0.0878068791445698,0,0,0.11401519943749,0,0,0,0,0.0113159273890749,0,0,0,0,0,0,0,0,0,0,0.0334737194012138,0,0.15688091676864,0,0,0,0,0,0,0,0.359446770410361,0,0,0,-8.67361737988404e-19,-0.0767146282245563,0,0.571733005677248,0,0
X000069.CH.EQUITY,0,0,-0.064996641710034,0,0,0.32436589055295,0,0,0,0,0,0,0,0,0.0546231100625866,0,0,0,0,0,0,0,0,0,0.146852713237298,0,0,0,0,0,0,0,0,0,0.0118571388349063,0.309263055731118,-0.0880750165957267,0,-0.0487351697887779,0.0609701165329133,0,0,0,0.0892924760382749,0,-0.166862632339655,0,0
