,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600919.CH.EQUITY,X300059.CH.EQUITY,X601881.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X601901.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY
X601998.CH.EQUITY,0,0,0,0.128948371022876,0,0.00928422809774761,0,0,0,0.412739315525543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229706235869043,0,0,0,0,0,0,0,0.0511830686549999,0,0,0,0,0.00740085254776637,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.133009098935172,0.124735460938633,0,0.194504398286343,0,0,0.119253912508852,0,0.0144655975721561,0,0,0,0.0391815195453594,0.0129358631945795,0,0,0,0,0.056827581448699,0.11980096988342,0,0.0158207568076949,0.204208994601129,0,0,0,0,0,0,0,0.0176063832372939,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0114372754113764,0,0,0,0,0,0.0541935457783989,0,0,0,0,0,0.0831349970458362,0.422921482537577,0.0982392852989957,0,0,0,0.00599036418990667,0,0,0,0.121034171076683,0,0.0308887366524093,0,0,0,0,0,0.148884628310808,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0.160817017557692,0,0,0,0,0,0,0.0572084948231392,0,0,0,0,0,0,0,0,0,0,0.241891805358673,0,0,0,0.264820444922486,0.0147795169794885,0,0,0,0,0,0.00977361113870643,0,0,0,0,0,0.0429863592406356,0,0,0,0
X601818.CH.EQUITY,0,0.0579680873338337,0,0,-0.0856887588944963,0,0.249323729009214,0,0,0.306855382340968,0,0,0,0,0,0,0.00593459382657716,0,0,0.254436396882929,0,0,0,-0.0266388224197702,0,0,0,0,0,0,0.0375889962317813,0,0,0,0,0,0,0,0,0.0180895289566671,0.0128045843662945,0,0.0971120822429668,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.0120064205150274,0,0,0,0,0,0.422504906959686,0,0,0,0.0690514706424866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187702216605381,0,0,0,0,-1.38777878078145e-17,0,-0.110175685380734,-0.0140937519818557,-0.191229912355896,0.222278939811748,0,0,0,0,-0.0979775856939913,0.147403759551454
X601688.CH.EQUITY,0,0,0,0.0534842475307788,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.211397335166452,0,0,0,0,0,0.0792769710247262,0,0,0,0,0,0.0170685573074338,0.163171079105646,0,0.233458120983838,0,0.0498127996667976,0,0,0,0,0.0829538386806899,0,0.0276637263062418,0.103878994237703,0.000980091946772578,0.0153496470612991
X601211.CH.EQUITY,0,0,0,0.0490687685350877,0,0,0,0,0,0,0,0,0,0,0,0.0373058862386809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226262205396197,0,0.0567262240230264,0,0.107875684203251,0.103546289594592,0.342667847507453,0,-6.93889390390723e-18,0,-0.0330674531074435,0.0139293465044936,0,0,0,0,0.134290841097043,0,0.0906911606048918
X601336.CH.EQUITY,0,0,0,0,0,0,0,0.0986365817612429,0.139584786265355,0,0,0,0,0,0,0,0.0996371546271487,0,0,0,0,0.433255859181144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190918932956692,0.115351299844675,0,0,0,0,0
X601229.CH.EQUITY,0.184988910420807,0,0.0335482521582243,0,0,0,0.0789713052656568,0,0,0.0719480793121124,0,0,0.208223015454442,0,0,0.033768726211489,0,0,0,0,0,0,0,0,0,0.0430731172171604,0,0,0,0,0,0.193643091883465,0,0,0,0.165311547498972,0,6.93889390390723e-18,0,0.0868155911316799,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0.155506626906826,0,0,0,0,0.107918688176581,0.180200257374034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357576202746867,0.258607871491233,0,0,0,0.0958757784680164,0.0501288327588516,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548755801190298,0,0,0,0,0.261173196983414,0,0,0,0,0,0,0,0,0,0.0335856289958195,0,0,0.104219890180364,0.104606998633235,0.232134197583136,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0765792695347477,0,0,0
X002142.CH.EQUITY,0,0.125015110750606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465692768360693,0,0,0.0107681154529573,0,0.1223114192508,0,0,0.106371577411776,0,0,0,0,0,0.192824103967298,0,0,0,0,0,0,0,0.322747546606022,0,0,0,0
X600015.CH.EQUITY,0.0556480086152787,0,0,0,0,0,0.237676337583714,0,0,0,0,0,0,0,0,0,0,0,0.397295818644741,0,0.020032467269453,0,0,0.314209934397142,0.0784304910874728,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04507005642384,0,0,0,0,0,0,0,0,-0.055220497267281
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165724728197803,0,-0.304873229352596,0,0,0,-0.0928196361164242,0,0,0,0,0,0,0,0,0,0,0,0,0.0649321745759655,0,0.910011690478062,0,0,-0.156029221227816,0,0,0,0,0,0,0.00450891021000112,0.297686791935702
X000166.CH.EQUITY,0,0,0,0,0,0,-0.0541691310516355,0,-0.103034004018113,0,0,0.039032740700361,0,0,0,0,0,0,0,0,0,0,0,0,0.000600607962296704,0.273785478610129,0,0,0,0,0,0,0,0,0.0735246930492411,0,0,0.476555568249589,0,-0.0153635806631955,0,0.0601479389479721,0,-0.0324836075324327,0.089170452275299,0.202199572357421,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880451381480772,0,0,0,0,0,0,0,0,0,-0.0907082241110569,0,0.0872515515009675,0,0,0,0.241150788863621,0,0,0,0,0,0,0,0,0,0,0,0.155533571611369,0.0499150704919746,0.0549864621965909,0.392755426905994,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.00366498706436201,0,0,0,0.375122440870266,0,0,0,0,0.228556730957744,0,0,0,0.0864973601474436,0,0,0,0.102918602180273,0.0140316071023251,0,0,0.17628637863544,0,0,0,0,0,0,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0.0845777180298674,-0.15856363121743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918067176489953,0,0,0,0,0,0,0,0,0.881714245948035,0,0,0,0,0,0,0.0550968454961698,0,0,0,0,0,0,0.0127740320538702,0
X000776.CH.EQUITY,0,0,0,0,0,0,-0.0723172933714113,0,0.0778502176971511,0,0,0,0,0,0,0,0,0,0,0,0.0274320631897408,0,0,0.0481011133352809,0.219484393413335,0,0,0,0,0.0743503411319314,0,0,0.0405347326518858,0.050315058240539,0.0154528195656097,0.477014446937519,0,0,0,0.0312949908149408,0,0,0,0.10048324598641,0,0,0,0
X2886.TT.EQUITY,0,0,-0.237698993355676,-0.112923471913774,0,0,0,0,0,0,0,0.196894756049031,0.222682939119679,-0.019529622872972,0.00936095892723832,0,0.203399527754198,0,0,0,0,0,0,0,0,0,-0.0282546771085636,0,0,0,0,0,0,0,0.131887301997203,0,0.25614069529589,0,0,0,0,-0.362083550630809,0,0,0,0,0,0.334785965071656
X2891.TT.EQUITY,0,0,-0.212244159134168,0,0,0,0,0,0,0,0,0,0.206595443876278,0,-0.198235987158267,0,0,0.525667970708438,0,0,0,0,0.048828754629115,0,0,0,0,0,0,0,0,0,0,0,0,-0.233692263465276,0.19247268598827,0,0.235314370395309,0,0,0,0.136707074307465,-0.00528949435390825,0,0,0.0352842702213909,0
X600919.CH.EQUITY,0,0,0,0,-0.0185354940156189,0,0,0,0,0,0,-0.133352515460251,0,0.0745307154882802,0,0,0.202759797850643,0,0.0559644128504013,0,0,0,0.304757095821857,0,0,0.186424151833185,0,0,0,0,0,0,-0.0756827044883122,0,0,0.16295222761106,0,0,0,0,0,0,0,0.230021146799405,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,-0.0251718237881965,0,0,0,0,0,0,0.228734658459919,0,0,0,0,0.196356718799104,0,0,0,0.339252054855704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.184817685323951,0,0,0.24357978549674,-0.0135837720372063,0,0.0536911730553059,-0.0677016463755636,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234102457088624,0.0543243816733402,0,0,-0.00693103073941463,0,0,0,0,0.0094136461275903,0,1.73472347597681e-18,0,0,0,0,0.197184765882431,0,0,0,0,0.0379114708651267,0,0,0,0.0415636906574023,0,0,0.20853987134992,0,0,0.0295910154118,0.393427706789417,0,0
X601009.CH.EQUITY,0,0.0096811085200665,0.198170136346732,0,0,0,0,-0.1577327479157,0,0,0.196866426765807,0,0,0,0.103666871153756,0,0,0.138010289158738,0,0,0,0,0,0,0,0,0,0,0,0,0.133052636799604,0,-0.0711808314648549,0,0,0,0,0,0,-0.0659394585553171,0.447215492850234,0,0,0,0.01691305848812,0,-0.0757688205570522,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393075423532808,0,0.673995124353025,0,2.16840434497101e-19,0,0,0,0,0,0.105196843304766,0,0,0,0,0,0
X601901.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0471346936252835,0,0,0,0,0,0,0,0,0,0,0.168627864269849,0,0.107885914526055,0,0,0,0,0,0.220526446609871,0.0314623728860723,0,0,0.217772571024383,0,-0.0848618969933229,0,0.12818721459972,0.0710530813880392,0,0.0644568436661657,0,0,-0.095209049665622
X2884.TT.EQUITY,0,0,0,0,0.0280413301583497,0,0,0,0.072847750706691,-0.0175064429535186,-0.0844971867080074,0,0,0,0,0,0,0,0,0,0,0,0,0.124485135552892,0.0377168822033485,0,1.73472347597681e-18,0,0,0,0,0,0.0770653562969074,0,0,0,0,0,0,-0.0236190181461504,0,0,0,0,0,0,0,0.444088621423646
X2892.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.268992881938819,0,0,0,0,-0.379497517058854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301184028873251,0,0,0,0,0,0,0,0.288802756234841,0,-0.135027613286693,0.236926251207165,0.132910091231476,0,0,0,0.211552978313503,0
