,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601901.CH.EQUITY,X601009.CH.EQUITY,X601788.CH.EQUITY,X601696.CH.Equity,X600958.CH.EQUITY
X601166.CH.EQUITY,0,8.67361737988404e-19,0,0.159348104640481,0,0,0,0,0,-0.104186620975225,0,0.101671463592823,0.48780720051986,0,0,0,0,0,0,0,0,-0.0297986679813607,0,0,0,0,0.193464290752036,0,0,0,0,0,0,0,0,0.239265133593323,-0.0524290360583411,0,0.115659396509963,0,0,0,0,0,0.0846741968135002,0,-0.0214415856759405,-0.021801604239693,0,-0.152974781943267
X601658.CH.Equity,0,0,0,-0.283322561200968,0,-0.034509030635542,0,0.12909546873503,0,0,0.37393903044807,0,0,0,0,0.150876370044812,0,0,0.19876677713137,0,0,0,0,0,0,-0.1617329202517,0,0,0,0,-0.080065945646318,0,0,0,0,0,0,0,0,0,0.311666900937875,-0.102039932393023,0,0,0.180266020849037,0,0.152383932556224,0,0,0
X000001.CH.EQUITY,0,0,0,0.148121245551928,0,0,0.0165557753729997,0,0,0,0.284806369377125,0,0,0,0.195297429691022,0,0,0,0.0545264839448116,0,0.161132517056562,0,0,0,0,0,0,0,0,0,0,-0.221499011857803,-0.00731816284515619,0,0,0,0,0,0,0,0,0,-0.0653778094782257,0,0.266667737869807,0,0,0,0,-0.0837370125045678
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00680386138506362,0,0,0,0.0539991022364383,0,0,0,0,0,0,0.0266656072023335,0,0.239929034679622,0,0,0.088669034386087,0.0267052293286584,0,-0.0171046712463222,0.111708057301587,0,0,0,0,0.00582193077798803,0.043200150233549,0.0242245635190053,0,0,0,0,0.00636006813319043,0.11520790220718,0.018500666722775,0.197659800127195
X601601.CH.EQUITY,0,0.550617056853023,0,0,0,0,0,0.063414067461771,0,0,0,0,0.060436033004498,0,0,0,0,0,0.0342291064268644,0.0694960618982303,0,0,0,0,0.033178021280834,0,0,0,0,0,0.0221580433760506,0,-0.0742813739115187,0,0,0,0,0,0,0,0.032000238389466,0.00870825975661296,0,0,0,-0.15293332565194,0,0.116298119016305,0.120098799959177,0
X601328.CH.EQUITY,0,0,0.100316669166914,0,0,0,0,0.0987007376032041,0,0,0,0.143361124243917,0,0,0,0,0,0.264795283997956,0,0,0.00361046487715884,0.103422316929793,0.144761894786015,0,0,0,0,0,0.0837101786364681,0,0,0.0295917507770106,0,0,0,0,0,0,0,0,0.133729768882769,0,0.0215561887401681,0.0777835365888178,-0.0248085460740447,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0464871242008242,0,0,0,0.0184243913674429,0,0,0,0,0,0,0.263721212920578,0,0,0,0,0,0,0,-0.14653563551388,0,0.134913810476847,0,0,0,0,0,0,0,0,0.0254266902744482,0,0.0481450320966106,0,0,0,0,0,0,0,0,0,0,0.167280537116302,0,0.220815610077479,0,0
X600000.CH.EQUITY,0,0,0,0.137223542171567,0,0,0,0,0,0,0,0.0350821508575389,-0.00660440001874516,0,0,0.464224840383028,0,0,0,0,0,0,0,0.0178634974163968,0,0,0,0,0,0,0,0.045136484565018,0,0,0,0,0,0.101552166444007,0,0,0,0,0,0,0,0,0.0665345485451297,0,0.0255029236534263,0
X300059.CH.EQUITY,0,0,0,-0.0284244219747131,0,0,0,0,0,0.0996310765604422,0,0.0381854608430774,0,1.73472347597681e-18,0.104817387230739,0,0.227822099980439,0,0,0,0,-0.0718880479893584,0,0,0,0,0,0,0,0,0,0,0,0,0.495110142378334,0,0.0686385224016877,0,0,0,0,0,0,-0.0527959285727582,0,-0.0103739480197414,0,0,0,0.0447905252591108
X601319.CH.EQUITY,0,0.163347218880304,0.130559893289623,0,0,0,0,0,0,0,0,0,0,0.258123051033433,0,0,0,0.0377672406820184,0,0,0,0,0,0,0,0,0,0,0.0302892502457057,0,0.0988285568736251,0,0,0,0,0,0,0,0,0.0122231026078262,0.0859626380346889,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.0298364348117023,0,0,0,0,0,0,0,-0.0203460535116479,0,0.172084608668339,0,0.136294904394008,0,0,0,0,0,0,0,0,0,0,0.0906086896501645,0,0,0,0,0,0,0.122476510670058,0,0,0,0,0,0,0,0,0,0,0,0,-0.0432789202785488,0.194224882291957,0,0,0.00547603072237194,0.0787211749653164,0
X11.HK.EQUITY,0,0,0,0,0,0,0.0389678434291316,0,0.565498625638224,0,-0.0574576452987264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118134389388283,0,0,0.00864299780784577,0,0,0,0.210076270527566,0,0,0,0,0,0,0,0,-0.198137591398524,0,0.11198382158128,0,-0.017123114213264,0.0317001025061251,0,0,0.0474767478073141,0
X600016.CH.EQUITY,0,0,0.084008136191503,0,0,0,0,0,-0.0195747033809524,0,0,0,0,0,0,0.212055209700317,-0.00214893179291025,0,0,0,0,0,0,0.0260267619984479,0,0,0.0764643556637935,0.50362806235471,0.0631272702353676,0,0.0492235626953269,0,0,0,0,0,0,0,0,0.42621659335945,0,-0.483864226739571,0,0,0,0,0,0.024364402411249,0,0
X601998.CH.EQUITY,0,0,-0.0574545990436582,0.0940200855673576,0,0.0326632303621892,0,0.488501730290839,0,0.0437142362432105,-0.0251249781310865,0,0,0,0,0,0.145959434463766,0.185280723046714,0,0,0,0.0703456238735893,0,0,0,0,0,0,0.0655385197094327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212913672029982,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.287170980507104,0,0,0.031848692178007,0,0,0,0,-0.127506937666394,-0.377681571917575,0,0,0,0.289375925224957,0.0497866909922432,0,0,0,0.141308562198639,0.0212160108635008,0,0,-0.0379575137273136,1.73472347597681e-18,0,0,0,-0.0797209118718573,0,0.203446302783257,0,0.14976569511888,0,0,-0.00522673940933439,-0.0578003641905397,0,0.0361839446413098,0,0,0,0
X600999.CH.EQUITY,0,0,0,0.162862594640431,0,0.0411643753250017,0,0.0672321316380882,0,0,0,-0.0829235192973109,-0.0763300306081512,0,0,0,0.102563472990863,0,0,0,0,0,0,0,0,0,0,0.300050312512057,0,0,0,0.0906086357343361,0.158944342743434,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0853546406886787,0,0
X601818.CH.EQUITY,0,0.288299185819362,0,0,1.73472347597681e-18,0,0,0,0,0,0.162245243168793,0,0,0,0,0,0,0,0,0,0.252518941347006,0,0,0.234339411883792,0,0,0,0,0,0,0,0,0,0.111936283935595,0,-0.0208352200003879,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,-0.00748329051383979,0.129588246588789,0,0,0,0,-0.0513636020992438,0,0.392677731485424,0,0,0,0,0,0,0,0,0.27890801024509,0,0,0,0,0,0.349343019723391,0,0.0129671411290796,0,0,0,0,0,0,0,0,0,0,0,-0.120708551763797,0,-0.117341966879919,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0.0376067301233536,0,0.0570456155733257,0,0,0,0,0,0,0,0,0.00655908409614775,0.174011525143039,0,0,0,0,0,0,0,0,0,0.0706391336899157,0,0.437969602593908,0,0,0,0,0,0.0182156180270401,0,0,0.0512594699578134,0,0,0,0,0.123994432240077,0,0,0,0,0,0,0,0.0454994874270723
X600837.CH.EQUITY,0,0,0,0,-0.0309637473750041,0.0604184321798134,0,0,0,0,0.110845136539874,0,0,0,0,0,0,0,0,0,0,0,0.150454727009587,0,0,0,0,0,0,0,0,0.0704543359038293,0,0,0,0,0.100030858849701,0,0,0,0.0989766360826002,0,0,0,-0.169366460881294,0,0,0.146898831104911,0,0.187682927407945
X601336.CH.EQUITY,0,0,0,0,0,0.102960211958712,0.478389393895113,0,0,0.0732284951663759,0,-0.08066777361909,0,0,0.101490660703759,0,0,0,0,0.277667185082441,0.00938731806423476,0,0,0,0,0,0,0,0,0,0,0,-0.00982731165859121,0,0,0,0,0,0,0,0.0924411206566684,0,0,0,0.117840166420024,3.46944695195361e-18,0,0,0.0749556345715026,0
X267.HK.EQUITY,0.153227148851367,0.0474804193218936,0,0,0,0.0378497477023997,0.036585000354712,0,0,0,0,0,0,0,0.0223299367749639,0,0,0,0,-0.157565083519169,0.163661651609667,0.158841108696024,0,0,0,0.333134799357194,0,0,0,0.124636905804435,0,0,0,0,0,0,0,0,0,0,0,0,0.033736210495863,0,0,0,0,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.214094304186025,0,0,0,0,0,0,0,0,0,0,0,-0.215869040416993,0,0,0,0.237660929527186,0,0,0.122215424730471,0,0,0,0,-0.0712607575594071,0.0995935339966607,0.142567115412041,0,0,0,0,0,0,0,0,0,0.0952565099638392,0,0,0,0
X2882.TT.EQUITY,0,0.000449404243061901,0,1.73472347597681e-18,0,0.105363044869602,0,0,0,0,0.0400770304517158,0,0,0,0,0.075573464205704,0,0,0,0,0,0.139517635594309,0,0,0,0,0,0,0,0.0113660910375696,0,0.0143417642823561,0,0,0,0,0,0,0.426885961187143,0,0,0,0.228048900656669,0.0282398298569677,0,0,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0126293354196321,0,0,0,0,0,-6.93889390390723e-18,0,4.33680868994202e-19,0.113321519933859,0.111000270827807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118735761679879,0.095712799636459,0,0,0,0.00136268638567738,0.22600035105661,0,0,0,0,0,0.10290496254065,0,0.185735650217838
X600918.CH.Equity,0,0,0,0,0,0,0,0,0,-0.150261068647302,0,0,-0.00460880883782206,0,0,0,0,0,0,0,0,-0.00600205374728838,0,0,0,0,0,0,0.3191483056724,0,0,0,0.0109710973839587,0,0,0,0,0,0,0,0,0.0487055521379832,0,0,0.0933517475246008,0,0,0,0.194217359461437,0.0735485824034453
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.085433220922563,0,0,0.00879836360084426,0,0,0,0.0581998083425246,0,0.241625444110525,0.0446507478858611,0,0,0,0,-0.127581369972663,0,0,0,0.226876283872529,0,0,-0.0303789318106911,0,0,0.167191320259512,0,0,0,-0.0133124738984781,0,0,0.00839822204400819,0,-0.089907342438563,0,0,0,0.0392630897843775,0,0
X601229.CH.EQUITY,0,0,0,0,0,-0.000785856818175696,0,0,0.14453852646034,-0.00393040829422974,0,0.154377162613813,0.00112450747713062,0,0,0,0,0,0,0,0.118596474952881,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0658847520864267,0,0,0,0,0,-0.0669403080922818,0.452344792400412,0.4732041793185,0,0
X2881.TT.EQUITY,0,0,0.177590356386493,0,-8.67361737988404e-19,0,0,0,0.273620885213963,0.0446553966373822,0,0.0778447902123958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121542835715092,0,0.345260908182275,0,0,0,0,0,0,0,0,0.344076498855072,0,0,0.025240633700873,-0.103794389799108,0,0,0
X601169.CH.EQUITY,0,0.131997215318633,0.0399852922199245,0.188454137821609,0,0,0,0,0,0.0585352929342004,0,0,0,0,0,0,0,0,0,0.0480581042242638,0,0,0.733202037628901,0,0.21234701699683,0,0,0,0,0,0,-0.163073118643236,0,0,0,0,0,0,-0.132495708414847,0,0,0,0,0,0,0,0,0.0145604868421149,0,0
X600015.CH.EQUITY,0,0,0.0976888835755178,0,0,0,0,0.0883105293441487,0,0,0,0.168198066389901,0,0.106767443850297,0,0,0,0,0.0568590804279369,0.0655404585582744,0.0590644332008733,0,0,0,0,0,0,0,0,0.0405611912778614,6.93889390390723e-18,0,0,-0.0352307310579029,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.281505588111881,0,0.131915316959639,0
X601881.CH.EQUITY,0,0,0,0,0,-0.0378445619147379,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.00792224668205146,0,0,0,-0.0448859599542577,0,0,0.298852755111089,0.14594145951017,0,0.0412552194394956,0,0,0,0,0.18905251357945,0,0,0.0317628797718122,0,0,0,0,0,0,0,0,0,0,0.353065498800181
X2886.TT.EQUITY,0,0.0500899229438301,0,0,0,0.104672894209575,0,-0.0787139900912213,0,-0.117719080971379,0,-0.00483342574795118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227566106701885,0.277461377186727,0,0,0,0.171763799040298,0,0,0,0,0.344438322381863,0,0,0,0,0,0
X2891.TT.EQUITY,0,0,0,0,0,0,-0.115221352612143,0,0.156939956342255,0,0,0,0,0,-0.139032001138689,0,0,0,0,0,0,0,0,0.20034736884266,0,0,0,0,0,0.113531579009453,0,0,0,0.243852304839431,0,0,-0.000982227295639258,0,0.403702299999931,0,0,0,0,0,-0.125866139209466,0,0,0,-0.152740450295026,0
X600926.CH.EQUITY,0,0,0,0.102069520344215,0,-0.115810737671718,0,0,0,0,0.219247194502331,0.099876267156129,0.0717924031592919,0,0,0,0,0,0,0,0,-0.14447118119655,0,0,0,0,0,0,0,0,0.244257518253022,0,0,0,0,0,0,0,0,0,0,0,0,-0.0899934208785226,0,-0.125812786810704,0.0942642152031851,-0.153539245058655,0,0.17911749446745
X601901.CH.EQUITY,0.280356830433903,0,0,0,0,0,0,0,0,-0.0429910819526454,0,0,0,0,0,0,-0.0599316809294904,0,0,0,-0.274370631535122,0,0,0,-0.145335250137377,0,0,0,0,0,0,-0.0330685833872297,0,0,0.0582325971673742,0,0,0,0,-0.04315633501226,0,0,0,0,0.000550975137535708,0,0.086672388763536,0,0.373993095853959,0
X601009.CH.EQUITY,0.105624912312238,0,0,0,0.0893355229911965,0,0.130689722935061,0.00463753489862636,0,0,0,0,0,0,0.00992738047079808,0.0176110631866292,0,0,0,0.0412091666189328,0,0,0,0,0,0,0.120163786797071,0,-0.161803581483808,0,0,0,0,0,0,0,0,0.252357860417623,0,0,0.353956364656156,0,0,0.00895933061059526,0,0,0,0,0,0
X601788.CH.EQUITY,0,0,0,0,0,0,-0.277178545420391,-0.148922045720161,0,0,0,0,0,0.140475266657962,0,0,0.0403387488500248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474688977111127,0,0,0,0.11573997338443,0,0,0,0,0,0,0.320167354988009,0.260916823503846
X601696.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0805953242765669,0,0,0.0732655121369945,0.0881756057794756,0,0,0,0,0,0,0,0,0,0,0,0.0197746485516059,0,0,-0.0929133111542535,0.267927410224493,0.535278149532707,0,0,0,0,0,0,0,0,0.0195754379998232,0,0,0.00324581415602616,0,0.0956049615091577
X600958.CH.EQUITY,0,0,0,0,0,-0.100554244680717,0,0,0,0,-0.101556979606823,-0.0448353864281958,0,0.127547365292636,0,0,0,0,0.108464287898025,0,0,0,0,0,0,0,0,0,0.194937573963687,0,0,0,0,0,0.173113094319113,0.0383029301688313,0,0,0,-0.0389563967958491,0,0.326408682789373,0,0,0,0,0,0,0,0
