,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.250787937724856,0,0,0,0,0,0.305864840613627,-0.192957712585234,-0.0629894814722433,0,0,-0.217418587500396,0,0,0,0.860615425856501,0,0,0,-0.15514465968373,0,0,0,0,0,-0.0411550138573701,0,0,0,0,0,0,0,0,0.027140196830926,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.134497213922268,0.203238078884968,0.0279998142478101,0,0,0,0.0893007453022974,0,0,0.0567687398670988,0,0,0,0,0,0,0,0.176557184668649,0,0.208868995978781,0,0.0981182495143908,0,0,0.0357851498040426,0,0,0,0.0296441451994849,0,-0.0429235885937135,0,0,0.00384105764039035,0,0.125778613275149,0,0,0,0,0
X601939.CH.EQUITY,0.481397652628561,-0.077480175056029,0,0,0,0,0,0,0,0.0104951474825051,0,0,0,0,0,0,0,0,0.0848421732598289,0,0,0,0,-0.0861340232884973,0,-0.203552666936211,0.0361840803398534,0,0.493043148198417,0,0,0,0,0,0,0,0,0,0,0,0,0.221969466631945,0,0.000907361655125885,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.746381118464969,0,0,0,-0.335453670893692,0,0,-0.114778781838981,0,0,0,0,0,-0.384307240171248,0,0,0,0,0,0,0,0,0,0,0.00867583951384943,0.414796578982908,0,0,0,0,-0.0153527131391207,0,-0.0283498632605462,0,0,0,-0.496547798097424,0
X5.HK.EQUITY,0,0,0,0,0,0.132628329084267,0,0.172465313197893,0,0,0,0,0,0,0,0.0512925255485994,0.0884029340149288,0,0,0,0,0.073866004114266,0,0,0,0,0.301336508729123,0,0,0,0,0,0,0,0,0,0.10419565138939,0,0,0,0.105833430157555,0,0,0,0.0734555360447033,0,0,0
X601988.CH.EQUITY,-0.20001537351733,0,0,0,0.50729708094624,0,0,0,0,0,0,0,0,0,0,0,0,-0.250646189554002,0,0,0,0.394442694678206,-0.236833077141012,0,0,0,0,0,0,0,0,0,0,0,0.168258524346529,0,-0.0963715055604639,0,0,0,0,0,-0.0411361138309373,0,0.0629997645301901,0,0.328379308769861,0
X600036.CH.EQUITY,0,0.026129881308185,0,0,0,0,0,0,0,0.483573372206299,0,0.191849062471096,0.151847735336197,0.0235111557655087,0.0368150545466919,0,0,0,0,0,0,0,0.0580146591361121,0,0,0,0,0,0.0293847040728787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265806089222,0,0,0,0,0.150761792768197
X1299.HK.EQUITY,0,0,0,0,0.420792106428528,0,0,0,0.0681583520307218,0,0,0,-0.0269316269550427,0,0.0774715037122244,0,0.235846869927621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00444645949717773,0,0.052496856372909,0,-0.06076515128491,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.154842895817118
X601628.CH.EQUITY,0,0.255847739705326,0,0.0817519692518739,0,0,0,0,0,0,0,0,0,0.193858936798438,0,0,0,0,0,0,0,0,0,0,0.108070443297363,0.0326618979942821,0,0.0911191975057058,0,0,0.188163647705845,0,0.199268449053725,0,0,0,0,0,0,0,0,0,0,0,-0.0131915680567507,0,0,0
X601328.CH.EQUITY,0,0,0.127250279705395,0,0,0,0.417106140144219,0,0,0,0,0.219326982714823,0,0,0,0,0,0.185512551193115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115122981091393,0,0,0,0,0,-0.195366964630332,0,0,0,-0.193564354668923,0,0,0.167563447868523,0,0,0
X601166.CH.EQUITY,0.0539023510628358,0,0,0.27132131561996,0.0543156528402369,0,0,0,0,0,0,0,0.345771727672798,0,0,0,0.0156860938911476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188994956062497,0,0,0,0
X601319.CH.EQUITY,0,0.152565019934994,0,-0.0792973478511397,0,0,0,0,0,-0.055824514839265,0,0,0,0.404962320996811,0,0,-0.0553292454106796,0,0.107747633418396,0,0,0,0,0,0.198452223500555,0,0,0,0,0,0,0,0.0187819373037504,0.114443528994191,0,0,0,0.109847941552036,0,0,0,0.0812760408973272,0,0,0,0,-0.16995643452822,0
X600000.CH.EQUITY,0,0,0.0288360634003253,0,0.0166360378986677,0,0.197625210745814,0,0,0.0413195285548783,0.579574388127316,0,0,0,0,0,0,0,0.074647561361161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258322927907537,0,0,0,-0.144663873563178,0,0,0,-0.144381615459149,0.0435293377272271,0
X601601.CH.EQUITY,0,0.035176885224079,0,0,-0.0559006291615845,0,0.0147426992049692,0,0.571772326452053,0,0,0,0,0,0,0,0,-0.0777689551680873,0.0787079268463495,0,0,0,0,0,0,0,0,0,0.0516231248445161,0,0,0,0,0,0,0.0591882800300508,0.00520788557122361,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.242313069904676,0,0,-0.0271568443216294,0,0,0,0,0,0,0,0,0.473820152378752,0,0,0,0,0,0,-0.12246118114032,0.127083727764043,0,0.134653961797585,0,0,-0.0241513947738638,0,0.0102996847083261,0,0.213833205430313,0,0,0,0,0,0,-0.0185877904577581,0,0,0.0992273044794355,0.154627490592805,0,0,0
X388.HK.EQUITY,0,0,0,0,0.0867264829757903,0,0,0.263511198328291,0,0.0223481978701408,0,0,0,0.217742893189018,0,0,0.494952764377425,0.0642128693632427,0.042421107109162,0,0,0,0,-0.260212057490953,0.0942023240934054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747302480997541,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0.292051677491798,0,0,0.216159721543555,-0.172427482105494,0,0.00744026426516331,0,0,0,0,0,0,0,0.0949809500457977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0485970825490144,0,0,0.762101119361912,0,0,-0.0351340802358264,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0833720283383242,0,0,0,0,0,0,0.35899994688172,0,0.0503292357789994,0,0,-0.289471439947604,0,0,0,0,0.17403602183257,0,-0.0506958858451281,0.0632104971747165,0,0,-0.0418284414972742,0,0,0,0,0,0,0,0.0909106387817337,0,0.0737743916068558,0,0.0936211139083834,0,0.0324449740490916,0
X601998.CH.EQUITY,0,0,0,0,0.13514963446102,0,0,0,0,0,0,0.141652220540426,0.143630113309684,0,0,0,0,0.232787577397692,0,0,0,0,0,0,0,0,0.063597266296078,0,-0.0386850124122561,0,0,0,0,0,0,0,0,0,0.334385814724864,0,0,0,0,0,-0.090416455140616,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.173990504104513,0,0,0.0610418762163081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437977188664978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0.0350128757166799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100547972851268,0,0,0,0.116604713538525,0,0,0,0.129095104627449,0,0.207251674514407,0,0,0,-1.73472347597681e-18,0,0,0,0.361786822700404,0,0,0,0,0,0.268435544029979,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.192475248170139,0,0,0,0.139886829619143,0,0,0.100603704625077,0,0.124727695846473,0,0,0,0.00830855928293978,0.0678822963296037,0,0,0,0,0,0,0,0,0,0.138384905431852,0,3.46944695195361e-18,0,0,0,0,0,0,0.0939463251820018,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.227314920186127,0,0,0.188096252991625,0,0,0,0,-0.0688567641600961,0,0,0,0.00654315102766367,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12765483797873,0,0,0,0,0,0,0,0,0,0,0,0.413068793461933,0,0,0.160295393806851,0,0,0
X601688.CH.EQUITY,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195198722374094,0,0,0,0,0,0,0,-0.12842314399749,0,0,0,0,0,0,0,0.0745564207232462,0,0,0,0,0,-0.0841226177455084,0.00357190352555392,0.287137696523637,0.216005957389235,0,0.381799056405532,0,0,0,0,0,0.0238844914163676
X601336.CH.EQUITY,0,0,0,0,0,0,-8.67361737988404e-19,0,0.131655820363269,0,0,0.236629235391301,0,0,0,0,0,0,0,0,0.121514133799604,0,0,0,0,0.121541994949892,0,0,0.135041163309607,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.00452841467439197,-0.159289550553109,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0.0208189488959768,0,0,0,0,0,0,0,0,0,0,0,0,0.0514704170853114,0.0557695702417865,0,0,0,0,0,0,0.145420533955274,0,0,0,1.73472347597681e-18,0.0179748853267477,0,0,0.178607976943626,0,0,0.0402787127769141,0.355077573311525,0,0.0693268347883748,0.0200910243376691,0,0,0.0827556079421529,0,0
X601229.CH.EQUITY,0.388337301160401,0,0,0,-0.0751661954388424,0,0,0,0,-0.055207953147927,0,0,0.152033142126324,0.0348161432863743,-0.0521779581413978,0,0,0,0.278030988434582,0,0,0,0,0,0,0,0,0.0342829959779189,0.293086581130517,0.0274464143228956,0,-3.46944695195361e-18,0,0,0,0,0.142319613817838,-0.12455960897554,0,0,0,0.0815974059041229,0,0,-0.0245810888471683,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0.0537816816925222,0,0.0241272562061477,0,0,0,0,0.00115485629068783,0,0.0518145841700265,0,0,0.10946811113508,0,0.0139998893614393,0,0,0,0,0,0,0.0294468617623707,0,-4.33680868994202e-19,0,0.243181018025776,0,0,0,0,0,0,0,0.0791704521908533,0,0,0,0,0,0
