,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X601788.CH.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,X601696.CH.Equity,X601916.CH.Equity,X601236.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY
X601658.CH.Equity,0,0,0,0.219707174316187,0,0,0,0,0,0,0,0,0,0,0,0,0.130072271888889,0.141728783628887,0,0,0,0,0,0,0,0,0,0,0,0.188323081780438,0,0,0,0,-0.0216820446673594,0,0,0,0,-0.0149004500807987,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.137050047285102,0,0,0,0,0.0328078010226095,0,0,0,0,0.0283984621361647,0.187930262767506,0,0,0,0,0,0,0,0,0,0,0,0.567338567908572,0,0,0,0,0,0,0.0369841854563924,0,0.00253813652464714,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.249934254724482,0.0148245135076305,0,0,0.0154500980084605,0.0269962461878105,0,0,0.20438891439519,0,0,0,0.0707349934256002,0,0.0721460258051213,0.104819954543231,0,0,0,0,0,0.011773870659564,0,0,0,0,0,0,0,-0.00692147553765746,0,0,0,0.0219410563827269,0,0.272257007895561,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.0754813065326038,0.0308099286914834,0,0,0,0,0.559416996522204,0,0.167825066974146,0,0,0,0,0,0,0,0,0,0.0228264731058522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.118468987661675,0,0.019594979825145,0,0,0,0,0,0.00992533677185507,0,0.0379891002810195,0,0,0,0,0,0.377760824631909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162306935148666,0,0,0.0202803315186946,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0.0231036550271577,-0.0833310877588616,0,0,0,0.0159185230717253,0,0,0.642058001337139,0,0,0,0,0,0,-0.0619296410216469,0,0,0,-4.33680868994202e-19,0.102652505107494,0,0,0,1.38777878078145e-17,0.190691404631651,0,0,0,0,0,0.0174276735502997,0,0,0,0,0,0,0.0269719306563923,0,0,0,0,0,0.0687278811271137,0,0
X601319.CH.EQUITY,0,0,0,0.184139559761504,0,0,0,0,-0.0234040041669069,-0.0469124774157824,0,0,0,0,0,0,0,0,0.127450626751135,0,0.097494281820459,-0.0101565168748775,0,0,0,0,0,0.255825566563023,0,0,0,0,0.129830292307481,0,0,0,0,0.190179048830593,0,0,0,0,0,0,0,-0.105354107003892,0,0,0,0
X000001.CH.EQUITY,0,0.0400943508862208,0,0,0,0.0319624657859228,0.0389934496428051,0,0.0599259954006547,0,0,0,0,0,0,0,0,0,0,0,0.0967397736328751,0.0641389838614985,0,0,0,0,0.336420919011033,0,0,0.129596445204652,0,0,0.0708992196715087,0,-0.0296065674485507,0,0,0,0,0,0,0,0,0,0.0637998304623237,0,0,0,0,0.0392976687765129
X601601.CH.EQUITY,0,0.592568603033511,0,0,0,0,0,0,0.0272415358708992,0.151568679744536,0,0,0,0,0,0,0,0,0,0,0,0.164095497574054,0,0,0,0,0,0,0,0.214249349573312,0,0,0,0.149585689585066,-0.126190370332311,0,0,0,0,0,0,0,0,0,0.0176729149775203,0,0,-0.0342156195552087,0,0
X600016.CH.EQUITY,0,0,4.33680868994202e-19,0,0,3.46944695195361e-18,0,0,-0.00835436822440891,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387960121106176,0,0,0,0,0,0,-0.187716246839446,0,0,-0.109947832548715,0.222298042799366,0,-0.338481450351357,0,0,0,0,0.724108711957037,0,0,0,-0.0952986483594028,0
X601998.CH.EQUITY,0.226981121909073,0,0,0,0,0.0352698201732144,-0.0162775255592288,0,0,0,0,0,0,0,0,0,0,0.0289363710192393,0,-0.0566634028304862,0,0,0,0,0,0,-0.0243864162348213,0,0,0,0,0,0,0,0,0,0,0.255203150599664,-0.0389703224904182,0,0.511672172194201,0,-0.0522705991766433,0.152150594266999,-0.0774795587324094,0,0,0,0,0
X11.HK.EQUITY,-0.0306569822433827,0,0,0,0,0,0,0.251649198108111,0.255816115842059,-0.130856042681675,0,0,0,-0.0912526008949253,0,0,0,0,0.00808060196409891,-0.0616414243658117,0,0,0.24566794885283,0,0,0,0.172764287092372,0,0,0,0.0208393819576352,0,0,0,-0.0235854110275852,0,0,0,0,0.0762959246707705,0,0,0,0,-0.0367524289039019,0.138189088282227,0,0,0,0
X2388.HK.EQUITY,0.0670713844533652,0,0,0,-0.169192302344909,0,0,0.438308464155624,0,0,0,0,0,0,0,0,0,0,0,0.0106574384774975,0,0.449051419517138,0,0,0.0513243033682307,0,0.12346598409181,0,0,0,0,0,0,-0.0190450289636824,0,0,0,0,0.0703185931520186,0,0,0,-0.0623262058099026,0,-0.0064236171231738,0,0,0.231043250365702,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.22702132564976,0,-6.93889390390723e-18,0,0,0,0.165477669822268,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.213744265172592,0,0,0,0.0086496796943854,0,0,0.123514419916127,0,0.0606294676062882,0.00328106754520062,0,0,0,0,0.0761820909278767,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0.174975165410162,0.093673675906908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682240125654346,0.0886060296217759,0,0,0,0,0,0,0,0,0,0,0,0,0.358034938568811,0,0,0,0,0,0,0,0.144230659788797,0.0314343323553387,0
X601818.CH.EQUITY,0,0,0,0.200313004955873,0,0,0,0,0,0,0,0,0,0,0.0222983850608262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068400342294493,0,0,0,0,0,0.114076405666934,0,0.0398985785703896,0,0,0,0,0,0.121866140744007,0,0.00314621222163364,0
X002142.CH.EQUITY,0,0,0,0,0,0,0.603685496090383,-0.0459823832538767,0,0.0634778548645666,0,0,0,0,0,0,0,0,0,0.16095949649481,0,0,0,0,0,0,0,0,0,0.211631753407227,0,0,0,0,-0.00756004965507289,-0.0556957171646467,0,0,0,0,0,0,0,0,0,0,0,-0.127606521916615,0,0
X601688.CH.EQUITY,0.0366396174292119,0,0,0,0.0657081517643266,0,0,0.0130432238089589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235927915236788,0,0.516293738581065,0,0,0,0,0.0363003156331473,0,0.188582885957729,0,0.0160566566381565,0,0,0,0,0,0,-0.0742880661020386,0.0204795615538757,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0.00308068068358094,0,0,0,0,0.0890065504214659,0,0,0,0,0,0,0.105639986758964,0,0,0,0.0573862287708886,0,0,0.558697057737396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884350785397904,0,0,0,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000388040118589041,0,0.591278778129112,0,0.131583032198715,0.0376200939194643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160221379592741,0,0,0.113673136623195,0,0,0,0.0743981476831628
X600837.CH.EQUITY,0,0,0,0,0.0719796396328879,0,0,0,0,-0.0249088075273855,0,0.0568769806440408,0,0,0,0,0.0108567351470898,0,0,0,0,0.0818510248392277,0,0,0,0,0,0.457692584924404,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0229598415256807,0.22286677364487,0,0,0,0,0,0,0,0,0.118786012283434,0,0
X600999.CH.EQUITY,0,0,0,0,-0.19092889540947,-0.0934298684993429,0,0,-0.096082481203592,0,0,0,0,0,0,0.328468971404448,0,0,0,0.038183123594665,0,0,-0.0184570395261259,0,0,0,0,0,0,0,0,0,0,-0.144382013252715,0,0,0,0,0,0,0,0,0,0,0,0.028699057641839,0,0,0.668419321061029,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,-0.00879549010302604,0,0,-4.33680868994202e-19,0,0,0,0,0.0393926665656198,0,0,0,0,0,0,0,0,0,0,0,0.0609769735496871,0.122737288956109,0.35350112256288,0,0,0,0.00569356210533125,0,0,0,0,0,0,0,0.0294036335461283,0,0,0,0.177988239314722,0.283664741872826,0,0
X2882.TT.EQUITY,0,0,0,0,0,0.0241363143179204,0,-0.326962594547045,0.314386013917094,0,0,0,0,0,0,0,0,0,0.169829931189055,0,0,0,0,0,0,-0.112397897820125,0,0,0,4.33680868994202e-19,0,0,0.0178380856635427,0,0,-0.00825810342986573,0,-0.0154619552815132,0,0,0,0.843942085558487,0,0,0,0,0,0.0161840987172506,0,0
X600918.CH.Equity,0,0,0,0,-5.42101086242752e-20,0,0,0,0.0613621000481338,0,0,0,0,0,0,0,0,0,0,0,-0.082935304004261,0,0,0,0,0.0488107441273417,-0.18554522048228,0.199621000749709,0,0.224915288329072,0.0655577184089718,0,0.0411039323764772,0,0,0.0700975962121853,0,0,0,0.0750032068973378,0,0,0.0459339971732755,0,0,0.0653475934406661,0,0,-0.0727264595126179,0
X601229.CH.EQUITY,0.372329642786866,0,0.413639482608892,0,0,0,0,0,0.18055270774266,0,0,0,0,0,0.032869278660295,0,0,0,0,0,0,0,0,0,-0.153995163508224,0.143063353084148,-0.0373360601642006,0.00343718110426705,0,0,0,0,0,0,0.0788956851087096,0,0,0,0,0,0,0,0,0,0,0,-0.456214278209226,0,-0.074604784216079,0
X002736.CH.EQUITY,0,0,0,0,0,0.0645300376323788,0,0,0,0.0362757950125164,0,0,0,0,0.206907210044726,0,0,0,0,0,0,0,0,0,0,0,0,0.393448122938643,0.0551382172146845,0,0,0,0,0,0,0,0,0,0,-0.0318510460137349,0,0,0,0,0,0,0,0.210078315075678,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,-0.0110364932495695,0,0,0,0,0,0,0,0,0,0.389617289218078,0,0,0.269524794874347,0.0717812528978009,0,0.00217563811044952,0.0173356691246054,0,0,-0.119910935978625,0.41628803027425,0,0,0,0.0197675323523361,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0.0218402057148446,0,0,0,0.0129120899002631,0,0
X601881.CH.EQUITY,0.0108368702499531,0,0,0,0,0.0979650370592187,0,0,0,0,0,6.93889390390723e-18,0.093978817144791,0,0,0,0,0,0.0253334155392243,0,0,0,0,0,0,0,0,0,0,0,0.132126795822061,0,0.461798892556951,0,-0.00760293914137055,0,0,0,0,0,0,0,0,0,0,0,0.0447413361685665,0,0,0
X2886.TT.EQUITY,0,0,0,0,0,0,0,0.0917764618758246,0.00696458267950518,0,0,0,0,0,0,-0.00758596406159573,0,0,0,0,0,0,0,0.0455280423364718,0.0624114963120953,0,0,0,0,0.129210370288399,0,-0.159376820245885,-0.138064992158362,0.0669467700222623,0.108883184792023,0,0,0,0,0,0,0.240986125970917,0,0,0.340886543776275,0,0,-0.0216220690423267,0,0.131567749677787
X601169.CH.EQUITY,0,0,0,0,0,0.745974028333045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0737258125401506,0,0,0,0,0,0,0,0.0185662197797808,0,0,0,0,0,0,0,0.0877256892064543,0,0,0,0,0,0,0,0,0,0,0,0,0
X2881.TT.EQUITY,0.207874443040339,0,0,0,0,0,0,0.251333440081787,0,0,0,0,0,0,0,0,0,0,0.00595910415886598,0,0,0,-0.239383887361858,0,0,0,0,0,0,0,0,0,0,0.863968152898976,-0.0944095303407345,0,0,0,0,0,0,0,0.0472170112449598,0,0.0804613499192718,0,0,-0.0370784242179504,0,-0.0872256721157494
X601788.CH.EQUITY,0,0,0,0,0,0,0,0,0.111869720368427,-0.0141581878390014,0,0,0,0,0.0816664548864608,0,0,0,0,0,0,0,0,0,0,0,-0.346796811266313,0,0,0,0,0,0.542585412586922,0.0283957229887475,0.100411872888408,0,0,0.184226355240942,0,0,0,0,0,0,0,0.070602992137759,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,-0.047229444313613,0,0,0.0623082008362263,0.0276726515357556,0,0,0,0,0.0274716094286707,-0.188476185056943,0.291458522244847,0,0,0,0,0,0,0,0,0,0.027161241206347,0,0,0,0.0376979138621062,0.02943641424337,0.078146068305453,-0.00481128398509202,0.0757479811101196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113541641161541,0.68272445062266
X2891.TT.EQUITY,-0.017590313021058,0,0,-0.169591594612406,0,0,0,0,0,0,-0.0428546529472614,0,0,0,0,0,0,0,0,0.518656549926896,0,0,0.042449551673911,0,0.15060823476426,0,0.130173076080344,0,0,0,0,0,0,0,0,0,0,0,0,0.543172243561279,0,0,0,0,0,0,0,-0.0874797414503629,0.130446434679482,-0.283671208701279
X601696.CH.Equity,0,0.141053762525606,0,0,0,0,0,0,-0.0372225390322758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920980048154282,0,0,0,0,0,0,0,0.0920880817052595,0,-0.0412227022562118,0,0,0,0.310376780437041,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.331201318750499,0,0
X601916.CH.Equity,0,0,0,0.583448386036353,0,0,0,-0.103071780669882,-0.209528857315093,0.1250190762056,0.146231965596367,0,0,0,0,0,0.0618626558420216,0.144345292711023,0,0,0,0,0,0,0,0,0,0,0,0.116841285926835,0,-0.04555444233385,0.0612880455196032,0,0.0656925466610483,0,0,0,0,0,0,0,0.0364193200162122,0,0,0,0,0,0,0
X601236.CH.EQUITY,0,0,0,0,-0.0496738503386797,0,-0.0411333495784349,0,0,0,0,0,0,0,0,0.10864923433532,0,0,0,0,4.33680868994202e-19,0,0.210156313887028,0.205767024262359,0,0.11485003935106,-0.0622865109191287,0.263528794812611,0,0,0,-0.0901294582679754,0.111133007375451,0,0,0,0.0452051580442824,0,0,0,0.0550471379367365,0,-0.0435792187407978,0,-0.153948182543298,0.218795111247974,0,0,0,0
X2884.TT.EQUITY,0.0306094265676664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17053550927866,0,0,0,0,0,0,0,0.367540499980745,0,0,0,-0.115448189895214,0,0,0.969605428333539,-0.34831084011218,0.000770621923146309,0,0,0,0,0,0.0978152130253044,0,0,0,0,0.212074865298714,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,0,0,0.011619252877647,0,0,0.0577756613801761,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100277949414537,0,0,0,0,0,0,-0.0810413438762109,0,0,0,0,0,0,0,0.0361471532297741,0,0,0,0.859973984345415,0,0,0,0,0,0
