,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X601788.CH.EQUITY,X601696.CH.Equity
X601398.CH.EQUITY,0,0,0.266271830567513,0,0.0559325643641446,0,-0.0297831921413228,0.474963513146901,0,0,0,0.0700811421715565,0,0,0,0,0,0,0,0,0.107373441253038,-0.0146924002623638,0,0,0.00965471223275152,0,0.0141696765583991,0,0,0,0,0.0896866972468247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.138713122703907,0,0.168223378273145,0,0,0,0.1687347458998,0,0,0,0.0735422270001593,0,0.0743484255486317,0,0.0733025295444841,0,0.0288618785077402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234671190747385,0,0,0,0,0,0.0839849945632618,0,0,0,0.0869133964180765,0,0,0,0
X601939.CH.EQUITY,0.540166855481306,0.318126690540234,0,0,0,0,0,0.178975371492191,0,0,0,0.0405880310533405,0,0,0,0,0,0,0,-0.186547862479815,0,0,0,0,0,0.103496770201414,0,0,0,0,0,0,-0.304583863611908,0,0,0,0,0,0,0,6.93889390390723e-18,0.0721821672302961,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.550965082297885,0,-0.0206482207097991,0,0.035206974213043,0,0,0,0,0,0,0.0212950165329698,0,0.109007050896283,0.00336302409597477,0,0,0,0.196479520177893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00881653441114797,0,0,0,0,0,0.035099196554877,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.162937019952589,0.0378378814201299,0.121870135618074,0.0585853794133764,0,0,-0.137618022484213,0.109190626145925,0,0,0,0,0,0,0,0.139015515883869,0,0,0,2.16840434497101e-19,0.149824173393514,0,0,0,0,0,0,0,0,0,0,0,-0.052761129367913,0,0.338262108025074,0,0,0,0,0.0895131700933226,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.0589335231558273,0,0.155984363322187,0,0,-0.234010147585506,0,0.145866235433118,-0.138453112289801,-0.0534757985485193,0,0,0,0,0,0,0,0,0,0.21409121903691,0,0,0,0,0,0,0,0,0,0.307010850830338,0,0,0,0,0,0,0,0,0,0.192511668438685,0,0,-0.0602227741574526,0,0,0,0,0
X601628.CH.EQUITY,0.114879182546819,0,0,0,-0.105512765799328,0.0527161951068827,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.187857048615971,0,0,0,0,-0.0884898414831093,0,0,0.568595143980615,0.063159601220186,-0.126396995978564,0,0,0.026727425943422,0,0,0,0,0,0,0,0,0,0,0,0.0438348518366554,0,0,0,0,0
X601988.CH.EQUITY,0.274657894864566,0,0.0252947996662578,0.386784712952221,0.0333486809057222,0,0,0,0,0.173582756332824,0,0,0.146053342619288,0,0,0,0,0,0,-0.0296531048274169,0.0811792334777672,0.106074453720841,0,0,0,0,0,0,0,0,0.0428884290377661,0,0,0,0,0,0,0,0,0,0.046782287735228,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.102254464811096,0,0,0,0,0.0352084366932885,0,0,0,0,0,0,-0.101691829978871,-0.0378555317494247,0,0,0,0.332748704457519,0,0,0.309945000235248,0,0.196714560633703,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300301006914521,0,0,0,0,-0.173067156080537,0.0243151871323112,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.0294100261390814,-0.142757494592967,0.0118034425073191,-0.158881882456443,0,0,0,0,0,0,0,0,0,0,0,0,0.659797319068722,0,0.0589620346989641,0,0,0,0,0,0,0,0,0,0,0.0940613621395825,0.0782421881638032,0,0,-0.253920896753646,0,0.116568755118603,0,0,0,0.123690563176425,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.127623217696625,0,0,0,0,0,0.034831070428602,0,0,0.0337232219285986,0.141569285247987,0,0,0,0,0,0,0,0,0,0,0.00592081662524334,0.169358497538133,0.397998536329535,0,0,0,0,0.00827796050674431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.0625495841513258,-0.311596428987774,0,0,0.0607258285736676,-0.042897618302879,0,0.341830251198606,0,-1.73472347597681e-18,0,0,0.13377892923314,0,0,0,0.140613057672582,0,0,0,0,0,0,-0.119141971576374,-0.0989516414457056,0,0,0,0,0,0,0,0,0,0,0,0,0.343228745841376,0,-0.0890780162017225,0,0.205103844434334,0,0.182092748790031,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0978073440863665,0.252776143702873,0,0,0,0,0,0,0,0,0,0,0.0356343920965343,0,0,0.451663442272465,0,0,0,0,0,0.0026518630644062,-0.0418147127860575,0,0,0,0,0,0,0,0,0,0,0,-0.118658540792682,0.33169229898895,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0115919038953215,0,0,0,0,0,0.144323671734153,0.0590631896113765,0,0,0,0,0,0,0,0,0,0,0.407165236058637,0,0,0,0,0,0,0,0,0,0,0,0,0.143226542431437,0,0,0,0,0,0.113658998863849,0.115781965295815
X601601.CH.EQUITY,0,0.48625428643787,0,0,0,0,0,0.123655623718327,0.0620604664877288,-0.0415539501389228,0,0,0.199073341434146,0,0,0,0,0,0.244221114718442,0,0,0,0,0,0,0,0,0,0,0,-0.0496322075675973,0,0,0,0,0.0267331941425916,0,0,0,0,0,0,0,-0.0731408667802754,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0828340849965929,0,0,0,0,0.0505596423882082,0,0,0,0.161390935839945,0,0,0,0,0.213396394784452,0,0,0,0,0,0.128906916851897,0,0,0,0.0168663789746941,0,0,0.0787726857874433,0.106798238512635,0.0932088409533064,0,0,0,0,0,0,0,0,0.0406106493518842,0.0153733965977385,0,0.104470486081024,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.196271307307027,0,0,0.101791168681656,0,0,0,0,0,0,0,0,0,0,0.29988267487949,0,0,0,0,0.149825518061683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373403201383845,0,0.0270762452579673,0.0233859226687171,-1.0842021724855e-19,0,0,0,0,0,1.73472347597681e-18,0,0,0.0192509285118438
X601066.CH.EQUITY,0,0,0.065814874207755,0,-0.0367445556462741,0,0.0926630318958916,0,0,0,0,0.0190886878776858,0,0.342204998748317,0,0,0,0,0,0,0.111091642189387,-0.180816949088686,0,-0.0316887743161921,0,0,0,0,0,0,0,0,0,0,0.165403876864577,0,0,0,0,0,0,0,0,0,-0.0303920021432356,0,0,0,0.19637213020366,0
X601319.CH.EQUITY,0,0.186319416775703,3.46944695195361e-18,0,0,0,0,0,0.0195565610750282,0,0,0,0,0,0,0,0,0,0,0.0928506215190094,0,0,0.0282744232887844,0,0,0,0,0.108052525634162,0,0,0,0,0,0,0.114647080876349,0,0,0,0,0.0896317033182364,0.0104528069643566,0,0,0,0,0.114016219979468,0.178515825961244,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0.0422731920401885,0,0,0.0878108651096978,0,0.0352047511655096,0.0247695636716683,0,0,0,0,0.19331491692855,0,0,0,-0.0251158693090097,0,0,0,0,0,0,0,0,0,0,0,0,0.597691422885811,0.103255375257357,0,0,0,0,0,0,0,-0.0970473749529022,0.00268611306871788,0,0,0,0,0
X601998.CH.EQUITY,0,0,-0.060307893175361,0.375109562877479,0.110081956034923,0.108765818269189,0,0.0870075164780455,0,0,-0.177480656653552,0,0,0,0,0,0.0295907043657443,0.23653249526104,0,0,0,0,0,0,0,0.455737064955287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423044870843067,0,0.0855280127416141,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.0686292570256744,0.699835263581592,0.0605729008248566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283851343185649,-0.0290824956646768,0,0,0,0,0,0,0.132847339641096,-0.101679358965905,0,0,0,0,0,0,0,-0.0948146514184336,0.160635557056079,0,-0.0324266367597709,0,0,0,0.0530682610651091,0,0.0287128801703936
X600016.CH.EQUITY,0,0,0,0,0,0.0173726732101164,0.0981466240709115,0,0,0,0,-0.14709937800375,0,0,0,0,0.227645229239052,0,0,0,0,0,0,0,0,0.0638226528629289,0,0,0.0556152652748941,0,0,0.18053229920416,0,0,0,0,0,0,0,0.352217049585079,0,-0.154983868311686,-0.263762054045862,0,0,0.421457356194702,0,0,0,-0.0278010985607503
X2388.HK.EQUITY,0,-4.33680868994202e-19,0,0,0.128810847662338,0,0,0,0.150122985762463,0,0,0.0347434271915359,0.00452885344897867,0,0,0,0,0,0,0,0,0.296780078834297,0,0,0,0,0,0,0.0149620520939893,0,0,0,0,0,0,-0.280751149911032,0.0879588884895164,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,-0.0256687000958571,0,0,0.171508280997073,0,0,0,0,-0.0497400982065704,0.0481960672421656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175459902469465,0.218112673609376,0,0,0.0136796452155708,-0.0592029636535678,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.123703449515896,0,0,0,0,0.0461032714271319
X601818.CH.EQUITY,-0.100882743802623,0.318235490402927,0,0,0,0,0,0,0,0,0.24145016393392,0,0,0,0,0,0,0,0,0,0.30680267110531,0.015607804397004,0,0,0.215654163276724,0,0,0,0,0,0,0,0.0483823551858809,0.142418799591497,0,0,0.0921493424775321,0.0607192547993822,0,0,0,0,0,0,0,0,0,0,0,-0.266758996038439
X600999.CH.EQUITY,0,0,0,0,0.0806955320887675,0.0694944577233729,0.0508069289741941,0.146050879994604,0,0,0,-0.0559070900370972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116247232114054,0,0,0,0,0,-0.094742102190875,0.219089104831764,0,0,0,0.0930226457047411,0,0,0,0,0,0.29438251296768,0
X601336.CH.EQUITY,0,0,0,0,0,0,0.541388283134383,0,0,0.0392372825346253,0,-0.158573042230136,0,0,0,0,0,0,0.0785250126185038,0,0,0,0,0,0,0,0,0,0,0,0,0.0550677209938809,0,0,0,0,0,0,0,0,0.0925222681499728,0,0,0,0.0647316823570719,0.0520335307969146,0,0,0,0.197791951598052
X601688.CH.EQUITY,0,0,0,0,0,0,0.00778753096070925,0,0,0,0,0,0,0.419645061037965,0,0,-0.085714734450964,0,0,0,0,0,0.0512983078221286,0.02546687436744,0,0,0,0.247701298671442,0,0.305491900317907,0,0,0,0,0,0,0,0,0,0,0,-0.049508937971949,0,0,-0.12605146374265,0.206809212541539,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0.103671869809214,0.0878038284738818,0,0,0,0,0,0,0,0.278082392832616,0.00661293233202649,0.112080458258364,0,0,1.73472347597681e-18,0,-8.67361737988404e-19,0,0.00458993539076522,0,0,0.0242367764421396,0.020635405416424,0,0.325785732438559,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106551462375408,0,0,8.67361737988404e-19,0,0,0,0
