,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X2884.TT.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X601009.CH.EQUITY,X5880.TT.EQUITY,X601901.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.342554357239088,0.0156985683551477,0,0,0,0.155182663404798,0,0,0,0,0.0664638474498636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,3.9755498091634e-05,0,0,0,0,0,0,0.177586191614842,0.0770445964984919,0,0.0692124659810772,0
X601318.CH.EQUITY,0.297876850327587,0,0,0,0,0,0,0,0.0800626698469331,0,0,0,0,0,0.234375217014026,0.0707573879878281,0,0,0,0,0,0,0,0,0,0.0842429102856401,0.117503324746853,0,0,0,-0.0564027161789862,0,0,0.0115126112807629,0,0,0,0.0938584537311417,0,0,0,0,0,0,0.00292259496658023,0,0,0,0,0.125081335133565
X601939.CH.EQUITY,0.259476489167641,0,0,0.161071397238206,0,0.00454804783930788,0,0,0,0,0,0,0.436534483261776,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0701226844553633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.37234549386463,0,0.0518357057933935,0,0,0.437113259574123,0,0,0,0,0,-1.73472347597681e-18,0,0.0142363866750159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192588982696773,0,0,0.091139693114905,0,0,0,0,0.00783950696794671,0,0,0,0,0,0,0,0.0248473109944416,-2.77555756156289e-17,0,-0.0244453223600257
X5.HK.EQUITY,0,0,0,0,0,0.0483727859427837,0,0,0,0,0,0,0,0,0,0.498888613181898,0,0,0.130092735450803,0,0,0,0,0.146749951436368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207299520777613,0,0,0,0,0,0.130083909854557,0,0,0,0,0
X601988.CH.EQUITY,0.327366260767292,0,0,0.16800026060985,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.175824323735215,0,0,0,0,0,0.0149159962427315,0,0,0,0,0.123014717916563,0,0.164082013014752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444163015129687,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.163303838536181,0,0.0162795730066054,0,0.31065592379697,0,0,0.169753276917944,0,0,0,0,0,0,0,0,0.0436918757434989,0,0.0937414619041573,0.0489950115138887,0,0,0,0,0,0,0,0,0,0,0,0.105269658213649,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.249873085965834,0,0,0,0,0,0,0.0275786615865403,0,0.471423940704362,0,0.00331482618985286,0.0827000619721245,0,0,0,0,0,0.442487012762282,-0.00880406473394207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0580334767617978,0,-0.203527432783811,-0.0119086621029875
X601628.CH.EQUITY,0.325286808593544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105380219352927,0,0,0,0.0577030700166957,0.103963120584613,0.0373413242273943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115112472809823,0.103634636651436,6.93889390390723e-18,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.212889944552588,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.14367295337161,0,0,0,0.310097909792187,0,0,0,0,0,-0.629408788085002,0,0.273122584403113,0,0,0.0673453536154082,-0.20779890326193,0.799256536868332,-0.159751078745128,0.168443926690511
