,X601398.CH.EQUITY,X601288.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X601998.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2887.TT.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY,X601881.CH.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.271270470173363,0,0,0,0,0,0,0,0.230521067902758,0,0.167168429989315,0.00109064091024014,0,0,0,0,0.029810578993059,0,0,0,0,0.000415449407202471,0,0,0,0,0,0,0.479424385890305,0,0,0,0,0,0,0,0,0.126751317479317,0,0,0,0,0,0,0,0,-0.201307610768176
X601288.CH.EQUITY,0,0,0.178395374417814,0,0,0.178531506746615,0,-0.0448095934020085,0,-0.0322641011591133,0,0,0.471103725163455,0,0,-0.181492913875933,0,0,0,0,0,0,-0.128081940273067,0,0,0,0,0,0,0,0.262715793584778,0,-0.0149988913333331,0,0,0,0,-0.0994852294316579,0,0,0,0,0,0,0,0,0,0.169866975464901,0.00583390423527854,0
X601939.CH.EQUITY,0.210553149028269,0.358535902293299,0,0.0769174815683328,-0.0773791458938154,0.036976432987686,0,0,0,0,0,0,0,0,0.14068775560058,0,0,0.112090977945382,0,-0.0650270278236284,0,0,-0.00977405195656601,0,0,0,-0.0287360729981151,0,0,0,0,0,0,0,0,0.170363642966582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.446990618737094,0.246407747365657,0,0,0,0,0,0,0.191180984594622,0,0,0,0,0,0,0,0,0,0.250688254988669,0,0,-0.141676864655075,0,-0.126712197161839,0,0,0.0704882378662714,0,0,0.161290197469232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943814050040255,0,0,-0.168198980201393,0
X5.HK.EQUITY,0,0,0,0,0,0.18731350831644,0,0.0755950246683774,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.324180170868832,0.278874933059009,0.173386442665595,0,0.350602650505849,0,0,-0.223125555969709,0,0,0,0,0,0,0,0,0,0,0,0,-0.171803121601823,0,0,0
X601658.CH.Equity,0,0.0424095775059376,0,0,0,0,0.185942989990056,0,0,0,0.0502553769467261,0,0,0,0,0,0.269465064003756,0,0,0,0,0,0,0.105548769307421,1.0842021724855e-19,0,0,0,0,0.0726998725660208,0,0,0.0565282584956686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.241368629051892,0,0,0,0,0,0,0,0,0,0,0,0,0.121502596964414,-0.199591898671557,0,-0.0763394597021907,0,0,0.156856844044862,0.445992878423818,0,0,0.094848078300427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201578460026485,0,0,0,0.0132075550085389,0,0,0.0447886545050719,0.0303875683935977,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418319229350506,0,0,0,0,0,0.076549026332007,0,0,0.126857763144937,0,0,0.00479748031142169,0,0,0.0503788052715974,0.170814236520058,0.0461367944434268,0,0,0,0,0,0,0,0.282926821651214,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0909358917070942,0,0,0.0512990442201157,0.0432116752494435,0,0.185216302362833,0,0,0.158212832901418,0,0,0,0.371139529801978,0,-0.0268312322937207,0,0,0,0,-0.0213307961791556,0,0,0,0,0.0500291947696342,0,0,0,0,0,0,0,0.143921591186923,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0217412117343896,0,0,0,0,0,0,0,0,0,0,0.0318570217143379,0,0.0344853755363275,0,0,0.0651798391637918,0,0.248808586067655,0,0,0,0,0.229344019633803,0,0,0,0.238563645007746,0,0,0,0,0,0,0,0.0444723242077231,0,0,0
X601166.CH.EQUITY,0,0.00711243754607195,0,0.107399180971008,0,0,0.188184469004762,0,0.10040772106182,0,0,0,0,0,0,0,0.059132993720908,0,0,0,0,0,0,0.0342148564039063,0,0,0,0.0819835973209559,0,0,0,0,0.170989745970835,0.0328325534528298,0,0,0,0,0,0.0901635136635151,0,0,0,0.0715638266437407,0,0,0,0,0,0
X601998.CH.EQUITY,0.0876456199631333,0,0.0421559194899308,0,0,0,0,0,0,-0.0284702908747795,0.369573586446757,0,0,0,0,0,0,0,0,0,0,0,0,0.0139169754081552,0.288383371141053,0,0,0,0.150645188445478,0.118219941582633,0,0,0,0,0,0,0,-0.0158543178037505,0,-0.0255656835776786,0,0,0,0,0,0,0,0,0,-0.137949871784814
X600000.CH.EQUITY,0,0.0297210776219716,0.0420259589298334,0,0.123024489790065,0,0.244671166739908,0,0.0985164065998934,0,0,0,0,0.0275878552257635,0.0308940452610189,0,0,0.26092668446371,0,0.0598082490856179,0,0.0634945598031882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517996547877925,0,0,0,0,0.0947204913911642,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0.204643017558519,0,0,0,0,0,0,0,0.062771769751011,0,0,0,0.0232521703076994,0,0,0,0,0.169680814166664,-4.33680868994202e-19,0,0,0,0,0,0.121855909681086,0,0,0,0,0,0,0,0,0,0,0.205447508606646,0,0.00366493664717164,0,0,0,0,0,0,0,0.148519426389329,0.0425567623620373,0.0624956031874183,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0.113939964762796,0,0,0,0,0,0.152911933889113,0.434598221686565,0,0,0,0,0,-0.0228276273348996,0,0,0,0,0,0,0,0,0,0,0,0.220228763302369,0,0,0,0,0,0,0,0,0,0,0.00398834221644485,0,0.0225742984516351,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,-0.17163765787433,0,0.138247891275043,0,0,0,0,0,0,0,0,0,0,0,0,0.257037894794337,0,0,0,0.0591533428638894,0,0,0.50823355732951,0,0,-0.172257740638433,0,0,0,0.0933671906285274,0,-0.0258395717324495,0,0.183385215025098,0,0.283682064428961,0,-0.00444240738281146,-0.0304516263658708,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.197352250450914,0,0,0.241443031662272,0,0.103040027721738,0,0,0,0,0,0,0,0,0,0,0,0.0638824131238585,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.30949234192593,0,0,0,0,0,0,0,0,0,0,0.0231993638081042,0,0,0,0,0,0
X600015.CH.EQUITY,0.129536885620253,0.0157806852637228,0.0806340918891499,0.0461595989790388,0,-0.107828395983538,0.022255902780312,0,0,-0.0256519780814442,0,0,0.236050995085925,0,0,0,0,0,0.414759574120057,0.0463388351590999,0,8.67361737988404e-19,0,0,-0.0562727290411315,0,0,0,0,0,0,0.166899778846667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0530544244793167,0,-0.0752213139371882
X601169.CH.EQUITY,0.124528419724768,0,0,0,-0.0265322472570876,0,0,0,0,0,0,0,0,0.20329663296267,0.165114256226977,0,0,0.0438138806370817,0,0,0,0.121717339990097,0,0,0,0,0,0,0,0,0,0.369800788812551,0,0,0,0,0,0,0,0,0,0,0,-0.0796741168923468,0,0,0,0,-0.0466753608947591,0
X2388.HK.EQUITY,0.077785235533471,0,0,0,0,0.0201660743073477,0,0,-0.232929507658471,0,0,0,0,0.895316943558332,0,3.46944695195361e-18,0,0,-0.31114940924122,0,0,0,0,0,0.345805981786894,0,0,0,-0.178579248768837,0,-0.137011011851726,0,0,0.368748443578101,1.73472347597681e-18,-0.25120282169034,0,0.307441677567416,0,0,-0.279162392641105,0,0,0,0,0,0,-0.474664601714977,0,0
X600919.CH.EQUITY,0.0891197016080062,0,0,0,0,0,0.197439904072727,0,0,0,0,0,0,0.148711143978938,0,0,0,0,0.0167106427744533,0,0,0,0,0,0,0.00814488009599825,0,0.179105798045688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0903039891943319,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0.104031888118506,0,0,0,0,0,0.334172872697929,-1.73472347597681e-18,0,0,0,0,0.158491012229725,0.0866078167375268,0,0,0,0,0.00827761886705834,0,0,0,0,0,0,0.151994456700328,0,0,0,0,0,0,0,0,0,0,0.144766854903305,0,0,0,0,0,0.00493175832198333,0.0814332924062623
X1299.HK.EQUITY,0,0,0,-0.122648916918096,0,0,0,0,0,0,0,0,0,-0.0120975921466512,0,0.17476943370341,0,0,0,0,0,0,0,0,0,0.158717146418201,0.127117095658005,0,0.439941883102248,0,0.00550774915595363,0.1817371545314,0,0,0,0,-0.0491290116890025,-0.0197725084630864,-0.0493554312619653,0,0,0,0,-0.272405301959392,0,0,-0.025707514413778,0,0,0
X002142.CH.EQUITY,0,0.0524764764818408,0,0.0348942977477749,0,0,0,0,0.190948023447298,0,0,0.0480815369472802,0,0,0,0.0856016055764071,0.150297304210363,0,0,-0.0463967584970538,0,0,0,0,-8.67361737988404e-19,0.0937802915215804,0,0,0,0.0866327017979433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601916.CH.Equity,0.0438166422388818,0,0,-0.145446262128542,-0.206045670154917,0,0.0266307901032736,0,0,0,0,0.531317520997639,0,0,0,-0.0448218036894965,0,0,0,0.0753871807558836,0,0,0,0,0,0,0,0,0,0.337484707006436,0,0,0,0,0,0,0,0,-0.143207958354558,-0.0244443970986935,0,0,0,0,-0.0441138368037663,0,0.264857211806827,0,0,0
X601601.CH.EQUITY,0,0.117448157224702,0,0,0,0,0.0197101019911778,0.167307323797809,0,0.0785476172430481,0,-0.154159892418056,0,0,0,0.379121953419104,0,0,0,-0.107359864763501,0,0,0,0,0,0,0,0.0733458194558158,0,0,0,0,0.16221843144169,0,0,0,0,-0.184776214621746,0,0,0.00936068473663612,0,0,-0.0279651799116991,0,0,0.335169149051196,0,0,0
X2882.TT.EQUITY,0,0,0,0,0.144127551770061,0,-1.73472347597681e-18,0.149610896788887,0,0,0,0,0,-0.032260224091153,-0.0854505277483754,0,0,-0.302726554254246,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469876267853578,0,-0.0590595513558517,3.46944695195361e-18,-0.00637766024014486,0,0,-0.0180835455601912,0.515700870657213,0,0.478134896579046,0,0.127889779488362,0,0,0,0,0,-0.273111028576458
X601009.CH.EQUITY,0,0,0,0,0.0314157320511626,0,0.264944948393911,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,3.46944695195361e-18,0.235182322622253,0.152743530071132,0,0,0,0,0.15116561855032,0,0,0,0,0.18810819935762,0,0,0,0,0,0,0,0.0176600909178639
X11.HK.EQUITY,0,0,0,0,0.106835202098642,0,0,0,0,0.228985717771976,0,0,0,0.193833078669874,0,0,0,0,0,0.386356514757463,0,0,0.249271320311519,-0.162600402357204,0.0134154386768312,0,0,0.0945664446597093,0,0,0,0,0,0,0.0340515629878217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.147582386629307
X600926.CH.EQUITY,0,0,0,0,0,6.93889390390723e-18,0.093951257050477,0,0,0,0,0.0377213319755666,0.0126145316002511,0,0,0,0.150792037273653,0,0,0,0.145243000019252,0,0,0,0.00714717514822,0,0,0.200604131688312,0,0,0,0,0,0.0499722991860755,0,0.105257775356992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.0728947662820164,0.205577473999503,0,0.0410146344657203,0,0,0,0.196056868675951,0,0.0725527973886,-0.226593070101737,0,-6.93889390390723e-18,0,0,0,-0.148599198206724,0,0,0,0,0,0.303227158023578,-6.93889390390723e-18,0.0628945106207062,0,0,0,0.0498965125201078,0,0,0,0,0,0,0,0,0,0.177385795398259,0,0,0,0,0,0,0,0
