,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601788.CH.EQUITY,X2884.TT.EQUITY,X601696.CH.Equity
X601398.CH.EQUITY,0,0,0.269320609350559,0.0539287882383627,0,-0.0123994421102829,0,0.46370102989339,0,0,0,0.051648847534674,0,0,0,0,0,0,0,0,0,0,0,0.0910653341723756,0.034753723134765,0,0,0,0,0,0,0.0853521329429353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.221911463178717,0.0152868856915861,0,0,0.0852298236717569,0,0.110018748542902,0.0281773631991459,0,0,0,0,0.0599737773781003,0,0,0,0.112894352109271,0,0,0,0,0,0,0,0,0,0,0,0,0.0830887203061147,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.18656044294472,0,0,0
X601939.CH.EQUITY,0.49121906609564,0.325221674783726,0,0,0,0,0,0.239409872698862,0,0,0,0.0628028579092258,0,0,0,0,0,0.0184489035898868,0,-0.197563723162659,0,0,0,0,0,0.0849555148674905,0,0,0,0,0,0,0,-0.337980460346282,0,0,0,0,0,0,0,0,0.0794395738122102,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.214345831897102,0.09060872040935,0,0,0,-0.0939756760536671,0.193298727804109,0,0,0,0,0,0,0,0,0,0,0.136550340554006,0,0.0701443408210686,0,0,0,0,0,0.0217913609297619,0.0503194338317888,0,0,0,0,0,0,0.393118898728502,0,0,0,0,0.0740864589642452,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0611194449228389,0,0,1.73472347597681e-18,0,0.446029740749342,0,0,-0.0755570635670603,0.0820683399858493,0,0,0,0,0,0,0.068873407857148,0,0.144522502338586,0,0,0.0495000527944594,0,0.133871900091719,0,0,0,0,0,0,0,0,0,0.0210577112694708,0,0,0.0444601763230591,0,0.00215819480385405,0.027423426214886,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0945227569885682,0,0,-0.144375714134046,0,0,0.125982766259496,0,0,0,-6.93889390390723e-18,0,-0.0264350850654804,0,0,0,0,0,0,0.247002148272536,1.73472347597681e-18,0,0,0,-0.0585606257635053,0,0,0.57320433404614,0.128764553573423,-0.173676586418346,0,0,0,0,0,-0.0494558788606332,0.104308299688021,0,0,0,0,0,0,0,0.056192459085449,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.0585571745294504,0.0725424769350904,0,0,0,-0.0872780353210122,0,-0.051174687018874,0.0682646359127578,-0.164104915896771,0,0,0,0,0,0,0,0,0.154376572780653,0,0,0,0,0,0,0,0,0,0,0.322972393000176,0,0,0,0,0,0,0,0,0,0,0.176117691932407,0,-0.124527989766083,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0608505089984985,0,0.399925339569467,0,0,0,0,0,0,0,0.185078002310218,0,0,0.139269022900132,0,0,0,0,0,0,0,0.0785013074495337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215343911543637,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.301559797753576,0,0,0,0,0,0,0,-0.0457559357818633,0.16816586514827,0.0970519675551214,0,-0.131422120699472,0,0,0,0,0.0931815145017506,0,0.283018675591987,0,0.20296151038889,0,0,0,-0.0374210384088833,0,0,0,-0.132389192534835,0.0164346985915195,0,0.220462707673787,0,0,0,0,0,0,0,0,0,0.121590250503791,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0842865903324351,0.0648801999656412,0,0,0,0,0,0,0,0.082859597902335,0.203423069892869,0,0.0198008139452261,0,0,0,0,0,0,0,0,0,0.135125127343009,0.358988365708656,0,0,0,0.00507341172851085,0.00350316692289068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.195317898068325,-0.022201495420952,-0.0990202514068093,0.159816203610931,0,0,0,0,0,0.0900094398797405,0,-0.0202182241848244,0,0,0,0,0.51907882666761,0.036686417204062,0,0,0,0,0,0,0,0,0,0,0,0.250893534561634,0.131345078433601,0,0,-0.21559452834937,0.113993192981725,0,0,0,0.0655711348359365,-0.0922278943687597,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,-0.0724393695420795,0.254241916911505,0,-0.0226575032825887,0.150156721351908,-0.0383897980968503,0.265986886674965,0,0,0.0479541745418766,0,0,0.298671264972371,0,0,0,0.193734276894308,0,0,0,0,0,0,-0.220172673715229,0,0,0,0,0,0,0,0,0,0,0,0,-0.328701173755596,0.12875219801407,-0.0099638784537297,0,0,0.185041063805598,0,0.095666412252489,0,0,0
X000001.CH.EQUITY,-0.0613979154664224,0.101911978642982,-0.0469455178336912,0,0,0,0,0,0,0.173140808338976,0.0557978210542071,0,0,0,0,0,0,0,0,0,0.14206767334204,0,0,0,0.313309561301631,0,0,0,0,0,0.158149294022078,-0.221937359977677,0,0,0,-0.0813121109984214,0,0,0,0,0,0,0,-0.0793860258283428,0.503330772815351,0.117431216456176,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0174109513920882,0.0201026679794951,0,0,0,0,0,0,0.170650826341625,0.0003705914091943,0,0,0.0301377109243886,0,0,0,0,0,0.0330395077588689,0,0.383053256357472,0,0,0,0,0,0,0.0300918494294901,0.105396675882001,0,0,0,0.164915688310282,0,0,0,0.0292580970426831,0,0.0675710441079133,0,0.0824598950258432
