,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601788.CH.EQUITY,X2884.TT.EQUITY,X601696.CH.Equity,X601901.CH.EQUITY
X388.HK.EQUITY,0,0,-0.152637858061069,-0.270752919733223,0,-0.0213813537177948,0.214578358704613,0,0,0,0,0,0.11894133881176,0,-0.034444928031098,0,0,0,0,0.330320685381529,0,0,0,0,0,0,0,0,0,0,0,0,0.134246150106521,0.0834773773286733,0,0,0,0,0.126387423075905,0,0,0,-0.00797519604908009,-0.0602864633043609,0,0,0,0,0,0.292685327905489
X601658.CH.Equity,0.0178101612779433,0,0,0,0.421379334515381,0,0,0,-0.0867877343235512,0.25502648511922,0,0,0,0,0,0.318633679282588,0,0,0,0.162249655753081,0,0,0,0,0,0,-0.25197279993477,0,0,0,0,0,0.0195685950636146,0,0,0.0373727450964114,0,0,0,-0.423083321768204,0.158204508329104,0,0,0,0.193885149920971,0.0858799274501485,0,0,0,0
X000001.CH.EQUITY,-0.0138424094430515,0.0425567229737148,0,0.11429720777411,0,0,0,0,0,0.449404068396765,0.0532900996304569,0,0,0,0,0,0,0,0,0,0.100598052698037,0,0,0,0.257413739584148,0,0,0,0,0,0,-0.165820220107645,0,0,0,0,0,0,0,0,0,0,0,-0.0872841786170863,0.311666020449344,0,0,0,0,0.0871945095228077
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177722299719385,0,0,0,0,0.0265314680678197,0,0,0,0,0.0119624425856337,0.00872698390868047,0.412221566264005,0,0,0,0,0,0,0,0,0,0.0134954356042718,0,0.172843693630255,0,0,0,0,0.0715992077734307,0,0.131146451609379,0
X601601.CH.EQUITY,0,0.289943393155554,0,0,0,0,0,0,0.0718459741931125,0.0932130100662374,-0.0607796996161245,0,0,0,0,0,0.0357186407014174,0,0.390093771715884,0,0,0.0439925681673185,0,0,0,0,0,0,0,0,0,0.0670955182529306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124094516248775
X601328.CH.EQUITY,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.139466159041881,0,0,0,0,0.291011437727638,0,0,0,0,0,0.126916397676713,0,0,0,0,0,0,0,0,0.148636772324466,0.0191902693523592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0661907659800668,0,0.0832658089090259,0,0,0,0,0,0,0,0.0213639052876317,0,0,0,0.495530708231558,0,0,0,0,0,0,0,0.0198224365059164,0,0,0,0,0,0,0,0,0,0.0664533862178613,0,0,0,0,0,0,0.0374940793648023,0,0.00783861556382615,0,0,0,0,0.0123697781695552,0,0
X601066.CH.EQUITY,0,0,0.0638332511544343,-0.108260715091938,0,0.0328573812509313,0,0,0,0,0,0,-0.0107029331528576,0.348691054868559,0,0,0,0,0,0,-0.220539780373882,-0.00680725899601405,0,0.190656127543296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0995419851432402,0,0,-0.0532656776935056,0,0.24889985818406,0,0,0.0258015099295107
X601319.CH.EQUITY,0,0.0178544551746946,0.142057188938581,0,0,0,0,0,0,0,0,0,0.161292657194138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228443671788922,0,0,0,-0.0126016523087284,0,0.0343783440773401,0,0.224881782526986,0,0,0,0,0,0,0,0,0.158232436725273,0.0890025776853549,0,0,0
X300059.CH.EQUITY,0,0.132123877300915,0,0,0,0,0,0,0,0,0.0360835726884707,0.0325918971041022,0,0,0,0,0,0,0,0,-0.131198210142073,0,-0.00242662052095736,0,0,0,0,0,0,0,0,0,0,0,0.168090707995895,0,-0.0348284694903349,0.27616571708796,0.333648712903058,0,0,0,-0.01081356562669,0,0,0,0,-0.0243714530886204,0.113599434119844,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.0258121658769189,0.684926081745114,0,0,0,0,0,0,0,0,0,0,0,0,0.235997113086309,0,0,0,0,-0.0266873105262478,0,0,0,0,0.164493596285101,-0.126130748025936,0,0,0,0,0,0,0,-0.0131269925294507,0,0.0844396777709793,-0.0526807320955907,0,0,0,0.184116318682034,0,0.10211998874558
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.399403184493276,0,0.0704335719072623,0.0950642851867012,0,0,0,0,0,-0.0292354916283761,0,0,0.0184052988918816,0,0,-0.0363417401982039,0,0,0,0,-0.182737108087235,0,0,0,0,0,0,0,0,0,0,0.0856555688640139,0,0,0,0,0.14956463732421,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0.174666199920817,0,0,0.0877233082140577,0,0,0,0,0.210701657748398,0,0.139616933783627,0.255178429478781,0,0.168010166880711,0,0,0,0,-1.73472347597681e-18,0,0.0630474140502675,0,0.230007487941756,0,0.0309081576071731,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.254774578762204,0,-0.591126067694359,-0.0725769085919496,0,0,0,0,0,0,0
X601998.CH.EQUITY,-6.93889390390723e-18,0,-0.0597242249750588,0,0.291293011222911,0,0.207257722521422,0.244395103604714,0,-0.0979167923564241,0,0,0,0,0,0,0.0316538740034043,0.143398217686425,0,-0.0620101610557215,0,0,0,0,0,0.481708354230994,0,0,0,0,0,0,0,0,0,0.00756136406669767,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,-0.0148090977536711,0,0.169653552157829,0,0,0,0,0,0.0366253259696298,-0.0416424363366179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157277835237118,0,0.204916775651325,0,0,-0.0601796610240568,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.133084867098113,0,0,0,0.0483079533697384,0
X601818.CH.EQUITY,-0.0368309772494972,0.164917094013584,0,0,0,0,0,0,0,0.279585216920806,0,0,0,0,0,0,0,0,0,0,0,-0.0113214990576258,0,0.252633495207457,0.297077848851509,0,0,0,0,0,0,0,0,0.11110094250698,0,0.155768922444279,0.0313022774565994,0,0,0,0,0,0,0,0.00110445839072745,0,0,0,-0.177007155096042,0
X600999.CH.EQUITY,8.67361737988404e-19,0,0,0.0850731895358552,0,0,0,0.110432705189326,0,0,0,-0.0178829702296159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115535239143665,0,0,0,-0.0844331952085427,0,0,0,0.0627636469027117,0,0.0387797472720093,0,0,0,0,0.489300270370528,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0.0876925642684527,0,0,0,0,0,-0.0406864854276362,0,0.312653519818371,0,0,0,0,0,0,0,0,0.294647730925642,0,0,0,0,0,0.0556498622990692,0.444749294500996,0,0,0,0,0,-0.0636314762593815,0,0,0,0,0,0,-0.00170375969029839,0,-0.0959162571138099,0,0,-0.0522395910062969,0,0.0108064295877753
X601336.CH.EQUITY,0,0,0,0,0,0.700148390689694,0.0120333235355457,0,0,0,0,-0.00294778851841362,0,0,0,0,0,0,0.261012899509009,0,0,0,0,0,0,0,0,0,0,0,0,0.130107690515595,0,0,0,0,-0.150066549355141,0,0,0,2.16840434497101e-19,0,0,0,0.016009452961232,0,0,0,0.11770226188876,0
X601211.CH.EQUITY,0,0,0,0.0151838580366264,0,0,0.103642227797575,0,0,0,0,0,0,0.334893887337292,0,0,0.14712052335693,0.00780401863422342,0,0,0,0,0.0216406291573753,0.0422314957264007,0,0.0245572306514812,0,0.25018737399751,0,0,0,0,0.00266444844490552,1.73472347597681e-18,0.0473795458330043,0,0,0,0.0365445629701021,0,0,0,0,0,0,0,0,0,0,0.0325278621459047
X600837.CH.EQUITY,0,0,0,0,0,0,0.0743193600173542,0,0,0.0433614070772726,0,0,0,0,0,0.207844423195656,0,0,0,0,0,0,0,0,0,0,0,0.0517366011862029,0.163505665482141,0,0,0,0,0,0,0,0,0.0371971160333874,0,0.229931745687668,0,0,0,0.0164462938564112,-0.448494324982756,0,0.232212868578611,0,0,0
X267.HK.EQUITY,0.27879849598814,0.296853796282822,0,0,0,0.0136326229301251,0,0.0493367136320651,0,0,0,6.93889390390723e-18,0,0,0.132354283832033,0,0,0,-0.567438129830381,0,0,0,0,0,0.196083193632584,0,0,0,0.160568903175132,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0325631926370413,0,0,0.000476925933993255,0,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0.193162302346616,0,0,0,0,0.0199210114571779,0.0482078684018392,0,0,0,0,0.0765097114752494,0,0,0.0296291202630321,0,0.0244892809319336,0,0.00730165186495125,0,0,0,0,0,0,0.013459394969872,0,0,0,0.368060900704142,0,0,0,0,-0.11326486571194,0,0.100661194054237,0.237056454510939,0.101879965679549,0,0,0.180203229571265,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,-0.110751522357731,0,0,0,0.128197121635086,0,0,0,0,0,0,0,0.0105893839502446,0,0,-0.161163070570955,0,0,0,0,0.169718419182346,0,0,0,0,0,0,0,0,0,0,0.154909780347591,0,0,0.0336329101463417,0,0,0,0,0.182018422431976,0,0,0.0154360802871536,0.441367377326572
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164030742947941,0,0,0,0,0.0110639625631189,0,0,0,0,0.0755664092385626,0.329420631028765,0,0,0.0752048107641609,0,0,0,0.0651838150018717,0,0.182058609424972,0,0.164230773805183,0,0,0,0,0,0,0,0.187882807237729
X2881.TT.EQUITY,0,0,0,0,0,0,0,0,0,-0.0224152090977828,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115519853617997,0,0,0,0,0,0,0,0,0.282515922193294,0,0,0,0,0,0,0,0,0,0.200747241483304,0.229964803193095,0,0,0,0.0524335244269846,0,0
X601229.CH.EQUITY,0,0,0,0,0,-0.039762254574203,0,0,0,0,-0.161274917604048,0,0,0,0,0,0.0974136048715368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366397305336303,0.60146789382541,0,0,-0.00287561122570511
X600918.CH.Equity,0.0325998526571101,0,0,0,0,0,0,0,0,0,0,0,0,0.252629451562363,0,0,0,0,0,0,0,0,0,0,0,0,0.268576248465245,0.0370884202235483,0,0.176928306941666,0,0,0,0.0360412534848707,0,0,0,0,0,0,0,0.0330202529846317,0,0,-0.0294859082469082,0,0,0,0.0817395400350582,0
X000776.CH.EQUITY,0,0,-0.0245514305966182,0,0,0,0,-0.0218491934318469,0,0,0.031393363380468,0,0,0,0,0,0,0.109099564985666,0,0.435437460738638,0,0,0,0,-0.0402241389330847,0,0,0,0,0.194551394601934,0,0,0,0.0821975228795074,0,-0.00251136644059088,0,0,0,0,0,0.168397595541691,0,0,0,0,0,-0.0707047185102066,0,0
X601169.CH.EQUITY,0,0.124252867975945,0.0953500442244548,0.319868906386533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0964511532756965,0.546775673863483,0,0,0,0,0,0,0,0,0,0,0,0,-0.257100558676076,0.0368917277327038,0,0,0,0,0,0,0,0,0,0,0,0,-0.0299676377703757
X600015.CH.EQUITY,0,0,0.0359531751504199,0,0,0,0,0.1549246422375,0,0,0,0.194388557811735,0,0.179049785857358,0,0,0,0,0,0.0225035442468019,0,0,0,0,0.0179028673456029,0,0,0,0.0643401774819922,0,0.0226618313450619,0,-0.0291110051639708,0,0,0,0,0,0,0,0,0,0,0,0,0.292573349375118,0,0,0.101524951873301,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263420006893472,0,0,0,0,0,0,0,0,0,0,0.0366861884395992,0,0,0.0901651797135842,0,0.0570938795329267,0,0.0253125060923512,0,0,0.36312076469572,0.0269840111947707,0,0.0673506406064664,0,0,0,0,0,0,0,0,0,0,0,0
X2886.TT.EQUITY,0,0,0,0.0406964648576701,0,0,0,0,0,0,-0.174026631293037,0,0,0,0,0,0,0,0,0,0.0850632555034738,0,0,0,0,0,0,0,0,0,0,0,0.227408786857504,0,0,0,0,0,0,0,0,0,0,0.360942616116993,0,0,0,0,0,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138394649602977,0,0,-0.0530710109361194,-0.0360381239300257,0,0,0.145515398929188,0.133828451298032,0.042563912195412,0,0,0.339355336230515,0,0,-0.0997447357755464,0,0,0,0.260135928029652,0,-0.105445404583267,0,0,0,0,0
X600926.CH.EQUITY,0,0,0,0,0,0.190411284072542,0,0,0,0,0.127494764428122,0,0.357911733003106,0.146792965231566,0.000400445124477733,0,0,0,0,0,0,-0.0285270837509636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148351123414808,0,1.73472347597681e-18,0,0,-1.73472347597681e-18,0,0,0,-0.0699582477243244,0,0
X601009.CH.EQUITY,0,0.155089195522601,0,0,0.222656199729192,0.0230708677998518,0.00804431745558316,0,0,0,0,0,0,0,0,0,0,0,0.0560675487002617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332155170010695,0.279011858779757,0,0,0,0.152226862289655,0,0,0,0,0,0,0.0713277174856261,0.0751935487617728,-0.147848572590231
X601788.CH.EQUITY,0,0,0,0,-0.027482942488141,0,0,-0.0580971544141271,0,0,-0.0590885753900104,0,0,0.359338455039046,-0.162912488313417,0,0,0.0561627579499518,0,0,0,0,0,0,0,0,0.109081236090221,0,0,0,0.0246480367156754,0,-0.000252598419861532,0,0,0,0.27590933427628,0,0,0,0,0,0,0,0.0469224486269178,0,0,0,0.466248711246847,-0.143861983573605
X2884.TT.EQUITY,0,0,0,0.0804424991323791,0,0,0,0,0,0,0.191921992251879,0,0,0,0,0,0,0,0,0,0,-0.0701050734079655,0,0,0,-0.00812264209650097,0.114850884618419,0,0,0,0.0584813743193736,0,0,0,0,0.605091273187481,0,0,0,0,0,0,0.00847117610506568,0,0,0,0,0,0,0
X601696.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.0874671871745744,0,0,0.0318430561828784,0,0,0,-6.93889390390723e-18,0,0.32322364132628,0,0,0,0,0.100439943161668,0,0,0,0.176210536728236,0,0,0.0115089195248576,0,0,0,0,0,0.205460593444467,0,0,0.0161628128748028,0,0,0,0,0,0.161278791723965,0,0,0.143638002715841
X601901.CH.EQUITY,0.00601598282455988,0,0,-0.21352022731013,0,0.0563923016572361,0,0,0,0,0,0,0,0,0,0,0,0.0730936174255675,0,0,0,0,0,0.177224072340696,0,0,0,0.0673523591245443,0,0,0,0,0,0.209119864411772,0.344983097354076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
