,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601318.CH.EQUITY,X601328.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X000001.CH.EQUITY,X601628.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X601319.CH.EQUITY,X600926.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601688.CH.EQUITY,X601838.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X2885.TT.EQUITY
X601398.CH.EQUITY,0,0.407033413646398,0.0316295451762426,0,0,0.102314509808128,0,0,-1.73472347597681e-18,0,0,0,0.035897169956798,0,0,-0.0317563892772896,0.168138752509051,0,-0.0447494177085269,0,0,0,0,0.105120959965479,0,0,0,0,0,0,0,0,-0.0122098556167368,0,0.0507513966693356,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.0502510521168325
X601939.CH.EQUITY,0.374210297035176,0,0.116930917338658,0,0,0,0,0,0,0,0,0.157785320220095,0,1.38777878078145e-17,0,-0.0761556862719855,0,0,0.079672073572593,0.153077330192489,0,0,0,0,0,0,0.152160249796192,0,0,0,0,0,0,0,0,0.0386459235958083,0,0,0,0,0,0,0,0,0.016926776498364,0,0.0305731169389085,0,0,0
X601288.CH.EQUITY,0,0.442290246848733,0,0.256570405706908,0,0,0.0918469439869413,0,0,0,0.091104615707737,0,0.00481968032341155,0,1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000159857604523304,0,0,0,0
X601988.CH.EQUITY,0.152630001323826,0,0.175209487098357,0,0,0.0369536031795362,0,0.406303585298688,0,-0.0928282410108217,0,0,0,0.0642945124983453,0,-0.0560221332381274,0,0,0,0,-0.0482964642149807,0,0,0.172164888594835,0,0,0,0,-0.33010176491904,0,0,0.234925439819013,0,0,0,0,0,-0.0526466270450197,0,0,-0.00115212753352854,0,0,0,0,0,0,0,0,-1.73472347597681e-18
X5.HK.EQUITY,0.07972219619678,0,0,0,0,0.195553428138591,0,0,0,0.0369825212025486,0,0.271785916178308,0,0,0,0,0,0,-0.033353900287007,0.00384912530308514,0.306455084800735,0,-0.10719580109838,0,0,0,0,0,0,0,0.0963705751896676,0,0,0,0.0910630190284623,0,0,0,0,0,0,-0.186888364951219,0,0,0,0,0,0,0,0
X601658.CH.Equity,0.0344488730668765,0,0,0.0697628267833657,0.066965115255514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216274120462091,0,0,0,0.296711307820536,0,0.12923741911796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10142897882487,0,-0.0575934381178311,0.447399286731107,0
X601318.CH.EQUITY,0,0,0,0,0,-0.0134733453500711,0,0,0,0,0,0.0958506980372811,-0.0597202743201075,0,0,0,0,0,0,0.0259009082865655,0,-0.00238924513089439,0,0.286731049377024,0,0,0.0412930540577861,0,0,0,0,0,0,0,0.174231657323076,0,0,0,0,0,0,0,0,0.13790095272927,0.122351914965912,0,0,0.00841641851423682,0,0
X601328.CH.EQUITY,0,0.255852290847924,0,0.308162221177257,0,0,0,0,0,0,0,0.0295424039710618,0,0.1087100266677,0,0,0.042391524285725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280250308157661,0,0,0,0,0,0,0,0,0,0.0159855873516514,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.349766289395975,0,0,0,0,0,0.120981033773965,0.104351550886118,0,0.220271450802141,0,0,0,0.0591665405523218,-0.0383465695126483,0,0,0,0.132423330607965,0.0138980214973824,0,0,0,0.0593871739711531,0,0,0.0672074715267683,0,-0.0122069118543368,0,0,0,0,0,0,0,0,0.0168620936164266,0,0.116292211864903,0
X601166.CH.EQUITY,0,0,0,0,0.145849261648013,0,0,0,0.256684996888964,0,0,0,0,0,0,0.419970947747154,0,0,0,0,-0.160559899380931,-0.0594883891602747,0,0,0,3.46944695195361e-18,0,0.0495566270158325,0,0,0,0,0.282636066276996,0,-0.00630716831750402,0,0,0,0,0.194700841153373,0,0,0,0,0,0,0,0,0,0
