,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X600919.CH.EQUITY,X601881.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601077.CH.Equity,X2892.TT.EQUITY,X5880.TT.EQUITY
X601328.CH.EQUITY,0,0.00871091170225111,1.38777878078145e-17,0,0.0267490574396819,0.0369368119236926,0,0,0,0.0350837582204522,0,0.311562743506171,0,0,0,0,0,0.181254677157742,-0.112646788635848,0.0781579417509318,0.124008121080325,0,0,0,0,0,0,0,0,0.0641662729189511,0,0.176318623843412,0,0,-0.0273714744226442,0,0,0,0,0.0434291097758001,0,0.0278035113606756,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0706347169853387,0,0,0,0,0.241659235275683,0,0,0,0.422875274993958,0,0.044139499292432,0,-0.051706106814253,0,0,0,0,0.0696052061313657,0,0,0.0948616770808161,0,0,0,0,0,0,0,0,0,0,0,0.0532270404736648,0,0,0,0,0,0,0,0,0,0,0.0273498466836577,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0665853327356521,0,0,0,0,0,0,0,0,0,0,-0.0286301819272104,0,0,0.257960144582696,0,-0.321677155463169,0,0.210230065309702,0.254386570219359,0,0,0,0,0,-0.0237525297693321,0.259072985902192,0.275166256410094,0,0,0,0,0,0.0145520536687137,0,0,0.0950930578325222,0,0.026807402311431
X601601.CH.EQUITY,-0.132637138764763,0,0,0,0,-0.201152414849287,0.139797690690173,0,0.283277895669102,0.329024400816736,0,0,0.0391273575471324,0,0.211250668347594,0,0,0,0.15135677295037,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.238141561312195,0,0,0,0,-0.0464126910238159,-0.0751387034395809,0,0,0.135917306642134,0,0,0,0,0.0331844260970915,-0.0707508018832054,0,0,0.0138503079259031,0
X388.HK.EQUITY,0,-0.124962597171968,0.012425877030196,0,0,0,0,0.587355263720539,0,0,0,0,0,0.218171211762472,0,0,-0.197246028919552,0,0,0,0,0,0,0.074389409543403,0,0,0,-0.365867395457382,0,0,0,3.46944695195361e-18,0.33292742738685,0,-0.0200108794867023,0,0,0,0,0.142331566480664,0,0,0,0,0,0,-0.133177446378431,0
X11.HK.EQUITY,0,0,0,0,0.244287965930493,0,0,0.331458489937861,0,0,0,0,0,0,0,0,-0.0507953494570145,0,0,0,0.332270034109071,0,-0.0505344354330231,0,-2.16840434497101e-19,0.145858536283431,0,0,-0.0890906195564354,0,0,0,0,0,0,0,-0.103599465065901,0,0,0,0,0,0,0,0,0,0.152934843591459,-0.178309354696195
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110704674360468,0,0,0,0,0,0,0,0.0398147513583109,0.19435306773053,0,0,0,0,0,0,0.0632235588156893,0,0,0.291018875391198,0,0,0,0,-0.0781746782730778
X601998.CH.EQUITY,0,0,0.0885503160679277,0,0,0,0,0,0,0.0352617772126983,0,0,0,0,0,0.0228854139307374,0,0,0,0.307229430608082,0.0310529315159919,0,0,0,-0.168183144603427,0,0,0,0,0,0.052008501637594,0,0.288522800633625,0,0,-0.102351211685928,0,0,0,0,0,0,0,0,0.00710018021864705,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.153559502537616,0.001916607525736,0,0,0,0,0,0,0.625186676253019,0,0,0,0,0,0,0,0.172027932782619,-0.0719070849232755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103444705292661,0.172102562419028
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.176886717715563,0.248336504196924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759515044000647,0,0,0.172879180182382,0.0332280742088886,0,0,0,0,0,0,-1.73472347597681e-18,0.0743548673580544,0.0841751276901663,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.0629012945499188,0,0,0.0729515738141796,0,0,0,0,-0.0683909996778951,0,0,0.592014726846599,0,0,-0.0479656443871744,0,0,0,0,0,0,0,0,0,0,0,0,0.168581260488082,0,0,0,0,0,0.182753295993991,0,0.155354978884399,0,0.161758538167516,0,0,0,0,0,0
X600030.CH.EQUITY,0,0.0421945535180639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778439698881831,0,0,0.015536665867689,0,0,0,0,0.1279624933275,0.339710495136295,0,0,0.0845809531072661,0.0167167517819264,0,0,0.0111975418344317,0,0,0,0,0,0,0.119659238791591,0,0.130580671438998,0,0,0,0,0.0697184391852997
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0898143249520407,0,0,0.0176906569021477,0,0,-0.166195721792649,0,0,0.317805733279804,0,0,0,0,0,-0.0800601752522665,0,0,0,0,0,0,-0.171567188650552,0,0.394268275439027,0,0,0,0,0,0,0,0,0,0,0,0.0717463452034021,0.129930965626719,0.0231788782366536,0
X002142.CH.EQUITY,0,0.229219551528576,0,0,0,0.139656318954146,0,-0.0357900436184696,0,0,0,0,0.205869940212053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000746106654851338,0.0814411115353646,-0.233758412339713,0,0,0,0,0,0.0787693351516268,0,0,0,0,0,0,0,0.000465436239566273,0.0403693471047318,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0304920921265354,0,0,0.00903406432865376,0,0,0,0,0,0.0262940923231766,0,-0.266387355190612,0,0,0,0,0,0,0.162661478340747,0.167009575108384,0,-0.0140892687334442,0,0.0910468559439153,0,0,0,0,0,0.494336437077015,0.00846510395516673,0,0,0.171222934423936,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0.0383453611162946,0,0,0,-0.281405288906876,0,0,0,0,0,-0.12678443092575,0,0,-0.381917172778279,0,0,0,0.675831629225752,0,0,0,0,0.221486587397533,0,0,0,0.076453169368562,0,0,0,0,0,0,0,0,0,0,0,0.297135924521012,0.0169019800874569,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00472104028996129,0,0,0.139696817481219,0,0,0,0.0159560036381174,0,0.0879289571533427,0,0,0.0630238938672469,0,0,0,0,0.420323175136942,0,0,0,0,0,0,0.278185347026744,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421962429448019,0,0,-0.0306509614510939,0,0,0.210587685801205,0,0,0,0,0,0.0252402382050972,0.331360315169168,0,0,-0.0851190895855452,-0.0731183615068097,0,0,0,0,0.268326584585349,0,0,0,0,0
X601229.CH.EQUITY,0.28110422754516,0,0.125505101350845,0,0,0,0,0,0,0,0,0,0.250629806399403,-3.46944695195361e-18,0,0,0,0,0,0.0964974071444331,0,0,0,0,0.244601360942689,0,0,0,0,0,-0.0103495590058809,0,0,0,0,0,-0.0965605991257002,0,0,0,0,0,0,0,0,-0.2417178036504,0,0.108376022780703
X601336.CH.EQUITY,-0.114359295614193,0,0,0,0,0,0.32615782983235,0,0,0,0,0,0.0915265671922115,0,0,0,0,0,0,0,0,0,0,0.0558813153440921,0.127434955678086,0,0,0,0,0,0.136809568755888,0,0,0.218197355227084,0.46146252113321,0,0,0,0.281431282498235,0,0,0,0,0,0,0,0.174571004723382,-0.506456272792841
X2882.TT.EQUITY,-0.0268309251917473,0,0,0,0.0169902236874297,0,0,0,0,0,0,0,0,0,0,0,0,0.0220667755116358,0,0,0,0,0,0,0,0,0.109331654874269,0,0,0,0,0,0,0,0.299944253681096,0,0,0,0,0,0,0,0,0,0,0,0.125277941905588,0.0488261644480976
X601169.CH.EQUITY,-0.0686944724177731,0.0588850710948953,0,0,0.00673452220708887,0.197113585701445,0,0,0,0,0,0.209825575177489,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00129613544362237,0,0.0290079178717865,0,0,0,0,0.663128540894894,0,0,0,0.0655500548364935,0,0,0,0,0,0,0,0,0,-0.0227078788704216,0
X600015.CH.EQUITY,0,0,0.00681295952223246,0,0.119537501879104,0,0,0,-0.0175665557321863,0,0,-3.46944695195361e-18,0.0138038587852381,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.441972702020689,0,0,0,0,0.153982065798373,0,0.0837002996538502,0,0.231246643758218,0,0,0.0291700332485855,0,0,0,0,0,0,0,0,0,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168972961056542,0.0567916529629157,0,0,-0.0309114298990751,0,0,0,0,0,0.0120134551338674,0,0,0,0,0,0.114751427132377,0.019961466146408,-0.00637736623627148,0,0.63665349150058,0,0,0,0,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,-0.106428457088145,0,0,-0.0424583993379516,0,0,0,-0.351769234328758,-0.147587043388231,0,0,0,0,0,0,0,0,0.141037845125066,0,0,-0.086843952020441,0,0,-0.116060602970389,0.240097681579423,0.559535615707963,0,0.0153241240483117,0,0,0,0,0,0,0,0,0,0,0,0.158078005568509,0,0.229077954232328,0
X600999.CH.EQUITY,0,0,0,0,0.105800533087396,0,0,0,0,0,0,0.284159094094687,0,0,0,0,0,-0.0647255178371116,0,0.0955116365115291,0,0,0,-0.0628902133555477,0,0,0.179785086456001,0.231576942681517,0,0,0,0,0,0,0,0,0.0428653348365639,0,0,0,0,0,0,0,0,0,-0.165509875414708,0
X2891.TT.EQUITY,0,0,0.291340311893046,0,0,0,0.136495446070492,0,0,0,0,0,0,0,0.0313358928617111,0,0,0,0,0,0,0,0,0.0306818233051742,-0.0461585007539526,0,0,0,0,0,0,0.0934666785136372,0,0,0,0,0,0.314364094408025,0,0,0,0,0,0.0570326481156412,0,0,0.407790375866891,0
X2886.TT.EQUITY,0,-0.205695856882981,0,0,0,0,0,0,0.245581553686561,0,0,0,0,0,0.0308551136964972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493473129162776,0,0.375802360171656,0,0,-0.0979991309659461,0,0,0.519300135606937,0,0,0,0,0,0,0.0160513584677367,0,0,0,0
X300059.CH.EQUITY,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207156224768376,0,0,0.198010422176217,0,0,0.0409561731025878,0.0115240685492066,0.221695105471229,0,0,0,0,0,0,0,0,0,0,0.272668952590529,0,0,0,0,-0.0589211969979275,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.228182659768781,0,0,0,0,0.0428279485205662,0,0,0,0,0,0,0,0,0,-0.0920522512492331,0.0911419263791921,0,0.0748781679670048,0,0,0,0,0,0.381751231136842,0,0.101221175611349,0.0385072540337759,-0.112980146617487,0,0,0,0,0,-0.0559051919188011,-0.0362462124859365,0.0602848725076436,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152386883820592,0,0.0122898829909833,0,0,0,0,0.315840418511234,0,0,0,0,0,0.0514701274197652,0,0,-0.0285440642689599,0,0,0.149912763773755,0,0,0,0,0.227310276262995,0,0,0,0.0507710299958702,0.0794879791929543,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0.0811557426129835,0,0,0.0584647693403203,0,0.139235415109931,0,0,0,-0.0521841871719364,0,0,0,0,0,0,0,0,0.0780690104981546,0,0,0,0,0,0,0,0.320209598732289,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.129631269970872,-0.023372222478044,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,-6.93889390390723e-18,0.115513156777697,0,0.0115035405174006,0,0,0.0264052778300509,0.0182032229532387,0,0,0,0,0,0,0,0.43554238662039,0,0,0.0147608763172217,0,0,0.00152124086367238,0,0,0.0323485665263857,0,0,0,0,0,0,0,0.14572999060593,0.0582116654863195,0.252691658350227,0,0,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,0.127849040338116,0,0,-0.0217485811068379,0.0800094096405701,0,0,0,0.113954967789441,0.00518343648882087,-0.247849215063804,0,-0.26740816114131,0,0,0,0,0,0,0,0,0,-0.0482952343260224,0,0,0,0,0.194676386409506,0,0,0,0.0643453915175548,0,0,0.0367229749724174,0,0,0.134670032802169,0,0,0,0,0.0704493605406611,0,0.0921809962938585
X601009.CH.EQUITY,0.158995650292993,0,0.358042246147085,0.032207633844928,0,0,0,0,-0.028557586324282,0,0,0,0.240308048898365,0,0,0.00408064209512197,0,0,0,0,0,0,0.102401737283217,0,0,0,0,0,-1.73472347597681e-18,0,-0.0500518447653292,0,0,0,0,0,0,0,0,-0.0400712893767545,0,0.0506897634401624,0,0,0,-0.040467740254605,0.256448909233419,0
X601077.CH.Equity,0,0,0,0,0,0,0,0,-0.377731406578706,0,0,0,0.30866335121201,0,0,0,0,0,0.18093393217966,0,0,0,0,0,0,0,0,0,0,0,0.0310744751121289,0,0,0,0,0.0192985855131462,-0.0157387828049181,0,0,0.14191446050959,0,-0.389798741205226,0,-0.000175220922352779,0,0,0,0
X2892.TT.EQUITY,0,0,-0.0525791123073345,0,0,-0.0819025364540616,0,0,0,0,0,0,0,0,0,0.127703156036243,0,0,0,0,0.241932829524089,0,0,0,0,0,0,0,0,0,0.136862203338538,0,0,0,0,0,0.0561398350138589,0,0,0,0,0,-0.062275088557693,0.209312303830462,0,0,0,0.320985697964484
X5880.TT.EQUITY,0,0,0,0,0.0990103122168138,0,0.0163762043669957,0,0.00111122882771678,0,0,0,0,0,-0.124175649182078,0,0,0,0.162855694109405,0,0,0,0,0,0,0,0,0,0,0,0.181020559181442,0,0,0,0,0,0,0.11144362902699,0,-0.000183668048301715,0,0.0978025832548759,0,0.105316566712892,-0.0817800640019241,0,0.158208020129721,0
