,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601077.CH.Equity,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,0,0.152506420594059,0.202637974210711,0,0.171611803309067,0,-0.0865505556948718,0,0,0.00336437648899773,0,0.000323722339253257,0,0,0,0,0,0,0,0,0,0.101987013569936,0,0,0,0,0,0,0,0,0,0,0,-0.0249241513529165,0,0,0,-0.280086307205663,0,0,0,0.198919895652136,0,0.0361488060054871,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.205963180490111,0,0,0.279502624979753,0,0,0,0,0,0,0,0,0.0597163275705189,-0.0119258349995092,0,0,0,-0.259341200513463,0.275394587894397,0,0.191568645444324,0,0,0,0,0.06322287524599,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.427794168468841,0,0,0.0876584857792453,0.1043184222926,0,0,0,0,0,0,0,0.143048329756749,0,0,0,0,0,0.136044941480842,0,0.0278373244607344,0,0,0,0,0,0,0,0.315630660571778,0,0,4.33680868994202e-19,0.0299691833176263,0,-0.154461011533088,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.50636583860949,0,0.0456884782903985,0,0.0505371144644126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699816246339849,0,0,0,0.0662260876573231,0.0199980625387494,0,0.201315429480564,0,0,0,0,0,0,0,0.0334503367968219,0,0.167255469950503,0,0,0.0501410491502365,-0.0117376822915966,0,0.0234103697578439
X5.HK.EQUITY,-0.0576147972758266,-0.193000428927692,0,0.232016804249368,0,0,0,0,-0.228831460573144,0,0,0,0,0,0,0.120093219838815,-0.092461779543527,0.19604255817138,0,-0.0610079849507178,0.408330416849075,0,0,0,0,0,0,0,0,0,0.172961516894146,0,0.0743943243253016,0,0,0.0616601713976864,0,0,0,-0.15264543012243,0,0,0,0,0,-0.0453809996943662,0,0.260442349101193
X601988.CH.EQUITY,0,0,0.187024064181369,0.293731110729106,0,0,0,0.0845416236162131,0,0.187256486870514,0.158222797215975,0,0,0,0,0,0,0,0.194373202594526,0,0,0,0,-0.0590274955250036,0,0,0,0.0849852690661538,0,0,0,0,0,0.00148486836210249,0,0,0,0,0,0,0,0,-0.0852983216834255,0,0,0,-0.116978307191772,0
X600036.CH.EQUITY,0,0.423175813326618,0,0,0,0,0,0,0,0,0,0.0568160090606521,0,0,0.00881385672700886,0,0.0629768526317989,0,1.0842021724855e-19,0,0.216767064214787,0,0,0.235048355050599,0,0,0,0,0,0.0145870855087541,0.0590487400972072,0,0,0,0,0,0.0504363352996766,0,0,0,0,0,0,-0.0350521305548475,0,0.0847460157920365,0,0
X601628.CH.EQUITY,0,0,0,0.358361175596713,6.93889390390723e-18,0,0,0,0,0.0491798957140708,0,0,0,0.398980610607714,0,-0.0343453033591182,0.0523773607951962,0.108020937747882,0,0,6.93889390390723e-18,0,0,-0.170869062067817,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164077775935173,0,0,0,0,0,0,0.0605700468218734,0,0,0,0
X1299.HK.EQUITY,0,0.118378015162669,0,0,0,0,0,0,0,0,0,0,-0.145274050896954,0,0,0.16022206551013,0.307706157846989,-0.010186551719195,0.199154673789655,0,0.162874515744647,0,0,0.0128261241907774,0,0,0,0,0,0,0,0,0,0,0.169764204890065,-0.110405152421581,0,0,0,0,0,0,0,0.0430351659988643,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.154335047466891,0,-1.38777878078145e-17,0,0,0,0,0,0,0.375853918011935,0,0,0,0,0,0,0,0,0.377155605424333,-1.38777878078145e-17,0,0,0,0,0.12047619955044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104626390893901,0,0,0
