,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X600958.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY,X000069.CH.EQUITY
X601166.CH.EQUITY,0,0,0,0.318372966298006,0,0,0,0,0,0,0,0.365363186725079,0,0.000191478861180205,0.133695239101308,0,0,0,0,0,0,0.059340492633482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161243040312175,0,0,0
X600000.CH.EQUITY,0,0,0,0,-0.0543651028938417,0,0.300912718073914,0,0,0,0.296456267182582,0,0,0,0,0,0,0,0,0,0.110374280987208,0,0,0,0,0,0,0,0,0,0,0,0.0624869372840203,-0.112105274171836,0,0,0,0,0,0,0,-0.0638625256792712,0,-0.149962571736766,-0.0204307921060853,0.276173384067506,0.0760902355977618,0.121921231840947
X601319.CH.EQUITY,0,0,0,-0.104438117597109,0,0,0,0,0,-0.081540546702247,0,0,0,0.293371942847941,0,0,0,0,0,0,0.17736717248421,0,0,0,0,0.364103344914445,0,0,0,0,0.0584605306053073,0,0,-0.0391821965102664,0,0,0,0,0.000475846854305868,0,0,0.098976887245491,0,0,0,-0.00880586812373569,-0.0629785714927608,0
X601601.CH.EQUITY,-0.00404190346505297,0.141176488109239,0,0,0,-0.105692549943707,0.0378565711059361,0,0.572747300708738,0,0,0,0.0538353727204002,0,0,0,0,0,0,0.00927838966563253,0.0192855610011623,-0.0388241517346194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0743504832119193,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.299461579956258,0.00315348700317967,0,0,0,0,0.151523225517155,0.139038952783247,0,0.062264453760682,0,0,0.135377136486316,0,0,0,0,0,0,0,0,0,0,0,0,-0.0608461545477222,0,0,0.128108374664668,0,0,0,0,0,0,0,0,0,0,0,0,0.173621850151184,0,0
X388.HK.EQUITY,0,0,0,0,0.107077720179555,0,0,0.322838833993617,0,0.0280692774856928,-0.0903341627898568,0,0,0.184050486869412,0,0,0.278799879784121,0,0,0,0.102425637223852,0.0586618003427767,0,-0.135161784901561,0,0.0651538528778011,0,0,0,-0.0270530331960987,0,0,0,0,0,0,0,0,0.135993246804411,0,0,0,-0.0465543228987075,0,0,0,0,0
X2388.HK.EQUITY,-0.105397000634842,0.275951787272241,0,0,0,0,0,0,0,0,0.037329103357219,0,0,0,0.446889165536404,0.315220310892533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111889290627927,0,0,0.0155536851842939,-0.175500018911991,0.0753851814818114,0,0,0,0,0,0,0,0.219984266255809,0.0814498981174185
X000001.CH.EQUITY,0,0.238726690309474,0,-0.0597693133278809,0,0.0959974712944221,0,0.0517340694920859,0,0,0.288971561034486,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050219220929326,0,0,0,0.186666030991729,0,0,0,0,0,0,0,0,0,0.0100822270666944,0,0,0,-0.171665614115232,0,0,0,0,0
X600030.CH.EQUITY,0.0455796286431923,0,0,0,0,0,0,0,0,0.0074590103362868,0,0,0,0,0,0,0,0.081147780757563,0,0,0,0,0,0,0.0848172508435499,0,0.337923317631579,0,0,0,0,0,0,0,0,0.366626465013652,0,0,0,0,0,0.213155673448478,0,0,0,0.0298037226209112,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.104512428218274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502832698955975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0926992531556848,0.214975648636678,0,0,0.140598969137582,0,0,0,0,0,0,0,0,0,0,0,0.318615564532485,-0.154453565220557,0,0,0,0,0,0.249680114332209,0,0.154808434871114,0,0,0,0,0,0,0,0,-0.078566729628323,0,0
X267.HK.EQUITY,0.0141603837463061,0,0,0,-0.062956853064795,0,0,0,0,0.142232209187887,0,0,0,0,0,0,0.493269705524011,0,0,0,0,0,-0.0730404442408449,0,0,0,0,0.0266226072433717,-0.0269752500111491,0.26472279746366,0,0,-0.169627618534088,-0.00660241555740364,0,0,0,0,0,0,0.0560736107386054,0,0.143235627721336,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.204713147545333,0,0.37097852762073,0.414133433822806,0,-0.0651016524521589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0857295672666702,0,0,0,0.105134667428258,0,0,0,0,0,-0.198361259852251,0,0,0,0,0,0.292426352232815,0,0,0,0,0,0
X601688.CH.EQUITY,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083011198874291,0,0,0,0,0,0,0,-0.109708600174835,0,0,0,0,0.0023432072841897,0,0,0.178871120111541,0,0,0,0.071117675284594,0,0.276555203519276,-0.0694598151399205,0.0217441337349178,0.13523596989004,0,0.310872754227485,0,0,0,0,0,0
X601211.CH.EQUITY,0.0105017503001327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177525405606566,0,0.0338043166175532,0.00596245279580568,0,0.0698920088677127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273307125906231,0,0,-0.0141076496013908,0.202170870508477,0,0.239458060328363,0,0.0881407809240604,0,0,0,0
X601336.CH.EQUITY,0,0,-0.220351140992002,-0.00513670933297506,0,0,0,0,0.494478596855495,0,0,0,0.197008278766942,0,0,0.144574913738378,0,0,-1.38777878078145e-17,0,0,0,0,0,0.159005983068805,0,0,0,0.0821330884261418,0,0,0,0,-0.0111674783835769,0,0,0,0,0,0,0,0,0,0,0,-0.0559847021740477,0,0.00907838503875699
X600837.CH.EQUITY,0.0498403412596889,0,0,0,0,0,0,0,0.123476193083791,0,0,0,0,0,0,-0.0523031460805181,0,0,0.0945791528611704,0,0,0,-0.019161774713002,0,0,0,0,0,0,0.0856363046772867,0,0.276080238826496,0,0,0,0,0.179676937785969,0,0,0,0,0.190023401419951,0,0,0,0,0,0
X601229.CH.EQUITY,0.434171100511789,0.124067960026051,0,-0.11664647874935,-0.0525997086446612,0,0,0,0,0,0,0.222148127096549,0,0,-0.0858753491395829,0,0,0,0,0,0.0268286573212677,0,0,0,0,0,0,0,0.158731025826354,0,0,0,0,0,0,0.168223074397183,0,0.174625288844725,0,0,-0.111423514153196,0,0,0.0805087116059902,0,0,0,0
X002142.CH.EQUITY,-0.0345086524600288,0.345503017754555,0.282247114803249,0,0,0.0191061016304519,0.103637584391496,0,0,-0.049656873759361,0,0,0,0,0,0,0,0.431587076214268,0,0,0,0,0,0,0,0.11697314350993,0,0,0,-0.00238018604289854,0,0,0,-0.0757476527840157,0,0,0,0.025700961419776,0,0,0,0,0,0,0,-0.117465828115334,-0.0982410877110677,0
X601066.CH.EQUITY,-0.105981172496726,0,0,0,-0.318218108379577,0,-0.115205872180684,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.303783511314125,0,0,0,0,0,-0.0118761818820995,0,0,0,0,0,0,0.0784603068543942,0,-0.170504161550414,0,0,0,0.0532114912154746,0,0,0,0.130057060625433,0,0
X000166.CH.EQUITY,0.0153231484335662,0,0,0,0,0,0,0,0.148409612277604,0,0,0,0.034661871426334,0,0,0,0,0,0,0,0,0,0.0412344137180799,0,0,0,0,0,0,0,0,0,0,0,0,0.35708728515968,0.206291515114477,0,0,0.181568788956989,0,0.0418422216357612,0,0.102000849711741,0,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0.00509446837480917,0,0,0.034936767029988,0,0,0,0,0,0,0,0.358317463837514,0,0.0943540275220789,0,0,0,0,0,0,0,0,0,0,0,0,0.0054266007775085,0,0,0,0,0,0,0,0,0.0205192878299255,0.386764367242294,0,0.147468324562602,0,0
X600015.CH.EQUITY,0,0,0.0223607024080319,0,0,0,0,0,0,0,0,0.186810736305894,0,0,0,0,0,0,0.154235588693971,0.233144120891008,0,0,0,0,0,0,0,0,0,0.0244008968012395,0,0,0,0,0.480205629725242,0.00882742098450348,0,0,0,0,0,0,0,0,0,0,0,0.134264284662169
X2882.TT.EQUITY,0,0,0,0,0.137633646942009,-0.0674978974965362,0,-0.114951442658536,0,0,0,0,0,0,0,-0.0578402886674609,0,0,3.46944695195361e-18,-0.066970861399064,0,0,0,0,0.0786501151942625,0,0.0368330560902057,0,-0.0600545734240691,0,0,0,0,0,0,0,0,0.31015523787019,0,0,0,0.103506715676123,0.0127090885053637,0.257406009017807,0.0246752675635358,-0.102000327146877,0,0
X601169.CH.EQUITY,0,0,0,0,0,-0.126495152817495,-0.00356252591679087,0.0108129845419013,-0.52603261668942,0,0,-0.079488166094705,0,0,0.199025753525739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119588448358564,-0.0472518608132903,0,1.13221918179535,0,0,0,0,0,0,0,0,0,0,0,-0.109160237990822,-0.246456993946604,0.197813028891689,-0.0128890677557358
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636928536242231,0,0.081513015318042,0,0,0,0,0,0.414474747790394,0,0,0.0759112164263813,0,0.101921747366829,0.0338674716188204,0.174319268431831,0,0.0106976812729137,0,0,0.146002341043445,0,0,0.048473844129198,0,0,0,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0.0776320583594785,0,0,0,0,0.195106444980573,0,0,0,0,0,0,0,0.0887267391408415,0,0.00962731973661076,0,0,0,0.22200747101173,0,0,0,0.11944985875171,0,0,0.0274513939494277,0,0.0302371345285424,0,0,0,0,-0.000469667323474477,0,0,0,0,0,0,0
X2881.TT.EQUITY,0,0.200212313168886,0,0,0,0,0,0,0,-0.11512268334729,0,0,-0.752454463460663,0.339105772193718,0,0,0,0,0,0,0,0,0,0,0,0.871908336479858,0,0.203281726297138,0.183158510139837,0,0,0,0,0.0593985580653025,0,0.0648679767657926,0,0,0.0350242567671957,0,0,0,0.0469233018577514,0,-0.235764634608733,0,0,-0.386251749016087
X2891.TT.EQUITY,0,0,0,0,0,0,0.0139370945323699,0,0,0,0,0.193241080696186,0,-0.00019096797657853,0,0.315438116496557,0,0.215910306319955,0,0,0,0.132916638650002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.939347339436664,0,0,0,0,0,0.000174173974959922,0,0,0,0,0
X000776.CH.EQUITY,0,0,-0.051377559940801,0,0,0.0695390928647186,0,0,0,0,0,0,0,0,0,0.0688783983246862,0,0,0,0,0,0,0,0.383936014061281,0.180481613225144,0.0127365186320123,0,0,0,0,0.190940028752955,0,0.000507798752352377,-0.0740665664888998,0,0,0.227408367306694,0,0,0,0,0,-0.0198894245601528,0,0,0,0,-0.0104209904938462
X2886.TT.EQUITY,-0.30208855769227,0,0,0,0,0,0,0,0,0,0,-0.0791532304783408,0,0,0.0763377193366398,0,0,0,0,0,0,0,0,0,0,0.122405805367438,0,0,0.0690001098064485,0,0,0,-0.114895748050674,0,0,0,0,0.169582545546401,0,0,0,0,0,0,0,0,0.794570609945667,0
X601881.CH.EQUITY,-0.0467642791182701,0,0,0,0,0,0,-0.242673251563073,0,0,0,0,0,0,0,0,0.209902538148004,0,0,0.087217652712355,3.46944695195361e-18,0,0.148360213941281,0,0,0,0.349016826865224,0,0,0,0,-0.0415240300335692,0,-0.0796793011052112,0,0,0,0,0,0.200088057272739,0,0,0,0.239819261007067,0.0465272404141751,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,1.16634372018574,0,-0.721650994958491,0,0,0,0,0,0,-0.111473020385269,0,0,0,0,0,0.143410619698695,0,0,0,0,0,0,-0.351509155211412,0.0342026580836882,0,0,0,0.0508578727393483,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,-1.38777878078145e-17,0,0.180599143081543,0,0.147820279485962,0.414613445134779,0,0.0243200128594154,0,0,0.158207587853506,0,0,0,0.052784128155943,0.208527088200169,0,0,-0.0435610355777917,-0.0229262960746069,0,0
X601009.CH.EQUITY,0,0.196176189568747,0.0547559862642684,0,-0.153830710285776,0,0,0,0,0,0,-0.146827220536273,0,0.180845825362137,0,0,0,0.364811031547277,0,0,0,0.286628524648765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962891459646325,0,-0.372021903199909,0,-0.259370514827894,-0.200998644789986,0.537202377751065
X2884.TT.EQUITY,0,0,0,0,0,0,0,0.362059186827534,0.0280348310080385,0,0,0,0,0,0.00604389290463532,0,0,0,0.0782280739624897,0,0,0,0,0,0,0,0,0,-0.13674566140904,0.310565316675358,0,0,0,0,0,0,0,0,0,0,0.373491552793049,-0.435784665963081,0,0,0,0,0.189264871679092,-0.0757041468911936
X2892.TT.EQUITY,0,0,0,0,0.156630241814941,0.0537941557244511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411864289625103,0,0,0,0,0,0.696774818059436,0,-0.0643124809277014,0,-0.0831524897318305,0.188882517281621,0,0
X000069.CH.EQUITY,0,0.13906575180257,0,0,0,0,0,0.0270647779007322,0,0,0,0,0,0,0,0,0.0551473285533649,0,0.0486732746835734,0.0238505960131368,0,0,0,0,0,0.038609103817883,0,-0.160046758452209,0,0,0,0.164238002582059,0.0457804509553211,0.122396777335559,0,0.124665470196698,0,0,0,0,0,0,0,0,0.233533946304418,-0.0302978324602608,0,0
