,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X601916.CH.Equity,X002142.CH.EQUITY,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X600837.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0.355622104273803,0.263707957272804,0,0.0200432268493679,0,0.0106518655187007,-0.0584440314107734,-0.0478539623705162,0,-0.0273611776193961,0,0.205843929778153,0,0,0,0,0,0,0,0,0,0.165943622329638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0998879013263338,0,0,0.167491795727906,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.133667374345138,0,0,0.227500343853146,0,0.220645972339438,0,0,0,0.150284165532737,0,0,0,0,0,0,0,0,0.026088261698659,0.0292395283896429,0,0,0,0,0.0345767302611179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,-3.46944695195361e-18,0,0,0
X601288.CH.EQUITY,0.00494620795548777,0.333940381452318,0,0.111681782637203,0,0,0,0.0558065002867753,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.212665917505249,0,0,0,0.0632827325700383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111174178481855,0,0,0,0,0.0284370396843711,0,0,0,-0.0463242894845887,-3.46944695195361e-18
X601988.CH.EQUITY,0.187821772337434,0.0863621780173972,0.331401948357556,0,0,0,0,0,0.0554566262891701,0,0,0,0.110166594496336,0,0,0.0477998513234364,0.00353592394489219,-3.46944695195361e-18,0,0,0,0,0,0.0804933149258009,0,0,0,0,0,0,0,0,0,0,0.0592557617961928,0,0,0,0,0,0,0,0,0.0760781472233073,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.191740637039608,0,0,0,0,0,0,0,0,0.173890887365888,0,-0.0773348863178038,0,0,0,0.0457418958634276,0,-0.0429062508684677,0,0.43005562696975,0,0,0,-0.111529577668509,0.303141472192227,0,0,0,0,0.240070135571123,0,0,0,-0.199538578767859,0.165417530696087,0,0,0,0,0
X601658.CH.Equity,0,0,0.0641289021082443,0.0190766970212497,0,0,0,0,0,0,0.0376301625648457,0,0,0,0,0,0,0,0,0.205203295471458,0,0.0118934704287124,0,0,0.303855020967064,-0.0204571335080681,0,0.0784249710819119,0.0164964235001755,0,-0.177457361575841,0,0,0,0,0.208531208482418,0,0.212346847667357,0,0,0,0,0.262200476199565,-0.134041781455049,0,0,0,0,0,0
X601328.CH.EQUITY,0.106075813146019,0,0,0.0124707329949042,0,0,0,0,0,0,0,0.103763496326034,0.145679532390103,0,0.268848704322455,0,0,0,0,0,0,0.0232915391877562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132225375292028,0,-0.0621344911414726,0.147812547350045,0,0,0,0
X601318.CH.EQUITY,0,0,0.0143796618885867,0,0,0,0,0,0,0,0,0,0,0,0.0262790667993116,0,0,0,0.247782487068752,0,0.0649521488872004,0.0177973531811689,0,0.0952896556418135,0,0,0,0,0,0,0,0,0,0,0,0.29957259851468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759020555086031
X600036.CH.EQUITY,0,0,0,0,0,0.0219773242947783,0,0,0,0,0,0,0,6.93889390390723e-18,-1.0842021724855e-19,0,0.415345592526327,0,0,0,0,0,0,0,0.071217772480738,-0.119467657801423,0,0,0,0,0,0,0,0,0.048701397406527,0,0,0,0,0,0,0,0.333974396079506,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.149506059126374,0,0,0,0,0,0.170399932377701,0,0.0572722630417561,0,0,0,0.163763737739519,0,0,0,0,0.161408228355765,0,0,0,0,-2.16840434497101e-19,0,0,0,0,-0.27060463386461,0,0,0,0,0.12444573285272,0,0,0,0.00293388344016221,0,0.0351029461518622,0
