,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2882.TT.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X601169.CH.EQUITY,X601788.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X601916.CH.Equity,X2891.TT.EQUITY,X601696.CH.Equity,X601236.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY
X388.HK.EQUITY,0,0.252635478792739,0,0.0153691285454399,0,0,0,0,0,0,0,0,0,0,0.0697084153933889,0.00202629145328771,0,0,0,0,0,0.234051767361011,0,0.0474937134308476,0.195153465588517,0,0,0,0.0653100847083922,0.107958626928957,0,0,0,0,-0.214878340150445,0,0,0,0,0,0,0,0.0111669751178413,0,0.132236914628138,0,-0.172774278245243,-0.191777165996373,-0.0300276124493221,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129967152804454,0,0,0.094545739110278,0,0,0,0.0158508946550057,-6.93889390390723e-18,0,0,0.056617209056755,0.112301838766809,0,0,0.499724486418306,0,0,0.00273384417752234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487921728911776,0.00562577924325991,0,0.0131787685989104
X601166.CH.EQUITY,0,0.016537575520982,0.0910335332452081,0,0.0673953335367566,0,0,0,0,0.0123950530490361,0,0,0,0,0,0.517938842558909,0,0.111266500418312,0,0,0.0671430901283651,0,0,0,0,0,0,0.00143167994021414,0,0,0,0,0,-0.0059163036154127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367904714811443,0
X601328.CH.EQUITY,0.315439235793479,0,0,0.236326039109774,0,0,0,8.67361737988404e-19,0,0,0,0.0655156915432664,0,0,0.0334572350092087,0.0209561080893317,0,0,0,0.135509525698748,0.171258274636309,0,0,0.081603575314365,-0.0160449470157353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00277078637882561,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,-0.140622820272249,0,0,0,0,0.547253677874017,0,0,0,0,0,0,-0.0547277265806346,0,0,0,0.0470024674489332,0,0,0,0,-0.0028521133516619,0,0.19288514049486,0.0401117181354448,0,0,0,0,0,0,0,0,0,0,0,0.0494247912963919,0,0,0,0.0448538035732463,0.154090440608767,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.0480113182571019,0,0.0233866144863084,0.0303540490850617,0,0.034280242185554,0,0.494219649451411,0.0549120495964626,0,0,0,0,0,0.182523514451281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00673115662931683,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0.01735612439311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16069641222424,0,-0.0223035484807132,0,0,0,0.368500199927918,0,0,0,0,0.0783817059221832,0,0,0.188730090011488,0.131441153107557,0,0.0995716584791349,0,0,-0.0672609131188416,0,0,-0.0101892146170506,0,0,0,0,3.46944695195361e-18,0
X000001.CH.EQUITY,0,0.419939640193843,0,0,0.221679697610617,0,0,0,0.0877999149346826,0,0,0,0,0,0,0,0,0,0.0495606443078613,0,0.117023468621442,-0.0301435647737047,0,0,0,0,0,0.13674975148013,0.0052534121734538,0,0,0,0,-0.0245855433195357,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0228650248521362,0,-0.0585008256891609,0.0036271999432871,0
X601601.CH.EQUITY,0,0.865164744527107,0,0,0,0,0,0,0,0,0.0819751118667978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111401249243605,-0.0960120374082869,-0.0747131676537415,0.233635498369878,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0245764356186168,0,0
X600016.CH.EQUITY,0,0,-1.73472347597681e-18,0.437344191764862,0.262260734120943,0,0,0.00554145629777799,0,0,0.0499305138563666,0,0,0.0329863438758019,0,0,0,0,0,0,0.00345270210221338,0,0.0426905938367949,0,0.0238990798423141,0,0,0,0,0,0,0,0,0,0,-0.0493623878946979,0,0,0,0.183302909953748,0,0,0,0,0,0,0,0,0,0.0566738318744751
X601998.CH.EQUITY,0.202153897697241,0,0,0,0.0947008249133904,0,0,0,0,0,0,0,0,0,0,0,0.0659631601399426,0,0,-0.0632034813738762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105117023300803,-0.057735831824671,0.552069421914138,0,0.0191310096442309,-0.0343035009093429,0,0,0.0466103542757551,0.101832275094347,0
X2388.HK.EQUITY,0,0,0,0,0,0.0825200539507658,0,0.353462216251033,0,0,0.0677716278224923,0,0,0,0,0,0,0,0,0,0,0,0.432980082324158,-0.154806649010647,0.0621763460859551,0,0,0.01039185169292,0,0,0,-0.00698444998139716,0,0,0.0462632444858446,0,0,0,0,0,0,0,0,0,0,0,0,0.152277080121869,0,-0.0605127792013077
X11.HK.EQUITY,-0.1002194321891,0,0,0,0,0,-6.93889390390723e-18,0.168940245880603,0.336336847543051,0,-0.114273303884388,0,0,0,0.0295055878822453,-0.0546335853406248,0,0,0.0354725967419772,0,0,0.260033225999457,0,0,0,0,0,0.0630400078401849,0,0,0,0,0.0670415097376108,0,0,0,0,0,0,0,0,0,0,0.0395931413260055,0,0,0.0740499267941674,0,0,0
X601818.CH.EQUITY,0,0,0.384804259477716,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101339601874951,0,0,0,0,0.0186379833786565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16116557049502,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.0742275490990458,0.17884673128816,0,0.217326397156531,0,0,0,0,0,0,0.0970762317081528,0,0,0,0,0,0.0737837551137228,0,0,0,0.0409797878731201,0.00689637322811734,0,0,0,0,0.0312508937315419,0,0,0,0,0,0,0,0,0,0.279808876521539,0,-0.0486833719953467,0.0662430794085491,0.0295489701410525,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.150811880626391,0,0,0,0,0,0,0,0,0,0.00420321454785971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630463608795576,0,0.407906851034109,0,0,0,0,0,0,0,0,0.127359569061836,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0.0911421773030514,0,0,-0.0626302775319144,0,0,0,0,0,0.0587621350992463,0,0,0,-0.0129179035690175,0,0,0,0,0,0,0,-0.025562031679507,0.315399901645176,0.36105563559576,0,0,0,0.0280621487379751,0,0,0.263351407735404,0,0,-0.0251276071229916,0,0,0.0193553571036258,0,0,0,0,0.00537768021272037,0
X002142.CH.EQUITY,0,0,0,0,0,0.526992924350612,0,-0.017538757079014,0,0,0.12521253811194,0,0,-0.529786412693332,0,0,0,0,0,0,0,0,0,0,0.0970204407032795,0,0,0,0.0358140743671053,0,0,0,0.55503215361771,0,0,0,0,0,0,0,0,0,-0.0829246030540403,0,0,0,0,0,0,0.0166918587276632
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636373944279645,0,0,0,0,-0.0544824056237557,0,0,0,0,0,0.0253771572348365,0.100349550944936,0,0,0,0,0,0,0,0,0.0512275331140809,0,0,0.143977669692509,0,0,0,0.154897172910869,0,-0.0355069085700855,0,0,0.249820830157232,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0321187208484496,0.108899589826782,0,0.123102176989057,0,0.137625922261779,0,0,0,0,0.112296209284892,0,0,0,0,0,0.397393516749561,0,0,0,0.0840689404003446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0.142001938196659,0.00941129011244844,0,0,-0.0386479181043313,0,0,0,0,0,0,0,0,0,0,0,0.0528428935283168,0,0,0,0.438235866317686,0,0,0,0,0,0,0,0,0,0.16540882139373,0.0891819074590515,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.129504576628836,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0.0331342347883151,0,0,-8.67361737988404e-19,0,0.0796972724089421,0,0,0,0,0.113736581319295,0,0,0,0,0,0,0,0,0,0.0406159178116487,0,0,0,0.183505215657732,0,0,0,0,0,0,0,0,0,0,0,-0.0036942641868803,0,0.106716160770885,0,0,0.291086704979779,0,0
X601336.CH.EQUITY,0,0.175309626420156,0.222446156786211,0,0,0.153009739135679,0.290785149113762,0.016032202844884,0,0,0,0,0,0,0,0,0,0,0.0101610122079225,0,0,0.0446151223735135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0737251920834121,0,0,0,0,0,0,0,0,0.0159436873194202,0,0,0,0
X600918.CH.Equity,0,0.00664473884393514,0,0,0,0,0.150553709601325,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.384435742536311,-0.0694967586736133,0,0.0898117809268055,0,0,0,0,0,0,0.050223654790529,0,0,0,0,0,0,0,0,0,0,0,0,0.0254096541123284,0,0,0.0119766838290581,0,0,0.187300395910639
X601229.CH.EQUITY,6.93889390390723e-18,0,0.116136089712804,0,0,0.0302068700287362,-0.377883072635391,0,0,0.271869555033159,-0.123993398060472,0,0,0,0,0,0,0,0,0.114827270880287,0,0.0949201805424883,0,0,0,-0.082777897817666,0.152586552848668,0.218835685163776,0,0,0,0,0,0,0,0,-0.00492484962065633,0,0,0,-0.0277309117225944,0,0,0,-0.221687427884734,0,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,-0.12474909240424,0.105857075056683,0.0654387207061171,0,0,0,0,0,0,0,0.0575508722024103,0.214655658170663,0,0,0,0,-0.0231153307484078,0,0,0,0,0,0,0,0.0442749481392907,-0.219561204730609,0,-0.010348503677076,0,0,-0.0574219696054927,0,0,0,0,0.930412030371891,0,0,0,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171833752671702,0,0,0,0.0399185133105966,0,0,0,0,0,0,0,0.0378953005003075,0,0,0,0,0,0,-0.0253159492511675,0,0,0,0,0.164418335651268,0,0.174205518039033,0,0,0,0,0,0.0306028823762737,0,0,0.0393354922078683
X000776.CH.EQUITY,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0373047922642399,0,0,0,0,0.0131463351266931,0,0,0,0,0,0.148863677834645,0.0266053376246499,0,0,0,0.00360232267654125,0.537941189383567,0,0.0168112815401795,0.0417800975760452,0.124322714409409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560292195364681,0,0.0638572244214383
X002736.CH.EQUITY,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0513703028734806,-0.0248936876804124,0,0,0,0,0.0982826655913432,0,0,0,0,0,0,0,0,0,0.0496616990637969,0,0.246469316349828,0,0,0.0777333004146318,0,0,0,-0.015705574754231,0,0,0,0,0,0,0.0850141379007542,0,-0.0276165501151772,0,0,0,0,0.0838182569966255,0,0
X601169.CH.EQUITY,0,0,0,0.141985575605795,0,0,0,0,0,0,0.0428683633329219,0,0,0,0,0.0253857866575838,0,0,0,0,0.200765742177071,0,0,0,0.136568889554784,0,0,0,0,0.127474456604762,0,0,0,0,0,0,0,0,0,0,0,0.0314343732977087,0,0,0,-0.0557643263079304,0,0,0.200066971876554,0
X601788.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185438371418534,0.0416632382730955,0,0.0867238332554198,0,0,0,0.37182140007081,0,0,0.0325230319660039,0,0,0.0994151196574961,0,0,0,0,0,0,0,0,0.00599654461252767,0.0222811252923976,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797195995305341,0,0,0,0.0516746502787677,0,0,0.0732768665527333,0,0,0,0,0.0116794270181804,0,0,0,-0.0439787821516635,0,0,0,-0.391076487355964,0,0,0.0812543247769608,0,0,0,0,0.276096151934874,0
X2881.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00230466749615835,0,0,-0.0142911651503894,0,0,0.0735821919567971,0,0,0,0,0,0,0,0,-0.0629345736759612,0.00477817751283586,0.873522366700855,0,0,0,0,0.161671845183489,0,0,0,0,0.150664027650553,0,-0.0459936789110208,0,0
X2886.TT.EQUITY,0,0,0.00851119432695415,0,0,0,0,0,0.141772259342469,0,0,0,0,0,-0.110015094667466,0,0,-0.1020956286549,0,0,0,0,0,0,0.201493458367499,0.0489423973666515,0,0,0,0,0,0,0.0594383061048856,0,0,0.385320244101398,0,0,0,0,0,0.0215403078441212,0,0,0,0.11089200939149,0,-0.039912019331232,0.168962588057814,0
X601916.CH.Equity,0,0,0,0,0,0,0,-0.0536451751265687,-0.184470946108282,0.156756706174145,0.0441132400404081,0,0,0,0,0,0,0.136409824182287,0,0.206839432186673,0,0,0,0,0,-0.0637417263357925,0,0,0,0,0,0.111291615220232,0.0403823567668226,0,0,0,0,0,0.212813538269605,0,0,0,0,0,0,0,0,0.0443827646381349,0,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368867399719709,0.0364155001009198,0,0,0.0875310427146106,0,0,0.211667352516417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10350221476269,-0.0555273436850047,0,0.521154579200235,0,0,-0.0949841640370231,-0.0174830236212412,0,0
X601696.CH.Equity,0,0.35071204354106,0,0,0,0,0,0,-0.0949001494779738,0,-0.0158495893539209,0,0,0,0,-0.0356761282256094,0,0,0,-0.0458254078127999,0,0,0,0,0,0.192039324393591,0,0,0.188017290513774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166496709136501,0,0.485724793352046,-0.00911305106484149,0.0226396730314995
X601236.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.069006966244292,0.0112521345894163,0,0,0,0,-0.075996842223255,0.0752439129774002,0.0522969029514327,0,0.0321593390606919,0,0.17722975001148,0,0,-0.0968585153232416,0,0,0.146912044371507,0,0,0,0,0,0.0301488558368543,0.501801476629129,0,0,0,0,0,-0.0587719339941134,0,0.201668580146166,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,0,0,0.0255268225392372,0,0.0458043519372893,-0.0502880188378959,0,0,0,-0.0805380263169379,0,0,0,0,0,0,0,0,0,-0.0672755814733794,0,0,0.0220839750609804,0,0,0,0,0.0589284489894202,0,0.122840920969378,0,0,0,0,0,-0.00311438675856957,0.817527555800844,0,0,0,0,0,0,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0.0826293592533528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369261633869991,0,0,0.238883118245311,0,0,0,0,0,0,0.0202863526473354,0,0,0,0.270572397777404,0,0,0.139216011679722,0,0,0.0132371314991331,0,0,0.0842706888733572,0.0667223776330602,0,0
