,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601077.CH.Equity,X601009.CH.EQUITY,X2892.TT.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0,0.144209877513855,0.210824586209722,0,0.202769076122017,0,-0.0658393550631935,-0.0120513943986605,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119509889296916,0,0,0,0,0,0.00663641441416161,0,0,0,0,0,-0.0294646784441998,0,0,0,0,-0.25994690263861,0,0,0.152990652605091,0,0,0.0496547728016095,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.117823159824729,0,0.0909370406319861,0.282439163106531,-0.00525535532523073,0,-0.132394354413635,0,0,0,0,0,0.110956023835834,0,0,0,0,-0.292875663486511,0.274861229116721,0,0.268232161589018,0,0,0,0.0150580633719651,0,0,0.0692126948296173,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.457157668848659,0,0,0.0458002879805888,0.101533906640538,0,0,0.0404411282900349,0,0,0,0,0,0.145102039523433,0,0,0,0.0325054935741561,0.128229905076504,0.0123693927612319,0,0,0,0,0,0,0,0,0.304363702169933,0,0,-3.46944695195361e-18,0,0,-0.138370777434511,0,0,0,0,0,0,0,0,0,0,0.00263693212006815,0,0
X601288.CH.EQUITY,0.465373954564687,0,0.00601083900984856,0,0.0633117967819409,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453531393332463,0,0,0,0,0,0,0,0,0,0.11875627046574,0.0454250246818782,0,0.202464263184841,0,0,0,0,0.040457659653298,0,0,0,0,0.156975495089586,0,0,0,0.0493079016621705,0,0
X5.HK.EQUITY,-0.0399648623952282,-0.122047627042568,0,0.101181557020439,0,0,-4.33680868994202e-19,0,-0.436330264599915,0,0,0,-0.0269848076834995,0,0,0.0737226527665967,0,0.370955324306321,0,0.396912643181169,-0.202829441073133,0,0,0,0,0,0.0285119730635145,0,0,0,0.227753799247316,0,0,0,0,0,0,0,0.0985191968995002,0,0,0.182303074850606,0,0.171037328397115,-0.0524646402383004,0,0,0
X601988.CH.EQUITY,0,0,0.233515087803456,0.156631499893012,0,0,0,0.040960135408624,0,0.179289474037925,0.107175720823849,0,0,0,0,0,0,0,0,0,0.438895896810081,0,0,-0.0367996049179675,0,0,0,0,0,0,0,0.0490408165799346,0,0,0,0,0,0,-0.0150332294334149,0,0,0,-0.185815887176194,0,0,0,0,0
X600036.CH.EQUITY,0,0.450736913865742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893053090667439,0,0,0.211157379231198,0,0,0,0.238578462835296,0,0,0,0,0,0.00187843328730355,0.116531525113831,0,0,0,0,0,0,0,0.0630238069352182,0,0,0,0,-0.0525054367818684,0.0685929297916513,0,0,0
X601628.CH.EQUITY,0,0.00496774740551917,0,0.69567030178414,0,-0.0922594594357522,0,0,0,0.0408042413478525,0,0,0.279960105997495,0,0,0,0,0,-0.087281225434782,0,0,0,0,-0.148143042018749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112220278954515,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.133150063556563,0,0,0,0,0,-0.0331043978808859,-0.105960532100071,0,0.350480411780804,0.402258476736382,0,0.0591313081286799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287031512253395,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.00284905610098118,0,0,0,0,0.157949621504263,0,0.108609454625532,0,0,0,0,0,0,0.204129612754286,0,0,0,0,0,0,0,0,0.507118455561965,0.191699687757892,0,0,0,0,0.253860388636414,0,-0.166874418338394,0,0,0,0,0,0,0,0,-0.12978291430122,0,0,-0.00890598404194099,0,0,0,0
X601328.CH.EQUITY,0,0,0.0489776948115734,0,0.0428128519790712,0.381435015942163,0,0,0,0,0,0.0462078498523689,0,0,0,0,0,0.102542446279799,0,0,0.170924964748941,0,0,0,0,0,0,0,0,0.0360771033246399,0,0.0486529269080385,0,0,0,0.0752832186925126,0,0,0.0460617990454389,0,0,0,0,0,0,0.0817987793520241,0,0
X600000.CH.EQUITY,0,0.113060294101089,0,0,0,0.0667968227884026,0.298875510725353,0,0,0,0.254923179765954,0,0,0.108944348536852,-0.0698279762044217,0,-0.010880339214602,0,0,0,0.116889788712954,0,0.105180252951087,0.0610840691004965,0,0,0,0,0,0,0,0,0,0,0,0,-0.0294649292035942,0,0,0,0,0,0,0.064559506995396,0,0,0,0
X601319.CH.EQUITY,0,0,-0.088437839219224,0,0,0,0,0.209417349446394,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0800058460937995,0,0.0749672397992528,0,0,0,0,0,0,0,0,0,0.146111578473782,0.183240871770109,0,0,0,-2.16840434497101e-19,0.351065926199386,0,0.0561810789087643,0,0,0.0746012848012553,0,0
X000001.CH.EQUITY,-0.0441800097719527,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226621510998884,0,0,0,0,-0.0974360131312086,0,0,0,0.260218226678502,0,-0.279783160616567,0,0.229707789903868,0.187933407672989,0,0,0,0,0,0,0.157941351101451,0,0,0.218905058390915,0,0,0,0,0,0.0577443270050055,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.242033328620936,0,0.0103928332012302,0,0,0,0.494506422600969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0371425442655763,0,0,0,-0.142912802928255,0,0,0,0.324107457162616,0,0,0,0,0,-0.0926445175258275,0,0,0
X11.HK.EQUITY,0.313176475923266,0,0,0,0.00742262544342669,0,0,0,0.242529904201174,0,0,0,-0.0433786663459238,0,0,0,-0.0362705734412077,0,0,0.426913304798702,0,0,-0.270429773647486,0,0,0.0984278851311216,0,0,-0.0495174194824454,0,0,0,0,0,-0.0505911677960458,0,0,0,-0.0285316687922632,0,0,0,0,0,0,0.0502490603739212,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0.0633049665291825,0,0.639996033545777,0,0,0,0,0,0.0900434492360007,0,0,0,-0.017265887916421,0,0,0,0,0,0,0,0,-0.394649710642852,0,0,0,0,0,0,0,0.392860334080093,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0.0733937255150497,0,0,0,0,0,0,0,0,0,0.230486829587445,0,0,0,0,0,0,0,0,0.0989488284777766,0.210239772288519,0,0.0740180392609836,0,0,0,0,0,0,0.0406811275640029,0.0959880293508469,0,0,0,0,-0.218569116777036,0,0,-0.00699729720048611,0,0,0,0,0,0,0,0.0200202335055556,0
X267.HK.EQUITY,0,0,0,0,0,0,0.186048535377355,0.0355072167521284,0.0664279140684388,0,0,0,0,0,0,0.11107861898786,0.196500181658307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305462026757394,0,0.047566874126731,0,0,0,0,0,0,0.135243639312563,0
X2388.HK.EQUITY,0,0,0,0,0.149692858162455,0,-0.0564019454001887,0.106889241449875,0.115946562333433,0,0.0494570274811528,-0.117356743780612,0,0,0,0.422376650539137,0.113371963276806,0,-0.0607210512293172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137857234974244,0,0.150973155375957,0,0,0.27270538528281,0,0,0,0,0
