,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X002142.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X601319.CH.EQUITY,X600926.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2883.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY,X2801.TT.EQUITY,X601066.CH.EQUITY,X000166.CH.EQUITY,X2823.TT.EQUITY
X601601.CH.EQUITY,0,0,1.73472347597681e-18,0,0,-0.0228398189876867,0.486804795578204,0,0,0,0,0,0,0.274175797985895,0,-0.0306634664215842,0,0,0.0329508142657245,-0.0985998563811763,0,0,2.77555756156289e-17,0,0,0,0,0,0,-0.0540234986504962,0.18663919940326,0,0.0300451152324493,0,0,0,0,0,0.13234638064814,0,-0.0842841368816208,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0.245609054801256,-0.220329895981214,0,0,0,0,0.25116282089907,0.00226847196122497,0,0,0,0,0,0,0,0.135216277925844,0,0,0,0,0,0,0,0,0,0,0.501195187514289,0,0.131427198371059,0,0,0,0,0,0,0,0,-0.214907865548682,0,0,0,0,0,0,0,0.0544059099588601,-0.112422586677458,0,0
X601009.CH.EQUITY,0,0,0,0,0.0146879314899964,0.0956476973433228,0,0,0.0437515073173966,0,0,0,0,0,0,-0.157034674800693,0,0.224766879847146,0,0,0,0,0.29269325541359,0,0,0,-0.0207744513265123,0,0,0,0,0,0,0,0,0,0,-0.0226871297968216,-0.0496997177108963,0,0,0,0,0.425622363763199,0,0,0,0.104497035496429,0,-0.0751846065904403
X2881.TT.EQUITY,0.0105292438317175,0,0,0,0,0,0,0,0.00931220081879841,0,0,0,-0.0467205137302621,0,0,0,0,0,0,0,0.306496116925895,0,0,0,0,0,0,0,0,0,0.0791787964621662,0.0218177855260558,0,0,0.131094742851125,0,0.241256337777439,0,0,0,0,0,0,0,0,0,0.077715428198028,0,0,0
X2891.TT.EQUITY,0,0,-0.065673895816993,0,0,0,0,0,0,0,0,0,0,0.0103996734469172,0,0,0,0,0,0,0.223434739247872,0,0,0,0,0,0,0,0,0,0,0.354849812651245,0,0.349131608719697,0,0,0,0,0,0,0,0,-0.0574227839384522,0,0,-0.122099006582361,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,-0.0651343590161948,0.127527669577701,0.141046637672669,0.0160838320941397,0,0,0,0.0418192358360957,0.174413210200612,0,0,0,0,0,0,0,0.033426378076836,0,0,-0.0353627242055367,-0.00330773531565069,0,0,0,0,0,0,0,0,-0.0256897122687447,0,0,0,0.141041004635989,0,0.183214850616257,0,0,0,0,0,0,0,0.166769676443275,0
X600926.CH.EQUITY,0,-0.0702124446337768,0,0,0,0,0,0,0,0,0,0,0,0.0895459334371981,0.156889377224915,0,-0.0910430497045261,0,0.131831608892574,0,-0.0724288773787403,0,0.183848613215026,0,0,0,0,0,0,0,0,-0.0212305739553256,0,0,0,0,0,0.416492357468203,0,0,0,0,-0.0447646016776262,0,-0.0309023535991732,0,0,0,0,0
X601077.CH.Equity,0,0,0,0,0,0,0,0,-0.135722013297587,-0.00486204305780485,0,0.196322982054657,1.73472347597681e-18,0.294331479756917,0,0,0.134312706583655,0,0,0.370358412900154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300824690600523,0,0,0.0231080350263106,0,0,0,0.0122508668461513,0,0,0.0409543332311591,-0.181325122186999
X600030.CH.EQUITY,1.73472347597681e-18,0,0,0,0.34757419395245,0,-0.161484103605217,0.431711159998218,-0.166958998353276,0,0,-0.118345608133692,0,0,0,0,0,0.0313495130694655,0,0,0,0,0.128876537041997,0,0,0,0,-0.301958175597537,0,0,0,0,0,0,0,0,0,0,-0.531444054599076,0,0,0,0,0,0.0355310645748084,0.446670094759721,0,0.172287227460343,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0.343437205053093,0,0,-0.0756105952940174,0,0,0,0.366912281335507,0,0,0,0,0,0.0901511277964011,0,0.175820199923822,0.0664440175946566,-0.0192329481302216,0,0,0,0,-0.0456048511094154,-0.0991568623942528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5880.TT.EQUITY,0.034629851865655,0,0.0127544551497595,0,0,0,0,0,0.06932603649957,0,0,0,0,0,0,-0.0158190496487788,0.0640373801616107,0,0,0,0,0.0338059087506108,0,0,0.043311599060326,0.119284434423309,0,0,0,0,0,0,0,0.053703524067078,0,0.251162319510129,0.0359830589242058,0,0,0.245262734610394,0,0,0,0,0,0,0.0763275937675844,0,0.104507656897742,0.090090397192043
X2886.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975196383872292,0,0,-0.0217820204462361,0,0,0,0,0,0,0,0.488245304374077,0,0.00252703269397776,0,-1.73472347597681e-18,0,0,0.0707271516414261,0,0,0,0,0,0,0,0.0804667635726874,0,-0.0105974369951873,0.186714706966628
X2892.TT.EQUITY,0,0,0,0.00576788016655482,0,0,0.00105308520210319,0,0,0.077228894917738,0,0,0,0,0,0,0,0,0.00272234915854684,0,0,0.167251128021304,0,0,0,0.180493353448473,0,0,0,0,0,0.210854962862354,0.344485704712626,0,0.183713062187437,0,0,0,0,0,0,0,0,0,0,0,0.0112804386326782,0,0,0
X2888.TT.EQUITY,0,0,0.0578383904686192,0,-0.0161877854225475,0,-0.024887587860093,0,0.0343867718632092,0,0,0,0,0,0,0,0,0,0,0,0.327215679875524,0,-0.024559340800977,0,0.125678932137014,0,0,0,0,0,0,0,0.0597027773021818,-8.67361737988404e-19,0,0.239873559135627,0.12393794937722,0,0,0,0,0,0,0,0,0,0.0286218917808812,-0.110634058139975,0,0
X2880.TT.EQUITY,0,0,-0.0442903032155544,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140169511079438,0,0,0,0,0,0,-0.156812071312625,0,0,0,0,0,0,0,0.207864250054384,0.0923481427121415,0,0.334984361409036,0,0,0,0,0.18708356822882,0.211280073835459,0,0,0,0,-0.107672195695104,0,0,0,0
X2883.TT.EQUITY,0,0,0,0,0,0,0,0,0,-0.0247685927957077,0,0,0,0,0,-0.0117068364438712,0,-0.00816000370264039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365656776958801,-1.73472347597681e-18,0,0,0,0.0677727905187918,0,0,0,0,0.0447633208912285,0,0,0,0.0771985389924551,0.438018307547905
X601577.CH.EQUITY,0,0,0,0,0,0,0,0.00720989212891543,0.0466326968582698,0,0,0,0,-0.0562158975587611,0.228069008307754,0.0722571843864232,0,0,0,0,0,0,0,0,0,0,0,0.255556362704296,0,0,-0.186443519206285,0,0,0,0,0,0,0,0,0,0.557579233358429,0,-0.215924817581795,0.248330512108108,0,-0.100394018001637,0,0,0,0
X601838.CH.EQUITY,0,0.0426248738465485,0,0,0.0413447339201017,0,0,0,-6.93889390390723e-18,0,0.0709335055292801,0,0.0060458812556585,0.351209471086166,0,0.0836770089540623,0,0,0,-0.217753961473685,0,0,0,0,0,0,0,0,0,0,0,0,0.00054638537993421,0,0,0,0,0.27137913869697,0,-0.0725860615522802,0,0,0,0,0,0,0,0,0,0
X2884.TT.EQUITY,0,-0.0309174066158428,-0.0251722487058489,-0.00242276294225922,-0.0126032755193296,-0.00313452179568821,0,0,0,0,0,0,0,0,-0.0478257797208573,0,0,0,0,0,0,0,0,0,0,0.0801057135609995,0,0,0.0472832962811656,0,0,3.46944695195361e-18,0.0144666934255933,0.121666829955139,0,0.173731450070313,0,0,0,0,0,0,0,0,0,0,0.546300946651631,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0.0355039632662472,0,0,0,0,0,0.488719668203462,-0.068465158067761,-0.238879213282045,0,0,0,0,0,0,0,-0.015518361324237,-0.0112994573273589,0,0,0,0.0121674200064496,0,0,0.0505653243777451,0,0,0,0,0,0.105236293914327,0,0,-0.0265378784127703,0,0,0,0,0,0,0,0,0.20185958169367,0.794492262545695,0
X600837.CH.EQUITY,0,0,0.257696920562125,0,0,0,0,0.0110136515663538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361691868262601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318145067903695,0.0193652906493974,0,0.136978192344107,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840436476971137,0,0,0,0.0432403978380507,0,0,0,0,0,0.0603037979880455,-0.0181240367781143,0,0,0,-0.10096265634508,0,0.0153854109157555,0,0,0,0,0.0294579835337463,0,0,0,0,0.129016514476198,0,0,0.112780115571266,0,0,0,0,0.499352787787544,0
X601997.CH.EQUITY,0,0,0,0.027660181915412,0.27612948249174,0.0266174708957788,0,0,0,0.137930643234617,0.168409075473621,0,0.0936771389613486,0,0,0,0,0.172606717308792,-0.0824490167425928,0,0,0,-0.0964066747244765,0.213057041094945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253588413912681,0,0,0,0,0,0,0
X2885.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.10247728140343,0,0,0,0.026108754017979,0,0,0,0.147612160585564,0,0,0,0.22225291832084,0.0381865406337878,0,0,0,0,0,0.276438373690361,0,0,0,0,0.192527045646119,0,0,0,0.0939617331577578,0,0,0,0,0,0,0,0,0.037403306655457
X600999.CH.EQUITY,0,0,-0.0890676887689431,0,0,0,0,0,0,-0.273752726659576,0,0,0.263328281051137,0.149707562268523,0,0,0,0,-0.0111405225185432,0,0,0,0,0,0,-0.139425928875052,0.0290067693458593,0.094051518385024,0,0.232756357085825,0,0,0,0,0,0,0,0,0.0317057467226,0,0.415500641165407,0,0,0,0,0,0,0.181918804996244,0,0
X2801.TT.EQUITY,0,0,0,0,0,0,0,0.0759946633377421,0,0,0,0,0,0,0,0,-0.0171470798268926,0,0,0,0,0,0,0,0,0.173689808437178,0,0,0,0,0,0.135747212711058,0.0194457842157451,0.35958953628363,0,0.175405073689603,-0.124396749930181,0,0,0.190388485947305,0,0.0268512903640338,0,0,0.0115750644348857,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,-0.167308564064475,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.155809688143874,0,0,0,0,-0.0674431010704033,0,0,0,0,0.015096495804422,0.313649466203544,0,0,0,0,0,-0.0652945072034012,0,0,0,0,0,0,0,0,0.364695457562315,0,0,0.465507953734616,0
X000166.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,-0.0187633973640094,0,0,0,0,0,-0.0867208053262454,0.0696991931757158,0.0478571012733188,0,-0.223465080718327,0.176310953431654,0,0,0,0,0,0,0,0,0,0.148818399058023,0,0.284070782831061,0,0,0,0,0.0102155398303366,0,0,0.123388164588307,0,0,0,0.231821194813732,0,0.230204033149067,0,0.0468337302798059,0.140560110763031,0,0,0,0
X2823.TT.EQUITY,0,-0.247543682419154,0,0.189941915177906,0,0,0,0,0.00949171695330028,0,0,-0.0540558149440514,-0.0122329804785394,0.0542295999975253,0,0,0,0,0,0,0,0,0,0,0,0.254935837517894,0,0,0,0,0.0570356160552636,0,0.735420862339746,0,0,0,0.0236102309759873,0,0,-0.165612669382702,0,0,0,0,0,0,0,0,0,0
