,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601318.CH.EQUITY,X601328.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X000001.CH.EQUITY,X601628.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X601319.CH.EQUITY,X600926.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601838.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X2885.TT.EQUITY
X601398.CH.EQUITY,0,0.509310947377545,0,0.0499516936327448,0,0,0.0978501480777386,0,0,0,0,0,0.00694469718405537,0,0,0,0.0220081493756425,0,0,0,0,0,0,0.227715602358087,0,0.0854585193874213,0,0,0.0365138344422415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.019071116502129,0,0.31087595992547,0,0,0,0,0,0,0,0,0,0.0735820477380268,0,0,-0.0258046069994532,0,-0.0210075578764006,0.091825431665846,0.195806789623713,0,0,0,0,0,0,0.137949690678928,0,0,0,0,0.0269327406503653,0,0,0,0.0788177796065258,0,0,0,0,0,0,0,0,0,0,0.149850449540525,0,0,0
X601288.CH.EQUITY,0.429105398199331,0.00783125035733043,0,0.492192897585327,0,0,0,0.0627954454454605,0.115546463570104,0,0.00580874115561864,0,0,0,0,0,-0.139976467365605,0,0,0,0,0,0,0.0545952516603043,0,-0.0288179185503938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101602725235036,0,-0.113214319546415,0.242125049547134,0,0,0,0
X601988.CH.EQUITY,0.217288447435166,0,0.400274663448891,0,0,0.0124039882717882,0,0,0,-0.182596991775881,0,0,0,0.252637011263392,0,-0.0463223938793541,0,0,0,-0.175430911538558,0,0,0,0.020580091502757,0,-0.0548084198628515,0,0.129554998256658,-0.208419273031604,0,0,0,-0.0311942878848776,0.119956394706491,0,0,0,0,0.0839632449442397,0,0,0,0,0,0,0,0.108052190212664,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.253760162984573,0,0,-0.0623923049063841,0,0,0.126937916838004,0,-0.0363123670190013,0,0,0,0,0,0.0768877846393627,0.0980579709678346,0,0,0,0,0,-0.0670403110489895,0.0486229714200982,0,0,0,0,0,0,0,0.0961178145847903,0,0,-0.026925737591293,0,0,0,-0.0597930525904373,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.18959605132108,0.133308421124842,0,-0.0367275326350108,0,0,0,0,0,0.0996419478548856,0,0,0,0,0,0,0,0,0,0,0.244080343111816,0.145174186031204,0,0,0,0,-0.0151495639511239,0.0163006815103121,0,0.179933996594275,0,-0.106582507218632,0,0,0,0,0,0,0,0,0,0,-0.0630273329630349,0,-0.00371894781424722,0.310847582282896,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0326770200156279,0,0,0,0,0,0,0,0,0,0,0,0.215545237710469,0.0594653632853992,0,0,0,0,0,0,0,0,0,0.222883966303325,0,0,0,0,0,0,0,0,0.200291618098526,0,0,0,0.086557830714114,0,0
X601328.CH.EQUITY,0,0,0.0432073214946779,0.12214403278391,0.00528486120652472,0,0,0,0,0,0,0.0096609158868138,0,0.0580295013334628,0,0,0,0,0.359723296918745,0,0.00728371287841816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211398152281792,0,0,0,0.0335051571222435
X600036.CH.EQUITY,0,0,0,0,0,0.0410295186483376,0,-0.00732524026925741,0,0.344706613867532,0.189084304233157,0,0,0,0,0,0.199833459817387,0,0,0,0,-1.73472347597681e-18,0.062933847695281,0,0,0.0907448010274726,0,0,0.0649737809314815,0,0,-1.73472347597681e-18,0,0,0,0.0572883208708679,0,0,0,-0.0105929656065956,0,0,0,0,0,0.0676763572528232,0.0715465634814225,0,0.000235879315553883,0
X601166.CH.EQUITY,0.0282461996472318,0,0,0,0.0923815330798109,0.191625060900654,0,0,0.117783567455186,0,0,0,0,0.0228569645492774,0,0.347918716945833,0,0,0,0,-0.175068682193613,-0.027296765634971,0,0,0.140136991408867,0,0,0,0,0,0,0,0.271105802925461,0,0,0,0,0,0,0.040903677803904,0,0,0,0.0279201077138704,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.14372864293548,-0.138454435216561,0.0165812408647934,0,0,0,0,0.245737922880821,0,0.148234575541582,0,0,0,0,0.138146796496389,0,0,0,0,0,0.124272837860394,0,0,0,0,0.0240414493367349,0,0,0,0,0,0,0,0,0,0,0.0912341925608635,0,0,0,0,0,0.117564172209545,0
X267.HK.EQUITY,0,0,0,0,0.0304329861623954,0,-0.10798895366511,0,0,0,0,0,0,0.0631337772625023,0,0,0,0,0,0.224585257698788,0.109205491232576,0,0,0,0,0.0730231180007956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444539215403842,0,0.303156567468457,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0.210917425587579,0,0,0,0,0,0,0,0,0,0,0.0419754162301277,0,0.0934025843867025,0.150416280412859,0.335766594147963,0,0,0,0.0889144987145337,0,0,0,0,0,0,0.0601255778841229,0,0,0,0.049059175532749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0.222616355882187,0,0,0.354597733448181,0,0,0,0,0,0,0.2131668760565,0,0,0,0,0,0.254748226836636,0,0.0346847688508646,0,0,0,0,0,0,0.0351956542940752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,-1.73472347597681e-18,0,0,0,0,0.103735899677924,0,0,0,0,0.101870042783165,0.060729976695248,0.2049425351057,0,0,0.0698549772208719,0,0.0283955195880885,0,0,0,0,0,0.165063524742509,0,0,0,0,0,0,0,0,0,0.151158574279652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139935778275892,0
X000001.CH.EQUITY,-0.0422609503460242,-0.00699818043570836,0,0,0,0,0.109312925034832,0,0.307594288791948,0.11131628503759,0.372058416861263,-0.0220191253550497,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.213692966153275,0,0,0,0,0,0,0.0295898942436057,0,0,0,0,0,0,0,0,0,0.0427766806457488,-0.127052101180187,0.0450171422643602,0,0,0,0,0
X601628.CH.EQUITY,0,0,-0.122806377593973,0,0.0820381500460055,0,0,0,0,0,0,0,0.159505931866864,0,0,0.0153562549841095,0,0,-3.46944695195361e-18,0,0,-0.0730977770752706,0,0,0,0,0,0,3.46944695195361e-18,1.38777878078145e-17,0.303074017888033,0.113189268758303,0,0.0760962890467319,0.368881496704904,0,0,0,0,0,0,0,0,-0.127434479302451,0.17381223476738,0.117787693592504,0,0,0,0
X600015.CH.EQUITY,0,-0.066235659232461,0,0,0,0,0,0,0,0,0.192616255637045,0.0136681996280191,-3.46944695195361e-18,0,0.265255165635424,0,0,0,0.130201277319521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769291332504285,0,0,0,0.0436721400173812,0.0542840166447458,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0.0193366895015055,0,-0.0375066424713881,0,0.322654883567809,0,0,0.207595278275855,0,0,0,0.0147853495403942,0,0,0,0,0,0.167382182717496,0,0,0,0.0959171941172474,0,3.46944695195361e-18,0,0,0,0.135845579643113,0,0,0,0,0,0.200861187303386,0,0,0,0,0,0,0,0.0266511005393422,0,0
X1299.HK.EQUITY,0,0.436633548926697,0,-0.596053856053674,0,0,0,0,0,0,0.0919115743143407,0.0963588374265069,0,0,0,0,-0.0290726554106221,0,0,0,0,0,0,0,0,0,0,0.104892701266446,0,0,0.22339470981064,0,0,0.111637924978195,0,0,0,0,0,0.088646783113469,0,0.0674601850555607,-0.212421333367304,0,0,0,0,0,0,0.0103526553261493
X2388.HK.EQUITY,0,0,0,0,0.202434586636359,0,0,0,0,0,0,0.0810264889491995,0,0,0,0,-0.0499551908520136,0,0,0.235045354123795,0,0,0,0,0.0902071628932017,0,0,0.431281816751968,0,0,0,3.46944695195361e-18,0,0,0,-0.0491489912562452,0,0.00263976331856434,0,0,0,0,0,0,0,-0.0314363069104894,-0.0245327023554,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0.102460865967963,0.155181149367501,0,0,0,0,0,0.011257235764598,0,0.292914645326725,0.0148325224017316,0,0,0,0.230222460392735,0,0,0,0,0,0.0842400898792194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0.0247666944817074,0,0,0.282465852765323,0,0,0,0.0581100139241339,0,0,0,0,0,0,0,0,0,0,0.178320164801391,0,0,0,0,0.0808883867457707,0,0,0,0,0.0431319256012168,0,0,0.0977198123623762,0,0,0,0,0,0,0,0,0,0,0,0.165577402900244,0
X601916.CH.Equity,0.0458928378588477,0,0,0.016955055095328,0,0.190419895238714,0.12313485813664,0,0,0,0,0,0,0,0,0,0,0.0903361656242067,0,0,0.00351656475528649,0,0,0,0,0,0,0,0.0913508703230633,0,0,0,0,0,0,0,0,0,0,0,-0.0390178054908602,0,0.135344325155408,0,0,0,0,0.0406168420989054,0,0
X2882.TT.EQUITY,0,0,0,0,0,0.0337339320281919,0,0,0.0194582437615845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209804346822654,0.513318330060636,0,0,0,0,0,0,1.7802349577458e-05,0.0835290014629765,0,0.0482413517525256,0,0,0,0,0,0,0,0,0
