,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601318.CH.EQUITY,X601328.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X000001.CH.EQUITY,X601628.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X601319.CH.EQUITY,X600926.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601688.CH.EQUITY,X601838.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X2885.TT.EQUITY
X601398.CH.EQUITY,0,0.323272236513495,0.209689563044948,0.281437684016895,0,0,0,0,0,0.0222261222714329,0,0.0395475768787157,0.0687197069438445,0,0,0,0,0,0,0,0,0,0.00934675472596095,0,0,0,0,0,0,0,0,0,0.00535510674642074,0,0.0170819623635272,0,0,0,0,0,0,0,0,0.0156148497082276,0,0,0,0,0,0
X601939.CH.EQUITY,0.583199813477528,0,0.0778477021940342,0,0.0138990373899249,0,0,0,0,0,0,0,0,0,0,-0.0121649891702756,0,0,0,0.199931605586565,0,0,0,0,0,-0.0618933021710355,0,0,0,0,0,0,0,0,0,0,0,-0.0868212353466132,0,0.138704871073627,0,0,0,0,0.0849625516239372,0,0.0858061483526648,0,0,0
X601288.CH.EQUITY,0.00544839881724882,0.291565129292664,0,0.445516540006397,0,0,0.0679927129259631,0,0,0,0.0854868760967922,-0.0307936433063055,0.0764891962796314,0,0,0,0,0,0,0,0,0,0,0.0114497944993535,0,0,0.0129316416805237,0,0,0,0,0,0,0,0,0,0,0.022250396840321,0,0,0,0,0,0,-0.00223773098907302,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.343695407633552,0,0,0,0,0.545087304986673,0,-0.077097230710937,0,0.00506916593634226,0,0,0,-0.0982735652714317,0.0732061626230999,0,0,0,0,-0.0174946568726527,0,0,0,0,-0.0265738821645976,0,0,-0.0435858850804498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.149539319491032,0,0,0,0.171517165822093,0.145295382008793,0,0,0.0164475793295151,0,0,0,0,0.0541303613759729,0,0,0,0,0,0.286723958338993,-0.112989885523724,0,0,0,0,0,0.125902746999331,0,0.041129503807381,0.0371545866566678,0,0,0,-0.164402220598858,-0.00682871842159187,0,0,0.0784174397319361,0,0,-0.0376379350472436,0,0,0,0,0,0,0,-0.14682444884868
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.00348977789796725,0,0,0,0.212735824647092,0,-0.00647911291189521,0,0.156414730584977,0,0,0.189244439462468,0,0.280852198529305,0,0,0,0,0,0,0,0,-0.00784226400104277,0,0,0,0,0,0,0,0,0,-0.161866677124717,0,0.0678139752638927,0,0.136633179260573,0
X601318.CH.EQUITY,0,0.152632644391311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179618568129584,0,0,-4.33680868994202e-19,0.165563251921205,0,0,0,0,0,0,0,0,0,0,0,0.121978158231799,0,0,0,0.0392911452472838,0,0,0,0.200464082060359,0.123892386716837,0,0,0.0629662038295095,0,0
X601328.CH.EQUITY,0,0.148754705279884,0,0.346691691060536,0,0,0,0,0,0,0,0,0,0.103796530300648,0,0,0.0318844949001253,0,0.0191215481158768,0,0,0,0,0,0.0131868179906733,0,0,0,8.67361737988404e-19,0,0,0,0,0.0532813994507332,0,0,0,0,0,0,0,0,0,0.0945337504440755,0.0723819115810144,0,0,0.0371188832919393,0,1.73472347597681e-18
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.272505368631303,0,0,0.0964430660608835,0.104721616586566,0,0,0,0,0.246191921425713,0.106073199468873,0,0.0679593566650615,0,0,0,0.0998703181078249,0,0.0624173720080807,0.0224383285585303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.233890944291951,0.097067654813786,0,-7.79296021636188e-05,0.159378606699971,0,0,0,0,0,0,0.426246803768804,0,0,0,0,0,-0.106557809829257,0,0,0,0.0883163161813354,0,0,0,0,0,0,0.294100878192279,0,0,0,0,0,0,0.0466955715030198,0,0,0,0,0,0,-1.35525271560688e-20,-0.0374891623596629,0.102976028409855,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.0571781808441438,0,0,0,0,0,0,0.342065823282285,0,0.187584575262429,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.019727077995921,0,0,0,0,0,0,0,0,0.045203609988012,0,0.0633652794829837,0,0,-0.00839715529922936,0,0.211734448583686,0,0,0,0,0,0,0
X267.HK.EQUITY,0.0789818023340954,-8.67361737988404e-19,0,0.257366276158587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192470957661312,0,0.564104190880926,0,0,0,0,-0.440106323801118,0,0,0,0,0,0,0,0,0,0,-0.191444616423299,0,0.211829584515127,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.123492099852426,0.312307872101659,0,0,0,0,0,-0.000954020583580543,0,0,0,0,0.230928183490178,0,0,0,0,0,-0.0139835888081837,0,0,0,0,0,0,0,0.398339303039977,0,0,0,0,0.054955272583943,0,-0.0299337317855804,0,0,0,0,-0.335186000185238,0,0,0,0,0,0,0,0.0326518037296184,0
X600016.CH.EQUITY,0,0.0639990835223427,0,0,0.0103052939405941,0,0,0.198811259948144,0,0.0788823683635252,0,0,0,0,0.0654082131132157,0,0.00209605170346128,0,0.452591590972915,0,0,0,0,0.0658711212200973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0435554533182554,-0.0828653695840446,0.0666334191648944,0,0,0,0,0,0,0
