,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601901.CH.EQUITY,X601009.CH.EQUITY,X601696.CH.Equity,X601788.CH.EQUITY,X2884.TT.EQUITY
X601398.CH.EQUITY,0,0.00588468551945463,0.231053475072088,0.0791535336747886,0.00890922224079071,0,0,0.404550587302716,0,0,0,0.129323374411628,0,0,0,0,0,0,0,0,0,0.0884428933729472,0,0.0230527828446005,0,0,0,0,0,0,0,0.0981536849374705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.324949051809854,0,0,0,0,0,0.02540241318187,0,-6.93889390390723e-18,0,0.0624386502581057,0,0.214174919227243,0,0,0,0,0,0,0,0,0,0,0.028092475358334,0,0,0,0.0397288226163711,0,0,0,0,0.131612459455506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.43919055491146,0.0176175279999034,0,0,0,0,0,0,0.185274528438245,0,0,0.184095837399093,0,0,0,0.0279563086298361,0,0.00300249428254825,-0.110838016160045,0,0.122798507184961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128686989550379,0,0,0.0653082883727317,0,0,0,0.328319969548661,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.196969573342043,0.0582629525166345,0.0362469314465286,0,0,0,-0.128323879874735,0.261214479540395,0,0,0,0,0,0,0,0,0.191374705844741,0,0,0,0.00410275521767557,0,0,0,0,0,0.0404127185394677,0.0632961367402927,0,0,0,0,0,0,0.398750410048566,0,0,0,0,0.0708992959025016,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0365880751094503,0,0,0,0.023424122210777,0.419216482073102,0,0,0,0.0876858061737076,0,0,0,0,0.0594091976146325,0,0,0.0739775771745113,0,0,0,0,0,0.148335110634144,0,0,0,0,0,0,0,0,0,0,0,0,0.0110302626788355,0,0,0,0,0,0,0,0.0706856598373623,0,0,0
X1299.HK.EQUITY,0,0,-0.0598504934405823,0.13314522474952,0,0,0,-0.249021617953861,0,0.149772852995486,-0.154085665550189,-0.0464076563766767,0,0,0,0,0,0,0,0,0,0,0.21083085512461,0,0,0,0,0,0,0,0,0.291516658989152,0,0.0206434773095884,0,0,0,0,0,0,0,0,0.177374524020873,0,-0.0226939193236618,0,0,0,0,0
X601628.CH.EQUITY,0.113647818548286,0,0,-0.0701576598979751,0,0,0,0,0,0.111536807039738,0,0,0,0,0,0,0,3.46944695195361e-18,0.168981752638505,0,0,0,0,-0.0772964702309838,0,0,0,0,0.575607848269167,-0.126143590151935,0,0,0,0.0504992730363902,0,0,0,0,0,0,0,0,0,0,0,0,0.00033493824274565,0,0,0.0544150577781253
X601988.CH.EQUITY,0.0962819487723297,0,0,0.074786256856685,0.457145150933755,0,0,0,0,0.0427299695097374,0,0,0.124825748033789,0,0,0,0,0,0,0,0,0.0733003609255303,0.0681310315429397,0,0,0,0,0,0,0,0,0.0399764974326862,0,0,0,0,0,0,0,0,0.124444822830335,0,0,0,0,0,0,0,0,0.0673751078203323
X5.HK.EQUITY,0,0.252748607719984,0.0206100598340738,0,0,0,0,0,0,-0.00828308764561997,0,0.132963090117898,0,0,0,0,0,0,0,0,-0.0263765296148499,0,0.296491005412803,0,0.206181397796395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219837074088068,0,0,0,0,0,0,0,0,-0.224562283115092,0,0
X388.HK.EQUITY,0,0,0,-0.249626960066892,0,0.362336001692975,0,0,0,0,0.111301422308121,0,0,0,-0.106209125546112,0,0,0,0.264323427618614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195680598057992,0,0.0367105453776713,0,0.0131810347987412,0,0,0,0,0.133879538713297,0,-0.18592744190846,0,0.109901871859464,-0.0892313088070103,0,0,0
X601166.CH.EQUITY,0,0,0.0739379526774771,0,0,0,0,0,0.0221557618926458,0,0,0.0781268763516662,0.292498418979973,0,0,0,0,0,0,0,0,0,0,0.15133869049477,0.0219222866596433,0.324439006823196,0,0,0,0,0.00734224527730212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,-0.275446962383489,0,-0.0322806168867878,0,0.135735017258288,0,0,0.328581463183875,0,0,0,0,0.15834020503874,0,0,0.197390073216982,0,0,0,-0.0041210674850132,0,0,0,-0.161674304223753,0,-0.0849778121682794,0,0,0,0,0,0,0,0,0,0,0,0.32194470730022,-0.103393218242659,0,0,0.170886492651113,0,0.159705161146273,0,0,0
X000001.CH.EQUITY,0,0.00388956855414732,-0.0583766792786863,0.453235209281221,0,0,0.169029430365664,0.132026336509206,0,0,0.393916553166832,0,0,0,0.162820309698412,0,0,0,0,0,0,0,0.0163351926086099,0,0,0,0,0,0,0,0,-0.234762439104558,0,0,-0.148470968014989,0,0,0,0,-0.162156744181109,0,-0.00570593396419666,0,-0.189753268361411,0.182319501912099,0,-0.0540534583983397,0,0,0
