,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X2891.TT.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY,X000069.CH.EQUITY
X267.HK.EQUITY,0,0,-0.0344805120536171,0,0,0,-0.0232237381071764,0,0,0.0734444488744036,-0.0859717136384831,0,0,0,0,0.262609107726363,0,0,0,0,0,0,0,0.000926539664536395,0,0,0,0.0625409142798476,0.188167942481806,-0.320358624326512,0,0,3.46944695195361e-18,-0.0955656317067894,-0.394896405816969,0,-0.0888326740577605,0,0,0.312730167433371,0,-6.93889390390723e-18,0.102198384110259,0,0,0,0.178766420553893,0
X601998.CH.EQUITY,0.220155791371673,0,0,0,0,0,0,0,0,0,0.131364169686311,0,0,0,0.0398564600177016,0,0,0.181100260491841,0,0,0,0.164796236718268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132186776610636,0.0615741197542131,0,0,0,0,0,0,0
X600030.CH.EQUITY,0.0199205984835758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00465787075241702,0,0,0.462297394890269,0,0,0,0,0.0438604459119549,0,0,0,0,0,0,0,0.398789899497668,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0714480257049057,0.170571075899203,0,0,0,0,0,0,0,0,0,0.0749335497542846,0,0,0,0,0,0,0.0699209408492594,0,-1.73472347597681e-18,0.233302164131016,0,0,0,0,0,0,0,0,0,0,0.0329513611208296,0,0,0,0.0642572389619177
X000001.CH.EQUITY,0,0.0714703535153322,0,0,0,0.105396007511205,0.0225115392538764,0.0615215085802024,0.0843790040203982,0,0.0465069045841792,0,0,0,0.0651223629328153,0,0,0,0,0.119655809250664,0,0,0,0,0,0,0,0,0,0.139100225855458,0,0,0.101825440913428,0,0.103797311105557,0,0,0,0,0,0,0,0,0.00989840004782707,0,0,0.00917383556157689,0
X601818.CH.EQUITY,0,0,0,0.239730131399966,0,0,0,0.348243639962378,3.46944695195361e-18,0,0,-3.46944695195361e-18,0,-0.0702051439309892,0,0,0,0,0,0,0,0,0,0,0,-0.0245823026483736,0,0.378951115196576,0,0,0,0,0,0,0,-0.303778976142322,-0.243725756622181,0,0,0,0.294840073143325,0.0457836433682306,0,0.18021370421645,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4002676251583,0,0,0,0,0,0,0,3.46944695195361e-18,0.0205384639177285,0,0.0646701214435647,0,0,0,0,0,-0.012555087711472,0,0.144177826343634,0,0.341791727077842,0,0,0.0264139211844422,0,0,0,0
X601211.CH.EQUITY,0,0,0,0.0110255064730034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363140796275558,0.0228947773722118,0,0,0,0,0,0,0.0216716705134971,0,0,0,0,0.0436363897367213,0.00691778678412633,0,0.15480991443996,0,0,0.0337525774927232,0.166014735691362,0.11603516243034,0,0,0,0.0921158260312554,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.166614429143495,0,0,0.118466111339236,0.0112353837675172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101688784526372,0,0,0,0,0,0,0,0,0,0.353333595165198,0,0,0,0,0,-0.117104098226765,0,0.030996712871001
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0.19878704564712,0,0.017491542032572,0,0,0,0,0,0,0,0,0.108117106860775,0,0,0,0.442230288722039,0,0,0,0.0431881331569015,0,0,0,0,0,0,0,0,0,0.0354859181414231,0,0.0789131348316277,0.041362861101888,0,0,0.00725703378486946,0.0128087764490441,0,0.00768975257778526,0.0567178818902176
X601066.CH.EQUITY,-0.0585048770805594,0,0,0,0,0,0,0,0,0,0,0,0,-0.228367938370102,0,0,0,0,0,0,0,0,0.193308262270769,0,0,0,0,0,0,-0.217385717599709,0,0,0,0,0,0,-0.0994672218326534,0,0.427326341843536,0,0,-0.0296559171442613,0,0,0,0,0,0
X601229.CH.EQUITY,0.420307158844081,0,0,0,0,0,0,0,0,0,0,0,0.156996074088213,0,0.12894536281781,0,0,0,0,0,0,0,0.127244676825978,0,0,0,0,0.00614289135461109,0,0.186084932634305,0,8.67361737988404e-19,0.0179222475135676,0,0,0.00690889386645489,0.121024946691672,-0.146954104654761,0,0,0.0364136291587444,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0.408722976478454,0.252528270939836,0,0,0.0182881401576965,0.119068982947198,0,0,0,0,0.0625037219402098,0,0,0,0,0,0,0,0,0,0.0912632511850916,0,0,0,0.0730589631709957,0,0,0.012561553225072,0,0,0,0,-0.104850139528624,0,0,0,0.0729155978601443,0,0,0,0,0,0,0,-0.0790302842820182,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0.0348647406520802,0,0,0,0,0,0,0,-0.342759631520903,0,0.14503131597537,-0.0524293065847898,0.0366649115343304,0,0,0,0.221558667022746,0,0,0,0,0.247384398774579,0,0,0,0,0.988001482688228,0,0,0,0,0,0,0,-0.0353670428795455,0.285791893203897,0,0,0,-0.295280386634479,0.186746879015493,0
X000166.CH.EQUITY,0,-0.118519723028569,0.0357032650733765,0.0826161622220383,0,0,-0.0659876661129086,0,0,0,0,0.108577144470903,0.0335845285180842,0.174273864094902,0,0,-0.0109672156992553,0.036006450212682,0,0,0,0,0,0,0.0682358490487458,0,0,0.0499454622316326,0,0,0,0,0,0,0.0951805034039289,0,0,0,0.421981822024286,0.276404456045822,0.0330642257567417,-0.0124349986409701,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,-0.263545504635522,0,0,0.410377633192161,-0.0552600213599531,0,0,0,-0.264050153689647,0,0,0,0,0,0.545820884621122,0,0,0.141301005223821,0,0,0,0,0,0,0.0776726600976562,0,0.246146432270864,0,0,0,0,0,0,0,0,0,0,-0.181565794087494,0,0,0,-0.0482377552966318,-0.0241349849419569,0
X2882.TT.EQUITY,0.0219490461714767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.327945428237656,0,0.0475803553792352,0,0,0,0,-0.0696380605592526,0,0.225774928150332,0,0,0,0.174412368774866,0,1.17909419443436,0,0,0,0,0,-0.232520311410271,-0.00868097905463456,6.93889390390723e-18,0,0,-0.00136713077437464
X002736.CH.EQUITY,0,0,0.00974551478281087,0,0,0.0105856682164817,0.0579357998814429,0,0,0,0,0.0405688526637453,0.0390195950879867,0,0,1.38777878078145e-17,0,0,0,0.288911776858736,0,0,0,0,0,0,0,0,0,0.0552056238762444,0,0.0630899935777211,0,0.0760941405431417,0,0,0,0,0.253248166101182,0,0,0,0,0.0197175578762079,0.170927174022344,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507551422346972,0,0,0.00841104882070115,0,0,0,0,0.461555772296024,0,0,0.0371002998697896,0,0,0,0,0,0,0.217823504268122,0,0,0,0.0955017213908328,0.144817419133961,0,0,0,0,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.120484592052439,-0.0520615877882474,-0.175333521360989,0.0752636195377843,0,-0.168004077340819,-0.0519392174824079,0,0,0,0,0,0,0,0.0378578661447151,0,0,0.521333882690517,0.395430808253318,0,0,0,0.656623433107461,0,0,0,0,0,0,0,0,0,-0.00891933383955357,0,0,0,-0.570534151021761
X2886.TT.EQUITY,-0.0338675627876049,0,0.0545743104596839,0,0,0,0,-0.134026604359304,0,-0.248162857262964,0,0,0,0.349323551875215,0.383698008133631,0,0.0246362770266667,-0.136620393439228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.176864252312186,0.00215816848199227,0,-0.069013775571874,0,0,-0.276499079562742,0,0,0,0,0.044029515257681,0,0,0.359285128186008,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.130102912165844,-0.045575075912514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074639950440872,0,0,0,0.462433929692341,0.0167782614581681,0,0.0460631197165228,0,0.0615815461157981,0,0,0,0.310558655034753,-0.0394848929328877,0,0,0,0,-0.0442553721192911,0
X000776.CH.EQUITY,0,0,0,0,-0.113648594513335,0,0,0,0,0,0,0,0,-0.0164049602073777,0,0,0,0,0,0,0,0,0,0,0.245829292499517,0.0108936681529118,0.191050042377995,0,0,0,0,0.396569245460886,0,0,0,0,0,-0.0207064605463453,0,0,0,0,0,0.243459832211927,0.0105857491893485,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,-0.136124755792691,0,0,0,0,0,0,0.115233974515966,0,0,0,0,-0.140112288953369,0,0.0958290105096204,0,0.0847745572965235,0,0,0,0.543451387817682,0,0.0106354110733143,0,-0.0419249720231032,0.269838414529093,0,0,-0.0386017861052478,0,-0.0862011246985061,0,0.0517326214287368,3.46944695195361e-18,0,0,-0.0446445638329169,0,0.225449217749543,0,0,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985369542477233,0,0.146555977550791,0,0,0,0,0,0,0,0,0,0,0.0667943645341908,0,0.28315480666747,0,0,0.0322900460909265,0,0,0.0956308039664855,0,-0.866127482307275,0,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0.00977968072955075,0,0,-0.108945796470102,0.976508235549484,-0.0983443914439225,0,0,-0.299213613391129,0,0,0,0,0.150198543665941,0.206001314523198,0,0,0,-0.322411613627924,0,0,0,0,0,0.144538296926066,0,-0.274576298072008,0,0,0,0,0,0.288562592124259,0,0,0,0,0,0,0,0,0,-0.0790370882603391,0,0
X601009.CH.EQUITY,0,0,0,0,0,-0.0233253319786298,-0.0318989506125354,0,0,0,0.255733813950754,0,0,0,0,0,0.129865056045629,0.163158518976158,-0.0198678901280483,0,0,0.375499401989265,0,0,0,0,0,0,0,0,-0.0241431054782104,0,0,0,0,0,-0.0746149807041603,0,0,0,-0.0838815137732565,-0.207155870102757,0.316932978128357,0,0,-0.227329089606436,0,0.0551562613281083
X600958.CH.EQUITY,0,0,0.112652610190384,0,0,0,0,0,0.0804731909526163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262743717165035,0,0,0,0.184427745827759,0,0,0,0,0,0,0.01120549909095,0.0786161331027205,0,0,0,0.481785693318954,0,0,0,0,0,0,0,0,0
X2884.TT.EQUITY,-1.73472347597681e-18,0,0,0.0631326527738873,0,0.0475882871704657,0,0,0,0,0,0,0,0.10073222527357,0,0,-0.134407083338176,0,0,0.153299102791706,0,0,0,0,0,0,0,0.198720878993852,0,0,-0.0458675222447233,0,0,0,0.177610988812778,0,0,0.333051364036579,-0.000612263778798333,0,-0.348164932651162,0,0,0,0,0,0.328632664515629,-0.0532139997200496
X2892.TT.EQUITY,0,0,0,0,0,0.207799601804863,0,0,0,0,0,0,0.0725460342378343,-0.18288738040176,0,-0.0973308259591171,0,0,0,0,0,0.0426811276720918,0,0,0.0172767548571724,0,0,0,0.0468306908973977,0,0.0899666317119687,0,0,0,0,0,0,0.329508795634224,0,0,0,0,0,-0.0845769511006816,0,0.466377048109643,0,0
X000069.CH.EQUITY,0,0,0,0,0,0.361544139382869,0,0,0,0,0.209620709055028,0,0,0,0,0,-0.101607207567858,0,0,0,0,0,0,0,0,0,0.270171693987156,0,0,0,0,0,0,-0.0581593285349598,0,0,0,0,0,0,0,0,0,0.200805179507877,0,-0.160425171124948,0,0
