,X601398.CH.EQUITY,X601288.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X601998.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X2888.TT.EQUITY,X601577.CH.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2801.TT.EQUITY,X2885.TT.EQUITY
X601398.CH.EQUITY,0,0.0686154395014683,0,0,-0.0186790095185426,0.138849825994035,0.832718428260371,0,0,-0.0759252002485318,-0.0987296314968897,0,0.0733378684817191,0,0,0,0,0,0,0,0,0,0,-0.0940663510738029,0,0,0,0,0,0,0,0,0.176137214441744,0,0,0,-0.0461570156287676,-0.156691870514269,0,0,0,0,0,0,0,0,0,0,0.151982379627197,0
X601288.CH.EQUITY,0,0,0,0.601431874644891,0,0,0,0,0.150676680251451,0,0,0,0,0,0,0.00216537118299453,0,0,0.17591164354883,0,0,0,0,0,0,0,-0.0571045800569838,0.0219883982948343,0,0,0,0,0,-0.0605916342493102,0,0,1.73472347597681e-18,0,0,0,0.0350004438947111,0,0.0835349280003206,0,0,0,0,0,0,0
X601939.CH.EQUITY,-8.67361737988404e-19,2.16840434497101e-19,0,0,0,0,0.0484803795036327,0,0.0730322355441801,0,0,0,0,-0.0447507014104756,0,0,0,0,0,0.0452066874500859,0,0.864540793787884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493905144942084,0.00095550094292647,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0.133307195035716,0,0,0,0,0,0,0,0,0,0.825211368005172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187542568819738,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.548267760121759,0,0.0172879198089193,0,0,0,-0.136365215435003,0,0,0,0.103666248003159,0,-0.106582152331429,0,0,0,0,0,0,0.15542622858836,0,0,0,0,-0.0699759738669069,0,0,-0.0950305651783046,0,0,0,0.300424412105449,0,0,0,0,0.255509882360158,0,0,0.0989460147189166,0
X601658.CH.Equity,0.0490775639901151,0,0,0,0,0,0.16192704922779,0,0.591952079031032,0,0,0,0,-0.295110001648759,0,0,0.135527683023215,0,0,0,0,0,-0.183549738190406,0,0,0,0,0.0461677603804733,0,0.117733230016217,0,0.138283348330585,0,0,0,0,0,0.0965323967174402,0,0.11024281810573,0,0.175242165555632,0,0,0.0765935989731644,0,0,-0.102214261012055,0,0
X601328.CH.EQUITY,0.958942705200806,0,0,0,-0.0334780162681268,0.016553980360572,0,0,0,0,0,0,0,0,0,0,0,0,-0.0925115220842005,0,0,0,0,-0.0635272350649195,0,-0.0701878231330322,0.0315798460395933,0,-0.014215422418161,0,0,0,0,0,0,0,0,0,0.0191450410167153,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.0534408821555933,0,0,0.0225309582445686,0,0,0,0,0,0,0.0261977503956929,0,0,0,0.0149522572278103,0.392754724624284,0.0287404677137029,0,0,0,0,0,0,0,0,0,0,0,0.225393067134609,0,0,0,0,0.164579049602507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0673602796811549,0,0.125844700702221,0,0.463992124465035,0,0,0,0.17523842770391,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.104937622916264,0.226259307001849,0,0,0,0.0256136733335737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0111437762876201
X267.HK.EQUITY,0,-0.143339551486607,0,0,0.490028294053042,0,0,0,0,0,0,0,0,0.478172311481044,0.0963788777773553,0,0.0103767926981829,0,0,-0.247008302198258,0,0,0,0,0,0,0,0.0570931349396324,0,0,0,0,-0.180021981377421,0,0,0,0.0309415405184414,0,0,0,0.0588800154406659,0,0,0,0,0,0,0,0.0251178759746508,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.0888923838401292,0,0,0,0,0.180789667284649,0,0.0357777092232736,0.549652855082087,0,0,0,0.16250042779617,0,0,0.031973791767243,0,0,0.0725690776921625,0,0,0,0,0.155347143520692,0,-0.250385067666972,0,0.169417431972713,0,-0.0444587182359449,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0.0505554770057924,0,0,0.0286646427384382,0,0,0,0,0,0,0,0,0,0,0,0,0.0229773469631215,0,0,0,0,0,0,0.0820969851363587,0,0,-0.100470484221621,0,0,0,0,0,0,0,0,0.0093267730849666,0,0,0,0,0,0,0.483588618448966,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385274110584069,0.025598411050198,0,0.0360055081357833,0,0.169679053289306,0,0,0,0,0,0,0,0,0.0970938486782959,0,0,0,0,0,0,0,0.303704612869338,0,0,0,-0.000959529710023143,0,0,0,0.0216869503995594,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.151950040549362,0,0.281154627258878,0.0167372811710441,0,0,0,0.0492182677341627,0.211390915161628,0,0,1.73472347597681e-18,0,0,0,0,0,0.364880690887259,0,0,-0.410093079144689,0,0,0,0,0.186968530213691,0.0582148811175926,0,0,0,0,0,0,-0.0402403123161392,0,0,0.0785877079280063,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.112638598243312,0,0,0,0,0,0,0,0.366651728781863,0,0,0,0,0,0.125324206464297,0,0,0,0.172463425150642,0,0,0,0.120680626404735,0.129947553128998,0,0,0,0,0,0.0338996756011644,0,0.0078219030214184,0.0180982086371691,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,-0.0754312702771142,0.056965296691605,0,0,0.172794944214772,0,0,0,0.329361088856095,0,0,0,0,0,0,0,0,0,-0.0231453016218407,0,0,0,0,0,0.106554112604284,0,0.192042362275705,0,0,0,0,0,0.105303253674451,0.0812590207490046,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.122770261613897,0,0.215185305780233,0.188555836208163,0.0332712546384247,0.0320124608722527,0,0.00819262737751174,0,0.0403265071493284,0.0169457625296505,0,0,0,-0.0127580183990438,0,0,0,0.183918281200807,0,0,0,0,0,0.106681209056934,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.217184134086296,0,0.107196382483103,0,0,0,0
X600015.CH.EQUITY,0,0.0027981396009529,0,0,0,0,0,0.0832692898960021,0,0,0,0,0,0,0,0,0.0406549851671688,0,0,0,0,0,0,0,0,0,0,0.146815504407915,0,0,0,0.0173114408204233,0.127876950700211,0.464126284321465,0,0,0,0,-0.0416749376270261,0,-0.160149240805461,0,0,0,0,0,0,0.010069288231058,0.126365452555646,0
X601169.CH.EQUITY,0,0.0550382058927751,0,0.758638913633127,-0.10719148250138,0,-0.15010693720063,0,0,-0.0243450422690979,0,0,0,0,0,0,0,0,0,0.0482891482870588,0,0,0,0,0.0133662336286376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282047878812825,0,0,0,0,0.0860523174941551,0,0,0.229166622445784,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.142598182368849,0,-0.0869498453054023,0,0,0,0,0,-0.0246276733059642,0.117346632185991,0,0.172262620893312,0,0,0.0816044573080022,0,0,0,-0.0181391605435088,0.463665452851431,0.260026118894042,0,0,-0.0266008164717863,0,-0.0969590014811876,0,-0.0804435269115916,0.354995180607982,-0.178803626490037,0,0,0,-0.132211740182341,0,0,0,0,0,-0.120364955775824,0
X600919.CH.EQUITY,0,0,0.0267529603130323,0,0,0,0,0,0,0,0.106473805636109,0,0.100436929846737,0,0,0,0,0,0.0407076583520285,0,0,0,0.131345514502896,0,0.168250573459335,0,-0.104406828817154,0,0,0,0,0,0,0,0,0,0,-0.328876500573981,0,0.0776078668432935,0,0.0593084400567875,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0.961928341287786,-0.156275600356542,-0.0493726016671944,-0.0963717622734326,0,0,0,0,0,0,0,0,0,0,0,-0.102083091859797,0,0,0,0,0,0,0,0.171406393146935,0,0,-0.00671681100628201,0,0,0,0,0,0,0.0716808976984717,0,-0.0162971592765682,0,0,0,0,0,4.33680868994202e-19,0,0,0.0918844782249746,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.104770430337975,0,0.118325297859462,0,0,0,0,0.133842444330676,0,0,0,0,0,0,0.0406045772933988,0.253055195084871,0,0,0,0,0.210306207131867,0.216333349285909,0,0,0,0,0,0,0,0,0,-0.209078137272925,0,0,0,0,0,0,0.0211109129383247,0,0,0,0,0.0851626580363101,0
X002142.CH.EQUITY,0,0,0,0,-0.331304411004159,0,0,0,0.165205239888501,0,0,0.0156980366544032,0,0,0.246964945468095,0.166273871170804,0.211048758128,0,0,0.0900814329037781,0,0,0.0586843374469725,0,0.0116277064092869,0,0,0.184293352404433,0,0,0,0,-0.147221855519303,0,0,0,0,0,0,0.0156067258602032,0,0,0,0.198591010600283,0,0,0,0,0,0
X601916.CH.Equity,0,0,0,0,0.302797792956779,0,-0.0805359562947292,0.149811866630609,0,0,0,0,0,0.570388196653998,-0.332722994235734,0,0,0.238256538156359,0,0,0.0372981413660527,0,0,0,0,0.242755793898509,0,0,0,0,-0.0852987936159667,0,0,0,0,0,0,-0.0314681720702765,0,0,0,0,0,0,0,0,0,0,0.155895100235812,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.105620889160232,0,0,0,0,0,0,0,0.133573522524067,0,0,-3.46944695195361e-18,0,0,0,0.0752394157474761,0.185916263384394,0.193406689189653,0,-0.182269470027638,0,0,0,0,0,0,0,0.1851066878382,0,0,0,0,0,0,0,-3.46944695195361e-18,0.5116720459057,0,0,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0.204528312195842,-0.041644165969501,0,0,0,0,0,0,0,0,0,0.0572297791824105,0.137013649507376,0,0,0,0,0,0,0.073012731729844,0.0560335691566324,0,-0.0614439363705505,0,0,0,0,0,0,-0.316788868891169,0.286790830908126,0,0,0,0.0519195525395496,0,0,0,0,0.303762627636015
