,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600999.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X600926.CH.EQUITY,X2891.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601901.CH.EQUITY,X601788.CH.EQUITY,X2884.TT.EQUITY
X601398.CH.EQUITY,0,0,0.0292421184297278,0.235597958641852,0.125045618834077,0,0,0.389814201594886,0,0,0,0,0,0,0.0101395567708898,0,0,0,-0.0591617835466675,0,0,0,0.0740728672594997,0,0.0873113213928201,0,0,0.047075287944478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350438273957714,0,0.0490295212649135,0,0
X601318.CH.EQUITY,0,0,0,0.0584693097154681,0,0.0712970292806011,0,0,0.154660110069077,0,0,0,0.154198839347935,0,0.00338835307702549,0,0,0,0.0462684283936365,0.00749319852347287,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.0782350653540822,0,0,0,0,0.0790254717778852,0,0,0,0,0,0,0.0632934913509884,0,0.199193819418041,0.205278511287196
X600036.CH.EQUITY,0,0,0,0,0,0.159960642361747,0,0,0,0,0,0,0.2297847873603,0,0,0,0,0.0100384425884573,0,0,0,0,0.14597723890692,0,0,0,0.0046224074732957,0,0,0,0,0.0464425697906842,0,0,0,0,0,0,0,0.385036643662212,-0.0686707688674657,0,0.103170580023568,0.0382837649878331,0,0,0,0.0525711304281587,0,0
X601939.CH.EQUITY,0.546955408481595,0.0452637062075679,0,0,0,0,0,0,0.237822077629441,0,0.199032633027605,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0573995668894284,0,0,0,0,0,0,-0.0989928138329918,0,0,0,0,0,0.0787206333743147,0,0,0.0468365093710656,0,0,0,0.178857035982285,0,0,0
X601288.CH.EQUITY,0,0.0286512717264453,0,0.257428775566071,0,0,0.0454455243764835,0.441068038097147,0,0,0,0,0,0,0,0,0,0,0,0,0.00777934980937831,0,0.0893469269605075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260673473172478,0,-8.27622709199547e-05,0.0532314803119014
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.327851079376894,0,0,0,0,0.13322907584994,0,0,0,0,0,0,0,0,0,0,0.274953229622656,-0.0521782015892664,0.112321151233836,0,0,0,0,0,0,0,0,0,0,-0.136148029804689,0,0,0.284903509201431,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,-0.144992371879487,0,0,0,0,0,-0.0145222932060506,0.137484701863742,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0833001251713427,0,0,0,0,0.242805922266374,0,0,0.380172849412605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.104639187024297,0,0,0,0.426454973760585,0,0,0,0,-0.0364810173495362,-0.0669003314291894,0.0974015304782706,-0.0194333357432945,0,-0.0923470374311688,0,0.0503256357941105,0,0,0,0,0,-3.46944695195361e-18,0.0882206497301711,0,0,0,0,0,0,0,0,0,0.249984747262652,0,0,0.0194735270305991,0,0.0798738327054225,0,0.0372294496028873,0,0,0,0,0,0,0,0.170575008891267,0
X5.HK.EQUITY,0,0.389749263420365,0,0.0659421337847479,0,0,0,0,0,-0.110676215113253,0,0.0742631065307516,0,0,0,0,0,0,0,0,0,0.310038488373995,0,0,0,0.204584147958502,0,0.0736453100281415,0,0,0,-0.137318012659278,0,0,-0.132413475207079,0,0,0.00622735962708352,0,-0.0653199268069989,0,0,0,0,0,0,0.1218949690385,0,0,0
X388.HK.EQUITY,0,0,0,-0.0622938726272928,0,0,0,0,0,0,0,0,0,0,0,0.182091058597034,0,0,0,0,0,-0.218083766290887,0,0,0.0636360760942177,0,0,-0.37972424242062,0,-0.270587745192998,0,0.226946355987985,0,0,0,0.337303288221551,0,0,0,0,0,0,0,0.281768181771013,0.0140444928212227,-0.071038633531984,0,-0.0829487179169443,0.125791989153611,0
X601166.CH.EQUITY,0,0,0.0530091011828506,0,0,0,0,0,0,-0.241644081151955,0,0,0.477030081190736,0,0,0,0,0,0,0,0,-0.0171887683515066,0,0,0,0,0.266287685301821,-0.0563902562557503,0,0,0,0,0,0,0,0,0,0.0780262671440556,0.0985485368270751,0,0,0,0.0434280532369009,0,0,0,0,0,0,0.0624976354052782
X601658.CH.Equity,0,0,-0.0702466204337985,0,0,0.0126982565506228,0,0.17310700040225,0.101592573105623,0,0,0,-0.0821911750472945,0,0.269710393686973,0,0,0,6.93889390390723e-18,0.0046282240061301,0,0,0.131487977493839,0,-0.306459173474612,0,0,0,0,-0.146076182662793,0,0,0,0.308386571026465,0,0,0,0,0,0,0,-0.171582703027579,0,0,0,0.403962580099839,0,0,0,0
X000001.CH.EQUITY,0,0.0924721366748295,0,0,0,0.0879227680309177,0.0319788259972205,0,0,0,0.0707767148459492,0,0,0,0,0.183987527446698,0,0,0,0,0.319236594841486,0,0,0,0,0,0,-0.175550570687811,0,0.0115275505581192,0,0,-0.0928518151702526,0,0,0,0,0,0,-0.031981765509832,0,0,0.345315330777064,0,0,0,-0.00212325184695629,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,-0.0180825390669712,0,0,0,0,0.012280286213568,0,0.153333719092303,0.058074657604178,0,0,0.184795599883021,0,0,0,0,0,0,0,0,0,0.205296415457621,0,0,0,0.109571202991421,0,0,5.50405661048063e-05,0.178667507983263,0,0,0,0,0,0,0,0.182911351038759,0,0,0,0,0
X601601.CH.EQUITY,0,0.378503409106671,0,0,0,0.0689075796808329,0.0160593823282887,0,0,0,0.00769702232374769,0,0,0,0,0,0,0,0.0566743530695619,0,0,0.121322572779908,0,0,-0.0877637727358698,0,0,0,0,0,0,0.211897405879882,0,0,0.206929609649298,0.0430418391438668,0,0,0,0,0,0.18462873536631,0,0,0,0,0,0,0,0
X300059.CH.EQUITY,0,0.0926363153522574,0,-0.0518378917501492,0,0,0,0,0,0.0541116859413349,0,-0.0742638529295667,0,0.344799154966272,0.0835099196911003,0,0,0,0,0.147917130775399,0.0303010687948256,-0.107905124057731,0,0,0.124751447153443,0,0,0,0,0,0.110215561731728,-0.0917232720010039,0,0,0,0,0,0,0.0779346191050379,0,0,0,0,0,0.0666294105647034,0,0,0,0.180104632330549,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.113468669160643,0.147238991857217,0,0,0,0.066723323973766,0,0,0,0,0,0.207343491816798,0,0,0,0,0,0.0955315150570216,0,0,0,0.0699028819305961,0,0,0.0270323018564943,0,0,0,0.127086901235645,0,0,0,0,0,0,0,0,0,0,0.0369493762364803,0,0,0,0.137503077489388
X600000.CH.EQUITY,0,0,0,0,0,0,0,0.0854879366813357,0,0,0,0,0,0,0.0258856402057617,0,0.304772760701083,0,0,0,0,0.0615583248559493,0,0.0747764713650119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121337694098337,0.146384559293995,0,0,0.0016655667994625,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0.018061659290065,0,0,0,0,0,0,0.0278515959094872,0.0253871463085665,0.0500097600255612,0,0,0,0,0,0,0,0,0,-0.0472436551342272,0,0,0,0,0.246513466208399,0,0,0,0,0.0908744825662341,0.185856192353377,0,0.0582948517675538,-0.0153080437360027,0,0,0,0,0,0,0,0.147356356985634,0,0
X601319.CH.EQUITY,0,0.0418351680156175,0,0,0,0,0,0,0,-0.0402923489502756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00121149660660787,0,0.0282339945149122,0,0,0,0,0,0,0.0987532920819622,0,-4.33680868994202e-19,0.124432195145507,0,0,0,0,0.131088494309112,0.189407250703708,0,0.0316550012273913,0,0
