,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601901.CH.EQUITY,X600958.CH.EQUITY,X601077.CH.Equity
X601398.CH.EQUITY,0,0.176966085522411,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.502057650642587,0,0,0,0.097321134339946,0,0,0,0,0,0,0,0,0,0,0.0446017889563337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480447482617311,0,0,0,0,0.0564496584636698,0,0,0.0864551584735201
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.031060422446122,0,0,0,0.157783020325658,0,0,0,0,0,0,0,0,0,0,0,0,0.0935670051319089,0.496264569744456,0,0,0.292313032098971,-0.0317486251238084,0,0,0.0786358558813081,0,0,0,0,0,-0.24053360109577,0.184212530855187,0,0,0,0,0.111205615364688,0,0,0,0
X601939.CH.EQUITY,0.338237315329708,0,0,0.120540321628409,0,0.118548674232737,0,0,0,0,0,0,0,0.0804239430111363,0,0,0,0,0,0.155146291379108,0,0,-0.104312006530793,0,0,0,0,0,0,0,0.466048167694136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263211506587907,0,0
X601288.CH.EQUITY,0.248992591465491,0,0.168279840422163,0,0,0.298175869322203,0,0,0,0,0.0287741122281456,0,0,0,0,0.041417728442588,0,0,0.025725173557368,0,0,-0.0654790134948236,0.0228244019794249,0,0,0,-0.117455582864405,0,0,0,0.208311865229584,0,0,0,0,0,0.133798390832638,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.0641615587217377,0,-0.00583855965810883
X5.HK.EQUITY,0.0379781762266709,0,0.0224118094748322,0.162002772354183,0,0.213040661872213,0,-0.401598261549026,0,0,0,0,0,0,0,-0.0222737097784071,0,0,0.477806169229887,0,0,0,0.400050637002871,0,0,0.0618124133448194,0,0,0,0,0,0,0,0,0,0,0.154745882761704,-0.0772181877490332,0,0,0,0,0,0,0,0.076019391182603,0,0,0,0
X601988.CH.EQUITY,0.225654419417847,0.187409841452387,0.264259258162105,0.109831190599369,0,0,0,0,0.0771202841890205,0,0,0.0822683622701183,0,0,0,0,0,0,0,0,0,0.13255885589257,0,0,0,0,0,0,0,0.0543849568816742,0,0,0,0,0,0,0,0,0,0,0,0.0884059908768067,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.00358196718428401,-0.0367800579758795,0,0.0156937948444387,0,0,0,0.0858323802370347,0.28396767774033,0.230626644944594,0,0,0,0,0,0,0,0,0,0,0,0,0.0322676745272474,0,0.081842758248176,0,0,0.267480874510607,0,0,0,0,0,0.0562812054689159,0,0,0,0,-0.0154349016199913,0.0247869712799427,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0.0486680247045289,0,0,0,0,0,0,0,0,0,0,0,0.0522154137538598,0.371885971513013,0,0,0.0551074356674175,0,0,0.134390676029888,0.0936689087425529,0,-0.110226566527244,0.12104501802547,0,0,0,0,0,0.128635344381368,0,0,0,0,0,0,0,0,0,0,0,0.0201574846613613,-0.0928709117963681,0.0496248165207833,0,0,0,0
X601628.CH.EQUITY,0,0.372765773320548,0,0,0,-0.0511124631025067,0,0,0,0,-3.46944695195361e-18,0,0,-0.0116758598475855,0,0.0441788409928053,0,0,-0.148575169699889,0,0,0,0,0,0,0,0,0,0,0,0,0.203492080422077,0,0,0,0,0.00500769775169146,0,0,0,-0.105282671977874,0.013901407168447,0,0,0,0.133160213742359,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231207900480632,0,0,0,-0.186168586930029,0,0,0,0,-0.228956423334055,0,0.031669219758036,0,0,0.135228521824227,0,-0.013570487919716,0,-0.646904662519678,0,0,0,0.612522794753814,0.258448419111167,0.301433183717758,-0.0713336907320541,0,0.0261535159543317,0,0
X601166.CH.EQUITY,0,0,0.0591482749786817,0,0,0,0.433105422938834,0,0,0,0,0,0,0,0,0,0,-0.0181174478241042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0803786241126754,0,0,0,0,0,0,0,0,0,0,0,0,0.451772842365415,-0.000361786138077784,0,0
X601328.CH.EQUITY,0,0,0,0,0,0.109104210118904,0.0882298702792006,0,0,0,0,0,0.556576538691134,0,0,0,0,0,0,0.0833503096300089,0,0,0,0,0,0,0,0,0,0.00598257770686035,0.117601922396238,-0.0251851045746247,0,0,0,0,0,0,0,0,-0.0682701048551356,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0273783774979587,0,0,0,0,0.119011637545204,0,0,0,0,0.444631957210074,0,0.209216115110245,0,-0.081345274353737,0,0,-0.0525821226108305,0,0.045632691311149,0,0,0,0.0348014684770515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145194627094677,0,0,0,0,0.0331331881219839,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0.13553645328902,0,0,0,0,0,0,0,0,0.180348293629091,0,0,0,0,0,0,0,0,0.206171015734181,0,0.250730678958344,0,0,0,0,-0.133120270200903,0,0.181194470443512,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,-0.195659731177658,0.40295188445205,0,0,0.0899594329665774
X601601.CH.EQUITY,0,0,0,0.0482442680852953,0,0,0,0.23321912669776,0.198791826359903,0,0.242999292502468,0,0,0,0,0,0,0,0,0,0.0120838133356495,0.238169333244313,0,0,0.175766869759522,0,0,0,0,0,0.0978254635560749,0,0,0,0,0.00752286094143929,0,0,0,0,0,8.67361737988404e-19,-0.00836204167025544,0,0,0.0178999941433136,0,0,0,0
X388.HK.EQUITY,0,0,0.110398165393144,0.16807099843929,0,0,0,0.210570761889828,0,0,0,0,0,0,0.0884874435493773,0,0,0,0,0,0,0,0.279995699419171,0,0,0,-0.0387550031855193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301454163586094,0,0,0,0,0,0.0182258046283638,0,0
X601319.CH.EQUITY,0,0,0.0194072017644093,0,0,0,0,0,0,0,0,0,0,0.232987590744768,0,-0.0394994207594705,0,0,0,0,0,0,0,-0.0409076705684315,0,0,-0.178039159566399,0,0,0.391706122980257,0,0,0,0,0,0,0,0,0,0.227856443923537,0,0,0,0,0.146829085414258,0,0,0,0,0
X600030.CH.EQUITY,0,0.0104218600117068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490373553008053,0,0,0,0,0,0,0.0206614669095361,0,0.222640439366817,0,0.022385469185594,0,0.0233671155889416,0,0,0,0,0.00450085515092475,0,0.209537609132078,0,0,0,0,0,0,0,0,0,0.148082376684816,0
X11.HK.EQUITY,0,0,0,0,0.0956472542204633,0,0,0,0,0,0,0,0,0,0,0.127791550768847,0,0,0,0,0,0,0.599590306701851,-0.0690840321094338,0,0.298623129141529,0,0,0,0,-0.0858057037933,0,0,0,0,0,0,0,0,0,0.121473434403697,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.0673201109508091,0,0.0787620943424531,0,0,0,0,0,0,0.0577573069861118,0,0,0,0,0,0,0,0,0.253941497329561,0,0,0.0460029542658839,0,0,0,0,0,0.0396257770568222,0,0,0,0,0.255501640200416,0,0,0,0,0,0,-0.0172696153082857,0.0847415676638789,0,0,0,0.0367653596288949,-0.0530520394339695,0,0
X600016.CH.EQUITY,0,0.166887240380023,0,0,0,0.111971075691505,0,0,0,0,0,0.129581850202048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444784858825806,0,0,0,0.203327153285493,0.178074000824542,0,0,0,0,0,0,0,0,0.158847048523008,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.596784643247866,0.00895265424949076,0,0.41903579744303,-6.93889390390723e-18,0,0,0,0,0,0,-0.0531363267937522,-0.0350112200009486,0,0,0,0,0,0,0.120640058372006,0,0,0.00109093520809902,0,0,0,0,0,0,-0.0597805343493732,0,0,0,0,0,0,0,0.115951006535768,0,0,0.0528122483878165,0.01463991398163,0,0,0,0
