,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,X600919.CH.EQUITY,X601881.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X601901.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY
X601398.CH.EQUITY,0,0,0.551410511875376,0,0,0,0,0,0,0.0721992534754122,0.076517640789142,0.0818691223901566,0,0,0,0,0,0,0,0,0,0.109729489736568,0,-0.0201952725480138,-0.0280540407000757,0,0,0.102741849162935,0,0,-0.0548861706973999,0,0,0.00728726216610472,-0.0293642889994945,0,0,0,0,0,0,0,0,0.0423863272303148,-0.00829358737427633,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0163844492308796,0.04207680429671,0,0,0,0,0,0,0.0773373640754539,0.305749460652953,0,0,0,0,0,0.0813710948070513,0,0,0,0,1.73472347597681e-18,0.124884841332597,0,0.138035939534054,0.0559151428797479,0,0,0,0,0.0331636673828425,0,0.0868918614131905,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.275181852146546,0,0,0.443475264004765,0,0.0319089131182535,0,0,0,0,0.0298885596243241,0,0,0,0,0,0,0,0,0,0,0,0.0790511358459699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212070278500745,0.0308843180681332,-0.0158561569227251,0,0,0,0,0.0597283413119048,0,0,0,0.078021189209331
X601288.CH.EQUITY,0.142692117247827,0,0.349254614279182,0,-0.0612691747374446,0,0,0,0,0.138772401753725,0,0,0,0,0,0,0,0,0,0,0,0.197556339208559,0.123664255713005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218964155525786,0,0
X5.HK.EQUITY,0,0,0,0,0,0.258820962125881,0,0.164111459890508,0,0,0.137813956082342,-0.0949161929461689,1.38777878078145e-17,0.0151562237153315,0.0897379107818276,0,-0.0664615082424058,0.00427864490316992,0,0,0,0,0,0,0,0,0.00588807529888237,0,0.236033600056055,0,0,0,0,0,0,0,0,0,0,0.212088382899735,-0.0425286480895393,0,0.365983868272546,0.19198467091035,-0.948804900430727,0,0.211895164711912,0
X601988.CH.EQUITY,0.108767832423159,0,0.141597043928328,0,0.0119537668694999,0,0,0.0262177579668705,0.0339819930510629,0,0,0.0936527200845923,0.155803172693295,0,0,0.131654922981727,0,0,0,0.418064820265277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359951359084083,3.46944695195361e-18,-0.0349499765249395,0,0,0,0,0,0,0,0,-0.0104566298769405
X600036.CH.EQUITY,0,0,0,0,-0.0322599141572061,0,0,0,0,0,0,0,0,-4.2351647362715e-22,-0.0330111023067646,0.00428289679249431,0,0,0,0,0,0.726123881065908,0.12040823573889,0,0,0,0,0,0,0,0,0.135644611595212,0,0.0322751666403241,0,0,0,0,0,8.67361737988404e-19,0,0,0,6.93889390390723e-18,0,0,0,0.0125073477034918
X1299.HK.EQUITY,0,0.174068450865295,0,0,0.170881312278774,0,0,0,0,0,0,0.224385959528288,0.209430858839025,0,0,0,0.250782663043885,0,0,0,0,0,0,0.0775450185145831,0,0,-0.170628659723475,0,0,0,0,0,0,-0.264615551294328,0,0,0,0,0,0.108905843114589,0,0,0,-0.186273987630657,0,0,0,0
X601628.CH.EQUITY,0,0.217635535350198,0,0,0,0,0.0306256934622773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503477887505707,0,0,0,0,0.406088211808991,0,0,0.234931859135478,0,0.0293271713008843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.167543975188667,0,0,0,0.118656325919033,0.00064802283387692,0,0,0,0,0.26098539034145,0,0,0,0,0,0.243812066271008,0,0,0,0.0580107554481536,0,0,0,0,0.197351329683379,0,-3.46944695195361e-18,0,0,0,0,0,0,0.019780836811431,0,0,0.00606866011129797,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0871962353293419,0,0.217489606224384,0,0,0,0.157313014004303,0,0,0.0147772381966955,0,0,0.0272576001242474,0,0,0.139692497292722,0,0,0,0,0,0.101430758974025,0,0,0,0,0,0,0,0,0.0687512501157959,0,0,0,0,0,0,0,0,0,0,0,0,0.0673874112812098,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0859608065634562,0.206838304931377,0,0.0245257839479557,0.641958458502915,0,0,0,0,-0.0146650193390148,0,0,0,0,0,0,0,0,0,0.277935601172454,0,0.0234847758817179,0,0,0,0,0.166607421088585,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.123292823913127,0,0.00401853857031129,0,0.358282769964541,0.0993115460760096,0,0,0,0,0,0.0271585925573848,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.240649046916064,0,0,0.0351109911457028,0,0,0,0,0,0,0,0.0553937364558508,0,0,0,0,0,0,0,0,0.0239330591133383
