,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X601881.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X600926.CH.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X601788.CH.EQUITY,X601901.CH.EQUITY,X600958.CH.EQUITY,X601696.CH.Equity
X601319.CH.EQUITY,0,0.00391924016660737,0,0,0,0,0,0,0.00324609147841155,0,0,0,0.0852215811183732,0,0,0,0.0467771507473326,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.30999447536168,0.108940956478993,0,0,0,0,0,0,0,0.394346808261101,0,0,0,0,0,0.00636093298798921,0,0.0544632053649096,0.121654371392324,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0.0519521383631378,0,0,0,0,0.0229444611965329,0.109047814352967,0,0.284670558503338,0,0,0,0,0,0,0,0,0,0,-0.0198949420492029,0,0,0,0,0,0,0,0,0.0393440275898729,0,0.0422420498191738,0.288701828779894,0,0,0,0,0,0,0,0,0,0,0.0435240331931001,0,0.177586570139954
X002142.CH.EQUITY,0,0,0,0.311864122742462,0,0,0,0,0,0,0,-0.0163920372055693,0.020065711503331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136514918588728,0,0,0,0,0,-0.0344746754004574,0,0,0.0492181103331578,0,0,0,0,0,0.224014562391761,-0.0623439421735725,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0.279593890313142,0,0.244668026634157,0.286986498635076,0,0,0,0,0,0,0,0,0,0.0590260635758742,0,0,0,0,0,0,0,0.541195716192283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0177304767101841,0,0,0,0.0508751647018074,0,0
X2388.HK.EQUITY,0,-0.0931743475397719,0,0,-0.0478772885282982,0,0,0,0.363944514735752,0,0.221897406145192,0.148094683101875,0.0930684682733513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.224549472665292,0,0,0.364274448290337,0,0,0.0121913311143105,0,0,0,0,0,-0.307821498153957,0,0,0.00520745608593516,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257517502702268,0,0.0266937428293866,0,0,0,0.0239947299208494,0,0,0,0.0769365988767872,0,0.627836155123459,0,0.206348475190538,0,0,0,0,0,0,0,0,0,0,-0.2630828047053,0,0,0,0,0.130167447142902,0,0,-0.276332275591897,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.0947000174975644,0.649869373663187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281603301048041,0,0,0,0,0,0,0,0,0.09343334325884,0,0,-0.0358894247310026,0,0,0,0,0,0,-0.0589516279772304,0.0728001819615938,0,0,0,0,0.106320504505591,0,0
X601818.CH.EQUITY,-0.0475112706379586,0.172588518949801,0,0,0,0,0,0,0,0.29335918354614,0,0,0,0,0,0,0,0,0,0,0.319591586502679,0.260632541988803,0,0,0,0,0,0,0,0,0,0,0.144788966563943,0,0.0463453406060929,0,0,0.00176335756168883,0,0.116526977974495,0,0,0,0,0,0.0207274475320013,0,0,0,-0.177107311896408
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0113525801954925,0.0540719614638115,0,0.0198315212845952,0,0,-0.0980374249241342,0,0,0.0862707260370897,0,0,0,0,0,-0.0164265651527573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16522085974304,0,0,0.313330390087887,0,0.228400159413871,0
X601688.CH.EQUITY,0,0,0,-0.103071436070209,0,0.0395954009001347,0,0,0,0,0,0,0,0.317407202230208,0,0,-0.0367904034333725,0.0042048748609427,0,0,0,0,0,0.302217258566815,0,0,0,0,0.102892985291841,0.364661998500287,0,0,0,0,0,0,0,0,0,-0.0910142970581358,0,0,-0.0844175656451728,0,0,0,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0.747485387086705,0,0,0,0,-0.059029574668826,0,0,0,0.00586090829841702,0,0,0,0.229818935979965,0,0,0,0,0,0,0,0,0,0,0,0,0.143346071828953,0,0,-0.034520633580087,0,0,-0.0847821947743176,0,0,0,0,0,0.067889944563713,0,-0.0396537270606614,0,0.0794734597428981,0,0
X601211.CH.EQUITY,0,0,0,0.0960252924812119,0,0,0.0936918051445625,0,0,0,0,0,0,0.299563832693786,0.027120543595605,0.115422165917237,0,0,0,0,0,0,0,0.0272679057984618,0,0,0,0.242178155021594,0,0,0,0,0,0.0784488280440888,0,0,0,0,0,0,0,0,0,0,0,0.0193220041146804,0,0.0417995572901355,0,0
X600837.CH.EQUITY,0,0.111008022601297,0,0,-0.0595357391725908,0,0.0791285375196507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0829926418318903,0,0,0,0,0,0,0,0,0,0,0,0.224800908803173,0,0.184217025156606,0,0.23484074194153,-8.67361737988404e-19,0,0,0.179837481119663,0,0.00496448347928001,0,0.00698490371333136,0
X267.HK.EQUITY,0,0,0,0,0,0,0.12650473352396,0,0.0340464911348861,0,-0.108568710947714,0,0,0,0,0.310148352838487,0,0,0,0,0,0,0.0869492693247754,0,0.133814274269364,0,-0.131912302415428,0,0.0713270739441778,0,0,0,0,0,0.0170733623537317,0,0,0,0,0.116606987244303,0,0,0,0,0.103772409069897,0.128928473388433,0,0,-0.108265926439252,0.0549095972399733
X002736.CH.EQUITY,0,0,0,0,0.0163438303991781,0,0,0,-0.374317631815552,0,0.077797615935555,0.0610527881578195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457869728466384,0,0.023690242650976,0,0,0,0,0,0.075146877161306,0,0.283040267233558,0,0,0,0,0,0,0,0,0,0.148798625236597,0,0.417544011327642,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534369470000192,0.0256317539886772,0,0,0,0,0,0,0.0885187926428053,0,0.130197915872116,0,0,0.198393853478076,0,0,0.227276066354467,0,0,0.173147463394279,-0.0645055588664319,0.100517720180816,0,0,0,0,0,0,0,0.191323987395201,0
X2882.TT.EQUITY,0,0,0,0,0,0,0.0446944452679303,0,0.0177831049613293,0.0319161622253753,0,0.0665946486531734,0,0,0.0355998321005328,0.121429952355905,0,0,0,0,0.010697407299775,0,0.105576822274209,0,-3.46944695195361e-18,0,0,0,0,0.0258813472070939,0,0,0,0,0,0,0,0,0,0.52127206042068,0,-0.136702917425117,0.308226115500129,0,0.0147103743560288,0,0,0,0,0
X600918.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119887950912003,0,0,0,0,0,0,0,0,-0.0244096004029369,0.111033324157709,0,0,0.0680968049813493,0.00379369429495382,0,0.16081624831498,0,0,0.0211749606181027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282661788687656,0,0.240474714306783,0.273620913322842
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0589649485780272,0,0,0,0,0,0.204951315323251,0,0.482171869714996,0,0,0,0,0,0,0,0,0,0.144158967634063,0.0607487135953181,0,0,0,0,0,0,0,0,-0.0342913349598857,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,-0.0409650376248475,0,0,0,0,0,-0.160584823691815,0,0,0,0,0.0958307278169703,0,-1.73472347597681e-18,0,0,0,0,0,0,0.010905026018765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399885165302598,0.617549915019003,-0.0041529264885077,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0283151415345019,0.0808766406213865,0,0,0,0,0.00840812683784984,0.113944567581435,0,0,0,0,0.143041062369122,0,0,0,0,0.00893309608047633,0.0753629746915574,0,0,0,0,0,0.0533408174700598,0,0,0,0.239724552103891,0,0,0,0.0573021278111384,0,0,0,0,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0,0.0064759784187147,0,-0.0560649047529576,0.0145590372614591,-0.00940421885918357,0.00937012093329119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277724580196248,0,0,0,0,0,0,0,0.111050273140827,0,0.384225807453888,0.0763669432018248,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0.0293225601034713,0,0.0663172467982387,0,0,0,0,0,0.152241076042282,0,0,0,0.308414955255656,0,0.160400495729187,0,0.0174248608419134,0,0,0,0,0,0,0,0,0,0,0,0.0548674778726611,0,0.163642704265042,0,0,0,0,0,0,0,0,0,0,0,0.0317328742572197,0.00591028941341741,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.134352309919247,0,0.204639819704292,0,0,0,0.181821032491115,0.0422119045550653,0.183423342156274,0,0,0,0.0631736912732749,0.0878537865997772,0,0,0,0,0,0,0,0,0,0,0.0354007311330037,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.154092092430029,8.67361737988404e-19,0,0,0.0308695569659089
X2886.TT.EQUITY,0,0,0,0.0315406020953985,0,0,0,0,0,0,-0.0272621349096894,-0.185812943429583,0,0,0,0,0,0,0,0,0,0,0,0,0.123455323407798,0,0.0416820959446585,0,0,0.0274501705067916,0,0,0.0260765642416758,0,0.217766235146276,0,0,0,0,0,0,0,0,0,0.376991878934676,0,0,0,0,0
X600926.CH.EQUITY,0,0,0,0,0,0.133444005161967,-0.0311510267784191,0.0147419258759701,0,0.0156009137432067,0.121264122235062,0.0482840293128476,0,0.279333019357852,0,0,0,0,0,-0.181586992275493,0.292525796950013,0,0,0,0,0.0967524508374406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140984558842277,-0.0890742808301237,0,0,0,-0.0652841413373724,-0.0390745127116379,0,0
X2891.TT.EQUITY,0,0.0248312075037812,0,0.0354048364807689,0,0,0.0823968116710661,0,0,0,0,-0.0347397027182478,0,0,0,0,0,0,0,-0.163532522448223,0,0.0546965271154038,0,0,0,0,-3.46944695195361e-18,0,0,0,0.214780170902554,0.143195099208195,0,0,0.226554361699034,-0.0468835055298645,-0.0319312766084336,0,0,0.0470322784213033,0,0,0.320623237972275,-0.0159843614170026,0,0,0,0,-0.0609835849532252,0
X601009.CH.EQUITY,0,0.0875892578011744,0,0,0.0654627498770279,0.0934287986180243,0,0.12832957270862,0,0,0.0118342796824224,-0.282696670712059,0,0,0,0.31737642268767,0,0.053012761965212,0,0,0,0,0,0,0.0373524012224199,-6.93889390390723e-18,0,0,0,0,0,0,0.111673608026595,0,0,0,0,0,0,0.116505467941171,0,0,0,0,0,0,0.249945003597536,-0.123530610047016,0,0
X601788.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.058826621213685,0,0,0.186471430256673,0,0,0,0,0,0,0,0,0.106867600980453,0,0,0,0,0,0,0,0,0,0,0.237317429018467,0,0,0,0,0,-0.108650275840878,0,0.00341239599052921,0,0,0,0.564988813993413
X601901.CH.EQUITY,0,0,-0.0416392227242869,-0.0835182452318518,0,0,0,0,0,0,0,0,-0.0122102077184206,0,0,0,0,0,0,0,-0.0806255405440981,0.0629683530492603,0,0,0,0,0,0.218891432615509,0.0479243522936746,0,0,0,0.188837380876711,0.206385048723058,0,0.092816423064906,0,0,0,0,0.202139927530759,0,0,0,0,0,0,0,0,0
X600958.CH.EQUITY,0,0.15559927640731,0,0,0,0,0.00897158304176004,-0.175558412076553,-0.0717964415859683,-0.0244917996690198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.164981897207858,0,0,0,0,0.316478909374096,0,0,0,0.310684324680242,0,0.0660929908415486,0.00194492602413692,0,0,0,0,0,0,0,-0.121430094286483,0,0,0,0,0
X601696.CH.Equity,0,0,0,0,0,0,0.00636136397882229,0,0,0,0,0.0879433134535496,0,0.00601794620307521,0,0,0,0,0,0.305703485367105,0.129734866632051,0,0,0,0,0,0,0,0.163621112412847,0,0,0,0,0,0,0.185271552255406,0,0,0,0,0.0216456825488064,0,0,0,0,0,0.148067095987174,0.112451210062154,0.106912616362379,0
