,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X601009.CH.EQUITY,X601236.CH.EQUITY,X2884.TT.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601328.CH.EQUITY,0.102261500484093,0,0,0.52982955842963,0,0,0,0,0,0,0,0,0.0569277825571794,0,0,0,0,0,0,0,0,0,0,0,0.151660637851088,0,0,0.0377498255639175,0,0,0,0,0,0,0,0,0,0,0.0199155803630224,0,0,0,0,0,0,0,0.0616905159906536,0,0,0
X601166.CH.EQUITY,0,0,0,0.015199562057393,0,0.375846015180865,0,0,0,0,0.046654988768633,0,0,0.0291234355655138,0,0.0750659731427793,0,0,0,0,0,0,0,0,0.25231099984363,0,0,0,0,0,0,0,0.0145795156381862,0,0,0,0.0261001239975918,0.0162716137516446,0.0581127401440137,0,0,0,0,0,0,0,0,0,0.073395975859919,0
X388.HK.EQUITY,0,0,0.210372054950241,0,0,0,0.21003755146598,0,0,0,0,0,0,0,0,0,0.063885419079506,-0.0846165498651839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138312721820044,-0.0560895184633319,0,0,0,0,0,0,0,0,0,-0.0268259725946418,0.0793968884361131,0,0,0
X600000.CH.EQUITY,0,0.144168245025915,0,0.0648101214216398,0.0140034122446135,0,4.33680868994202e-19,0.0044799124971595,0.179542366055962,0,0,0,0,0,0,0,0.10454568243589,0.0169699132416101,0,0,0.0600056637012581,0,0,0,0,0,0,0,0,0,0,0,0.076585934629208,0,0,0,0.0534023356700267,0,0,0,0,0,0,0,0.203997716194257,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0356600540204084,0,0,0,0,0,0,0.285616927100805,0,0.0628860912092912,0,0,0,0,0.197310848779795,0.0774700916292314,0,0.0818084767997972,0,0,0,0.166451415400366,0.0917967144320135,0,0,0,0,0.0024020984088184,0,0,0,0,0,0.0292462249698227,0,0,0,0
X000001.CH.EQUITY,0,0,0.267697964246252,0,0,0.101678574787409,0.0154668697556313,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0.0460036407069734,0,0,0,0,0,0.0741319752170926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183124279595632,0,0.230142635496829,0,0,0
X600016.CH.EQUITY,0.18748429832226,0,0,0.309321047580213,0.0561141301134622,0.0374770605991362,0,0,0,0.0177756082942622,0.139129863788386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985746539732787,0,0,0.0982663491200587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.268280006464114,0,0,0,0,0,0,0,0.136747605721637,0,0,0,0,0.112393174087477,0,0,0,0.224320296067931,0.0457462664844785,0,0,0,0.120551167378014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0604238246596738
X601601.CH.EQUITY,0.0200055197403892,0,0.581843325546856,0,0,0,0.18872389782615,0,0,-0.0913113600082937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0811120688096674,0,-0.0914321861528279,0,0,0,0,0,0,0.112829896714715,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,-0.033192060652924,0,0,0,0,0,0,0,0.520111188156684,0,0,0,0,0,0,0,0,0,0,-0.0362539017177003,0.166776048081579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220859315090809,0,0,0,0.0799355687574333,0.119717155466685,0,0,0
X601998.CH.EQUITY,0,0.150431118688749,0,0,0.029270012977994,0,0,0.00769884165864439,0,0,0.121374093329563,0,0,0.0810084083989203,0,0,0,0,0,0,0,0,0,0,0.166657886908379,0,0,0,0,-0.020744364920622,0,0,0,0,0,0.470311040729578,0,0,0,0,0,0,0,0,0,0,0,0.0434928368565814,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.231258143117078,0,0.13766987808776,0,0,0,0.181240239559904,0,0,0,0,0,0,0,0,0,0.409503145352006,0,0,2.16840434497101e-19,0,0,0,0,0.134359229482575,0,0,0,0,0,0,0,0.00412117512634874,0,0,0,0,0,0,0,-0.00818959666653919,0,0,0
X11.HK.EQUITY,0,0,0,0,-0.120574326317777,0,0.0124790821020427,0.329464144832944,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.284683004898012,0,0,0.532923048045276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0245868617482561,0,0,0,-0.106183405627085,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.165416106505514,0,-0.216509011855542,0,0,0,0,0,0,0.305803410266115,0,0.13294270553805,0,0,0,0.252435682000881,0,0,3.46944695195361e-18,0,0.290573619089085,0,-0.0497699391018822,0,0,0,0,0,0,0,0,0,0.126838921338868,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.284096161591829,0.0418018100194834,0,0,0.0190436325486796,0,0,0,0,0,0.0293832277462936,0.380664377746014,0,0,0,0,0,0,0,0,0,-0.0958984898625488,0,-0.0219601648182002,0,0.0197616377304737,0,0,0,0,0,0,0,0,0,0,0,0,0.0376795149926879,0,0,0,0,0,0,0.0572965886040936,0,0.134232324741047,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0.0480751214590815,0,0.0693660487063981,0.0998224460284573,0,0,0,0,0,0.342498221247906,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134004629899719,0,0,0,0.394320933862539,0,0,0,0,0,0,0,0,0,0,0,-0.0446792052074326,0.0267833423634737,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868617957099936,0.0278375857710978,0,0,0,0,0,0,0,0,0,0,0.0791785331875605,0.259895199789203,0,0.0448425447870774,0,0.10096255846355,0,0,0,0,0.37082305220927,0,0.0917964512145278,0,0,3.46944695195361e-18,0,-0.0217472380835886,0,0,0
X601211.CH.EQUITY,0,0,-0.043576148262658,0,-0.0738823060675245,0,-0.0760385974790178,0,0,0,0.200917021971364,0,0,0,0,0,0,0,0,0,0,0,0,0.216481237737531,0,0,0,0,0,0,0,0,0,0,0.122464686725424,0.142187992239611,0,0,0,0.356376830504062,0,0.0278797866213409,0,0.183198542283298,0,0,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,-0.00609188466166981,0,0,0,0,0,0,0,0,0,0,-0.0344449594996493,0,0,0,0,0,0,0,-0.0769910883134051,0,0,0,0,0,0,0,0,0,0,0,0,0.6138078253669,0,0,0,0,0,0,0.00879266496354036,0,0,0,0,0.229220614724388,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355057874698769,0,0,0,0,0,0,0,0,0,0,0,0.159568036180825,0,0,0,0,0,0,0.0502537729783887,0,0,0,0,0,0,0,0,0,0,0,0.275712422993432,0,0,0,0
X600837.CH.EQUITY,0,0,0,-0.0162175212099251,0,0,0,0,0,0,0,0,-0.0707142289346712,0,0,0,0,0,0,0.0967056692765372,0,0,0,0,-0.017824109097935,0,0.0244650105020975,0,0,0,0,0.197932888410623,-0.0616893796260358,0.0514538216544516,0,0,0,0,0,0.461096432277342,0,0.0860844253780596,0,0.0318518388593083,0,0.0859440713185537,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0.303113435127473,0,0,0,0,0,0.063450576978263,0,0,0,0.12699188019794,0,0,0,0,0,0,0.075878898547002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255760226430981,0.0134751518198256,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0.0628229470096883,0,0,0,-1.38777878078145e-17,0,-0.0809587650058091,0,0,0.157648521768138,0,0,0,0.119038848608217,0,0,0,0,0,0.0549295302675074,0,0.212330745448386,0.194581864044901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112258992501151,0,0,0.078466639688128,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.280125692765876,0,0.215822064503837,0,0,0,0,0,0,0.0632542396735972,0,0,-0.352221209315797,0,0.0132976438801866,0,0,0,0,0,0,0,0.081161914727564,0,0,0.0305202677155827,0,0,0,0.126018688775029,0,0.205357118304226,0,0.131315355411987,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0.0461420765563256,0,0.00497428924313704,0,0.0190180220956838,0,0,0,0,0,0,0,0.264457027201691,0,0,0,0,0.151460473239854,0,0,0,0,0.396345282736538,0.136750854244706,0,0,0,0,0,0.101422850096514,0,0,0,0,0,0,0,3.46944695195361e-18,-0.102800466430825,0,0,0,0,0.00534097027663647,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,-0.0291544421977971,0,0.127515159332074,0,0,0,0,0,0,0,0,0,0,0.0165976839600804,0,0,0,0,0.0842398585026314,0,0,0,0,0,0,0,0,0,0,0,0.0223210596725975,0.316757047653292,0,-0.0135564132556144,0.0511260527850695,0.200852521690762,0,0.0241011638487067,0.024212940431159,3.46944695195361e-18,0.236454523931956,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0.049790847925622,0,0,0,-0.0378815486786883,0,0,0,0,0,0,0,0,-0.124278232167683,0,0,0,0,0,0,0,0,0.618354517129933,0,0,0,0,0,0,0,0,0.268887640574763,0,0,0,0,0,0,0.0761016757592126,-0.0633536548410869,0,0,0.0493555399983609,0
X2886.TT.EQUITY,0,0,0,-0.0881901532585989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462526206913215,0,0,0,0.115036472374017,0,0,0,-0.0384104214187152,0,0,0,0,0,0.0283055089679203,0.17520692509623,0,0,0,0,0.0177537412881087,0,0,0,0,0.227834197904411,0.00749837179032963,0.26038088088492,0.117658039357765
X600015.CH.EQUITY,0,0.141248744567854,0,0,0,0,0,-0.167118269860494,0,0,0.0605336635459615,0.297013095485328,0,0,0,0,0,0,0,0,0,0,0,0,0.18311707122236,0.0350127400429247,0,0,0,0,0,0,0,0,0,0.322878516545374,0,0,0,0,0.0125895571175449,0,0,0,0,0,-1.73472347597681e-18,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28788643709718,0,0,0.224163573510979,0,0,0,0.0307134567297729,0,0,0,0,0.211307830888517,0,0,0,0.156299464474998,0,0,0,0,0,0,0,0,0,0,0.0114588215497296,0,0,0,0.0581148929394841,0,0,0,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0.0716681766755647,0,0,0,0,0,-0.0620697732025909,0,-0.0449123126934663,0,0,-0.0237290167875205,0,0.0632198342542772,0,0,0,0,0,0,0.036405288629458,0,0,0,-0.0405230231538014,0,0,0,0.0198789760981785,0,0.18263782460158,0,0,0,0,0,0,0,0,0,0.444607306687078,0.212239209160161
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0548825379547178,0,0,0,0,0,0,0,0,0,0.18338795899947,0,0,0,0,0,0,0.276068873974617,0,0,0,0,0,0,0,0.0929817700901039,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.350055359401838,0,0,0,0.104989820473224
X601916.CH.Equity,0,0,0,0.279514480270037,0,0,0,-0.317171933114828,0,0.123776132470894,0,0,0.346659293357414,0,0,0,0.313173783344187,0,0,0,0,0,-0.050915758557165,-0.10781175610624,0,0,1.38777878078145e-17,0,-0.311212578804655,-0.182297758590328,0,0,0,0.161004044137284,0,0.339747216092358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20737760252341,0,0,0,0,0,0,0,0,0,0,0,0,0.0499842666683548,0,0,0.424295714040633,0.070345278087323,0,0,0,0.0559697444287935,0,0,0,0,0,0.176593769755455,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,0.147318847561184,0,0,0,0,0,0.0396358023227471,-0.150023862940355,0.275550741356459,0,0.240304091049214,0,0,0,0,0,0,0,0,0.0692084740809688,0.0238251487202641,0,0,0,0,0,0,0.0816356806612357,0,0,0.0505587977952056,0,0,0.0909096410382863,0,0,0,0,0,0,0,0,0,0,0
X601236.CH.EQUITY,0,0,0,-0.0596198392450368,-0.0517134159116017,0,-0.0703671872001169,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0691637665216773,-0.0241943698475357,0,0,0,0,0,0,0,0.502405715765206,0,0,-0.0955046364129925,0.358597327901177,0,0,0,0,0,0,-0.0334219174144088,0.158337521831602,0,-6.93889390390723e-18,0,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,0,-0.0642334360812045,0,0,-0.0110228265625647,0,0.0279757525513569,0.027935841862789,0,0,0,0,0.37353610470007,0,0,-0.0374634349226888,0,0,0,0,0,-0.153370788521367,0.12324376103128,0,0,0,0,0,0,0,0,0,0,0,0,0.14212451612384,0,0,0,0,0,0,0.0345841813919266,0,-0.0831322169515231,0.325650066349853,0.376572055063041
X600919.CH.EQUITY,0,0.0126685445329008,0,0,0.0492196923262415,0,0,0,0,0.110623677621978,0,0,0,0.0140013728682833,0,0,0,0,0,0,0.0697859568930947,0,0,0,0,0,0.141829894343942,0,0,0,0,0,0,0,0,0,0,0,0.0688300250556677,0,-0.0338854614975791,0.0788518216577669,0.0515926618285036,0,0.169762827258929,0,0,0,0,0
X2892.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138663913391327,0,-0.0647531721166681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136199067183408,0,0,0,0.289798312592679,0,0,0.041939183860714,0,0,0.471432765737547,0,0,0.194818481721962
X5880.TT.EQUITY,0,0,0,0,0,0,0,0,0.0165040564173352,0,0,0,0,0,0,0,0,0,0,0,0,0.0801953684517232,0,0,0,0.00649457115711141,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.175363317475962,0,0,0.470128482053562,0,0,0,0,0,0.208158102483676,0,0.0691532080574161,0
