,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X601788.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,X601696.CH.Equity,X601916.CH.Equity,X601236.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY
X601398.CH.EQUITY,0,0,0.127834735010122,0,0,0,-2.77555756156289e-17,0,0,-0.0124992549592563,0,0,0,0,0,0,0,0,0,0,0.393489315652708,-0.154627347894533,0,0,0,0.25657945297533,0,0,0,0,0,-0.241803761771537,0,0,0,0,0,0,-0.114430914562022,0,0,0.0721459076689171,0,0,0,0,0,0,0.0364674330420734,0
X601318.CH.EQUITY,0,0,-6.93889390390723e-18,0,0.0224361671065102,0,0.182984399990851,0,0,0,0,0,0,0,0.0205363691160962,0,0,0,0.305364623654285,0,0,0,0,-2.16840434497101e-19,0.128453596827766,0,0,0,0,0.204853319005097,0,0,0,0,0,0,0.0711254444793839,0,0,0,0,0,0,0,0,0.0974788025754045,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.707478654337793,0,0,0.100003574797915,0.0015630206323216,0,0,0,0,0.00445556940364066,0,0,0,0,0,0,0.00751150665460134,0,0,0,0,0,0.00782520044497009,0.0437879346986995,0,0,0,0,0,0,-0.00644818227412394,0,0,0,0,0,0.0478568221741576,0,0,0,0,0,0,0.118026755099708,0,0,0
X601288.CH.EQUITY,0,0,0.838547783319747,0,0,-0.0483480067265477,0,0,0,0,0,0,0,0,0,0,0.0136728435030539,0,0,0,0,0,0,0.12291362922485,0,0,0.0387101219196942,0,0,0,0.0617898359097842,0,0,0,0,0,0,0,0,-0.0461375768426741,0,0,0,0,-0.0189088657605236,-0.0705716607775127,0.0929700349035137,0,0,0
X601988.CH.EQUITY,0.0484057722137628,0,0,0,0,-0.280494987869711,0,0,0,0,0.0183905968528744,0,0.824017700419691,0,0.125816532892289,0,0,0,-0.206429771467336,0,0.116118943191536,0,0,0,-0.0859522549041885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794430229442197,0,0.167201954668192,0,0,0.0246289499408134,0,0.131830295549876,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.00819236386786863,0.698525653159953,0,0,0,0,0,0,0,0.008188748116762,0,0,0,0,0,0.0412814462892616,0,0,0,0.321067721285755,0,-0.120168069664635,0,0,0.205550511075891,-0.125197482937953,0,0,0,0.0782885406430351,0,0,0,0,0.0759360170481856,0.0867001035164583,0,0,-0.0583739933291187,-0.0379164315018061
X600036.CH.EQUITY,0,0,0.372963033453161,0,0,0.0187541693359746,0,0,0,0,0,0,0,0,0,0.170003188231153,0,0,0,0,0,0,0,0.170126386320566,0,0.274590271664104,0,0,0,0,0,-0.000842483202873586,0,0,-0.00591183634587356,0.0568127604767755,0,0,0,0,0,0.0150361810733124,0,0,0,0,-0.0348900340239499,0,0,0
X1299.HK.EQUITY,0,0.221753458466789,0,0,-0.11744262972955,0,0,0,0.255912349312961,0.250650226335748,-0.041474100247868,0,0,0,0,0,0,0,0,0,0,0,0,0.273280324421208,0,0,0,0,0,0,0,0,0,0,0,-0.0609261660993641,0,0,0,0.139783919409002,0,0.199427038453308,0,0,0,0.270171026427452,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0.17100237185399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.630831382711565,0.00867266548969577,0.103185783244654,0,0,0,0,0,0,0,0,0,-0.129798531422876,0.122917463546926,0,0,0.02092564060845,0,0,1.73472347597681e-18,0,0,0.0804767428207469,0,-0.214472416294496,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0.527970894742881,0,0.112636712804596,0.0764098622781943,0,-0.509265209776117,0,0,0,0,-0.07315077803915,0,0,0,0,0,0,0,0,0.321732097709459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0642008833602729,0,-0.229729066131859,0,0,0,-0.139144802786462,0,0,0,-0.0237777192063035
