,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X600926.CH.EQUITY,X601788.CH.EQUITY,X601901.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0,0.196263032590863,0.238008197146145,0,0,0.135342848155768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0289258069943914,0,0,0,0,0,0,0,0,0.0709084205697881,0,0,0,0,0,0,0,0.0653920662898067,0.188993369694477,0,0,0,0.147626714804535,0,0,0,0.0119734315222015,0
X601318.CH.EQUITY,0,0,0,0,0,8.67361737988404e-19,0.102391047838875,0.019106529590585,0.0522949486461494,0,0,0,0,0.0680376094480437,0,0,0.0468114552849247,0.147940967849013,0.348461969236459,0,0,0,0.0506256023796617,0.0557202737576223,0,0,0,0,0,0,0.074185773237218,0,0,0,0,0,0,0,0,0,0,0,0,0.0228437012745975,0.0387797425787152,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.212912680821396,0,-0.0238273940772463,0,0,0,-0.05686526419865,0.0625990411787629,0,0,0,0,0,0,0,0,-0.281873220443067,0.793790762285313,0.0739116224605496,0.0549392502511559,-0.18303487055315,0,0,0,0,0,0,0,0,0,0,-0.125322855008992,-0.094334567383508,0,0,0,0,0,0,0,0,0,0,0.0536949487244476,0,0,0
X601288.CH.EQUITY,0.361800241996053,0,0.0228018094090355,0,0,0,0,0,0.0670983402583298,0,0,0,0,0,0.241070007135512,0,0.212409540745442,0,0,0,0.0213162729802171,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0999401710293767,0,0,0,0,0,0,0.0961146644602692,0
X600036.CH.EQUITY,0.0377734624319088,0.0841321516548113,0.186364803938065,0,0,0,0.0880204493934147,0.138694466078501,0,0,0,0,0,0.198451929901212,0,0,0,0,0,0,0,0,0,0,0.197235881881586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116103190657123,0.0105647827425823,0,0,0,0
X601628.CH.EQUITY,0.067451159575263,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201228592241339,0,0.156688963996073,0,0,0.0724974773962762,0,0,0,-0.044364660118559,-0.112728635194843,0,0.183543732841463,0,0.0899436498627966,0,0,0.612979610799518,0,0,0.085424035215205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.353234702037672,0,0,0.0928837764405395,0.266779926717856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0309155855803683,0,0,0,0.139866977280438,0,0,0,-0.108644707681366,0,-0.145363151300874,0,0,0,0.184856084722628,0,0,0,0,0.202637943181161,0,0.0336367775136267,0,0
X1299.HK.EQUITY,0,0,0,-0.1047952097927,0,0,0,0,0,0.294690865049724,0,0,0,-0.0290830431530637,0,0,0,0,0,0,0,-0.0535946694137874,0.438770590901778,0,0,0,-0.0574293069432437,0,0,0,0.00516858591405948,0,0,0,0,0,0,0,0.121225492537911,0,0.0917487974125443,0,0,0,0.0838115380341876,0,0,0,0,0.0165606111522268
X5.HK.EQUITY,0,0.241549857973833,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.0387731605871166,-0.102672011906555,0,0,0,-0.09667532155424,0,0,0.19224630410961,0,0,0,0.411158184985054,0,0,0,0,0,0,0.233858400247049,0,-0.111564662738695,0,0.36984522867088,0.0897768839251191,0,0,0,0,0,0,0,0,0,0,0,-0.199205188086665,0,0
X388.HK.EQUITY,0,0,0,0,-0.00310509487786908,0,0,0.0602068711161631,0,0,0,-0.0414243077355764,0,0,0,0,0,-0.100789047851926,0,0.421514565379277,0,0,0,0.271858914545925,-0.0650562663461664,0,0.137217310484964,0,0,0,0.0739559975230711,0,0,0,0.0138742012240755,0,0,0,0,0,0,0,0,0,0,0,0,0.224981873461226,0,0
X601658.CH.Equity,0.356708884450705,0,0,0,0,0,0,0,-0.101890182083585,0,0,0.0239311468930681,0,0.137810640114682,0,0,0,0.221737257919274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055063188784799,0,0,0,0,0,0,0.0360355587563252,0,0,0.00332093237879047,0
X601166.CH.EQUITY,0,0,0,0,0,0.0173559293425323,0,0,0,0,0,0,0,0.137746794901103,0,0,0,0,0,0,0,0,0,0,0.0349188565620686,0.276268871511611,0.0541475658718256,0,0,0,0,0,0,0,0.0434816897843833,0.109638482915876,0,0,0,0,0.117044904589887,0,0,-0.087963147518588,0,0.144816857506634,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,-0.037865398343042,0,0,0,0,0,0,0,0.556585589734371,0,0,0.228245179953741,0.0662323948739649,0,0,-0.151492227913055,0,0,0,0,0,0.0657194440181081,0,3.46944695195361e-18,0,0.0405694541903317,0,0.0189186507616851,0,0,0,0,0,0,0.0996385184195678,0,0,0,0,0,0,0,0.0743396595533716
X000001.CH.EQUITY,0,0,0,0,0.159256534483706,0.0931091391709149,0,0,0,0,0,0.506177307195456,0,0,0,0,0,0,0,-0.0369678282267262,0,0,0,0.098180751153422,0.154171381194888,0.0571291533425834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185926127835054,0,0,-0.00608843185400917,0,0.180510199016003,-0.312786762230458,0,0,0
X601328.CH.EQUITY,0,0.17045729449006,0,0.14034905103096,0,0,0,0,0,0,0.0521809228405975,0,0,0,0,0,0,0.408841515832279,0.0626204097618565,0,0,0.0759644943371003,0,0,0,0,0,0,0,0.118472039516376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00467330431795869,0,0,0,0
X601066.CH.EQUITY,0,0,0.0699874195908735,0,0,-0.0364351691543584,0,0,0,0.0100862914402766,0,0,0.507119609174802,0,0,0,-0.0571005994748479,0,-0.167352435922448,0,0,0,0,0,0,0,0,0.0688401626408551,0,0,0,0,0.215624331795508,0,0,0,0,0,-0.0619807223133526,0.130220652483336,0,0,0.045328464364026,0,0,-0.00285723095359239,0.016679876253323,0,0,0
X601601.CH.EQUITY,0,0.246323861773223,0,0.143727137213517,0,0.123703920934881,0,0,0,0,0,0.228146400031158,0,0,0,0,0,0,0.352151252555862,0,0,0,0,0,0.0344061969561906,0.0668342270783899,0,0,0,0,0,0.016792147577533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112352469660993,0.00267964044646349,0
X600000.CH.EQUITY,0,0.0216886803370798,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0128744089294353,0,0,0.453111276015842,0,0,0,0,0,0.0287689693570414,0,0,0,0,0,0,0,0,0,0.025285473051676,0,0,0,0,0.0754035908807059,0.0801180448462434,0,0,0,0,0,0,0.051291039551663,0.083672760821255,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0.0344670943658639,0,-0.084667692605971,0.0723160588947457,0,-0.0573648324959323,0,0.01328819771191,0.345898747817527,0.267922681413932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279241472948326,0.251398310530136,0,0,0,0.0450130640251301,0,0,0,0,0,0,0,0,0,0.009376806831948,0,0,-0.140773390118492,0
X300059.CH.EQUITY,0,0.0651677224588805,0,0,0,0.0469681283157183,0,0,0,0,0,0,0,0,-0.0749089443682968,0,0,0,0,0,0,0,0,0,0,0,0,0.0934664203790016,0.00343578281702462,0,0,0,-0.0416327034330767,-3.46944695195361e-18,0,0,0,0,-0.00728752289648529,0.51497251779633,0,0.22531408255334,0,-0.0364626369455782,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.16780070287173,0.108052448235784,0,0,0,0,0,0,0.0087638766334792,0,0,0,0.241750681015603,0.128319301251879,0,0,0,0,0,0.0656125018049441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230456207981377,0,0,0,0,0,0,0,0,0,0,0,0.221409585226282,0,0
X600016.CH.EQUITY,0,0,0.0204857417424391,0,0,0,0,0,0,0,-0.0108850473435205,0,0,0,0.18429409775751,0,0,0,-1.73472347597681e-18,-0.0455134792933165,0,0,0,0,0,0.0441387631997173,0,0.795821312176006,0,0.219610192676346,0,0,0,0,0,0,0,0,0,0,0,-0.251842557772082,0,0,0.163734934406686,0,0,0,0,-0.341119900765088
X2388.HK.EQUITY,0.0556399173133827,0,0.0686125033752577,0,-0.0748460956659741,0,0,0.198047534808614,0.150703884239704,0.042040046659777,0,0,-0.238787775938989,0,0,0,0.12077441460825,0,0,0,0,0,0,0,0,0.310994851544245,-3.46944695195361e-18,0,0,0,0.183977327995694,-0.249560449345489,0,0,0.158049511643224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0.382804001575209,0.0214753768254386,-0.292474757181942,0,0,0.115031629380931,0,0,0,0,0,0,0,0,0.171266149100214,0,0,0,0,0,0,0,0.232455404807823,0,0,0,0,0,0,0,0,0,0,0,0.0886708625473702,0,0,0,0,0,0.142662504801032,0
X002142.CH.EQUITY,0,0,-0.0262613868646509,-0.242801042784967,0.487763835583938,0,0,-0.266452847105406,0,0,0,0,0,0.0405824761786233,0,0,0.0690692812515972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339631995393377,0.0338431487497643,0,0,0,0,0,0,0,0.0903944270809577,0,0,0,0,0,0.0522567864000535,0,0.0572901205887143,0
X601818.CH.EQUITY,0.0207949985418846,0.0764289862918733,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.266709861899872,0,0.0379241747394297,0,0,0.0479266833563548,0,0,0,0,0,0,0,0.00169655327752172,0,0,0.0111994323510763,0,0,0,0,0,0,0,0.107553519436,0,0,0,0,0,0,0,0,0.147865536526418,0,0.0807954265652913,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0.235838670991628,0,0.0131005141006117,0,0.0447220428870085,0,0,0,0,0,0.0428684401878205,0,0,0,0,0,0,0,0,0,0,0,0,0.00795017168137692,0,0,0,0,0,0,0,0.189340648735623,0,0,0,0,0.021215053082009,0,0,0,0,0.252669818504876,0,0,0.267457829515439
X601688.CH.EQUITY,0,0,0,-0.0106406857517823,-0.0328120607407972,0,0,0,0,0,-0.0488257286022773,0,0,0,0,0,0,0,0,0.18684511786245,0,0.355771628305097,0,0,0,0,0,0,0,0.353270976534953,0,0.185780848872844,0,0,0,-0.040421941538934,0,0,0,0.0610285399916432,0,0,0,0,0,0,0.0789704330021361,0.0130965541147196,0,0
