,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601788.CH.EQUITY,X600958.CH.EQUITY,X601901.CH.EQUITY,X2884.TT.EQUITY
X601398.CH.EQUITY,0,0,0.25491278646692,0,0.0659402199223717,-0.0038736536560146,0,0.44027074868468,0,0,0,0.0859251544688629,0,0,0,0,0,0,0,0,0,0,0,0.0996142611034408,0.0214224278236715,0,0,0,0,0,0,0.0982653027181619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213148440550142,0,0
X601318.CH.EQUITY,0,0,0.217375795634894,0,0,0,0.176123177072747,0,0.0693149684023965,0,0,0,0,0,0.0384382337473089,0,0,0,0.0736018992668509,0,0,0,0,0,0,0,0.0694307017719087,0,0,0,0,0.0489364161523646,0,0,0,0,0,0,0,0,0,0,0,0.0379296103267952,0,0.280308729353729,0,0,0,0
X601939.CH.EQUITY,0.398152806638425,0.19704832380002,0,0.174456844737572,0,0,0,0,0,0,0,0.189504750003262,0,0,0,0,0,0.264560800723787,0.0585925728431287,-0.292951892309532,0,0,0,0,0,0.174182986741225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201366430029002,0,0,0,0,0.0370755193775127,0,0,0,0
X601288.CH.EQUITY,0,0,0.117021083376474,0,0,0.0771623622805514,0,0.300499222198471,0,0,0,-6.93889390390723e-18,0,0,0,0.099854534724508,0,0,0,0,0,0,0,0,0,0.125435444489723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720844664479004,0,0,0,0,0.0838437913985338,-0.0574674200923072,0,0,0
X600036.CH.EQUITY,0.110502225659629,0,0,0,0,0.100657723762687,0.302428881512169,0.00724180326655179,0,0,0,0,0.198426207002487,0,0,0,0,0,0,0,0.0298341573998587,0,0.00568475232074505,0.0985581468363499,0.263823499822691,0.0749537757380308,0,0,0,0,0,0,0,0,0,0,0,-0.0950472076415374,0,0,0,0,0.0743592571624016,0,0.0885171226380444,0,0,0,0,0
X601628.CH.EQUITY,0,0,-0.046522997449947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754532158065643,0,0.101215915924805,-0.0164929660741534,0,0,0,-0.257224846646626,0,0,0.00396980891749626,0.688259439757007,-0.0539864874597544,0,0,0,0,0.190443827133731,0,0,0,0,0,0,0,0,0,0.149093110516795,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.0813178935746079,0,0.284061079897366,0,0,0,0,0,0.0173757396433303,0,-0.23333721225492,0,0,0,0,0,0,0,0.194055482991774,0,0.182066840339867,0,0,0,0,0,0,0,0,0.217085506556266,0,0,0.0212165648642587,0,0.23901053017125,0,0,0,0,0,0,0,-0.177970056883612,0,0,0,0,-0.0213147864475361
X601988.CH.EQUITY,0,-8.67361737988404e-19,0,0.631389420787518,0.234784918791874,0,0,0,0,0,0.0205122535030399,0,0.0680566056027143,0,0,0.118111515563685,0,0,0,0,0.0228040952483131,0,0.0226143789409448,0,0,0,-0.0407520197026238,0,-0.0397845898640167,0,0.0128970312536432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.262468926162573,0.0493147474437804,0,0,0,0,0,0,0,0.202137745756122,0,0,0,0,0,0,0,0.0847935501301048,0,0.266229123668022,0,0.286596094459782,0,0,0,-0.00549587445854934,0,0,0,-0.0402642352994737,0,-0.13973035995342,0,0.163860179410901,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0474571362473895,0,0.0827194962923945,0,0,0,0,0,0,0.0114733305793694,0.0210592368276911,0,0,0,0,0,0,0,0,0,0,0,0.145620939076798,0.374830373736052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511482953128954,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.0949951245314378,0,-0.248046269041241,-0.0146525878661754,0.16555025006634,0,0,0,0,0,0.0728588195700861,0,-0.014736393912603,0,0,0,0,0.371311297631443,0,0,0,0,0,0,0,0,0,0,0,-0.0399432856094038,0,0,0.100211484779634,0,0.137886548969557,0,0,0,0,0,0,0,0,0,0,0,0.29008698735233,0
X601658.CH.Equity,0,0,0,0.262598519463327,0,0,0,0.0766117981171078,-0.119135731336974,0.22639498695123,0,0,0.115069546572135,0,0,0.332449911202457,0,0,0,0.279808558077322,0,0,0,0,0,0,-0.445893442908772,0,-0.0115344999661931,0,0,0,0,0,0,0,0,0,0,0,0.0306198128172081,-0.0589500421877102,0,0,0.141639310299673,0,0,0,0,0
X000001.CH.EQUITY,0,0.0385070286999539,0,0,0.202609192592547,0,0,-6.93889390390723e-18,0,0.404788078218228,0.0990731704820077,0,0,0,0,0,0,0,0,0,0.0129683179210524,0,0,0,0.203896198717217,0,0,0,0.0402639477180487,0,0,-0.121814459851813,0,0,0,0,0,0,0,0,0,0,0,-0.0846180165911983,0.342646885440856,0,-0.144167668167709,0,0.0997094139860195,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401789528124728,0.0606295920896077,0.00578231584447928,0,0,0,0,0,0,0,0,0.0780300194063892,0.149136032466085,0,0,0,0.104335344817031,0,0,0,0.0822367947909136,0,0,4.33680868994202e-19,0.121344225779403,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.300996098168256,0,0,0,0,0,0,0.0641944860317028,0.0576586493052332,-0.100393458776483,0,0,0,0,0,0.0130278048516172,0,0.405265759111165,0,0,0,0.0528199216810774,0,0,0,0,0,0.0362163727928417,0,0,0.0724408496990384,0,0,0,0,0,0,0,0,0,0,0,0,0.0380747628902745,0,0,0,-0.115189575586334,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.116953359878112,0,0,0,0.0577314378531183,0,0,0.0687594552525064,0,0.289230865476525,0,0,0,0,0.295850218707899,0,0,0,0,0,0,0,0.0995152975342274,0.0387395411139704,0.00680605551599175,0,0,0.0201681814481087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.102938548932547,0,0,0,0,0,0,0,0,0,0,0.514303356159841,0,0,0,0,0,0,0.00306574496123338,0,0,0,0,0,0,0,0,0,0.0534274940449247,0,0,0.0494099907570657,0,0,0,0.0256438835999459,0,0,0,0,0,0.0529619197546822,0,0,0,0.0145925386795128
X601066.CH.EQUITY,0,0,0.0746579160730305,0,0,0.0269270793358341,-0.0485955751703422,0,0,-0.0394094070872514,-8.67361737988404e-19,0,-0.121237622180539,0.447948199693997,0,0,0,0,0,0,-0.131350823262106,0,0,0.162188968634993,0,0,0,0.0314701298840413,0,0,0,-0.12293163658289,0,0,0,0,0,0,0,0,0,0.104556513660976,0,0,0,0,0.180728713090927,0,0,0
X601319.CH.EQUITY,0,0.0319746680212121,0.156201498235919,0,0.0584514825408895,0,0,0,0.032065987938684,0,0,0,0.110177713029352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221805269088409,0.0663492592411541,0,0,0,0,-0.0690699355797596,0.269434196037639,0,0,0,0,0,0,0,0,0,0.109721026401027,0.132555729697329,0,0,0
X300059.CH.EQUITY,0,0.124324440840322,0,0,0,0,0,0,0,0,0.0525098184445637,0.0105643035868534,0,0.25359099938638,0,0,0,0,0,0,-0.120823479926655,0,0,0,0,0,0,0,0,0,0,0,0,0.030397666698217,0,0,0.268735003865205,0.209491948272568,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.127479478858767,0.0348407524939866,-0.0260716824026607
X11.HK.EQUITY,0,0,0,0,0,0,-3.46944695195361e-18,0.0253896413924782,0.680422812387721,0,0,0,0.000302351613053808,0,0,0,0,0,0,0,0,0,0.230809220894943,0,0,0,-0.0270297733801117,0,0,0,0,0.161429496807411,0,0,-0.124620313217678,0,0,0,0,0,-0.0130092763265641,0,0.0829891166564018,-0.0518634272704529,0,0,0,0,0.0998923025061447,0.183046251691876
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359568895681641,0,0.0448198164828028,0.104385818243741,0,-0.11922481143917,0,0,-3.46944695195361e-18,1.73472347597681e-18,0.12457994703394,0,0.58261247765942,0,0.106077229222856,0,0,0,0,0,0,0,0,0,0,0,-0.149043973509361,0,0,-0.0100272446575584,0.0521018478917888,0,-0.286899515402747,0,0
X2388.HK.EQUITY,0,-0.151536299326243,0,0,0,0,-0.0157009428333643,-0.0458877354471743,0.330448497937835,0,0,0.222231853526814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585005262161183,0,0,0.354451082383907,0,0,0.155082382656904,0,0,-0.0402026870413367,0,0,0,-0.214651624849146,0,0,0.0323683250598647,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0.0395347961808006,0.0202727272619887,0,0.153553836668789,0.364659333524767,0,-0.211834646621704,0,0,0,0,0,0,0,0.0872612459687005,0,0,0,0.109082399308542,0,0,0,0.560071176819035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285943459855941,0,0,0,0,0,0,0,0,0.0408882738809289,0
X002142.CH.EQUITY,0,-0.0679807903789775,0,0,0.230321687264635,0,0,0,0,0.0448299733794317,-0.0390445482416686,0,0,0,0,0,0,-0.0389455111091628,0,0,0,0,0,0,0,0,0.168821774593757,0,0.271431876827555,0,0,-0.0448284797071225,0,0,0,-3.46944695195361e-18,0,0,0,0.0163002374774937,0,0,0,0,0.116921034215515,0,0.0344236853593423,0,0,0
X601818.CH.EQUITY,0,0.208724652160903,0,0,0,0,-0.0737467401524491,0,0,0.276561568114507,0,0,0,0,0,0,0,0,0,0,0,0.00554313219614248,-0.0605035904165219,0.19826842552474,0.305764156532779,0,0,0,0,0,0,0,0.0504418849279817,0,0.137431352752075,0,-0.059804971454414,0,0.170692211128115,0,0,0,0,0,0,0,0,0,0,0
X600999.CH.EQUITY,0.100697415380882,0,0,0,0.203994397127674,0,0,0,0,0,0,-0.0160513782464142,0,0,0,0,-0.206017808076559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124536170441482,0.0646971435196013,0,0,0,0.160737770309019,0,0,0,0,0.0652962131115657,0,0,0.0828366144139803,0,0.282815922051866,0.23413260766805,0,0
