,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601318.CH.EQUITY,X601328.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X000001.CH.EQUITY,X601628.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601009.CH.EQUITY,X601319.CH.EQUITY,X600926.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X601577.CH.EQUITY,X600837.CH.EQUITY,X601688.CH.EQUITY,X601838.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X002958.CH.EQUITY,X388.HK.EQUITY,X002736.CH.EQUITY,X600928.CH.EQUITY,X600958.CH.EQUITY,X300059.CH.EQUITY
X601398.CH.EQUITY,0,0.32139886012216,0.163787463239667,0.203093144716838,0,0,0,0,0.015333473638872,0,0,0.0658604848441396,0.107113429697904,0,0,0,0,0,0,0,0,0,0.0286776340842334,0,0,0,0,0,0,0,0,0.0224673620591503,0,0,0,0,0,0,0,0.0229255623984086,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.737099320618171,0,0,0,0.116774070537513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660639612817615,0.133958631334801,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0339276215058012,0,0.00885722221710398,0,0,0,-0.0457698754696025,0,0,0,0,0,0,0,0,0.0173884367311188
X601288.CH.EQUITY,0.174651692568602,0.15062087163232,0,0.475009055667831,0,0,0,0,0,0,0.0443538059331399,0,0,0.0213926590752868,0,0.0487466377329022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0166978265658691,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.022810344811694,0,0
X601988.CH.EQUITY,0,0,0.384622746829686,0,-0.0486045789872972,0,0,0.408890839282542,0,-0.0171102213125367,0,0,-4.33680868994202e-19,0,0,-0.205994887096929,0.090456684416554,0,0,0,-0.0534903963373527,0,0,0.080073724390253,0,0,0,-0.0751453139760214,0,0,0,0,0,0,0,0,0,0,0,0.142436247564677,0,0,0,0,0,0,0,0,0.0125033924882002,0
X5.HK.EQUITY,0,0.162471423911813,0,0,0,0.100066090329116,0.159927272023434,0,0,0,0,0.056683286939923,0,0,0,0,0,0,0,8.67361737988404e-19,0.216603847451459,-0.0192996394867104,0,0,0,0,0.232361643533632,0.133709234357543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0306797420111072,0,-0.118453802569974,-0.0277291722674871,-0.0503018915658514,0,0,0
X601658.CH.Equity,0,-0.0535705841534964,0,0,0.123353811656258,0,0,0,0,0,0,0,0,0,0,0,0.0994916134065268,0,0,0.137518418945993,0.0799814776240528,0,0.0292038888463007,0.18638212829292,0,-0.0622015841497252,0,0,0.105675585899129,0,0,0,0,0,0,0,0,0,0.151542803166672,0,0,0,0,-0.152438033737825,0,0,0,0,-0.0884914249514883,0
X601318.CH.EQUITY,0,0.0963847230056387,0,0,0.187354169099553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00357568000078383,0,0,0,0.133417406246579,0,0,0,0.00660979630057502,0.0603181546910537,0.00839211412148078,0,0,0,0,0,0,0,0,0,0.0278369786961583,0,0,0,0.299743418436983,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.166748215093458,0,0,0,0,0,0,0,0,0,0.169829754370321,0,0,0.0309428871577815,0,0,0,0,0,0,0,0.209381000863931,0,0,0,0,0,0,0,0,0,0,0,0,0.0607256094006454,0,0,0,0,0,0.0182979487352356,0.0675339031845754,0,0,0,0,0
X600036.CH.EQUITY,0,-0.00190760677147736,0,0,0,0,0,0,0,0.236384400839261,0,0,0.195646186489374,0,0,0.0776340115740013,0.172349041580906,0,0.276118067140152,0.140400856842069,0,0.0261406193698843,0,0,0,0,0.0354212530580907,0,0,0,0,0,0.0340136666687165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.177960236457199,0.00637383018217069,0,0,0.175668885760662,0,0,0,0,0,0,0.391338987744594,0.009364220739313,0,0,0.0733678318595569,0,-0.165198913281042,-0.120145008394481,0,0,0,0,0.136568611824722,0,0.32263152780892,0,0,-0.0118969665700334,0,-0.044424699181558,0,0,0,0.261990111349271,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329304805879854,0,0.23468631814382,0,0,0.0311970451978249,0,0.0428393081826971,0,0,0,0,0.0618218310413428,0.0616616386915607,-0.026856049833726,0,0,0,0,-1.73472347597681e-18,0.152357189759471,0,0,0,0,0,0.0105537190613789,0.102449494310573,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0.265943484179543,0,0,0.0991453641228605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13354265838306,0.647597911785295,0,0,-0.329770096370186,0,0,0,0,-0.441162089899015,0.219743887131836,0,0,0,0,0,0,0,0,0.11904961590296,0,0,0,0,0,0
X601998.CH.EQUITY,0,-0.0201127726838314,0.0252697315007895,0.398346623092054,0,0,-0.038475928426697,0.129193295802922,0.143874158503956,-0.0719853260293491,0.226792869095966,0,0,0,0.197983979869961,0,0,0,0,0.12083591465524,0,0,0,0,0,0,0,0,0,0,0,0,-0.0388242760066075,0,0,0,0,0,0,-0.0184489041248956,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.0577610050301578,0,0,0.127356445106802,0,0.142672112923052,0.237100916247455,0,-3.46944695195361e-18,0,8.67361737988404e-19,0,0,0,0,0,0,0.435094812752152,0,0,0,0,0.111328534774272,0,0,0,0,0,0,0,0,0,0.0571453831823371,0.123473815610882,0,0,0,0,0,0,0,0,-0.122378557324668,0,0,0,0,0,0
X601818.CH.EQUITY,-0.0334909325183484,0,0,0,0,0.0466272204349153,0,0,0,0,0,0.0947842372481534,0.221879541584934,0,0,0.132377779723687,0.0895941884574602,0,0,0.0595053851021462,0,0,0,0.0264880422605242,0,0,0.0533659961679045,-0.0145384127252253,0,-0.0250374882931252,0,0.0862371679564473,0,0,0,0,0,0,0.285336883212848,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.294053959319099,0.00954046431704097,-0.00879779526628756,0,0,0.0199323176922753,0,0,0,0,0,0,0.0771101859830533,0,0,0,0,0,0,0,0,0,0,0,0.259476342882859,0,0,0,0,0,0.1401271708224,0.22322368944407,0,0,0,0,-0.0165936925636466,-0.261896368310726,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0.0108572828428078,0,0,0,0,0.140651691821924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863216537950547,0,0,0,0.261155567216053,0,0,0.0782228305885004,0.144905687621591,0,0,0,0,0,0,0,0,0,0.0722524205030265,0,0,0.342078849276626,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118023309648405,0,0,0,0,0,0,0,0,0,0.0547962325764907,0,0,0,0,0,0,0.142330358033258,0,0,0.248944987371583,0,0,0,0,0.0686067191592943,0,0,0.0698952773819317,0,0,0,0,0,0.129269957926467,0,0
X601169.CH.EQUITY,0,0.0813669513857986,0,0,0,0,0,0,0.00262482756635226,0,0,-0.18805669027679,0,0.672784430877311,0.0231536046543879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230282946420531,0,0,0,0,0,0,0,0,0,0,0.017182340383959,-0.0823197905871315,0,0,0,0,0,0,0,0,0
