,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601066.CH.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X601881.CH.EQUITY,X600015.CH.EQUITY,X601788.CH.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity,X601696.CH.Equity,X601236.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.0145814628672774,0,0.169552832052758,0,0,0,0,-0.073588101863565,0,0,0,0,0,0,0,0,0,0.538299827181052,-0.15729375926288,0,0,0.144440165255654,0,0,0,0,-0.170753484998713,0,0,0,0,0,0,0,0,0,0,0.137975215748001,0,0,-0.0953872813995486,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.00764432734288256,0,0,0.184618307641752,0,0,0,-0.0321254926764484,0,0,0,0,0,0,0.0584386832811084,0,0,0,0,0,1.73472347597681e-18,0,0,0.0757154495118961,0,0,0,0,0,0.278689179372249,0,0,0,0,0.0127235546654174,0,0,0.359154072810457,0,0,0,0.0897326356992205,0,0,0.0628918623286109,0,0,0
X601939.CH.EQUITY,0,0,0,0.785955205418436,0,0,0.0185830603468102,0,0,0.0141853295046219,-0.0150415328941336,0,0,0,0,0.0242069527524546,0,0,0,0.0237622835554089,0,0,0.0380448750318809,0,0,0,0,0,0,0,0,0,0,0,0.0171000832314306,0,0,0,0.0450393021082719,0,0,0,0,0.0546804892552009,0,0.0809751222401338,0,0,0,0
X601288.CH.EQUITY,0.0830519267770238,0,0.776644529541548,0,-0.0760256733243578,0,0.0475238999255385,0,0,0,0,0,0,0,0,0,0.0228440393252807,0,0,0,0,0,0.015574395984798,0,0,0,0.014280017952919,0,0.0854403623586616,0,0,0,0,0,0,0,-0.0154977536398851,0,0,0,0,0,0,0,0,0.124321141380075,-0.0939208568266091,0,0,0
X601628.CH.EQUITY,-0.0418532545586449,0,0,0,0,0,0,1.73472347597681e-18,0,0.103551436154573,0.0837170755214016,0.340830454588812,0,0,0,0,0,0,0.104544417829977,0.0135822633323641,0,0,0,0,0,0,0,0,0.0341471119046498,-0.222279843064441,0,0.378136788637427,0,0,0.254656601974907,0,0,0,0,0,0,0,0,0,0.00966381973244332,0,0.165958234992251,0,0,0
X600036.CH.EQUITY,0,0,0.388432281893851,0.0151509711108386,0,0,0,0,0.0128845573861238,-0.00139887244757342,0,0,0,0,0,0.108440946512283,0,0,0,0,0,0,0.201131449163249,0,0.125960117832334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111878394980833,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0789499546488256,-0.0309215680747823,0.00151986218997455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0633711057804905,0,0,0,0,0,0,0,0.0632873474324681,0,0.00674106084511285,0,0,0,0.924339320587933,0,0.152010006673166,0,0,0,0,0,0.0329429520745993,0,-0.186261900617321
X1299.HK.EQUITY,0,0.307741012834332,0,0,0,0,-0.0530006919765763,0,0.218719268775058,0.257574587567501,0,0,-0.00610847621259374,0,0,0,0,0,0,0,-0.0831822746706472,0,0.383953278446864,0,0,0,-0.0282934026478203,0,0,0,0,0,-0.171884761915527,0,0,-0.0238089424196032,0,0,0.0388303416833736,0,0.223849770866421,0,0,0,-0.137120539486563,0,0.309160800113823,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.00363575515230168,0,0,0,0,0,0,0,-0.040839969457818,0,0,0,0,0.0541939335915385,0.619149611586255,0,0.14800399681444,0,0,1.73472347597681e-18,0,0,0,0,0,-0.229589138035933,0.161574495445615,-0.0758912354275808,0,0,0,0.00245077710126393,0,0,0,0.103165269204743,1.73472347597681e-18,0,0,-0.269454243912949,0
X388.HK.EQUITY,0,0,0,0,0.337913401191474,0,0,0,0.246673261974894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279855151314542,-0.020696042639097,0,0,0,0,0,-0.0654069709103401,0,0.167611737943361,0,0,0,0,0,-0.234054260158524,0,0,0,0,0,0,0,-0.146706613795999,0
