,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X2388.HK.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X2885.TT.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,-0.0178513862366225,0,0,0,0.377891027545352,0,-0.0821929628131778,0,0,0,0,-0.246976905670584,-0.321897848516869,0,0,0,0,0.846459670742038,0,0,0,0,-0.402372305147173,0,0,0.127606239424297,0,0,0,0,0,0,0,0,0,0,0,0,0.026330975062789,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.953965471654979,0,0,0,0,0.175718982294914,0,0,0,0,0,0.065846580333594,0.00552349965902843,0,0.0867575307629847,0,0,0,0,0,0,0,0,0,0,0.0733457741329345,0,0,0,0,0,-0.00457971401383975,0,0,0,0,0,0,0.0332607665875021,0,0,0,0,-0.0378026490025996,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0954236088434567,0,0,0,0,0,0,0,0,0,0,0.160095063415378,0,0,0,0,0,0,0.153981132424303,0,0,0,0.301438407642184,0,0,0,0,0.100731320393307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.193834126500352,0,0,0,0,0,0,0,0,0,-0.0716306676940308,0,0,0.0598136570407446,0.209937826534182,0,0,0,0,0,0,0,0,0.113443596050311,0.110401227725596,0,0,0,0,0,-0.211681536342145,0,0,0,0,0,-0.0187233129972962,0,0,-0.127812190129568,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.349757923873964,0,0,0,0,0,0,0,0,0,0,0,0,0.112568034619498,0,0.113187170700071,0,0,0,0,0,0.467133726723553,0,0,-0.108295139556628,0,0,0,0,0,0.0285737645446631,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0.332389985505497,0.00498629227671977,0,0,0,0,0,0,0.0499778914169646,0,0.207637409114812,0,0,0.033558421440854,0,0,0,0,0,0,0.372542136609021,-0.0219443064571086,0,0,0,0,0,0,-0.0412730506760877,0,0,0,0,0,0,0,0,0,0,0,0,0.00997087128019425,0,0,0,0.0496678024652193,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0.0786276829697288,0,0,0.146230004223336,0,0,0.260802061529657,0.233694151337166,0,0,0.0897776168564165,0,0.13344866705295,0,0,-0.106109987853067,0.0474799501654862,0,0.120215219467008,0,-0.0395470310909197,0,0,0,0,0.00848879801559496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782528624590097,0,0
X601318.CH.EQUITY,0,0.129427061890719,0,0.00863619295304899,0.0915962130837381,0,0,0,0.302964219037321,0,0,0,0,0,0.145762255549929,0,0,0.0243393920092086,0,0,0,0,0.12429565024617,0,0,0,0.262494402894021,0,-0.345816734723071,0.0507748505844439,0,0,0.22514531263845,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0353427936778376,0,0,0
X600036.CH.EQUITY,0.0406299216287589,0.179253169031041,0,0,0,0,0,0.034151905426716,0,0,0,0,0,0,0,0,0.284522197672907,0.0241415663331828,0,0,0,0,0,0,0,0.170821662710342,0.0673460043983842,0,0,0,0,0,0.120540277571851,0,0,0.182905875049592,0,0,0,0,0,0,0.0451874469302041,0,0,0.0966645692871502,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.0224172105260519,0,0.121662779871766,0,0,0.10355612381477,0.192438708120706,0,0.114421602381866,0,0.287533394238056,0,0,0.167765996102561,0,0.228984968117122,0,0,0,0,0,0,0,-0.0851559290745171,0,0,0,0,-0.101390312342584,0.163073040405707,0,0,0,0,0,0,0.0711680634833,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.0278978882424897,0,0,0.0181649652248414,0,0,0,0,0,0,0,0,0.0184602917085313,0.015043636400733,0.374031290190257,0,0,0,0,-0.252716027967283,0,0,0,0,0,0,0,0,0,0,0.112435645319846,0,0,0.308978563523925,-0.0278430571214127,0.109224974509301,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.127262143878694,0,0,0,0,0,0,0,0,0.166067802648022,0,0,0,0,0,0.0367856577529567,0.268137181247146,-0.132694242556367,0,0,0,0.305906828076438,0.235552421503966,0,0,0,0,0,0,0,0,-0.0774540489175069,-0.0274058636482626,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0.133325647585038,0,0,-0.0787026918691561,0.0144095811311776,0.17095694917574,0.238535558061933,0,0,0,1.73472347597681e-18,0,0,0.105437892621932,0,3.46944695195361e-18,0.0307635426343155,0.0341787769288925,0.159181026117859,0,0.078832638262198,0,-0.0804093794743275,0,0,0,0.0610005971842071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0611554536194636,0,0,0,0,0,0
X600016.CH.EQUITY,-0.28423871861509,-0.0292801974369646,0,0,0,-0.116804597805534,0,0,0,0,-0.0611212792987699,0,0,0,0.0514914237884545,0,0,0.097911248756801,0.53870052607608,0,0,0,0,0.329680140240203,0,0,0,0.250364621152263,0,0,0,-0.560527351239791,0,0,0,0,0,0,0,0,0,0,0.0741775564660193,0,0,0,0,-0.265462375360551,0,0
X601818.CH.EQUITY,0,0.155051518268252,0,0,0,0,0.114786204524239,0,0,0.0501355813843523,-0.0772138897955064,0.277378927501582,0,0,0,0,0,0,-0.0632375472006618,0,0,0,0,0,-0.00650430271960126,0,0,0,0,0,0,0.0658747673347937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754990398059949,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0500428059998256,0,0,0,0,0,0.0827031717641765,0,0,0,0,0,0,0,0,0,0.22045403394596,0,0,0,0,0.0512481440243219,0.22135770131194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120995867806594,0.365014009794985
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0.071618448852552,0,0.118439331401238,0,0.283255419106979,0,0,0,0,-0.0380923392322775,0,0,0,0,0,0.0870451894479616,0,0.4665850676072,0,0.142323230823977,0,0,0,0,0,0,0,0,0,0,0.0544285773490861,0,-0.0634739394817957,0,0,0.0713447320836853,0,0,0,0,0,0.0397224546811178
X600015.CH.EQUITY,0,0,0,0,0,-0.0291348169274038,0.231684977762537,0,0,0,-0.0264859021205501,0,0,0.0528060187088974,0,1.38777878078145e-17,0,0,0,0.454073584874391,-0.0768546124856947,0,0,0,0,0,0,0.0418290863353206,0,0,0,0,0,0.0906148395440192,0,0,0,0,0,0,0,-0.149926643622241,0,0,0,0,0.145352768488326,0,0,0.183329049251466
X2388.HK.EQUITY,-0.022360045917638,-0.0939682382582728,0,0,0,0,0,0,0,0,0,0,0,0.524707608338486,-0.0913027756884359,0.00908432639235476,0,0,0,0,0.0967383455915404,0,0,0,0,0,0,0,0.362354133955524,0,0.130031787543137,0,0,0,0,0,0,-0.00169317225228724,0,0,0,0,0,0.0951174759884165,0,0,0,0,0.10410052463808,0
X601169.CH.EQUITY,0,0,0,0,0,0,0.412466989656366,0,0.123532159793071,0,0,0,0.0208522519914979,0,0,0,0,0,0,0,-0.0304851810167095,-0.01903647352672,0.244709662308072,0,0,0,0.453461002643068,0,-0.15448894418037,0.166838328035916,0,0,0,0,0,0,0.00803708750597333,0,0,0,0,0,0,0,0,0,0.135617606744806,0,0,0
X1299.HK.EQUITY,0,0.0655649545789687,-0.144380016943383,0,0.0428871043202977,0.16255531242952,0,0.233314181376307,0,0,0.0744180529959141,0,0,0,0,0,0,0,0.0947876056263654,0,0,0,-0.216693406267446,0,0,0,0,0.0844492238132011,0.150434246287827,0,0,0,-0.154166499685884,0,0,0,0,0.0445964372157808,0,0,0,0,0,0,0.00779649577005318,0,0,0.0257889782471975,0,0
X601229.CH.EQUITY,0.593257406967891,-0.209715654641078,0.017269409417508,0,0.00314677875369174,0.11875217942324,0,0,-0.16888815326085,0,0,0.102423606522815,0,0,0,0.0410380340492457,0,0,0,0,0,0,0.109518615196455,0,0,0,0,0.290739069846221,0,0,0,0,0,0,0,-0.0152811482193274,0,0,0,0,0,0,0,0,0,-0.044505669160982,0,0,0.297159188328081,0.0905354734229947
X600919.CH.EQUITY,0,0.00105837349883361,0,0,0.229726530323423,0,0,0.0699599289576485,0,0.435256276771861,0,0,0,0,-0.0889648985681785,0,0,0,0,0,0,0,0,0,0,0,0,0.16979477034829,0,0,0,0,0,0.2621557316839,0,0,0,0,0,0,0,0,0,0.0191534491233981,0,-0.1310462246447,0,0,0,0
X601916.CH.Equity,0,0,0,0,0,0.117349376338186,0,0,0,0,0,0.172502157693011,0,0.263647727809348,0,0,0,0,0,0.244382570868674,0,0.00329532256585544,0.117761168862683,0,0,0,0.0692875912352445,0.0364575973305178,0,0,0,0,0,0,0,0,0,0,0.16457707402995,0,0,0,0,0.201980115445749,0,0,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0.061863791103402,0,0,0,0,0,0,-0.0383261283115458,0,-0.0213614734775612,0,0,0,0,0,0,0,0,0.0554799485555001,0.319327893092525,0,-0.0822408145433095,0,-0.0159564490801444,0,0.0395281319753256,0.0582590177963927,0.139682981084145,0,0.228007586434618,0,0,0,0,0.0642212539376387,0,0,0.0963105683469948,0,0
