,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X000776.CH.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601077.CH.Equity,X2892.TT.EQUITY,X600958.CH.EQUITY
X601328.CH.EQUITY,0,0,0,0,0,0.0933515928607695,0.0542953175165839,0,0,0.000519673718621286,0,0.334141914388621,0,0,0,0,0,0.182636597871712,0.0234978652792636,-0.106954522812753,0.105072317552411,0.156759309970206,0,0,0,0,0,0,0,0,0,0.13812192631627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.123042040221113,-0.0189368119839088,0,0,0.404839596115897,0,0.0597730303531293,-0.0464771294135286,-0.0194116123496627,0,0,-5.42101086242752e-20,0.0546914803032321,0,0,0,0.202273748317983,0,0,0,0,0,0,0,0,0,0,0,0.0214555563175421,0,0.242190299841286,0,0,0,0,0,0,0,0,0,0.0669803501645863,0,0
X000001.CH.EQUITY,0,0,0.28487652260124,-0.260897808569326,0,0,0.153591232113922,0,0,0,0,0,0,0.0734910783682606,0,0,0,0,0,0,0,0,0,0.131518264456221,0,-0.213247033806985,0,0,0,0,-0.113962999178835,0.166283983936014,0,0,0,0.397575026605855,0,0,0.0110764799666702,0,0,0,0.05642233917843,0,0,0.0428998334478142,0.1031797943514,0,-0.0436484179315855
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0.410543846066416,0.178354313928072,0,0,0.0708443757588707,0,0.0420766268436711,0,0,0,0,0.221974726113098,0,0,0,0,0,0.0310072130575365,0.0304380970746148,0,0,0,0,0,0,0,0,0,-0.0140019663902608,0,0,0,0,0,0.216305303213374,0,-0.124975984893741,0,0,0.0822259709961419,0
X388.HK.EQUITY,0,-0.133250676480629,0,0,0,0,0.0842774048923964,0.511136032644662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.431080249238008,0,0,0,0,0,0,0,0.252050888979814,0,0.036811425596547,0.118692804411295,0,0,0.104028570003371,0,0.461600773632604,0,0,0,-0.17478263678172,0
X11.HK.EQUITY,0,0,0,0,0.226782259132211,0,0,0.220787602362088,0,0.0303442957777445,0,0,0,0,0,0,0,0,0,0,0.0302790368909803,0.439448303362911,0,0,0,0,0,0,-0.177573102234273,-0.248077394929807,0,0,0,0,0,0.0652262451020078,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0790405324969369,0
X601319.CH.EQUITY,0,0,0.0418227348058308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125430757706749,-2.16840434497101e-19,0,0,0,0,-0.137211002358812,0.108579100071934,0,0,0,0,0,0,0.0380522293803821,0,0,0,0,0.0717810237736698,0,0,0,0,0,0.265291712197636,0.220655075886715,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.0200333638006069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451820703146479,0,0,0,0,0,-0.241935436134103,0,0,0,0.0257066759902816,0,0,0,0.30735543158747,0,0.0276398237325586,0,0,0,0,0,0.0572901291797402,0,0,0.0141402051341229,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.167137790793831,0.131930645438628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17884032103976,0,0,0,0,0.151438625188864,0,0.26895205742025,0,0,0,0,0,0,0.109483310468124,0.0175504509384141,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.352268026440633,0.151863315877308,0,0,0,0.12079385586279,0,0,0.458407834651616,0,0,0,0,0,0,0.15641535031707,0.0258949440542013,-0.0181922364832528,0,-0.153018676470193,0,0,0,0,0,0,0,0.207242876297182,0,0,0,0,0,0,0,0,0,0,0,0.109016839834456,0.021422755403906,0
X600030.CH.EQUITY,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516292762032518,0,0,0,0,0,0,0,0.0935213124248225,0.356789900483078,0,0,0.0823294921047424,0.0306954328318017,0,0,0.0959630705613681,0,0,0,0,0,0.021543972085274,0,0.156227641138564,0.123891969992623,0,0,0,0,0,0.0200581092063529
X2388.HK.EQUITY,0,0,0.0779126785158225,0,0.373240249233537,0,0,0.239803267750866,0,0,0,0,0,0,0,0.279651830064692,0,0,0,-0.164278481588518,0,0,0,0,0,0,0,0,0,0,0,0.0925548191144423,0,0,0,0,0,0,0.198519708697991,0.171568090994899,0,0,0,0.0366762432450689,0,0,0,0,0
X601818.CH.EQUITY,0,0,-0.114631244863592,0,0,0,0,0,0,0,0,0,0.102463431200906,0,0,0,0,0.18060813656055,0,0,0,0,0,0,0,0,0,0,0,-0.107961506256822,0.167731047879318,0,0.365874460079519,0,0,0,-0.0489994671711236,0,0,-0.0818263761468722,0,0,0,0,0,0,0.12136918971369,0,0
X002142.CH.EQUITY,0,0.168578201515883,0,0,0,0,0.141526454305375,0,0,0.122063593218536,0,0,0.153594559374253,0,0,0,0,-0.0976160882250742,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.0912146714465431,0,0.100620654091379,0,0,-0.00774130990814707,0,-0.128466272762266,0,0.207624629630082,0,0,0,0,-0.107186226875383,0,-0.00631039848202375,0.245387411049635,0,-0.159304867842996,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0335729173699065,0,0,0.0267429607075824,0,0,0,0,0,0,0.0149320535136686,0,-0.342983511160726,0,0,0,0.057327606939236,0,0.296337653760297,0.0927167927405356,0,0,0,0.0329956899650869,0,0,0,0,0.217164396526551,0,0,0,0,0.161960491525365,0,0,0,0,0,0
X601688.CH.EQUITY,0,0,-0.0608446083675409,0,0,0,0,0,-0.382492920919272,0,0,0,0,0,0,0,0,-0.413282190909592,0,0,0.46345738877023,0,0,0,0,0,0.146768415567532,0,0,0.041606733729,0,0,0,0,0,0,0,0,0,0.214877286321522,0,0,0.301129410148786,0,0.0635874041558208,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115495886463274,0,0,0,0,0.0481648188443434,0,0.0485412386928641,0,0.0909352894936057,0,0,0,0,0,0.382661626841755,-0.0631287493544818,0.22388676219133,0,0,0,0,0.205002705713588,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0.0201480242640814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128545774143846,0,0,-0.0485695971680323,0.0394658011585938,0,0.218263610644026,0,0,0,0,0,0,0.273292324031602,0,0,-0.156230003557635,0,0,0,0,0,0.197215056188238,0,0,0,0,0,0.0220985474567508
X601229.CH.EQUITY,0.325469196400169,0,0.118075260000172,0,0,0,0,0,-0.0575277034191255,-0.0945124025695435,0,0,0,0.112626535127619,0,0,0,0,0.040972997016336,0,0,0,0,0,0.367346217377469,0,0,0,0,-0.122716729463563,0,0,0,-0.01943140728345,0,-3.46944695195361e-18,-0.0800329480814513,0,0,0,0,0,0,0.063518135435107,0,0,-0.182372616531609,0.173874510847787,0
X2882.TT.EQUITY,-0.0524764432862807,0,0,0,0,-0.0438806107237892,0.0669156618794534,0.0146461968264831,0,0,0,0,0,0,0,0,0,0,0,0.129859229745812,0,0.0895277941424094,0,0,0.0991941218166045,0,0,0.00986997192174525,0,0,0,0,0,-0.12057791070563,0.397750768506001,0,0,0,0,0,-0.141462125918258,0,0,0,0.104305791099354,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,-0.256081865638429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135602859119353,0.0652163773460443,0,0,0,0,0,0,0.0930024200012412,0.207323516098648,0.212640534021228,0.340349594461063,0,0,0,-0.0588555015779978,0,0,0,0,0,0,0,0,-0.0132174594090526,0.111188200225106
X601169.CH.EQUITY,0,0.0452949348385347,0,0,0,0,0,0,0,0,0.264187256508181,0.313613921503871,0,0,0,0,0,0,0,0,0,0,0,0.0104097164299011,0,0,0,0,0,0,0,0,0.436412500441389,0,0,0,0,0,0.0110871378909079,0,0,3.46944695195361e-18,0,0,0,0,0,-0.102859382050472,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397397592526502,0,0,0.135947149340938,0,0.299631578778063,0,0.0570786481466283,0,0,0.0158270696349504,0,0,0.106501910148918,0.137678871110834,0,0,0.0424587165798536,0,0,0,0,0,0.0136177823552915,0,0,0.114594544112494,0,0,0,0,0
X000166.CH.EQUITY,0,0,0.158910035098047,0,-0.0895462158773923,0.0421146623971211,0,0,0.013165248741121,0,0,0,0.0231689268853606,0,0,0,0,0,0,0,0,0,0,-0.0854018003904136,0,0,0,0.00288662211558104,0,0,0.0708463045881616,0,0,0,0,0.151623338208229,0,0.049503448883972,0,0.250401364164392,0,0.170428211968698,-0.0428206016019413,0,0,-0.0103751613932129,0,0,0.287533535432802
X2881.TT.EQUITY,0.0324145777297431,0,0,0,0,0,0,0,0,0,0,0,-0.299544314514077,-0.101630713818922,0,0.00966780591817815,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207320399795656,0.4555471583483,0.287894801019733,0,0.187876450540874,0,0,0,0.221516993148874,0,0,-0.295430079592492,0,0,0,0,0,0.0678272078247504,0.162767619766532,0.242885559091189,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0216291102207454,0,0,0,0,-0.0755704826004184,0,0,-0.0329099145468597,0.279847059601475,0,0,0,-0.0925860269548644,-0.0506434315817017,0,-0.159497050803297,0.692896438607163,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0643187814190013,0,0,0,0,0,-0.121680215557231,0,-3.46944695195361e-18,-0.0851533472200914,0.11766100228532
X2891.TT.EQUITY,1.73472347597681e-18,0.0624565946192532,0.365891958510961,0,0,0,0,0,0,0,0,0.059211306539848,0,0,0,0,0,0,0,0,0,0,0,0.0808170313549277,0,0,0,0,0.100541754852396,0,0,0,0,0,0,0,0,0,0.352342349491362,0,0,0,-0.0678746193911893,0,0.177444703763196,0,0.11192739631592,0.337664925278026,0
X300059.CH.EQUITY,-0.0925182893472716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022482479270819,0,0,0.0468882452523334,0.169831293849642,0,0,0,0,0,0.135785235712919,0,0,0.0944430470523027,-0.163377115781483,0,0,0,0,0,0,0.495451491456579,0,0,0,0.0365545176440834,-0.0701312072453847,0,0.164766470281388
X2886.TT.EQUITY,0,-0.291501851884141,0,0,0,0,0,0,0.291087620834551,0,0,0,-0.0162363605439269,0.0413962483563213,0.0518781965904843,0,0,0,0,0.113253267324016,0,0,0,0,0,0,0,0,0,0.145135001389498,0,0,0,-0.12161284022217,0,0,0.483325658934176,0,0,0,0.0188749485945371,0,0,0,0,0,0,-0.0223603506587429,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.205440742795933,0,0,0,0,0,0,0,0,0,0,0,0,-0.0620891712738419,0.0547804205415969,-0.0351538194252631,0.11869123562019,0,0,0,0,0,0,0,0.357922660710769,-0.0165969288974306,0,0,0,0,0,0,0,0,0,-0.102777908422025,-0.0874010986322092,0,0,0.555634024452974
X601916.CH.Equity,-1.02390207550717,0,-0.167668850679557,0,0,0.927262076187481,-0.406686461490986,0,0,0,0,0,0,-0.159417506673447,0,0,0,0.704499496208276,0,0.415831135136735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106888759298763,0,0,0,0,0,0,0,-0.160430976691771,0,0,0,0.07137306815135,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1947646641563,0,0,0,0,0,0.342767790871904,0,0,0,0,0,0.0590424697063983,0.116751583261319,0,-0.0596933984053271,0,0,0,0.106931945394031,0,0,0,0.103353013063831,0,0.00303874297740201,0,0,0.015021576636433,0,0.111087433518475,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0.0339014032944398,0.148471974588183,0,0,0,0,0.0446104660333775,0,0,0,0,0,0,0,0.381921881439044,0,0,0,0,0,0,0,0,0.0510903777829557,0,0,0,0.0765841489509646,0,0,0,0.10232450824747,0,0,0,0.199488390599326,0,0,0.0836444518641487,0,0,0,0.0103332152961656
X600919.CH.EQUITY,0,0,0.112458274124402,0,0,0,0,0,0.0656022667069368,0,0,0,0,0,0,0,0,0.0231688721741951,0,0,0,0,0.0620687821633494,0.0212284499962036,0,0,0,0,0.0422434592321876,0,0,0.35100218306523,0,0.0166860742165887,0,0.0681167850328298,0.123681543976268,0,0,0,0,0,0,0,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,0.216052826592473,0,0,0,0,0,0,0,0.0812688567052175,0,-0.230023001967261,0,-0.199470616802667,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.23001313917644,0,0,0,0,0,0,0,0,0.0485210396236792,0,0,0.120980041821356,0,0,0,0,0,0.135007713876247,0
X601009.CH.EQUITY,0.0955642376134822,0,0,0.102088818444363,0,0,0,0,0,0,0,0,0.261111409589996,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0956390127937133,0,0,0,0.0623694712047619,0,0.114520224293032,0,0,0,0,0,0,0.225971698737877,0,0,0,0,0,0,0
X601077.CH.Equity,0,0,0,0,0,0,0.0583235726007754,0,-0.419023622360085,-0.0656200019675136,0,0.0582220948399474,0,0,0,0,0,0,0,0.129460387225263,0,0,0,0,0,0,0,0,0,0.0716246133840087,0,0,0,0,0,0.188959099129066,-0.0180995917045842,0,0,0.225015993935648,0,0,0,-0.129299576587575,0,0,0,0,0
X2892.TT.EQUITY,-0.0538192439074262,0,0,0,0,-0.120494606786984,0,0.122555485784466,0.0261015694392089,0,0,0,0,0.0193931003726597,0,8.67361737988404e-19,0,0,0,0,0,0.330540814223926,0,0,0,0,0,0,0,0.0192891541700875,0,0,0,0,0.106819212799099,0,0.142919207349832,0,0.115673689548264,0.184803907402881,0,0,-0.0547280590432212,-0.0216673714025586,0.339159582417109,0,0,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377158300087215,0,0.119289916919642,0,0,0.121707059556627,0,0,0.19299271777301,0,0.211021741336825,0,0.00344014358971465,0,0,0.0126241218163103,0,0.0248396252497324,0,0,0,0,0,0
