,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,X600015.CH.EQUITY,X601881.CH.EQUITY,X601788.CH.EQUITY,X2886.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X2884.TT.EQUITY,X600926.CH.EQUITY,X601696.CH.Equity,X600919.CH.EQUITY
X601998.CH.EQUITY,0.219725235494502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630564809346264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24301953574911,0,0.478054297693001,-0.0765030078856729,0.0766559341814148,0,0,0,0.0572955537450631,-0.0588251153771589,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,-0.244686672901902,0,0,0.171495512858359,0,0,0,0,-0.192313087028866,0,0,0,0.250267186680571,0,0,0.0727554198692134,0,0,0,0.222118355799069,0,0,0.345946442452522,0,0.0793753541994295,0,0,0,0,0.0987914543522097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154503401964801,-0.305395754165655,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.245555737971318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228738603601652,0,0.181162804980395,0,0.00614409265537765,0.00268985819270917,0,0,0,0.154663598613321,0,0,0.168674827759421,0,0.0149230054895659,0,0,0,-0.155260364727792,0,0,0.0276358228303553,0.0207442777631078
X11.HK.EQUITY,0,0,0,0,0,0,0,0.141183353457145,0.58642980113351,0,0,0,0,0,0,0.0355208594834243,0,0,0,0,-0.218571257919156,0.231977465392408,0,0,0,0,0,0.149012892065064,0,0,0,0,0,0,0,0,0,0,0,0.0466167732253454,0,0,0.0127919756355374,0,0,-0.00534468831203735,-0.0913155060709433,0,0,0
X002142.CH.EQUITY,0.0099894965392341,0,0,0,0,0.155469521008975,0,-0.154705347486153,0,0,0,0,0,0,0,0,0,0,0,0.113444593190634,0,0,0,0,0,0,-0.0122440940672789,0,0,0,0,0.443631747885576,0,-0.11643793252635,0,0,0,0,0,0,0,0,0.222594293557155,0.327443083835043,0,0.102134830851832,0.0847813709053108,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0.0221559862576588,0.0678479384040714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024712251629055,0,0,0,0,0,-0.0957313903543288,0,0,0,0,0,0.0696364385192235,0,0,0,0,0,0,0.0442440914500815,0,0,0,0.808224543087073
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.212173286464507,0,0,0.0758044986773293,-0.168035401577235,0,0,0,0.116511543191029,0,0,0,0.286430476950596,0,0,0.198423298099178,0.199515268729686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136684755943806,0,0,0,0,0.0911566198433601,-0.114743661781704,0.0661697921047652,-0.0233640140224651,1.38777878078145e-17,0
X601688.CH.EQUITY,0.0477605904257224,0,0,0,0.0420534818179265,0,0,0.0615700761142405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17814232830125,2.71050543121376e-20,0,0,0,0,0,0.220041867453597,0.50345286319903,0,0,0,0,0.00274268541764752,0.02880066541946,0,0,0.0076137165056828,0,0,0,0.0489735804949533,0,0,0,0,0,0
X600999.CH.EQUITY,0,-0.184334098128482,0,0,0,0,0,0,-0.0115880663640501,-0.0266448058736891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0783006947345073,0,0,0,0,0.295972573485591,0,-0.0650391093486006,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.268426396491481,-0.0149685826262757,0,0,0,0.394923416142604,0,0
X600837.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.0161172901999164,0,0.171259788616793,0,0,0.0289286789023312,0,0,0,0,0,0,0,0.140183782852843,0.0528760459152193,0,0,0,0.449608583337225,0,0,0,0,-0.0442096777357677,0,0,0,0,0,0,0.0375644746490433,0,0.160107972073863,0,0,0,0,0.0388510454215334,0.0105701095721383,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0.014163762032041,0,0,0,0,0,0,0,0,0,0,0,0.379962563554833,0,0,0,0.119822283939362,-0.0993985922131618,0,0,0,0.149104987621768,0.0456689746040286,0,0,0,0.139772348629327,0,0,0,0,0,0,0,0,0.159881056764551,0,0,0,0,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0.102100850687179,0,0,0,0,-0.135200966507558,0,0,-0.0183914372375237,0,-0.00948005013577739,0,0,0.608973911877659,0,0,0,0,0.253988269411982,0,0,0,0.0724342153105798,0,0,0,0,0,0,0.0939414941018239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002736.CH.EQUITY,0,0,0,0,0.0457545701070515,0,0,0,0,0,0,0.165074815772488,0.0961057715654362,0,0.0533545960208963,0.00022309808523219,0,0,0,0,0,0,0,0,0.0456001501132388,0,0,0,0.118683807270215,0,0,0,0,0.181938950054432,0,0,0,0,0.12893519885307,0,0,0,0,0,0,-1.38777878078145e-17,0.0858142623901548,0,0,0
X000166.CH.EQUITY,0,0,0.0447459546788858,0,0,0,0,0.0364712870878924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215325337492234,0,0,0,0.0331749476409647,0,0.0203237099232793,0.258607919376927,0,0.0433793689899643,0,0,0,0.165729571384516,0,0,0.141051935325476,0,0.0932328420376784,0,0,0,0,0,0.0939837324229265,0,0
X2882.TT.EQUITY,0.100402277823048,0,0,0,0,0,0.0377217503529126,0,0,0.152878684746734,0,0,0.392433188211297,0,0,0,0,-0.0514356576641202,0,0,0,0,0,0.0955552974998812,-0.0410021524644857,-0.195802036174429,0,-0.128008413622464,0,0,0,0,0,0,0,0,0,0.758189729859111,0,0.156080925587508,0,0,0,0,0,0.017484726572111,0,-0.0611089250371627,0,0
X601229.CH.EQUITY,0.252029231197349,0,0,0,0,0.318673241782657,0,0,0.426354302612476,-0.0187244078378661,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0547342338487739,0,0,4.33680868994202e-19,0.101684284569388,0,0,0,0,0,0,-0.123554593524803,0,0,0,0,0,0,0,0,0,0,0,-0.102207749764243,0,-0.117728360513327,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424134782832828,0.165673376809042,0.0652300169871174,0,0,0,0,0,0,0.136773269351546,0.00648801440368102,0.173403177712359,0.0952640183980042,0,0,0.0355798321731352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0,0.0683734205380615,-0.0699885098760482,0,0,0,0,-0.0852568706570467,0,0,0,0,-0.194419243051743,0,0,0,0,0,0,-0.129217684318573,0,0,-1.38777878078145e-17,0,0,0,0.212195546126484,0.108450349874737,0.55616435107612,0,0,0,0,0,0,0,0,0,0,0.250281852661056,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0.750680908553252,0.0830525693269033,0,0,0,0,0,0.047072249317122,0,0,0,0,0,0,0.0811360805462898,0,0.0575954874829771,0,-0.0520203943017201,0,0,0,-0.00542117328777844,0,0,0,0.0263554044133883,0,0.0118455103324812,0,0,0,0,-0.00457701473545538,0,0,0,-0.0470922456000793,0,0,0,0,0,0
X600918.CH.Equity,0,0,0,0,0,0,0,0.117944470822874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0463714054963905,0,0,0,0,0.427485878423668,0,0.0122823587686586,0,0,0,0,0,0,0,0,0.0163408467353885,0,0.0207410259456854,0,0,0,0,0,0.403756911672074,0.058811713621519
X600015.CH.EQUITY,0,0,0,1.38777878078145e-17,-0.0514091872092221,0,0,0,0,0.0185800278487623,0,0,-0.0855288175714519,0,0.0560702546413358,0,0,0,0,0,0.166660341606068,-0.0236470302142865,0,-0.0248046889609228,0,0,0,0,0,0,0,0,0,0,0,0,0.0825154797039826,-0.0281056702893161,0,0,0,0,-0.0148849138111259,0.143610065549256,0.560226980140788,0,0.0980706213453426,0,0,0
X601881.CH.EQUITY,0,0,0,0.0155305410432169,0,0,0,-0.0533618987504979,0,0,0,0.039530163461414,0,0,0,0,0,0,0,0,0.108780594724514,0,0.0866306550151066,0,0,0,0,0.166971451549465,0,0,0,0,0,0.448874834036684,0,0,0,0,0.0488728753668314,0,0,0,0,0,0,0,0,0.0640368704144045,0,0
X601788.CH.EQUITY,0,0,0,0,0,0,0,0,0.106177557699831,0,0.0556034603935634,0,-0.0999033854724815,0,0.10820530493379,0,0,0,0.0105971992130989,0,0,0,0,-3.46944695195361e-18,0,0,-0.167610337924863,0,0.138948467998144,0,0,0,0,0.133594908170713,0,0,-3.46944695195361e-18,0,0,0.573154532470538,0,0,0,0.0263124974919099,0,0,0,0,0,0
X2886.TT.EQUITY,0,0,0,0,0,0,0,0.300210379422532,0,0.0213239523420812,0,-3.46944695195361e-18,0.115157914947443,0,0,0,0,0,0,0,0,0,0,0,0.520312966324117,0,0,0,0,0,-0.073864970152333,0,0,0,0,0,0,0,0,0.0978699681290907,0.318660163391526,0,0,0,0,6.93889390390723e-18,0,-0.486228071578763,0,-0.265563774727549
X601009.CH.EQUITY,0,0,0,0,0,0.0883492032233042,0,0.069832446424142,0,-0.34610387518155,0,0,0,0,0,0,0,0.178837633997526,0,0,0,0,0,0,0,0,0.0151261774223216,0,0,0,0,0.0529177254677208,0,0,0,0,0,-0.00471282123904928,0,0,0.58171182809498,-0.0358102262676528,0,0.0720682240306048,0,0,0,0,0,0.119326445744389
X2891.TT.EQUITY,-0.0597224107741062,0,0,0,0,0,-0.215569094149793,0.0472386231148992,0,0,0,0,0,0,-0.244792560965034,0,0,0,0,0.897637505454246,0,0,0,0,0,0,0,-0.137157270429875,0,0,0,0,0,0,0,0,0,0.432351166257287,0,0,0,0,0,0,0,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,-0.0420963914122801,0.133941623309032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181398085504224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0676003154760648,0,0,0,0,0,0.684614134553108,0,0,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0,-0.216428409346979,0,0.024007636125099,0,0,0,0,0,0,0,0,0,0,0,0.312636199036279,0,0,0.246021086213581,0,0,0,0,0.285254154737582,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134836616847878,0,0,0,0,0,0,0.258807075637337
X601696.CH.Equity,0,0,0,0,0,0,0,-0.0148517538997809,0,0,0,0,0,0.193861569547179,0,0,0,0,0,0,0,0,0.237316958870703,0,0,0,0,0,0,0,0,0.00731073249251064,0,0,0,0,0.120259426977539,0,0.0869185697175198,0.250378118302976,0,0,0,0,0,0,-0.075931346072985,0,0,0
X600919.CH.EQUITY,-0.113626587793671,-0.350672683511572,0,0.0359551289696644,0,0,0,0,0,0.00896403635373418,0,0,0.174108623426543,0,0.0431260617901445,0,0,0,0,0,0,0,0,0,0,0.567223769671773,0.152450493837132,0,-0.0960941247703566,0,0,0,0,0,0.0770303717474321,0.0439401265979022,0,0,0,0,0,0,0.085742995140142,0,0.391788995975965,0,-0.066212895157666,0,0,0
