,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X601881.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X600919.CH.EQUITY,X600958.CH.EQUITY,X601009.CH.EQUITY,X000069.CH.EQUITY,X601901.CH.EQUITY,X600061.CH.EQUITY
X267.HK.EQUITY,0,0,0,0,0,0,0,0,-0.327810699021882,0,0,0,0,0.207066994695857,0.438069782510715,0,0.0607375428855164,0,0,0,0,0.4517599468037,0,0,0,-0.510203780654629,0,0,0,0,0,0,0,0,0,0,0.238667803231488,0,0,0.0321436105696511,0,0,0,0,0.360098146125748,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0.0753296364105697,0,0,0,0.366978312304136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29909773902437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0946507330282349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462137648812643,0,-0.030060875062918,0,0,0.0866533197947689,0,0,0.133429835497653,0,0,0.179948685026237,0.0831564290290886,0,0.00965461076449189,0,0,0,-0.0552483604484643,0,0,0
X600016.CH.EQUITY,0,0,0,0.259545795405283,0,0.0318205510884649,0,0,0,0.322745918761647,0.00674540716280512,0,0,0,0,0,0,0,0.0602391137640641,0,0,0,0,0,0,0,0,0,0.0822945325328574,0,0.109706247413784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293035182803943,0,0
X000001.CH.EQUITY,0,0.00570076998498298,0,0,0,0,-8.67361737988404e-19,0.153740729041279,0,0.245052526779566,0.274872084690667,0,0,0,0,0.0458363708715645,0,0.0517288584511269,0,0,0,0,0,0.0137529981267585,0,0,0,0,0,0,0,0,0,0.0161427152461242,0,0,0,0,0,0,0,0,0,0,0,0.112472268714044,0,0
X601818.CH.EQUITY,0.132348585255543,0,0.10495080710142,0,0,0,0.200785380608864,0,0.191889795616351,0.036646548748798,0,0,0,0,0,-6.93889390390723e-18,0,0,0.175002975651106,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.014757577234428,0,0,0,0.0452814188596202,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.477411388671728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228536435376947,0,0,0,0,0,-1.38777878078145e-17,0,0.239821888866383,0,0,0.102703105607902,-0.017650313941961,-0.315874710194795,0,0,0,-0.182592398753983,0,0.0406208769359203
X601211.CH.EQUITY,0.0604163948358921,0,0,0,0,0,0,0,0,0,0,0.0270055958081799,0,-0.00357706106638937,0,0.0559167648671969,0,0,0,0,0,0,0,0,0,0,0,0.0873696211343044,0,0,0,0.30535775531416,-0.0523196365059984,0,1.38777878078145e-17,0.398278109658524,0.103060451206514,0,0,0,0,-0.0188296249300817,0,0,0,0,0.11443095592423,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,0.190795302737908,0.159554098095422,0,0,0,0,0,0,0,0.205002454505235,0,0.140298800193348,0,0,0.260617266991101,0,0,0,0,0,0,0,0,0,0,0.0441477542391995,0,0,0,0.0252670629674925,0,0.192550022985278,0,0.0328689435568067,0,0,0,0,0,0,0
X601688.CH.EQUITY,0.0773269577612885,0.0368796145496736,0,0,0,0,0,0.0300280152941011,0,0.00838766487918757,0,0,0,0.00218035165671127,0.0401847329385426,0,0,0,0,0.463467079979498,0,0,0,0,0,0,0,0,0,0,0.0731321196211167,0.0602115897763206,0,0,0,0.197181186927051,0,0,0,0,0,0.0391597713938259,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0158857956503378,0,0,0,0.106792523418813,-0.014978728606283,0,0,0.106985005138654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183525131861361,0.148764037850813,0,0,0,-0.0301733235710572,0,0,0.331117572301363,0,0,0,0
X601229.CH.EQUITY,0.0180019041611806,0,0,0,0,0,0,0,0,0.107439461865799,0,0,0,0,0,0.167873354475029,0,0,0,0,0,0,0.177943195195024,-0.00283840844710247,0.179343527730939,0,0,0,0,0,0,0,0,0.0402797560831469,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0.32729969627555,0
X601169.CH.EQUITY,0,0,0.0636026135329372,0,0,0,0.136074685994234,0.0551098826470242,0,0.0563659694078418,0,0,0,0,0,0,0.00132613879886133,0,0.0498422382543507,-6.93889390390723e-18,0,0,0,0,0,0.0577560515485327,0,0,0.0645503140352304,0,0.0897283788249321,0,0,0,0.240423907277399,0,0,0.10847245417434,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.034025682301605,0,0.00346747515687227,1.73472347597681e-18,0,0,0,0,0,0,0,0.0781954520582866,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0926546018678392,0,0.0266706473755319,0,0,0.0947514414420721,0,0,0,0,0,0,0,0.627970601590533,0,0,0.0381504766794898,0,0
X000166.CH.EQUITY,0,0,0.0177620862690585,0,0,0,0,0,0,0,0,0,0,0,0,0.00755114860567674,-0.0799564370984417,0,0,0.240365076775217,0,0,0,0,0.186835669816014,0,0.0529846195607042,0.0275794930029091,0,0,0,0,0,0,0.380724259713852,0,0,0,0,0,0.0131561803115399,0.0544663899728551,0,0.0811249856948406,0,0,0.0470141061850858,0
X2882.TT.EQUITY,0,0.147663294946884,0,0,0.110384178061831,0,0,6.93889390390723e-18,0.408597634395519,0,0,0,0,0,0,0,0,-0.204466480768374,0,0,0,0,-0.226608061704213,0,0,0,-0.273767076322451,0,0,0,0,0,0,0,0,0,0.176130848603108,0,0,0.78407115397942,0.144280930538528,-0.0456964892511323,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,-1.73472347597681e-18,0.0653232980981838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031312560696866,0,0,0,0.262492818303601,0,0,0,0,0.142348339306057,0,0,0,0,-0.00362066034894111,0,0,0.0649970086836237,0.410875253772877,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0923737753597609,0,0,0,0,0,0,0.319083528361894,0,0,0,0,0,0,0,0,0,0,0.0907238522851737,0.11703863576741,0,0,0,0.134842159393514,0,0,0.213439085170514,0,0,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0645544668422666,0,-0.028557792745053,0,0,0.0135797979009661,0,0,0.318936073822923,0,0,0,0,0.109268512105003,0,0,0.0121345269916987,0,0,0,0.187454948073605,0,0,0.297296499633134,0,0.0699431166095493,0,0.0402216799462479,-0.0640865883620326,0,0,0,0.0722979036193887,0,0,0.00916684958055155,0
X002736.CH.EQUITY,0,-0.0430440957499108,0,0,0,0,0,-0.116259333862708,0,0,0,0.15065193172034,0,0,0,0,0,0,0,0.12339085259115,0,0,0,0,0.142422743863915,0,0,0.391368780076621,0,0,0,0,0,0,0,0,0,0.104306310766387,0,-0.0471809150756145,0,0,0,0.240103438360064,0,0,0,0.0279550595491062
X300059.CH.EQUITY,0,0,0,0,0,0,0,0.0039388206697721,0,0,0,0,0,0.0593722295301765,0,0,0.113493583777252,0,0,0.641775617656372,0,0,0.0416885306421283,0,0,0,0,-0.0914469180134909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0131898800291737,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175709597335401,0,0,0,0,0,0,0.0360462510140566,0,0,0.091466773411298,0,0.0242275804163449,0.16832124560101,0,0,0,0,0,0.0384555045231668,0,0.116941503668031,0.031596826369794,0.0960107610137637
X2881.TT.EQUITY,0,0.115259876435006,0,0,0,0,-0.144797697622438,0,0,0,0,0,0,-0.147831743881462,0,0.00828208756543606,0,0.274499514116736,0,0,0,0,0,0.236032004820851,0,0,-0.0886225005619026,0,0,0,0,0,0.546373196087644,0,-0.185154060449478,0,0,0,0,0,0,0.316735985389019,0,0,-0.084582576316073,0.151356268790462,0,0
X2891.TT.EQUITY,0,-0.176697760721273,-0.112264252428007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292435905404575,0.118447837813485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934907196051862,0,0.13918079522657,0,0,0,0.105628890327822,0.320359975008183,0,0.00648947871729557,0,0,0,0,0,-0.133100559140886
X2886.TT.EQUITY,0,0,0,0,0,0,0,-0.127919187318052,0,0,0,0,0,-3.46944695195361e-18,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.195751900861848,0.0319370920584871,0,0,0.114797677761821,0,0,0,0,0,0,0,0,0,0,0,0.395547357256116,-3.46944695195361e-18,0,0,0,0,0.00467361975228541,0,0.189901013723756
X600919.CH.EQUITY,0,0,0,0,0,0.271556750605042,0,0,0,0,0,0.0557995224219333,0,0,0,0,0,0,0,0,0,0,0,0,0.189064670116156,0,0,0,0,0,0.268001510056383,0,0,0,0,0.0852270264188617,0,0,0,0,0,0,0,0,0,0,0.0560189125165531,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286653068274383,0,0,0,0,0,0,0.24377197629768,0,0,0,0,0,0,0,0,0,0,0.238269732061608,0,0,0,0,0.0232699698727818,-0.00100244541887505,0,0,0.0306696541888441,0,0.152394633338738,0.191058771859418
X601009.CH.EQUITY,0,0,0.177101779943034,0,0,0,0,-0.0905975496523689,0,0,0.409867716646175,0,0,-0.0476510087933683,0,0,0,0.235831158470408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0785755902584701,0.154062998025748,0,0,0,0,0,0,-0.0991411086791809,0,0,0.180302236423878,0,0,0,0
X000069.CH.EQUITY,0,0,0,0,0,0,0.366684783465611,0,0,0,0.49515827355269,0,0,-0.0703283450914732,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.0139714685993448,0,0,0,0,0,0,0,0.380977918365613,0,0,0,0,0,0.0456020996355634
X601901.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.281007414614395,0,0.040799812514399,0.00928696404849417,0,0,0,0.0724215596306127,0,0,0.284485706613675,0,0,0.162633475833235,0,0,0.0906823161425577,0.195460490695508,0,-0.19586683621864,0.322799391962239,0.165866720154104,0.0506714879669607,0,-0.0885732696809448,0,0.0134444575313169
X600061.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.309984224793953,0,0,0,0.0521556328766428,0,0,0,0,0.0345997419903186,0,0,0,0.0801099949110509,0,-0.14104292503659,0.131551577120976,0.153549905665355,0,0,0,0,0,0,0,0.0761296272928281,0,0,0.216802905522469,0.0133846135487221,0,0.0256050192289718,0,0.329486501636763,0,0.179818177795373,0,0
