,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X601788.CH.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600926.CH.EQUITY,X600919.CH.EQUITY,X601696.CH.Equity
X601398.CH.EQUITY,0,0,0,0.0908244755484478,0,0.204287948365662,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.367419939567442,0,0,-0.253841692979373,0,0,0,0,-0.0404928585087499,0,0,0,0,0,0,0,0,0.0523653128760284,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.124949870240384,0,0,0,0,0,0,0,0,0,0,0,0.127548069062663,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0587020595599293,0,0,0.0491411414783073,0.170574578070613,0,0.0882127764202545,0,0,0,0,0,0.237303494688747,0,0,0,0,0,0,0,0,0.155709880278035,0,0
X601939.CH.EQUITY,0,0.099138446130735,0,0.78253239332552,0,0,0.00157168020079733,0,0,0.00778862370309706,0.0483280231868864,0,-0.0544273085216457,0,0,0.0707737961541923,0,0,0,0,0,0.0420525426751913,0,0,0,0,0,0,0,0,0.06435403144005,0,0,0,0,0,0,0,0,0,0,0,0,0.0231629348512764,0.010325072438837,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.799855196044303,0,0,0,0,-0.0267717767726778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511467090814186,0,0.0484209745387584,0,0,0.0203913849514264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179030588773093,-0.0524468870502406,0,0,0.0303502042314343,0,0.0131274820080562,0,-0.208413934968378
X601628.CH.EQUITY,0.00995013360361246,0,0,0,0,0,0,0,0,0.214688713721993,0,0.296030773079443,0,0,0,0,0,0.190578714136658,0,0.00140239971380723,0,-0.151121585504372,0,5.55111512312578e-17,0,0,0,8.67361737988404e-19,0,0,0.369635577196101,0,0,0,0,0,0,0,0,0.0614246988338845,0,0,0,0,0,0,-0.0260572802613314,0,0,0.119617952404334
X600036.CH.EQUITY,0,0,0,0.356679922363181,0,0,0.013726185832584,0,0,-0.00854085976644334,0,0,0,0,0,0.0413565654419337,0.15936568393098,0,0,0,0,0,0,0,0.089422818153215,0,0.17315523413041,0,0,0,0,0,0,0,0,0.0840683752738385,0,0,0,-0.0506131527532034,0,0,0.0324696314599783,0,0,0.0285422952768351,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0704977661957625,-0.0448290920974809,0,0,0,0,0,0,-0.0647767386903906,0,0,0,0,0,0,0,0,0,0.00692005970761546,0,0,0,0,0,0,0,0,0,0,0,0,0.0105079645156623,0,-0.11950733962009,0,0.972900799196111,0,0,0.113671433174005,-0.00153557540923976,-1.73472347597681e-18,0,0,-0.00280894094595231,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.402786420574799,0,0,0,0,0.0342875950015632,0,0,0,0,0,-0.0928815216848257,0,0.303313974120676,0,0,0,0.101854961542668,0,0,0,0,0,0,0,0,0,0,0,0,0.0523986304749149,0,0,0,0,-0.0874732816907698,0,0.236114644696627,0,0,0.176949503504996
X5.HK.EQUITY,0,-0.169812721004793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424402573250657,0,0,0,0,0,0,-0.0970041346503602,0,0,0,0,0,0.104939396278947,0,0.101054127389752,0,-0.20188326219491,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18
X388.HK.EQUITY,0,0,0,0,0.450921544560287,0,0,0.0844666344883493,0.206553967105842,0,0,0,0,0,4.33680868994202e-19,0,-0.18022861019857,0,0,0,0,0,0,0.150720097443359,0.00341358343605538,-0.147384206417117,0.407017303549365,0,0,0,0,0,0.172911713119099,-0.356117531784366,0,0,0,-0.249651117352047,0,0,0,0,0,0.212173262061588,0,-0.142468924553917,0,0,0,0
