,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601009.CH.EQUITY,X601881.CH.EQUITY,X601236.CH.EQUITY,X2884.TT.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601328.CH.EQUITY,0,0,0,0.624309016694217,0,0,0,-0.055522233722176,0,-0.0793479431088008,0,0,0.0414769037622106,0,0.0149434771715791,0,0,0,0,0,0,0,0,0,0.19849372685494,0,0,0.110738797218861,0,0,0,0,0,0,0,0,0,0,0,0,0.0978178865406602,0,0,0,0.0227623015735521,0,0.0340640724563796,0,0,0
X601166.CH.EQUITY,0,0,0,0.0269879071379523,0,0.35972781425334,0,0,0,0,0.026313123025216,0,0,0.0406647207908436,0,0.0794893318281091,0,0,0,0,0,0,0,0,0.24569316861623,0,0,0,0,0,0,0,0,0,0,0.0238505347388769,0,0,0.043355944566208,0,0,0,0,0,0,0,0,0,0.0951477928479672,0
X388.HK.EQUITY,0,0,0.175162163920735,0,0,0,0.291890171065778,-0.0153429900230994,0,0,0,0,0,0.0784799248408335,0,0,0,0,0.106137823216679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0506700638502037,0,0,0,0,0,-0.0326312849189549,0,0,0,0.206470908609663,0,0,0
X600000.CH.EQUITY,0,0.13062216358621,0,0.0767526215688961,0,0,0.056912783741559,0,0.171227799762991,0,0,0,0,0,0,0.0283353103492328,0.0861019179626693,0.0498476343677653,0,0,0,0.0453046282694483,0,0,0,0,0,0,0,0,0,0,0.0747197088008383,0,0,0.0336229921915049,0,0,0,0,0,0,0.0238552492130576,0.122301736824997,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,-0.00868608322081223,-0.016872443317427,0,0,0,0,0,0,0,0,0,0,0,0,0.236166736345681,0,0,0,0.0396284779468037,0.160443433644609,0,0,0,0.0711344092208605,0,0.253995577609926,0.0729296366415583,0,0,0.0317751733090704,0,0.152236714754843,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.112768100440445,0,0,0.00770895624257432,0,0,0,0,0.0598178100045419,0,0.014448379378682,0,0,0,0,0,0,0,-0.0652307850638943,0,0.035801944205463,0,0,0.154562975987557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19042363526025,0,0,0.251836392428765,0.238125743166786,0,0
X600016.CH.EQUITY,0,0.0341610180705497,0,0.0871274949132274,0.157242841455351,0,0,0,0,0.0654369051825827,0.096557907941599,0.255732040531875,0.00673281246200705,0.145581965045399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712423543251186,0,0.015147692135984,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.176937224256338,0,0,0,0,0,0,0,0.0962611309507287,0,0,0,0,0.0470528133662001,0,0,0,0.205183288513571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27661803885964,0,0,0,0,0,0,0
X601601.CH.EQUITY,0.0821443024308853,0,0.519509753893325,0,0,0,0.135150253671548,0,0,-0.074454281545789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245349486290692,0,0,0,0,0,0,0,0,0,0.196944506457158,0,0,0,0,0,3.46944695195361e-18,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0.0166905036147083,0,0.0292846624783641,-0.134051066899579,0,0.379775956384656,0,0,0,0,0,0,0,0.321811695264391,0,0,0,0,0.0226202301627445,0,0,0,0,0,0,0,0.0691129238105484,0.0473010042680773,0,0,2.77555756156289e-17,0,0,0.261245197755191,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0.283788635534906,0.3170357728255,0,0.149748067328653,0,0,0,0,0,0,0,0,0.119514474546187,0.410489492534735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.301677230722991,0,0,0,0,0,0,-0.101987463835404,0,0,0,0
X601998.CH.EQUITY,0,0.112980248131003,0,0,0.11960690576289,0,-0.104622778441199,0.00631596510319966,0,0,0.10168012979782,0,0,0.119448257709277,0,0,0,0,0,0,0,0,0,0,0.158096832781769,0.224714536998822,0,0,0,0,0,0,0,0,0,0,0.262558335898845,0,0,0,0,0.0385380160717875,0.131198813015484,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.139105732421405,-0.0954206022120648,0,0,0,0,0,0.267583057078388,0,0,0,0,0,0,0.0936909001816704,0,0,0,-0.170119067856902,0.124796052018796,0,0.15178716852912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131393159003614,0,0,0.30370504498816,0,0,0.028933316820796,0
X267.HK.EQUITY,0,0,0,0,0,0,0.303606385697182,0.138005475052929,0,-0.245403888874759,0,0,0,0,0.0793668074996313,0,0.133686509816316,0,0,0,0.275280715251304,0,0,0,0,0,0,0.129637425124182,0,0,0,0,0,0.0409067101849061,0,0,0,0,0,0.0549443197951709,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.11975677476753,0.255554055201874,0,0.0170930235344575,0,0,0,0,0,0,0.0352344724154213,0.330009561704156,-0.0732848879308943,0,0,0,0,0,0,0,0,0,0,0,0,0.127342644082527,0,0,0,0,0,0,0,0,0,0,0,0,0.00795530144861338,0,0,0,0,0,0,0.110602829751767,0,0.027409980849915,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.0831019306881129,0,-0.0638398639153905,0,0.186664498228657,-0.0804823232193943,0,0.161004685044269,0,0.0570261895506247,0.265305918661229,0,0,0,0,0,0,0,0.0381931002887954,0,0,0,0,-0.12986433123385,0,0.116035550394552,0,0.304157372511068,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,-0.0393367940626951,0,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198299799052249,0,0,0,0.160133576162227,0,0,0,0,0,0,0,0,0,0,0.201957459619168,0,0,0.0585984132810954,0,0.0244514765863268,0,0,0,0,0.106045032117536,0,0.103816012312446,0.032837813957674,0.0402315772060934,0,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0894551420380799,0,0,0,0.0372425614030573,0,0,0,0,0,0,0,0.0542109743856685,0.0821040250732731,0,0,0,0,0,0.138505831809417,0,0,0,0,0.0208942966995803,0,0.0657612879420431,0,0,0.318064482654809,0,0.229782904691116,0,0,0,0,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0.0780813566429985,0.00785185078597102,1.73472347597681e-18,0,0,0,0,-0.0784138553572208,0,0,0,0,0,0,0,-0.0804481321124014,0,0,0,0,0,0,0,0,0,0,0,0.590249698688388,0.112257436848451,0,0,0,0,0,0,0,0,0,0,0,0.212189249467318,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0420461045409166,0.0475895769227111,0,0,0.0401058130290752,0.106663322458896,0,0,0,0,0.131520416663138,0,0,-0.0144865123057669,0.0565622719386449,0.058931888814863,0,0,0.0419746763810707,0,-0.22606385826061,0,0,0,0,0,0,0.483954339279173,0,0.118552377981023,0,0,0.129111223926711,0.0172796958495633,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0.0442336462971248,0,0,0,0,0,0,0,0,0,0.254687148471712,0,0,0.218808915365157,0,0,0,0,0,0,0.127428372668518,0,0,0,0.125038577809645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225303134013327,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0.129445229567212,0,0,0,0,0,0,0,0.66620019217887,0,0,0,0,0,0,0,0,0,0,-0.0743038318261554,0,0,0,0,0,0,0,0,0,0,0,0.02924760490125,-0.24788217751802,0,0,0,0,0,0,0.075624215336923,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0.188800090269559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442119735091894,0,0,0,0.12454144855023,0,0,0,0.021476690979302,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0290329725023131,0,0,0.0500547182838016,0,0.386329336144013,0,0,0,0,0.10238696318472,0,0,0,-1.73472347597681e-18,0,0,0,0.0219949871860952,0,0,0,0,0,0,0.133672291417765,0,0,0,0,0,0,0,0,0,0,0.218680243936015,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0.125935944856135,0,0.0199660922539519,0,0,0,0,0,0,0,0,0,0,0,0,0.00190380051848915,0,0,0,0,0,0,0.132990078543811,0.16617811496697,0,0,0,0,0,0.0864618848731865,0,0,0,0,0,0.301422047219097,0.0803913460665721,0.113103594468997,0,0,0,0,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0.047208108244692,0,0,0,-0.0417694156967579,0,0,0,0,0,0,0,0,0,0,0,-0.122223433461377,0,0,0,0,0,0.604698117133021,0,0,0,0,0,0,0,0,0.27469371371181,0,0,0,0,0,0.0815706240065904,0,-0.070886958029907,0,0,0.0494381451254062,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0847746777570839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709731594508761,0,0,0,0,0,0,0,0,0,0,0,0.0876990753147287,0.245992218468259,0,-0.0219558833649196,0,0.194894115362084,0,0,0.0293140871030127,0.0043090580960711,0.331688407013223,0,0
X2886.TT.EQUITY,0,0,0,-0.0621493241808268,0,0,0,0.0660667977756819,0,0,0,0,0,0.0390058846856499,0,0,0,0,0,0.086830506843168,0,0,0,-0.0583983939818572,0,0,0,0,0,0,0,-0.0403634415021848,-0.0155333512171915,0.0341476031143246,0,0.147279987797079,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.388069168202739,0,0.16318952554298,0.0856555325451973
X600015.CH.EQUITY,0,0.185581022036187,0,0,0,0,0,-0.160961911552338,0,0,0,0.206502741088307,0.0633207896469842,0.123898978268459,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.185594232343501,0.0208748527257828,0,0,0,0,0,0,0,0,0,0,0.286423519803657,0,0,0,0,0,0,0,0,0,0,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0249339076887517,0,0,0,0.164948056110307,0,0,0,0,0,0,0.0623999239405774,0,0,0,0,0.0937495622798423,0.0618222023541171,0,0.344348066889116,0,0,0.0418253655448339,0.0861472698795259,0,0,0,0,0,0,0,0,0.00382686146310289,0,0,0,0,0,0,0
X2891.TT.EQUITY,0,0,0,0,0.0862649901559498,0,0,0,0.0678271474988531,-0.0288013863697178,0,0,0,0,-0.0950220763296436,0,-0.177065892351414,0,0.0874444996090089,0.0620975375018439,0,-0.00510185896099801,-0.0149993881001175,0,0,0,0,0,0,0,0,0,0,0,0,0.0964011180244051,0.21899407743217,0.0548483977730522,0.107681752137748,0,0,0,0,0,0,0,0,-0.101687119605582,0.507562766355237,0.0493844131813162
X002736.CH.EQUITY,0.0560830729742345,0,0,0,0,0,0,0.0298969495426669,0,-0.113623206078385,0,0,0,0,0,0,0,0,0,0.00519206914573554,0,0,0.15432929575238,0,0,0,0.101581716256433,0,0,0.105528300676391,0,0,0,0,0.175219623918253,0,0,0,0,0,0,0,0,0,0,0.373351767787841,0,0,0,0.0702781817991133
X601916.CH.Equity,0,0,0,0.21953271520711,0.0255084855242743,0,0,0,0,0.0416441746181442,0,0,-0.210668598181988,0,0,0,0,0.143774046267133,0,0,0,0.280216816388504,0,0,0,0,0,0,0,0.0957563369296906,0.209528448207094,-0.129560818571946,0.0169118436804929,0,0,0,0,-0.0808067702303176,0,0.116533827690555,0,0,0,0.178009775109872,0,0,0,0.0108258235611344,0,0
X601009.CH.EQUITY,0,0,0,0,0,0.162447335706292,0,0,0,0,0,0,0,0.0321004575745136,0.0766277978832163,0.190220824655068,0,0,0,0,0,0.122492927155068,0,0,0,0.0102279441871845,0,0,0,0,0,0,0.0319142023148884,0,0.0998275511706374,0,0,0,0,0,0,0,0.211710529018978,0,0,0,0,0,0,0
X601881.CH.EQUITY,0,0,0.0764290245074705,0,0,0,-0.0555570740753374,0,0,0,0,0,0,-0.0774829159677871,0.435153939085241,0,0,0,0,0,0,-0.077064057619425,0.0259704694642011,0,0,0,0,0.167225377352835,0.060656966246615,0.0769222780401012,0.0635603655789834,0.0929362717744215,-0.0224010840935219,0,0,0,0.162286660410329,0,0,0,0,0.0161439703270247,0,0,0,0.140793449371926,0,0,0,0
X601236.CH.EQUITY,0,0,0,0,-0.0307150279715022,0,-0.115915320579999,0.0141524118902509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515733607811119,-0.0172167980342133,0.436808508731136,0,-0.107013901488927,0,0.0895211959697163,0,0,-0.0414945489932041,0.0855512708923069,0,0,0,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,-0.0880171902311231,0,0,0,-0.183050082679716,0,0.0377882738866223,0,0,0.0534602486754692,0,0,0.263459528514606,0,0,0,0,-0.0513326162446784,0,0.0159813043162626,0,0,0.164251601170457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409112973916252,0.278234933279499
X600919.CH.EQUITY,0,0.10392920208968,0,0,0,0,0.0181010998370291,0,0,0.109284677961599,0,0,0,0,0,0,0,0,0,0,0,0.0534253578275349,0,0,0,0,0.142897030415759,0,0,0,0,0,0,0,0.0160934947743966,0,0,0,0,0,0,0.0673123847122226,0.0706440940989108,0.153041710458701,0,0,0,0,0,0
X2892.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0583384687110171,0,0.0634644313166744,0,0,-0.0356811451813692,0,0,0,0,0,0,0,0,0,0,0,0,0.0291950527043151,0,0.0918094086555457,0,0,0.338392678574754,0,0,0,0.0406070439193714,0,0.365139571233122,0,0,0.240360686130896
X5880.TT.EQUITY,0,0,0.00728489333260956,0,0,0,0,0.00744610011445331,0,0,0,0,0,0,0,0,0,-0.02628036569795,0,0.080129397167366,0,0,0,0,0,0,0,0,0,-0.0050987703658833,0,0,0,0,0,0.0145050328843465,0,0.168204656497877,0,0,0.46707228233087,0,0,0,0,0,0.241074695834046,0,0.0620219467871197,0
