,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X2881.TT.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X601838.CH.EQUITY,X2892.TT.EQUITY,X601577.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0,0.0759258697295237,0,-0.126137341431566,0.244174019306397,0.745940893131287,0,0,-0.0905873142414323,0,0.151182289125351,0.0266543674664044,0,0,0,0,0,0,0,0,-0.0426169874675463,-0.123477423890286,-0.0739811556661345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0267312725400242,0,0,0.049750176505028,0,0,0,0,0
X601939.CH.EQUITY,0.0641465822364661,0,0.0106982305414909,0,0,0,0,0,0,-0.00062054447255783,0,0.0121442159113916,0,-0.0167357829192149,0,0,0,0,0,-0.0126218337238156,-1.0842021724855e-19,0.867990240123915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386058007094876,0,0,0,0.0909045767800697,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0149104846342399,0,0,0.553552847999066,0,0,0,6.93889390390723e-18,0.0300274340789367,0,0,0,-0.0225068554858029,0.016471393781385,0,0,0.0409169004894199,0,0.149574880085666,0,0,0,0,0,0,0,-0.106205247924121,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.175012914830653,0,0,0,0,0,0,0,0,0,0.171530125852854,0,-0.0150896565185657
X601988.CH.EQUITY,0,0,0.248960655889367,0,0,0.0353838791762713,0,0,0,-0.0631744088616065,0,-0.0118314683707948,0.0487048015708017,0,0,0,0,-0.0178481430894287,0.644731028106931,0,0,0,0,0.00677318005886202,0,-0.0193651117866656,0,0.00614192340819432,0,0,0,0,-0.0912037986338575,0,0,-0.0320908966492977,0,0,0,0,0,0,0,0,0,0,0,0.131127418397765,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485162432649688,0,0,0.129625627262638,0,-0.135694703205743,0,0,0,0.0807851476989506,0,0.177411908720661,0,0,0,0,0,0,0,-0.0832775644288642,0,0,0,0.137625800024994,0.00563058349093123,0,0.0638884241356298,-0.0330749699439113,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0.330394228515829,0.0244716370423265,0.564955299966152,0,0,0,0,0,0,0,0.17455007236869,0,0,0,0,0,-0.0177173419011569,0.128361609289691,0,0,0,0,0,0.0277812130589787,0,0,0,0,0,0,0,0,0.102026543230516,0,0,0,0,0,0,-0.132470807060875,0,0,0,0
X601328.CH.EQUITY,0.881205783306402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485288200842213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059469117347209,-0.17043831825542,0,0,0.226825584443232,0,0,0,0,0.00328863674749655,0,0,0
X601318.CH.EQUITY,0,0,0.0144588070553539,0,0,0.178004088290278,0,0,0,0,0.173945710991907,0.00384153446622886,0,0,0,0.0338664928122508,0.0635575990161554,0.0459633874141155,0,0,0,0,0,0,0,0,0,0,0,0.194837136899822,0,0,0,0,0,0.173156291290548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.118429326981679,2.77555756156289e-17,0,0.117596831094885,0,0,0,0,0,0,0.0324352377167372,0,0,0,0.332581247490548,0.141677963810939,0,0.0653132981498738,0,0,0.0376042521875411,0.0736876187559285,0,0,0,0,0,0,0,0,0,0,0.00240574455187353,0,0,0,0,0,0,0.0840573037290321,0,0,0,0,0,0,-0.0282106704848008,0.119870296753045
X267.HK.EQUITY,0,0,0,0,0,0,0,0,-0.147372556985784,0,1.1644042547931,0,0,0,0.101782707272886,0,0,-0.105232941476084,0,0,0,0,0,-0.047642755455844,0,0,0,0.0562956379341187,0,0,0,0,0.0315032206068315,0,0,0,0,0,0,0,0,0,0,-0.197783181906526,0,0,0,0,0,0
