,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X2801.TT.EQUITY
X601398.CH.EQUITY,0,0.132154652376027,0.464822790587334,0.247310974596538,4.33680868994202e-19,-0.125174164407943,0,-0.29567178885249,0,-0.017585574784627,0,0,0.101575155392214,0.0942969466260174,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.346980597056795,0,0.171189226726602,0,0,0,0.0202714223052807,0,0,0,0,-0.0208360655162833,0,0,0,-0.0311802675151834,0,0,0,0,0,0,0,0,0,0,-0.150265947961316
X601939.CH.EQUITY,0.0679622310964716,0,0,0.201058626592194,0,0,0.0779766259609355,0,0,0,0,0,0,0.286958900100235,0,0,0,0,0.221706549739325,-0.0695314498069744,-0.039652368362959,0.18821315129913,0,0,0,0,0,0,0,0,0,-0.049922579390406,0,0,0,0.0083119761111499,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.35716316971204,0.289453342420352,0,0,0,0,0,0,0,0,-0.00851056097116843,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0556163048858859,0.0303524721163858,0,0,0,0.112107042341764,0,0,0,0,0,0.0870861304969523,0,0,0,0,0,0,0,0.02118105282796,0,0,0,0,0,0,0,0,0,0.091337606563806
X601988.CH.EQUITY,0.179347873343938,0.104949453354059,0.163755467194474,0,0,0.141977373170843,0.0691903221556469,0,0,0.309118324735815,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0.0717432291425205,0,0,-0.177416476080974,0,0,0.0483459368622923,0,0.126914458160543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0.133098387583045,0,0.0450535578412543,0,0,0,0,0,0,0,0.10523560544558,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,-0.0705198385046335,0,0.0315540930461357,0,0,0,0,0,0.383885778781303,0,0,0,0,0.308488410608039,0,0,-0.114782137247539,0,0,0.148776177708762,0,0,0,0.158707349531907,-2.77555756156289e-17,0,0,0,0
X601658.CH.Equity,0,0,0.0158387817720362,0.0846419638622506,0,0,0,0.0697178853501142,0.272096699274741,0,0,0,0,0,0.111740180093959,0,0,0,0,0,0,0,0,0.175385935334906,0,0,0,0.0227317815935687,0,0,0,0.0254570402008515,0,0,0,0.0301063397242407,0,0,0,0.0433820501941279,-0.0213916313798728,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0471263092041207,0,0.136564783456324,0,0,0,0,0,0,0,0,0.0657270739898103,-2.77555756156289e-17,0.0975709215183305,0,0,0,0.441742529133044,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0278738066318872,0,0.124420330121739,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.00113542195385893,0,0,0.0711683665480294,0,0,0,0,0.138050887293181,0.0830955239841578,0.272224672048501,0,0,0.00208734998499968,0,0.0452387377862445,0,0,0.0466669542582141,0.121710949685259,0,0.00757697726700502,0,0,0,0,0,0.0948996146389735,0,0,0.0797636646472659,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.305522394514545,0,0,0,0,0,0.079320146429688,0,0.268646894057087,0,0,0,0,0,0.14218152611629,0,0,0,0,0,0,0,0,0,0,0.0153391339205396,0,0,0,0,0,0,0,0,0,0,0.212608798627415,0,0,0,0,0,0,0,0.196309360907987,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.139421941406245,0,0,0,0,0,0,0.308138580078956,0.0151888259783597,0.00467775664835136,0,1.73472347597681e-18,0,0.105898675950264,0,0,0,0,0,0,0,0,0,0,0.124518225484888,0,-0.0349211563144508,0,0,0,0,0,0,0,0,0,0.262485981003661,0,0,0,0,0,0,0,0,0,-0.228996425994248
X267.HK.EQUITY,0,0,0,0,0.145208345666282,0,0,0,0,0.251422337818205,0,0,0,0.0576171815392199,0,0,0,0,0,0,0.296409580940827,0,0.266029393627268,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.179873600155914,-0.150082458171041,0,0,-0.184843098205336,0,-0.0597395105582795,0,0,0,0,0,-0.00836016219380169,0,0,-0.193882708100078,0
X600000.CH.EQUITY,0,0,0,0.0106226600909953,0,0,0,0,0,0.0785695217774108,0.078931143526655,0,0,0,0,0,0,0,0,0,0.0159868636154756,0,0.270122906645524,0,0,0,0.048456450656799,0,0,0,0,0.227761385356849,0,0.105964698585914,0.0334968010719547,0,0,0,0,0,0,0,0.00924845604699606,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0.251178519585524,0,0,0,0.0521212994221535,0,0,0,0,0,0,0.0155864293202732,0,-0.467062320367303,0.242428224684703,0,0,0,0,0,0,0,0,0,0,0,-0.124803333318136,0,0,0.106667337772141,0,0,0,-0.133211088097136,0,0,0,0,0,0,0,0.327767685185834,0,-0.0620032281449734
X600016.CH.EQUITY,0,0.433630938764346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0944440404181053,0,0,0,0,0.510893120449184,0,0.188192329453327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0688891239624079,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.416922915031739,0,0,0,0.0443706771462357,-0.0167663153787547,0,0.0420933641417754,0,0,0.228820856533791,0,0.275196780520257,0.248970542711615,0,0,0,0,0,0,0,0.127215628745487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.212348117576038,0,0,0,0,0,0,0,0,-0.00377366884537637,0
X601628.CH.EQUITY,0,0,0,0,-0.110069847109961,0,0.112337118603278,0,0,0,0,0,0,0,0.193016182188448,0,0,0,0,0,0,0,0,0,0,0,0.176740449416495,0,0,0,0,0,0,0,0.193467785149995,0,0,0,0,-0.019411374057993,0,-0.0447622553742509,0,0,0.0277898084814562,0.0779782261730899,0,0.232882363734689,0,0
X000001.CH.EQUITY,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.398083963294615,0,0,0,0,0.0254508584155891,0,0,0,0,0,0.0565289377518907,0.0570691262416045,0.141291760866119,0.0171745546819588,0,0,0,0,0,0,0,0,0,0,0,0.151684543071385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109543783675306
X600015.CH.EQUITY,0,0,0,0,0,0,0.173711680795927,0,0,0,0,0,0,0.377748905329138,0,0,0,0,0,0.0578796038296518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352607337666206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.0495601899868534,0,0,0,0,0.053672661373366,0,0,0,0,0,0.211876202727868,0,0,0,0,0,0,0,0,0,0.160813618589186,0.10480204194888,0,0,0,0,0,0,0,0,0,0.200001757147808,0.0676984450487917,0,0,0,0,0,0,0,0.0731289492589718,0,0,0,0,0.0719337985720117,0,0
X2388.HK.EQUITY,0,0,0,0,0.319582251273256,0,0,0.000959385110563452,0,0,-0.0695036672669012,0,0,-0.0144705687814291,0,0,0,0.145657938815661,0,0,0.203045110114324,0,0,0.126028772938925,0,0,0,0,0.0108793023256763,0.0389108007611899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300071254525005,0
X1299.HK.EQUITY,-0.0262974604607769,0,0,-0.0793696814489596,0,0,0,0,0.0356873357975378,0,0,0.15584600526121,0,0,0,0,0.137232069632069,0,0,0.102279567012037,0,0,0,0.094961380785448,0,0,0,0,0,0,0,0.0695712431839249,0,0,0.000418817825978961,0,0,0,0,0,0.229820599345159,0,0,0,0,0,0.323911631889232,0,0,0
X600919.CH.EQUITY,0,0,0,0.404326540228484,0,0,0.0677338813107924,0,0,0,0,0,0,0,0,0,0.0601343340300867,0,0,0,0.0064331464934668,0,0,0.397053212676849,0,0,0,0,0,0,0.180191505717406,0.0385338077633887,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864908751494233
X601229.CH.EQUITY,0.168068131121403,0,0,0,-0.0834751704758243,0,0,0,0,0,0.195804465311786,0,0,0,0,0,0,0,0.152110412956997,0,0,0,0,0,0,0,0.37743544097791,0,0,0,0,0,0,0,0,0,0,0,0,-0.0663814356201596,0,0,0.346835592809302,0,0,0,0,0,-0.0246634226721168,0
X002142.CH.EQUITY,0.373763593215229,0,-0.0175984372108315,0,0,0.248026959498525,0,0,0.197699588072772,0,0,0,0,0,0,0,0.0885969419953009,0,0,0,0.210238758463162,-3.46944695195361e-18,0,0,0,0,0,0,-0.015132826254891,-0.19242363934847,0,0,0,0,-0.0519854655684726,0,0.0225893980166965,0,0,0,0,0,0,0.0445828704253173,0,0,0,0,0,0
X601916.CH.Equity,-0.137235933780495,-0.036282005070782,0,-0.0237906105100726,-0.0837460026628832,0,-0.0547736139303638,0,0,0.0377062095330053,0,0,0,0.20986833137336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181645145035276,0.148357346617925,0.270012072603936,0,0,0,0.152733885138646,0,0,0,0,0,0,0,0,0,0.33465083097423,0,0.0410914183904813
X2882.TT.EQUITY,0.00809553064662057,0,0.188143278518521,0,0,0,-0.105808176885429,0,0,0,0,0,-0.0540173763490906,0,0,0,0,-0.0306612565413081,0,0,0.0501312831285658,0,0,0,0,0,0,0,0,0,0.704816587974314,0.0353980781756997,-0.0710487002181512,0,0,0,0,0,0,0,0,0,0,0,0.149072425506891,0,0,0,0.0710318855869371,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.458315524129939,0,0.128304371440984,0.104459862942088,0,-0.0335300252297891,0,0.043633752505387,0.0329423090435044,0,0,0,0,0,0,0.215563022631663,0.0570917613798738,0.019849064335289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.0261558443766509,0,0,0.164604576750109,0,0,0,0,0,0.220460674962388,0,0,0,-0.123126637101872,0,0,0,0,0,0.0172454466435634,0,0.3718393412286,0,0,0,0.243807941545414,0,0,-0.10584261553238,0,0,0.278588817738291,0,0,0,0,0,0,-0.213186110028774,0.0611678475024923,0.123856800262905,0,0,0,0,0,0,0,-0.0689996904921668,0
X2891.TT.EQUITY,0,0,0,0,0.0770060785160254,0,0,0,0,0,0,0,0,-0.0521348013198311,0,0,0,0,0,0,0,0,0,0,-0.100587035339283,0.192681722866655,0,-0.0543015264163431,0,0,0,0,-0.105743883269561,0,0.257833680187428,0,0.190519298346228,0.254373541155134,0.068777410835403,0,0,0,0,0,0,0,0.131688045732736,0,0,0
X11.HK.EQUITY,0,0,0,0,0.578274856929987,0,0,0,0,0,0,0,0,-0.195861364319715,0,0.0865239469113205,4.33680868994202e-19,0,0,0.163946911989828,0,0,0,0,-0.325031957370931,0,0,0,0,0,0,0,0,0,0,0.173595548111687,0,0,0,0,0,-0.0222150599078371,0,-0.0753668525528934,0.101026533138571,0,0.336103092257882,0,0,0
