,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X601881.CH.EQUITY,X601788.CH.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,X601696.CH.Equity,X601916.CH.Equity,X2884.TT.EQUITY,X601009.CH.EQUITY,X601236.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.162269236797708,0,0,0.0461623098258241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270825134045739,-0.160733652150391,0,0,0,0,0.193764704231013,0,0,0,0,0,-0.181343702901714,0,0,0,0,0,0,0,0,0,-0.0941770742956856,0,0.0290477521771704,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.201550708026064,0,0,0,0,0,0.0495220721058381,0,0,0,0,0.168580597473325,0,0,0,0,0,0,0.0502035153638982,0,0,0,0,0.340178291947724,0,0,0,0,0,0,0,0,0,0.215673806484817,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.730699331139486,0.00935269845843891,0,0.0538278716878592,0,0,0,0,0,0,0,0,0.0256954535318408,0,0,0,0,0,0,0,0,0,0,0.0410106524706984,0,0,0.0624506949792233,0,0,0,0,0,0,0,0,0.0292203561455168,0,0,0,0,0,0,0,0.0926937253780345,0,0,0
X601288.CH.EQUITY,0.0196621126141979,0,0.825032296828031,0,0,-0.052800083948264,0,0,0,0,0,0,0,0,0,0,0.0629089951313679,0,0,0,0,0,0,0.106705647846297,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,-0.0273901770727626,0,0,0.0486236644113771,0,0,0,-0.0664689303791856,0.0899588416799325,0,0,0
X601988.CH.EQUITY,0,0,0,0.049135349883495,0,-0.00661324316544833,0,0,0,0,0,-0.00991632406893065,0,0.034909781539103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164127360551765,0,0,-0.178511064378694,0.971540677521833,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,-8.67361737988404e-19,0,0,0,0,0,0,0.0262987613212511,0,0,-0.0658408395002572,0.682112510758953,0.0664462754531197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267855038107347,0,0,-0.154943669005588,0,0.081934641725541,0,0,0,0.0884557557723842,0,0,0,0,0,0.075100716071871,0.0863215099856014,0,-0.0638222655368583,0,0
X600036.CH.EQUITY,0,0.00706193451928004,0.392561908759691,0,0,0,0,0,0.0201393182346578,0,0,0,0,0,-2.16840434497101e-19,0.128717062526061,0,0,0,0,0,0,0,0.186709336157095,0,0,0.17069798038399,0,0,0,0,0,0,0,0,0.0187764111670357,0,0,0,0,0,0,0,0,0,0,-0.00166683666633912,0,0,0
X1299.HK.EQUITY,0,0.054684093481204,0,0,0,0,0,0,0.184339009319337,0.151579383180442,-0.0497969459689034,0,0,0,0,0,0,0,0,0,-0.0643144563572249,0,3.46944695195361e-18,0.389141429487043,0.0867548309339218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816701657621768,0,0.216885843945191,0,0,0,0,0.287085935096617,0,0,0,0
X5.HK.EQUITY,0,0.325984851023985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0605420345029388,0,0,0,0.509416944944479,0.108911353755433,0.00290778272510244,0,0,0,0,0,0,0,0,0,-0.153076991121266,0.248648997714956,0,0,0,0,0,0,0,0,0.174461718855919,0,-0.170404238938043,0,-0.260830983525961,0
X388.HK.EQUITY,0,0,0,0,0,0.302023491302445,0,0,0.304176454157507,0,0,0,0,0,0,0,0,0,-0.190341847588492,0,0,0,0,0,0.186080426660794,0,0,0,0,0.102544928388338,0,0,0,0,0.167426286902705,0,0,0,0,0,-0.25066037480357,0,0,0,0,0,0,0,-0.0351126013112723,0
X601658.CH.Equity,0,0,0,0.215861833285479,0,0,0,0,0,0,0,0,0,0,0,0,0.234371288262219,0,0.204555331903555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.054368735925837,0,0,0,-0.00557457619211747,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0.182125774035526,0,0,0,0.0242121681402565,0,0,0.144772764844725,0,0.01109031771917,0,0,0,0,0,0,0.0223963915519877,0,0,0,0,0,0.389480006042823,0,0,0,0,-0.0667568010009571,0,0.0327306814051333,0.115706995755613,0.0326649383082693,0,0,0,0,0.170246919042437,0,0,-0.0123046892529527,0,0,-0.000660330389302719,0,-3.46944695195361e-18
X601066.CH.EQUITY,0,0,0,0,0,0,0,-1.0842021724855e-19,0,-3.46944695195361e-18,0,0.264652886889099,0,0,0,0,0,0,0,0,0,0.196977914735567,0,0,0,-0.0386282290309263,0,0.00250781297160962,0,0,0.32148202471227,0.0702607058367662,0,0.0452523509453222,0.0445258766599863,0,0,0.0618707484506965,0,0,0,0,0,0,0,0.049569375489078,0,0,0,0.0579972723647256
X601166.CH.EQUITY,0,0.0527557506152149,0,0,0.532099723533144,0,0,0,0,0,0.032097078413933,0,0,0,0,0.0449490417038023,0,0,0.121670838333055,0.0678655294805856,0.0612537276078902,0,0,0,0.0769214221605615,0,0,0,0,0,0,0,0,0,-0.037577582130601,0,0,0,0,0,0,0.0588683038149915,0,0,8.67361737988404e-19,0,0,0,0,0
X601328.CH.EQUITY,0.0392523471608973,0,0,0.224449560622065,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0266284908226051,0,0,0,0.325982269463729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157330089306648,0.0690030041806666,0,0,0,0,0.0165143756229854,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.109908115838477,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433204392145891,0,0,0,0,0,0,0,0,0.0366349597070088,0,0,0,0,0,0,0,0,0.14011370078426,0,0.0287212795764823,0,0,0.392606644449231,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.140021297743239,0,0,0,0,0,-0.0543508047834546,0,0,0,0,0,0,0,0.129476008257584,0,0,0.0635093490256423,0,-0.015546327500438,0,0,0,0,0.182038190070094,0,0,0,0.253656625454197,0,0,0,0,0,0.194808594796318,0,0,0,0,0,0,0,-0.117124649176948,0,0,0.0387315602038099,0
X601601.CH.EQUITY,0,0.585238591745975,3.46944695195361e-18,0,0,0,0,0,0.0119052339646111,0.17429008321108,0,0,0,0,0,0,0,0,0,0,0,0,0.209777593378111,0,0,0,0.00436994467734771,0,0,0.252137969395415,0,0,0,0.176724979281309,-0.141457707656681,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.0617516396203261
X000001.CH.EQUITY,0,0.100625621567854,0,0,0,0,0.00830751513593174,0,0,0,0,0,0,0.146766431677139,0,0.161732145287559,0,0.110164456653337,0,0,0,0,0.104112878720319,0,0,0,0.120844462219598,0,0,0.114227089085751,0,0,0,0.00363818839918708,0,0,0,0,0.0131374579047958,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0325504496960918,0,0,0,0,-0.0262599362317187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287200229917055,0,0,0,0,0,0,-0.091203196510153,0,0,0,0.0609172704669338,-0.222147120629964,0,0,0,0,0,0.535431584297115,0,0,-0.0740557053418982,0,0
X601998.CH.EQUITY,0.201258876958565,0,0,0,0,0,-0.0353782444731784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00756641059777677,0,0,0,0,0,0,0,0,0,0,0.272939665029749,0,0.524188406795661,0,0,-0.085977160996006,0.148557017189222,-0.0778845724322374,0,0,0,0,0
