,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X000069.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0404010509133474,0.239672603839972,0,0,0,0,0.476922823105139,0,-0.063220581865505,-0.122384219696341,0,-0.245138235513925,0,0,0,0,0.930053108378833,0,0,-0.102703668684645,0,0,0,0,0,0,0,0,0,-0.00612278958482449,0,0,-0.11588723677379,0,0.0251549630457163,0,-0.0436112278323887
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.21093697318783,0.0217228706402288,0,0,0,0,0.174544665508842,0,0.0745308460981638,0,0,0,0,0,0,0,0,0.116924646936589,0,0.170316426856875,0,0.069653529458035,0.0072213633817472,0,0,0,0,0,0,0,0,0,0,0,0.0738222776778416,0,0,0,0,0
X601939.CH.EQUITY,0.303415440992059,-0.075934019602519,0,0,0,-1.38777878078145e-17,0,-0.045006326031729,0,0,0,0,0,0,0,0,-0.0505718072398163,0,0,0.0824298223511852,0,0,0,0,0,0,0,0,-0.108645482647198,0.533396805133635,0,0,0.153042663549706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.110177507525489,0,0,-0.169885201692631,0.0699832763527325,0,0.644196983763931,0,0,-0.254445184596512,0,0,0,-0.285877087591389,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066038960967746,0,0,0,0,-0.103113273409901,-0.160097283612165,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0499805765127691,0,0.466082751980064,0,0,0.110989973710246,0,0,0,0,6.93889390390723e-18,0.0180553867443318,0,0,0,0,0,0,0,0,0,0,0.131876507515433,0,0,0,0,0,0,0,0,0,0,0,0,0.318544190715952,0,0,0,0,0,0,0
X601988.CH.EQUITY,-0.283483392810346,0,0,0,0.0264945401324654,0,0,0.295773603862313,0,0,0,0,0,0,0,0,0,-0.217190172957374,0,0,0,0.639351078757841,-0.140299101484109,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,-0.0192693394784348,0,0,0,0,0,0,0,0,0,0.45851394775684,0
X600036.CH.EQUITY,0.0290681333660748,0.342557601842527,0,0,0,0,0,0,0,0.400016353976905,0,0,0,0.0917564426343689,0.0868810284418187,0,0,0.102345625609237,0,0,0,0,0.109899008068101,0,0,0,0,1.38777878078145e-17,0,0,-0.264623007442292,0,0.398333463917329,0,-0.0254162366936037,0,0,0,0,0,0,0,0.220012094524464,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,-0.0257825607008369,0.474529187815962,0,0,0,0.151008804308808,0,0,3.46944695195361e-18,0,0,0,0.112871329443033,0.106209964847114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149996978997507,0,0,0,0,0,0,-0.105102796438109,0,0,-0.137717572765099,-0.00517592987721643,0,0,0.160936138571224
X601628.CH.EQUITY,0,0.072031380556027,0.027159956181569,0.0756328239528525,0,0,0,0,0,0,0,-0.0672391307625731,0,0,0.32964450496163,0,0,0,0,0,0,0.120658181938386,0,0,0.190231918661171,0.0798929748039142,0.000649496344059393,0,0,0,0.197262725324273,0,0,0.0778969111408705,0,0,0,0,0,0,0.0106980222766149,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.110668472599015,0,0,0,0,0.628868509658282,0,0,0,0,0,0,0,0,0,0,0.147954285747253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.186558180884755,0,0,-0.12065369283335,0,0,-0.124474982594002,-0.22195685042977,0,0,0,-0.0303438549617473,0,0.103740820110522
X601166.CH.EQUITY,0.143606346778042,0,0,0.239591480197839,0,0,0,0,0,0,0,0.363865664428705,0,0,0,4.33680868994202e-19,0.070920032573996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183667912194821,0,0,0,0
X600000.CH.EQUITY,0,-0.0978594857356923,0,0,0.0566163021211904,0,0.17570551276578,0.0677700380352299,0,0.31451436848086,0.372183304401761,0,0,-0.0863277526718962,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534662249103094,0,0,0,0,-0.147116113497789,0.297330573300105,0,-0.0303373681160479,0,0,0,-0.0151289975682476,0,0,0.156946376011634,0.0428554100520611
X601319.CH.EQUITY,-0.0142683305765412,0,0,-0.0404635829527348,-0.0790431370072997,0,0,0,0,0,0,0,0,0,0.129609587136686,0,-0.0139621466304191,0,0,0,0,0,0,0,0,0.183615344495116,-0.0620840563351961,0,0,0,0,0.673935196853981,0,0,0,0,0,0.16027406645501,0,0,0.063295362236045,0,0,0.00757678862227669,-0.159278127420482,0,0,0
X11.HK.EQUITY,0,0,0,0,0.413980314784412,0,0.305514100171281,0,0,0,0,0,0,0,0.135513530242401,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.199312049332093,0,0,0.37236567972098,0,0,0,0,0,0,0,0,0,0,0,0.0773808329128993,0,0,0.10193903866577,0
X601601.CH.EQUITY,0,0,0,-0.0145226392545088,-0.0317251784175249,0,0.163748897053603,0,0.463542586940371,0,0,0,0,0,0,0,0,-0.0709494272598595,0,0.0692775499169918,0,0,0,0,0,0,0,0.0281540936318661,0,0.183301657620189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585660373848248,0,0.0240050464820143,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.080336327590488,0,0,0,0,0,0,0.142324235300429,0,0.587585798591986,0.0669207055752758,0,0,0,0,0,-0.125167134003585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654482043824946,0,0,0,0,0,0,0.174676739663007
X2388.HK.EQUITY,-0.0941379885840945,0.255985578594296,0,-0.269228315967246,0.133068342478111,-0.40355163776007,0,0,0,0,0.0298828911158045,0,0,0,0,0.423926060197254,0,0,0,0,0,0,0,0,0,0,0,0,-0.136703205564435,0.0810952622938342,0,0,0,0,-0.0508789257220153,0,0,0.0429774585002162,0,0,0,0,0,0.528560550713183,-0.0642634137663197,0,0,0
X267.HK.EQUITY,0,0,0,0,0,-0.0125604105879148,0,0,0,0.0812158530092157,0,0,0,0,0,0,0,0,0.289671938855104,0.125458714553058,0,-0.112103075885384,0,0.018723704625597,0,0,0,0.0692748331963201,0,-0.268209590920038,0,0,0,-0.0700796162176652,-0.153244345899443,0,0,0,0,0,0.115700349389296,0,0.068413557394402,0,0,0,0.0883995926813685,0
X600030.CH.EQUITY,0.0308949638562821,0,0.0206892535225563,0,0,0.0119105019593817,0,0,0.0451343161718759,0,0,0.044612886768503,0,0,0,0,0,0,0,0,0,0,0,0.272032002090518,0.100799076963226,0,0.319769855257112,0,0,0,0,0,0.0181977443316497,0,0,0.00220085182343447,0,0,0,0.192819763895045,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.00720384352383779,0,0.0705102197518702,0,0,0,0,0,0.128127168811449,0,0.149029941518338,0,0,0,0,0.301810361220932,0.0540125524522878,0,0,0,0,0,0,0,0,0,0,0,0.0689306369727759,1.73472347597681e-18,0.0687693824494963,0,0,0,0,0,0.121625493657296,0,0,0,0,0,-0.0625754590639654,0,0,0
