,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0139180900002758,0,0,0,8.67361737988404e-19,0.391260112917449,0,0.0836470283257595,0,0,0,-0.100846822621638,-0.377026801325558,0.244430391870543,0,-0.018036773756589,0,0,0,0.839426411819242,0.0524559154800239,0,-0.395500851198212,0,0.217141987707425,0,0,0,0,0,0,0,0,0,0,0,-0.110763020654721,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.110942166797954,0.207628690156454,0.0307384487279135,0,0,0,0.177374228859454,0,0,0,0.0932170616015911,0,0,0,0,0,0,0,0,0.215252967273097,0,0.214726237289465,0,0.00342345018107602,0,0,0,0,0,0,0,0,-0.00730545471805519,0,0,0.119615121028878,0,0,0,0,0
X601939.CH.EQUITY,0.350417275435455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609085610389036,0,0,0,0,-0.277739394599746,0,0.0722063598685843,0,0.482442596654425,0,0.117871269071768,0,0,0,0.0529454244778112,0,0,0,0,0.0911998962030008,0,0,0,0.065295161450882,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.335271195500145,0.0463891882032352,0.0459297732141007,0.688962625507019,0,0,0,-0.0396058994805829,0,0,0,0,0,0,0,0,-0.773862273273988,0,0,0,0,-0.138432976550029,0,0,0,0,0.696328924771831,0,0.0322546827469845,0,0,0,0,0,0,-0.073609563389225,0,0,0,-0.33528893200198,-0.161133522843337
X5.HK.EQUITY,-0.0141801223492856,0,0,0,0,0.0789621795614543,0,0,0,0,0,0,0,0,0,0.131300251552831,0,0.161927075901128,0,0,0,0,0,0,0,0,0,0,0,0,0.25791289471436,0.132512661566003,0,0,0,0,-0.163670666840489,0,0.172163070542373,0.384804117926372,0,0,0,0,0,0,0.00921713788702312,0
X601988.CH.EQUITY,0,0,0,0,0.288288679912579,0,0,0,0,0,0,0,0,0,0,0,0.284662839615637,0,0,0,-0.0177878575925313,0,0,0,0,0,0,0,0,-0.0968502522912154,0.126594834918327,-0.154486977655867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230372641014606,0.0148858576597846
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.163637117716314,0,0.353523942893984,0,0.200488527648597,0.201828866582629,0,0,0,0,0,0,0,0.168589058081885,0,0,0.13546569506361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00620564089917203,0.327676123938788,0,0,0,0,0.0796965818552431
X1299.HK.EQUITY,0,0.0961333986060107,0,0,0.304958542304947,0,0,0,0.0865262210458838,0,0,-0.0834608240996295,0,0,0.0963885709993904,0.0239501448003997,0,0.0785277256201135,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121995025832468,0,0,0.117291496605666,0,0,0,0,0,0,0,0,0,0,0,0,-0.0881886954840765
X601628.CH.EQUITY,0,0.0740482817146229,0,0.0411584476293761,0,0,0,0,0,0,0.108332858040321,0,0.0321151641872318,0.384312220731084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157507792293677,0,0,0,0,0,0,0.0420408546371506,0,0,0,0,0,0,0.0597218151518968,0,0,0,0,0,0
X601328.CH.EQUITY,0.151160827632646,0.26529203427504,0.103173568875809,0,0,0,0.403312554071612,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800135129449394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00898714660031905,0,0,0.0470850263776028,-0.266871197166609,0,0
X601166.CH.EQUITY,0,0,0,0.319068332922614,0,-0.0333695400003377,0,0,0.00622173024883667,0,0,0.323032715124451,0,0,0,0,0,0.00544758037767609,0,0,0.0842860709496642,0,0,0,0,0,0,0,0,-0.026908660790218,0,0,0,0,0,0,-0.0278481346922314,0,0,0,0,0,0,0.244644637622922,0,0,0,0.11565680699619
X600000.CH.EQUITY,0,0,0,0,-0.0699021199858057,0,0.353639162372542,0,0,0,0.342955096885515,0,0,0,0,0,0,0,0,0.0995952084555105,0,0,0,0,-4.04924238742099e-06,0,0,0,0,0,0,-0.110839761631991,0.0137778686999736,0,0,0,0,0,0,0,0,-0.0253750970730773,0,0,0.275243280934224,-0.113598944165244,0.0804746288040119,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.103781719775826,0,0,0,0.264816360182716,0,0,0,0,0,0.151423729206389,0,0,0,0,0,0.413182109166228,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,-0.108164778628969,0.0319671811313839,0,0,0,0.0294365364755534,0,0,-0.0215804739235995,0,-0.0677129927472432,0
X601601.CH.EQUITY,-0.0247542885702291,0.0855972383886236,0,0,-0.0648156828458613,-0.0836289763013969,0.056977701727385,0,0.669658765755032,0,0,0,0,0,0,0,0,0,0.0163358149056192,0.0468404846958287,0,0,0,0,0,0,0,0,0,0,0,0.0544424662208503,0,0,0,0,0,0,0,0,0,0,-0.186511359369572,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.0954967580721798,0.15678095258297,0.108813218197862,0,0,0,0,0,0,0,0,0.164016914831459,0,0.284601592460588,0,0,0,0,0,0,0,0,0.237128997122543,0,0,0,0,0,0,0,0,0,0.0384030283204046,0,0,0,0,0,0,0.0584884609035075,0,0,0,0.0361024718513645
X388.HK.EQUITY,0,0,0,0,0.19160606845139,0,0,0.348517885717009,0,0,0,0,0,0.177864776850019,0,0,0,0.140214859368963,0,0.085170109250099,0.147605632660189,0,0,-0.0952800567244688,0,0,0,0,0,-0.0232580851027392,0,0,0,0,0,0,0,0,0.148683886665739,0,0,0,-0.0709839090964665,0,0,0,0,0
X000001.CH.EQUITY,0,0.181477393878594,0,0,0,0.129402010742895,0,0,0.046294345479447,0,0,0,0,0,0,0,0,0,0,0,0,0.0686066877707522,0,0,0.201659786467211,0,0,0,0,0,0.0147064424718274,0,0,0,0.00553845611613552,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0.336961059360644,0,-0.12863435331889,0.13578314661497,-0.278539833687949,0,0,0,0,0.0253179007877811,0,0,0,0,0.516628020536054,0,0,0,0,0,0,0,-0.10638562626891,0,0,0,0,0,0,0,-0.12886071605489,0,0,0,0,0,0,0,0.0911174001003344,0,0,0.23219697708742,0.311764007175367,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.12222669726184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491542533741278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0922573983560434,0.16177913558497,0,0,0,0,0,0,0,0.0647784016462394,0,0,0,0,0,0.037969152496688,0,-0.0844975088493167,0,-1.38777878078145e-17,0,0.314115431169222,0,0,0,0,0.321913834483935,0,0,0,0,0,0,-0.0358465970945048,0,0,0
X267.HK.EQUITY,0.0469691280403863,0,0,0,0,0,0,0,-0.0442127343086115,0.109865564259751,0,0,0,0,0,0.0666506563676331,0,0.329636644657152,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.0672018998112033,0.247949530380222,-0.119261228748713,0,0,0,0,0,0,0,-0.0406071683049515,0.0800322283186427,0,0,0.121043138349576,0,0,0,0,0
X600030.CH.EQUITY,0.0415460628291147,0,0,0,0,0,0,0,0,0.00362071497880156,0,0.0222529357189312,0,0,0,0,0.109423400504632,0,0,0,0.0295316950199909,0,0,0,0.0926470505328825,0,0,0.332982103738706,0,0,0,0,0,0,0,0.3574079739205,0,0,0,0,0,0.23954103723918,-0.019252722028514,0,0.0332611842892405,0,0,0
X601818.CH.EQUITY,0,0,0,0.445479078196112,0,0.0559682551123505,0.0108880137307698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.210300966694951,0.247594527890766,0,0,0,0,0,0.177243838418843
X601688.CH.EQUITY,-3.46944695195361e-18,0,-0.0184415183861555,0,0,0,0,0,0,0,0,0,0,0,0.0666066003182268,0,0,0,0,0,0,0,-0.127086569055788,0,0,0,0,0,0,0,0,0,0.0625035741575909,0,0,0,-0.03103981222035,0.367846984542053,0.0286603917586703,0,0.181190266898109,0.370718757304349,0,0,0,0,0,0
X601211.CH.EQUITY,0.00645427784337298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120259370559389,0,0.0902453471839065,0,0,0,0,0.0145326001963905,0,0.0386530257956387,0,0,0,0,0,0.00699787897067227,0,0.270335569471583,0,0,-0.0113802767260335,0,0.177003902596078,0.248011511514596,0,0,0,0.107024430515214,0,0
X601336.CH.EQUITY,0,0,-0.214629717376801,0,0,0,0,0,0.456985436448515,0,0,0,0.155152327626585,0,0,0.15394037572407,0,0,0,0,0,0,0,0,0.181927099539996,0,0,0,0.115695427238075,0,0,-0.022157540893892,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,-0.0537912584007145,0,0,0
X601229.CH.EQUITY,0.406323982540053,0,0,-0.100809729087926,-0.0281733838250083,0,0,0,0,0,0,0.198060469845961,0,0.0869040626772522,-0.0381704247851294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184645504149507,0,0,0,0,0,0,0.231744117512617,0.141967327526364,0,0,-0.175168064504302,0,0,0,0,0,0.070763928108637,0,0.0142911086717139
X600837.CH.EQUITY,0.046119861136781,0,0,0,0,0,0,0,0.234038270775506,0,0,0,0,0,0,-0.0236066383606862,0,0,0,0,0,0.0736399167457025,0,0,-6.93889390390723e-18,0,0,0,0,0.0866848348218164,0,0,0,0,0.152089548844314,0,0,0.157206218829658,0,0,0.0603577670934086,0.159062517838973,0,0,0,0,0,0
X002142.CH.EQUITY,-0.0166216168331168,0.339608279332874,0.273803614448765,0,-0.0350317138631132,0.00240805933043275,0,0,0,0,0,0,0,0,0,0,0.450897697572029,0,0,0,0,0,0,0,0,0.13818727914222,0,0,0,-0.0552909420524533,0,-0.122601952110288,0,0,0,0,0.0225283603667127,0,0,0,0,0,0,0,-0.0790933237102635,0,-0.0894421330944409,0
X601066.CH.EQUITY,-0.112335390661337,0,0,0,-0.358481865487431,0,-0.027377815681092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31930035454966,0.0795095730249192,0,0,0,0,-0.0709817588018332,0,0.0635408570848763,-0.0285709597944536,0,0,0,0.143138179429634,-0.197630798079002,0,-0.0214876411719129,0,0,0,0,0,0.133623579140749,0,0.0653321674532174,0
X600015.CH.EQUITY,0,0,0,0,0,0.0476291943825851,0,0,0,0,-6.93889390390723e-18,0.0412383202859022,0,0,0.0341803358489236,0,0,0,0,0.18517230953974,0,0.192171823992963,0.155573328822927,0,0,0,0.0237438639146117,0,0,0.0249426235838809,0,0,0.423385909890339,0,0,0,0,0,0,0,0,0,0,0.00972784966759756,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0.0891359741600634,-0.0734189720950367,0,-0.0189064295790171,0,0,0,0,0,0,0,-0.170336827034557,0,0,0,-1.0842021724855e-19,0,0.0434406421999507,0,0,0.0118123792204588,0,-0.0117955881055868,0,-0.048085644860603,0,0,0,0,0,0,0,0.275665308777322,0,0,0,0,0.172550647363261,0.0108103620684633,0,0,0.16251009187139,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0.00430157844712056,-0.627947288597364,0,0,0,0,0,0.0578681589165319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218632027571647,1.11694469973848,0,0,0,0,0,0,0,0,0.0235948288311907,0,0,0,-0.11702033800685,-0.135204022466753,0,0.198409999892764,-0.170313249464292
X000166.CH.EQUITY,0,0,0.0531367514846275,0.0802677919013813,0,0,0,0,0,0,0,-0.0230422482249638,0.114460875831474,0,0.0363767607244032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205968985981232,-0.00696998057740056,0.292921997510361,-0.0153182727396407,0,0.357295955017979,0.116417264600994,0,0,0,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0.00992926546115321,0,0.0751660361881676,0,0,0.0670768397404425,0.139162469681232,0,0,0,0,0,0,0,0.0495926437795465,0.10576924889558,0.19156489190363,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00426167436131473,0,0.155248306143848,0.362633404675419,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0514744585071439,0,0,0,0,0,0.109919321951973,0,0,0,0.0385416143007602,0.0154223335944431,0,0.397258663982312,0,0.0443519269146889,0,0,0.124598308811656,0,0.0387397634893841,0,0,0.154580844166261,0,0,0.213826744976407,0,0,0.126445772803266,0,0,0.00997715229123468,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.10760528424171,-0.0963310832812878,0.159615447283786,0,0,0,0,0,-0.368483160701178,0.0293784427643742,0,0,0,0,0.445001570965348,0.425846799033156,0,0.348472299108563,0,0,0,-0.174370179671763,0,0,0,0,0,0,0,0,0,0,-0.27737044202785,0,0,0,-3.46944695195361e-18
X300059.CH.EQUITY,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.171994962892068,0,0,0,0.0298363197350266,0,0,0,0,0,0,0.00894868506953637,0.249716880970549,0,0,0,0,0,0.330259993866697,0,0,0,0,0,0,0,0.127595128354161,0,0,0,0.00969776246605609,0,-0.0921448135634135
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.212264201425815,0,-0.00282803458179787,0,0.359732828443627,0.177219698739189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851046911015701,-0.702022420279917,0,0,0,0,0.0604770442536081,0,0,0,0,0.0168597414903735
X2886.TT.EQUITY,-0.046185350343975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0559514732288417,0,0.214484364485689,0,-0.0811403397604294,0.00254243826717611,0,-0.235317474531631,0,0,0,0,0,0.0943687296358587,0,0,0,0,0,0,0,0,0,0.822875474761836,0.037915711704611
X000776.CH.EQUITY,0,0,-0.0349042362655428,0,0,0,0,0,0,0,0,0,0,0,0,0.0409054246849958,0,0.0782912175231418,0,0,0,0,0,0.379636531264155,0.109454852506671,0.0600885714568093,0,0,0,0,0.0219221110881873,-0.104367847065528,0,0.228467983965396,0,0,0,0.165094135276106,0,-0.0656950061301694,0,0,0,0.0505868196748122,0,0,0,0
