,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X600918.CH.Equity,X2882.TT.EQUITY,X601229.CH.EQUITY,X002736.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X601696.CH.Equity,X2886.TT.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X601236.CH.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity,X601009.CH.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.146206682592165,0,0,0,0,0,0,-0.084552426897904,0,0,0,0,0,0,0,0,0,0.310235778243646,-0.141981183089571,0,0,0,0,0,0.287419475301679,0,-0.179918862062154,0,0,0,0,0,0,0,-0.0907729412786177,0,0,0,0,0,0.0916879598430363,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0310400646597029,0.0201968911696721,0.165739512223909,0,0,0,0,0,0,0,0,0,0,0,0.335212779875138,0,0,0,0,0,0.163441652395872,0,0,0,0,0,0,0,0.189215349356728,0,0,0,0.0756990012470197,0,0,0,0,0.0930679955481673,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.799764849755705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714120019414969,0,0,0,0,0.0494933902929011,0,0,0.00110075858337339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905363843512635,-0.00705103603346352,0,0,-0.105651241582748,0.0944862200237556,0,0
X601288.CH.EQUITY,0,0,0.767474299756971,0,0.179055867308265,-0.0347171185879159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496067032172398,0,0.0215706086680327,0,-0.0524082091020141,0,0,0,0,0,0,0,0,0,0,0.0243246788593882,0,0,-0.108630072619693,-0.0550632697926761,0,0,0,0,0.116203778830812,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.187083070818133,0,0,0.242844186204336,0,0.112256120909901,0,0,0.10331156402799,0,0,-6.93889390390723e-18,0,0,0.0691388017244672,0,0,0,0,0,0,0,0.08780447812392,0,0,0,0.051024725386941,0,0,0,0,0,0,0,0,0,0,0.118300995128837,0,0,0
X601628.CH.EQUITY,0,0.2009182423748,5.35833535473613e-05,0,0,0,0.236782016910158,0.00909487855500815,0,0,-0.099823492616887,0,0,0,0,0,0,0,0,0.0705976491584533,0,0,0.0363624247515278,0.0517368340300979,0,0,0,0,0,0,0,0,0.110373819164254,0.107018873930934,0,0,0,0.14847026029004,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.282515574668936,0.146625741954625,0,0,0,0.0549622023909975,0.0144465435654418,0,0,0,0,0,0,0.0176274304534438,0,0,0,0,0,0,0,0.180227798688622,0,0,-0.0168938660854139,0.242845308793642,0,0,0,0,0,-0.0466909817415223,0,0.0275505363715691,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0455712729242605,0.153163653700567,0,0,0.0150796626409137,0,0,0,0.132203094845414,0,0,0,0,0.148482687672788,0.294078335272309,0,0,0,0,0,0,0,0,0,0,0,-0.068272559157159,0,0,0,0,0,0.326850285668979,0.203202054460273,0.208687636191129,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,-0.0263317570773451,0,0,0,0,0.0625269896550661,0,0,0,0.0197699584822002,0,0,0,0,0,0,0,0.626944176231773,0.030676978022134,0.0410844865409235,0.104844185350552,0,0,0,0,0,0,0,-0.129037351396005,0,0.167242699761352,0,0,0,0,0.144554604615066,0,0,0,0,0,0.140961221682525,-0.21922986153492,0,0
X601658.CH.Equity,0,0,0,0.219783672661943,0,0,0,0,0,0,0,0,0,0,0,0,0.0868029038473536,0.12026422852892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215597958502315,0,0,0,0,0,0,0,0,0,-0.0146558325485927,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0.157017659903213,0,0,0.000952102575760699,0,0,0,0,0,0,0,0.142261103475532,0,0.109545707582518,0,0,0,0,0,0,0.212008628868877,0,0.259906051754071,0,0.0935413735686746,0,0,0.0720908711913273,0.047765915611625,0,0,0,0,0,-0.388562603759444,0.129930161557016,0,0,0,0,-0.16568135164897,0,0.0497005122267214,0,-0.252097875581584,0,0.112087739571336,-0.0266167512150943,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0.0135213888809559,0,0,0,0,0,0.073562875241763,0.240754235010315,0,0,0,0,0,0,0.051065785213599,-0.0109400374914443,0,0,0,0.326018384343485,0,0.0968782469883633,0,0,0,0.0559820368305887,0,0,0,0.0660823987242757,0,0,0,0,0.00344001844621505,0.0116333844682033,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.155196202967255,0,0.0718983425136603,0,0,0,0,0,0.00414690729072699,0,0,0,0,0,0.47326239084047,0,0.0446017120741276,0,0.0378312380817943,0.0908889742909147,0,0,0,0,0,0,0.00709810437453443,0,0,0,0,0,-0.00372159875425338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0415043360682936,0,0,0.246825675346003,0,0,0,0,0,0,0,0.0577115211793486,0,0,0,0,0,0,0,0.35373466960005,0,-0.0693694502405345,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0920423866614122,0.0735582249446129,0,0,0,0,0,-0.0015008501525965,0,0,0,0,0,0,0
